bin_index,bin_label,bin_lo_edge,bin_hi_edge,n_curves,abs_pce_min,abs_pce_max,abs_pce_mean,delta_pce_rel_mean_pct,delta_pce_rel_median_pct,delta_pce_rel_q25_pct,delta_pce_rel_q75_pct
0,Q1,,0.9956007619278758,367,0.04030982906014649,0.9955641117716092,0.9662669239583033,24.440761571359246,16.949779510498047,7.167220115661621,35.84840965270996
1,Q2,0.9956007619278758,1.0009978089463136,367,0.9956251953653869,1.0009975599941041,0.9987933637414718,16.866230959463508,11.479848861694336,5.09539532661438,23.0473690032959
2,Q3,1.0009978089463136,1.0048755995594556,366,1.0009988047551517,1.004833156347375,1.0027988384875401,15.3030824511429,9.357553482055664,3.9652615785598755,20.926804542541504
3,Q4,1.0048755995594556,1.0624277436426985,367,1.0048862103624758,1.062389917319887,1.0152010460152308,12.201722305542116,6.239217758178711,2.314522862434387,15.747752666473389
4,Q5,1.0624277436426985,,367,1.062484483126916,153.1627133773559,30.94203620841068,17.199625958538835,10.27108383178711,4.4686524868011475,25.085046768188477
