id,C005,C006,C007,C008,C009,C010,C014,C015,C016,C017,C018,C019,C025,C028,C029,C030,C031,C034,C035,C036,C037,C038,C044,C045,C046,C047,C050,C051,C052,C053,C055,C056,C057,C061,C062,C063,C064,C065,C086,C087,C091,C092,C093,C095,C099,C100,C103,C104,C105,C106,C109,C110,C118,C125,C129,C130,C138,C139,C140,C141,C150,C151,C152,C153,C154,C165,C166,C167,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C186,C191,C192,C193,C194,C195,C197,C198,C199,C202,C216
C005,0.0,0.21054042146225557,0.31497119324801576,0.484934256760253,0.33542409035048437,0.35229887737216425,0.25263299265253714,0.3010853511864153,0.756159599396661,0.4080400070463157,0.42312834207126954,0.36296528182206833,0.20886812522499007,0.2707377942480771,1.4692097156540833,0.22269202728523474,0.41736359701176856,0.4100728408854315,0.313948341812023,0.5112055657023735,0.2313534285152892,0.19728543962260417,1.4168233355570587,0.20194326537585958,0.2793147318529991,0.3865211896120094,0.2099577789168043,0.5018387280900863,0.25114529728132906,0.3116145881160364,1.4614755574065041,0.21594140382601187,0.20201332600771715,0.27161855835452786,0.26819900220651033,0.18914530801800827,0.19300369888764587,0.19037069928745706,0.17443650971486188,0.3702140381319185,0.31203542521671407,0.17045337950680314,0.3263614745685946,0.20651481807159325,0.6069101012091467,0.7076050209689806,0.1896479457787481,0.37770045317364803,0.1998529288128195,0.2919822927973922,0.31632943001639124,0.4779757099192414,0.3561392999474992,1.4092884121086273,0.3060988880413497,0.3402061135083556,0.9563549409501133,0.29864631469121555,0.21023695191935002,0.26511978405289244,0.2476665173380762,0.6060842694572295,0.3235766623735909,0.3116940845158528,0.5018420940490173,0.19905745990896026,0.2323550161342926,0.28064783731101484,0.2692519728873481,0.3789294235467738,0.45643335738702623,0.3768682954304133,1.1878316564003737,0.2778618179381184,0.17077139080780324,0.25033116495195584,0.2765314320342618,0.21872297948942226,0.2848465540094399,0.40932531745423434,0.2309313354766023,0.3646005926973182,0.5631757701348845,0.18946087123920788,0.23476928349720702,0.793357065518952,0.6522104321469756,1.4062407710478317,0.5910713218184559,0.36803266075490426,0.7859979442767102
C006,0.21054042146225557,0.0,0.29954154964638535,0.49476930065779157,0.2383729128370888,0.24722522415112536,0.2249606851564824,0.1655816374421505,0.8861459890356109,0.39670471202530555,0.2759894116435221,0.2542043819543836,0.2501139304280102,0.21237094176242116,1.5594544026032289,0.1158964828035535,0.3588189508901609,0.33461042978385336,0.30279314106462774,0.49971391593300307,0.21986178571928364,0.13153576702932193,1.344468406344003,0.12498522752264096,0.29099238741993705,0.481501466695977,0.21076434897466678,0.6337742461039809,0.22278059820741447,0.25120415233512394,1.5427863906687922,0.13856512990659187,0.09109604526677766,0.27832689636120184,0.16995273470151212,0.07507108566623988,0.0925151908107366,0.16990067642823964,0.09336459453711533,0.3668309763610155,0.23431576672703783,0.1442114832569636,0.18481414939858623,0.14519371571959197,0.7609073273649557,0.8316503099901129,0.1493653938712402,0.3823104600203495,0.13478726478407463,0.27285767021343066,0.18665260525039581,0.34234602363571287,0.29755973934258945,1.4782879917994804,0.3149966754467627,0.30467285846911213,1.0129136937967604,0.35694062182236214,0.22083481961964888,0.22217015518191474,0.3426409011221497,0.669817900151496,0.34703065856168014,0.19695128774800763,0.351511417066068,0.10557655666954685,0.12381517432822596,0.2631718034223376,0.25011309403010235,0.4390968319628671,0.4833309166333342,0.42196360491775303,1.3497952639965014,0.15962446461532298,0.1314691099399628,0.3068022136030156,0.2721508109055404,0.3272465081882836,0.1606514580396018,0.2697636566199442,0.13365981623064618,0.24217208836330775,0.5448302171458467,0.15746877980034382,0.1652680414255416,0.8153719593187914,0.7249913650271971,1.4195705561619907,0.6871017479805959,0.3593571609479593,0.6693947551801733
C007,0.31497119324801576,0.29954154964638535,0.0,0.38357152070247785,0.5222717055398443,0.5429506453256073,0.11716747886716324,0.4700499541249174,0.9090011247864889,0.12535453437647798,0.534092482205354,0.5365517433035542,0.15129435413664297,0.111780434608793,1.5668704268590632,0.29520742135880645,0.23911753646748315,0.5057589974476612,0.4622110491186289,0.670216725410645,0.18647906217461852,0.197100701775197,1.4876292325527776,0.19731668530751603,0.1967517715772158,0.30287880684646223,0.25336600640047696,0.4313946445252303,0.3840702475672481,0.4933260144565089,1.4415649493921785,0.17779403508892555,0.3310157506979163,0.08340060461075921,0.16330437069874232,0.2783970295710279,0.28918342915574785,0.2892792459064483,0.30953713833926044,0.21800834227831573,0.458372665607652,0.2454303239369471,0.48650174568336146,0.3089281361796298,0.5928517250218489,0.6682032582231215,0.25351345564204214,0.1509315787862014,0.32207609459365805,0.4921813527923985,0.5004494578856765,0.6880954785627927,0.28950305199273274,1.571779686306178,0.4033058579764955,0.5010737656210903,1.0196387889108824,0.13155448211247092,0.2393236952359775,0.12753322486645527,0.13798773051331778,0.8784788566432984,0.3705364153339997,0.49769606453026716,0.6979685712173088,0.31360341446361084,0.3599412114335994,0.40662984822919024,0.07368484816599312,0.2446918258064015,0.22183780806654568,0.1520967149614761,1.2348760835225896,0.46061716107236683,0.28974497702566426,0.16282414352252675,0.42401269446981876,0.21502911826378782,0.48304044771645105,0.6286604690716457,0.3537616191294599,0.50257891541705,0.7962492216301197,0.21733884974887294,0.14425788326805478,0.9707238030638665,0.7272603911672968,1.5205123938220344,0.5260650413319468,0.2857025328478846,0.8622978005078485
C008,0.484934256760253,0.49476930065779157,0.38357152070247785,0.0,0.598843247303508,0.5579169742131479,0.4085207153040069,0.5337161984562151,0.6631671413338497,0.4668669642566275,0.6127596623520237,0.5814530744972807,0.41797367138289526,0.4163182579052582,1.1502126103379902,0.461026143727765,0.4945742525683077,0.5696923034913568,0.5240203737020656,0.6008898742612556,0.40154954628734835,0.44107749781509664,1.2822515991022618,0.4320022239408956,0.4447089592668064,0.5166244759113473,0.5091894475923924,0.4151745151233528,0.5832459946494608,0.6114730031979411,1.121076922593365,0.4187980210335514,0.49016619593790195,0.41495649581403193,0.4310530916102564,0.4475649010277696,0.4648325338154272,0.4133479809589816,0.4613222056389502,0.5121974694754929,0.5630275130808909,0.44207334929643366,0.5504731679363296,0.44399529038703495,0.343719865127466,0.4073442352712903,0.44260865592758764,0.40547943747281256,0.48616004105515676,0.517283826687355,0.5731209371645299,0.6189141567396911,0.41307340294167866,1.0959259533329753,0.5519010367381931,0.4975097179847729,0.5648078443709985,0.41326822335295554,0.4373871600438627,0.40918850612145896,0.4539135961267162,0.5262638729892282,0.4299684573415955,0.5772040026523966,0.5960090934250092,0.47597184663964875,0.498336937166026,0.4764414989293809,0.3795885066150338,0.45706930030768184,0.5529780820286266,0.4293913632730248,0.8018427072221765,0.5647896155432843,0.4268627776337546,0.45954594342585003,0.5403593678850039,0.4694716459432857,0.5593067663047782,0.6139449436573731,0.4975858064858609,0.6404353877178177,0.4695438537463574,0.4501793689770099,0.41557718423168244,0.997548118762642,0.7146967573339381,0.9142719103591287,0.38031316648537367,0.3960949035111455,0.7244199271695722
C009,0.33542409035048437,0.2383729128370888,0.5222717055398443,0.598843247303508,0.0,0.10271847406773861,0.4290009428922703,0.20779986114280827,0.9514737069620136,0.6661776403766068,0.09590125340458008,0.07134168616649281,0.4272568518222613,0.47521741452287,1.2713859412073374,0.17242775446338265,0.5355195017859498,0.20617769139044784,0.1809293485444394,0.31225092054515596,0.3180070229942779,0.2864883620820389,1.09976334667577,0.292522491213132,0.3941734206562447,0.646866392183958,0.27518578521582066,0.7878395293974598,0.2718156495222138,0.17234340039589846,1.319985461525978,0.3260079880723818,0.20241994120995874,0.4597046655759071,0.33601968862659165,0.19953710724878196,0.20009297874272367,0.24023871338250916,0.18198987732152808,0.5219976332615244,0.18390179870324125,0.22048534663225405,0.11774461739978762,0.20843060651370504,0.8328051030191478,0.84247727034281,0.30177739489428446,0.6050675906791853,0.16404619720344216,0.13605353937011455,0.2044832814459541,0.26783134635010214,0.4407163762925388,1.5206119247076384,0.309112110744422,0.1992851775305895,1.009497556473621,0.5027530489236833,0.241815273015358,0.4014171239897236,0.4584726367227962,0.5760246725088826,0.311746626471412,0.18413173862825097,0.2355865053547694,0.19178464532482287,0.21180493142579365,0.19655661722287573,0.5145115481908575,0.5901757289774182,0.6824780729211484,0.6404538006225191,1.3134038017029446,0.25013763875257133,0.227901977588291,0.3479133893557066,0.18104557123165677,0.3094853550361245,0.20288781160669472,0.2582915023818297,0.3187889616195753,0.3434281729679504,0.36099827780732086,0.2960176904454744,0.36154558148991295,0.6808347725596835,0.9081789350624048,1.2995264282806582,0.8826462579842828,0.5793906175382414,0.6832967675798843
C010,0.35229887737216425,0.24722522415112536,0.5429506453256073,0.5579169742131479,0.10271847406773861,0.0,0.45739038218457484,0.19114260871858144,0.9607945754099816,0.7206651852901133,0.183770005707239,0.08092760906091272,0.4087193717823474,0.49451335489053777,1.320741594411627,0.2083728640417215,0.5620607785426582,0.22775082269127656,0.2296738866605537,0.3232822232312394,0.3171048812363099,0.29656554966451826,1.1196424686831479,0.294779567956214,0.38875612374454305,0.6914674506590751,0.2831239996402459,0.8010760825326183,0.23566424008137937,0.19023514607924089,1.3520588404362148,0.33389843117374995,0.19937165128393142,0.47289579552073613,0.3725011619826859,0.21460791656034064,0.18899365020967657,0.2396490915979019,0.18955572063858048,0.5671968938922526,0.1601458472867681,0.2606066612757509,0.1329078298481421,0.21509495841205986,0.8376311635504692,0.8697632820402333,0.3495380439169607,0.582049608921951,0.18912049969624609,0.14501165156964185,0.1947153734364393,0.24539577980746555,0.42386107108714866,1.5577619821898387,0.34974176744148555,0.21726599294210083,1.030967932090895,0.5191435803923931,0.23859034488339936,0.42564376930603115,0.5020442095650279,0.5556385478765437,0.2948571091461582,0.1670627791159427,0.2343909782830078,0.19751668483173027,0.18376435267333596,0.1966901244779545,0.514614291516794,0.5757224404857584,0.7113185841373713,0.6495327053324939,1.3655586960741262,0.252390439089863,0.22303107909315706,0.39314379433442825,0.23203846138314804,0.3379009482775903,0.20423590818420453,0.23590323991688156,0.369902503531421,0.33565891409535636,0.3354493313826745,0.2877589887507934,0.37808750242284195,0.709815330052618,0.9575461453957803,1.3296553183895767,0.8226302555422549,0.5919053970668289,0.6920856812247763
C014,0.25263299265253714,0.2249606851564824,0.11716747886716324,0.4085207153040069,0.4290009428922703,0.45739038218457484,0.0,0.37273594674988986,0.8731557086945418,0.18858772965336654,0.45905444772719844,0.4602471630675148,0.13761226255131814,0.08881262099144205,1.5529060802699022,0.20736892649017588,0.2510993214384938,0.44847533328519656,0.4036572010706364,0.6107846059070903,0.16816871037665845,0.139182327015814,1.3828214567247108,0.1284985145327187,0.18680694771950343,0.3709182384111626,0.20094477177704423,0.48723155966127196,0.3290810918415526,0.4291624976469107,1.4239214686836552,0.11377647914521098,0.24079278368322288,0.11560111325057706,0.11386793266885785,0.20066355509233452,0.21694102562128573,0.22418148284991685,0.23022891559455236,0.22846646511964383,0.3622675830771656,0.17092869312119416,0.3856402307611503,0.24404154282098076,0.6611995208412177,0.729358670575745,0.17573456027759424,0.2209310918062933,0.2643290992905127,0.44244804182145564,0.40303026970135575,0.5748362167335423,0.2687645421458815,1.5664070685934264,0.2807450076683079,0.41308778996956,1.048258722974028,0.18951292601396472,0.21281602217394907,0.10328447641214351,0.17106099236100017,0.8373139088815597,0.3366578417823747,0.42369018632297656,0.5891250147890039,0.23793789315029856,0.286489738669996,0.3449088273349165,0.09316586604996452,0.2898635115319909,0.30110443075723503,0.22494761327141558,1.3247819110043983,0.36049688222821763,0.22916151733352383,0.1759806879747507,0.3857758343534272,0.22267368454191588,0.37901472819516,0.5128993500608445,0.2460205976892134,0.3942819281072861,0.7498169316605099,0.16244388223909834,0.08644309352081356,0.8597984482535329,0.7464900001745562,1.4812291453607145,0.5934255498838065,0.3103420475684638,0.8015113838312349
C015,0.3010853511864153,0.1655816374421505,0.4700499541249174,0.5337161984562151,0.20779986114280827,0.19114260871858144,0.37273594674988986,0.0,0.8769440757095801,0.6149037002549773,0.24281569113214446,0.219011897257278,0.3816769206639787,0.3860408412731558,1.452239376007687,0.17733070712329813,0.45386087932921826,0.3459841878496717,0.34454629237318324,0.4806340560301231,0.31783130151004396,0.24482045097440872,1.1632504251087663,0.23884850128253635,0.3903378229644374,0.6611256405617515,0.3300109164890355,0.703276803997965,0.28834831058680327,0.2661368911742282,1.5199126892545316,0.2600772449076773,0.1382525859838992,0.42705916882009354,0.2859661733343474,0.15046430011713632,0.15528794936519696,0.22496742401897535,0.17654607366074648,0.4551389773760702,0.259753268061054,0.2364388439095405,0.1441904642209398,0.15017624891509734,0.8450952361495189,0.9126927084137475,0.26858718691814526,0.5059407999568519,0.21105477073540763,0.2739057373441603,0.08276133782510063,0.1558997461744872,0.34534632869494897,1.349451362981151,0.3541933376278636,0.3271172245290922,0.9521184867867005,0.5348534591049359,0.2891400932928508,0.36089945653009864,0.48775918047171074,0.5783673457524457,0.3865181509966278,0.10298295869360492,0.17847967771747747,0.12181916705530084,0.10210045384913125,0.21672597986324563,0.42213759719051314,0.5643541560708623,0.6092823442799116,0.5819235139753683,1.2844797522099942,0.11852302476442894,0.17786370086432846,0.41578843453685554,0.34780353628795624,0.4207695423946115,0.08200495910668157,0.1623135210854093,0.2595195925475224,0.16812553641375097,0.3879122838521941,0.2613452180582382,0.29362933428300697,0.7626883771510649,0.8188110999345029,1.3547546977525824,0.6934026908939518,0.5993797304630464,0.5754852983405033
C016,0.756159599396661,0.8861459890356109,0.9090011247864889,0.6631671413338497,0.9514737069620136,0.9607945754099816,0.8731557086945418,0.8769440757095801,0.0,0.9130866249273455,0.978134955632356,0.9937279331468138,0.892515923155918,0.884498013823544,1.0517426013807867,0.9081632248973853,0.9602506652933313,0.9375299450238437,0.949027147142183,0.9551097831432833,0.9262368726998313,0.8710808190804125,1.0576943827744203,0.8664762594444889,0.9133094737450926,0.7761483971515387,1.0115603910431819,0.6950110803705082,0.9799232202310969,1.0291408461143794,1.3642871835944241,0.8752689210791983,0.8620902690535307,0.896664472588511,0.9029246487660337,0.8525646995452453,0.8494929441232846,0.8416333006058787,0.8807054016550704,0.9427873692820907,0.9178914101978212,0.8835561604788802,0.9115229138384013,0.7680373152544103,0.6160190131250457,0.717714272107736,0.8089274334733761,0.8300103170388348,0.895950071469899,0.8739906900275596,0.8757023635076987,0.999455630836989,0.5924567645090393,1.1914503773889846,1.100169938684227,0.9189684971805224,0.8624966095210909,0.8958443029951406,0.895643240991247,0.9170292776263042,0.9660361782986101,1.0225163228345369,1.048416762902659,0.8943387075150595,0.9860917611999479,0.8215321596541362,0.7979524923911695,0.7514044458749741,0.8988798987992712,0.82692515237142,0.9746829044456988,0.906142174515024,0.9833396685537789,0.9238594147168236,0.8174553100810886,0.8983491542191059,0.9439562470355345,0.9272184510586776,0.8765882713919642,0.9504313527177164,0.8384324241715659,0.900936979061228,0.9990639384607376,0.8980109132287419,0.8826536995664652,1.172972763678515,0.36568478699581425,0.790604808857737,0.37884728957793334,0.9497179970913614,0.7960635225316987
C017,0.4080400070463157,0.39670471202530555,0.12535453437647798,0.4668669642566275,0.6661776403766068,0.7206651852901133,0.18858772965336654,0.6149037002549773,0.9130866249273455,0.0,0.72351099407736,0.7225285204770051,0.24476593601181124,0.14135170305937667,1.5280701979227345,0.45902438325117323,0.30456652608671003,0.6752983523277387,0.6426105066087003,0.788709345715361,0.3213352390106286,0.29072837821433956,1.444836107873835,0.3033680707901592,0.31757824041271093,0.26786399469754507,0.43161072259228,0.5325791319474567,0.5628625546824476,0.6513501757985483,1.4810169220011695,0.27258090724879414,0.43427334529854505,0.13776151785409654,0.28829977261224243,0.4076452304145172,0.4430010687059646,0.4204137681270577,0.4732147406785161,0.23949723205160708,0.5958384326200317,0.38658705454357933,0.6409870398920702,0.4211673789291855,0.5943819929438394,0.6563143758116077,0.3367765109593069,0.16846352841900442,0.5002564233403128,0.6540281837109391,0.6396023369108929,0.8430201824972589,0.37040650003658815,1.4978267585605194,0.5029860483025228,0.6585596010257817,1.0399473979003238,0.14877062866030394,0.4450531418129518,0.22497824338345357,0.2254924293367343,0.9931442096308116,0.5774885963299917,0.6481066887331429,0.841071175833404,0.43930417877485806,0.47868382687174166,0.5584785636891321,0.14535877980007134,0.23193788938184212,0.16181876307890194,0.1235152302589561,1.2140457430979656,0.5897381714505537,0.40116869609800576,0.3321038288468751,0.6311226075644718,0.4121824843336347,0.6113359911901723,0.7854555019216873,0.4877129960763766,0.5960639647499275,0.9343179508849664,0.3301243739555978,0.23811896605940636,1.0018776021615676,0.686743483383597,1.4986527665099223,0.6112967038621153,0.4105311204889959,0.8993266878093034
