cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,0.9999999999999999,0.0
0,1,0.9986865501623745,0.25695761668500733
0,2,0.9870176793054765,0.439694263225008
0,3,0.9931436536755788,0.11096513229708582
0,4,0.9885062077091292,0.07606560191103044
0,5,0.9866892627628177,0.13482076964091086
0,6,0.6658035405640195,0.18599389766544733
1,0,0.9986865501623745,0.25695761668500733
1,1,1.0,0.0
1,2,0.9918746953148582,0.1852536259331365
1,3,0.9885591380289276,0.15133756916566607
1,4,0.9833405365363528,0.3322984435638573
1,5,0.9805917251225904,0.39171642645118143
1,6,0.6354548781793142,0.4427624034313295
2,0,0.9870176793054766,0.439694263225008
2,1,0.9918746953148583,0.1852536259331365
2,2,1.0,0.0
2,3,0.9625150365355783,0.3363870702703995
2,4,0.9531520826311755,0.5155901904467026
2,5,0.9486095420171713,0.5742377874148258
2,6,0.5379165195107865,0.6244945906161632
3,0,0.9931436536755787,0.11096513229708582
3,1,0.9885591380289277,0.15133756916566607
3,2,0.9625150365355785,0.3363870702703995
3,3,1.0,0.0
3,4,0.9991740570096789,0.18367218547431427
3,5,0.9985210122188891,0.24379960962998792
3,6,0.7434434224607686,0.29553393353569296
4,0,0.9885062077091292,0.07606560191103044
4,1,0.9833405365363528,0.3322984435638573
4,2,0.9531520826311755,0.5155901904467026
4,3,0.9991740570096789,0.18367218547431427
4,4,1.0,0.0
4,5,0.9995175791071673,0.06026561567018275
4,6,0.7622363049556227,0.11233344102353864
5,0,0.9866892627628178,0.13482076964091086
5,1,0.9805917251225903,0.39171642645118143
5,2,0.9486095420171713,0.5742377874148258
5,3,0.9985210122188891,0.24379960962998792
5,4,0.9995175791071674,0.06026561567018275
5,5,1.0,0.0
5,6,0.773421094098095,0.05223334808410831
6,0,0.6658035405640195,0.18599389766544733
6,1,0.6354548781793142,0.4427624034313295
6,2,0.5379165195107865,0.6244945906161632
6,3,0.7434434224607684,0.29553393353569296
6,4,0.7622363049556227,0.11233344102353864
6,5,0.7734210940980949,0.05223334808410831
6,6,0.9999999999999999,0.0
