drop_fraction,repeat,cp_f1,cp_count,cp_times,sample_id,cluster
0.05,46,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.05,47,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.05,48,1.0,2,"[33.78592147771947, 175.68679168414133]",S0099,0
0.05,49,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,0,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,1,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,2,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,3,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,4,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,5,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,6,0.0,1,[47.30029006880727],S0099,0
0.1,7,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,8,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,9,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,10,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,11,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,12,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,13,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,14,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,15,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,16,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,17,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,18,0.5,2,"[33.78592147771947, 162.1724230930535]",S0099,0
0.1,19,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,20,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,21,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,22,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,23,0.0,1,[47.30029006880727],S0099,0
0.1,24,0.5,2,"[33.78592147771947, 162.1724230930535]",S0099,0
0.1,25,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,26,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,27,0.5,2,"[33.78592147771947, 162.1724230930535]",S0099,0
0.1,28,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,29,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,30,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,31,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,32,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,33,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,34,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,35,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,36,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,37,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,38,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,39,0.0,2,"[47.30029006880727, 162.1724230930535]",S0099,0
0.1,40,0.5,2,"[33.78592147771947, 162.1724230930535]",S0099,0
0.1,41,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,42,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,43,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,44,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,45,1.0,2,"[33.78592147771947, 168.92960738859742]",S0099,0
0.1,46,0.6666666666666666,1,[33.78592147771947],S0099,0
0.1,47,0.5,2,"[47.30029006880727, 182.4439759796852]",S0099,0
0.1,48,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.1,49,1.0,2,"[33.78592147771947, 182.4439759796852]",S0099,0
0.05,0,1.0,1,[33.78592147771947],S0100,-1
0.05,1,1.0,1,[33.78592147771947],S0100,-1
0.05,2,1.0,1,[33.78592147771947],S0100,-1
0.05,3,1.0,1,[33.78592147771947],S0100,-1
0.05,4,1.0,1,[33.78592147771947],S0100,-1
0.05,5,1.0,1,[33.78592147771947],S0100,-1
0.05,6,1.0,1,[33.78592147771947],S0100,-1
0.05,7,1.0,1,[33.78592147771947],S0100,-1
0.05,8,1.0,1,[33.78592147771947],S0100,-1
0.05,9,1.0,1,[33.78592147771947],S0100,-1
0.05,10,1.0,1,[33.78592147771947],S0100,-1
0.05,11,1.0,1,[33.78592147771947],S0100,-1
0.05,12,1.0,1,[33.78592147771947],S0100,-1
0.05,13,1.0,1,[33.78592147771947],S0100,-1
0.05,14,1.0,1,[33.78592147771947],S0100,-1
0.05,15,1.0,1,[33.78592147771947],S0100,-1
0.05,16,0.0,1,[47.30029006880727],S0100,-1
0.05,17,1.0,1,[33.78592147771947],S0100,-1
0.05,18,1.0,1,[33.78592147771947],S0100,-1
0.05,19,1.0,1,[33.78592147771947],S0100,-1
0.05,20,1.0,1,[33.78592147771947],S0100,-1
0.05,21,1.0,1,[33.78592147771947],S0100,-1
0.05,22,1.0,1,[33.78592147771947],S0100,-1
0.05,23,0.0,1,[47.30029006880727],S0100,-1
0.05,24,1.0,1,[33.78592147771947],S0100,-1
0.05,25,1.0,1,[33.78592147771947],S0100,-1
0.05,26,0.0,1,[47.30029006880727],S0100,-1
0.05,27,1.0,1,[33.78592147771947],S0100,-1
0.05,28,0.0,1,[47.30029006880727],S0100,-1
0.05,29,0.0,1,[47.30029006880727],S0100,-1
0.05,30,1.0,1,[33.78592147771947],S0100,-1
0.05,31,1.0,1,[33.78592147771947],S0100,-1
0.05,32,1.0,1,[33.78592147771947],S0100,-1
0.05,33,0.0,1,[47.30029006880727],S0100,-1
0.05,34,1.0,1,[33.78592147771947],S0100,-1
0.05,35,1.0,1,[33.78592147771947],S0100,-1
0.05,36,1.0,1,[33.78592147771947],S0100,-1
0.05,37,1.0,1,[33.78592147771947],S0100,-1
0.05,38,1.0,1,[33.78592147771947],S0100,-1
0.05,39,1.0,1,[33.78592147771947],S0100,-1
0.05,40,1.0,1,[33.78592147771947],S0100,-1
0.05,41,1.0,1,[33.78592147771947],S0100,-1
0.05,42,1.0,1,[33.78592147771947],S0100,-1
0.05,43,1.0,1,[33.78592147771947],S0100,-1
0.05,44,0.0,1,[47.30029006880727],S0100,-1
0.05,45,1.0,1,[33.78592147771947],S0100,-1
0.05,46,1.0,1,[33.78592147771947],S0100,-1
0.05,47,1.0,1,[33.78592147771947],S0100,-1
0.05,48,1.0,1,[33.78592147771947],S0100,-1
0.05,49,1.0,1,[33.78592147771947],S0100,-1
0.1,0,0.0,1,[47.30029006880727],S0100,-1
0.1,1,0.0,1,[47.30029006880727],S0100,-1
0.1,2,1.0,1,[33.78592147771947],S0100,-1
0.1,3,1.0,1,[40.54310577326338],S0100,-1
0.1,4,0.0,1,[47.30029006880727],S0100,-1
0.1,5,1.0,1,[33.78592147771947],S0100,-1
0.1,6,1.0,1,[33.78592147771947],S0100,-1
0.1,7,1.0,1,[33.78592147771947],S0100,-1
0.1,8,1.0,1,[33.78592147771947],S0100,-1
0.1,9,1.0,1,[33.78592147771947],S0100,-1
0.1,10,1.0,1,[33.78592147771947],S0100,-1
0.1,11,1.0,1,[33.78592147771947],S0100,-1
0.1,12,1.0,1,[33.78592147771947],S0100,-1
0.1,13,1.0,1,[33.78592147771947],S0100,-1
0.1,14,1.0,1,[33.78592147771947],S0100,-1
0.1,15,1.0,1,[33.78592147771947],S0100,-1
0.1,16,1.0,1,[33.78592147771947],S0100,-1
0.1,17,1.0,1,[33.78592147771947],S0100,-1
0.1,18,1.0,1,[33.78592147771947],S0100,-1
0.1,19,1.0,1,[33.78592147771947],S0100,-1
0.1,20,1.0,1,[33.78592147771947],S0100,-1
0.1,21,1.0,1,[33.78592147771947],S0100,-1
0.1,22,1.0,1,[33.78592147771947],S0100,-1
0.1,23,0.0,1,[54.057474364351165],S0100,-1
0.1,24,1.0,1,[33.78592147771947],S0100,-1
0.1,25,1.0,1,[33.78592147771947],S0100,-1
0.1,26,1.0,1,[40.54310577326338],S0100,-1
0.1,27,1.0,1,[33.78592147771947],S0100,-1
0.1,28,0.0,1,[47.30029006880727],S0100,-1
0.1,29,1.0,1,[33.78592147771947],S0100,-1
0.1,30,1.0,1,[33.78592147771947],S0100,-1
0.1,31,1.0,1,[33.78592147771947],S0100,-1
0.1,32,0.0,1,[47.30029006880727],S0100,-1
0.1,33,0.0,1,[47.30029006880727],S0100,-1
0.1,34,1.0,1,[33.78592147771947],S0100,-1
0.1,35,0.0,1,[47.30029006880727],S0100,-1
0.1,36,0.0,1,[47.30029006880727],S0100,-1
0.1,37,1.0,1,[40.54310577326338],S0100,-1
0.1,38,1.0,1,[33.78592147771947],S0100,-1
0.1,39,0.0,1,[47.30029006880727],S0100,-1
0.1,40,1.0,1,[40.54310577326338],S0100,-1
0.1,41,1.0,1,[33.78592147771947],S0100,-1
0.1,42,1.0,1,[33.78592147771947],S0100,-1
0.1,43,1.0,1,[33.78592147771947],S0100,-1
0.1,44,1.0,1,[40.54310577326338],S0100,-1
0.1,45,1.0,1,[33.78592147771947],S0100,-1
0.1,46,1.0,1,[33.78592147771947],S0100,-1
0.1,47,0.0,1,[47.30029006880727],S0100,-1
0.1,48,1.0,1,[33.78592147771947],S0100,-1
0.1,49,1.0,1,[33.78592147771947],S0100,-1
0.05,0,1.0,1,[50.473600111217095],S0103,1
0.05,1,1.0,1,[43.26308580961466],S0103,1
0.05,2,1.0,1,[36.052571508012214],S0103,1
0.05,3,1.0,1,[36.052571508012214],S0103,1
0.05,4,1.0,1,[43.26308580961466],S0103,1
0.05,5,1.0,1,[36.052571508012214],S0103,1
0.05,6,1.0,1,[36.052571508012214],S0103,1
0.05,7,1.0,1,[36.052571508012214],S0103,1
0.05,8,1.0,1,[36.052571508012214],S0103,1
0.05,9,1.0,1,[36.052571508012214],S0103,1
0.05,10,1.0,1,[36.052571508012214],S0103,1
0.05,11,1.0,1,[43.26308580961466],S0103,1
0.05,12,1.0,1,[36.052571508012214],S0103,1
0.05,13,1.0,1,[36.052571508012214],S0103,1
0.05,14,1.0,1,[36.052571508012214],S0103,1
0.05,15,1.0,1,[36.052571508012214],S0103,1
0.05,16,1.0,1,[36.052571508012214],S0103,1
0.05,17,1.0,1,[36.052571508012214],S0103,1
0.05,18,1.0,1,[36.052571508012214],S0103,1
0.05,19,1.0,1,[36.052571508012214],S0103,1
0.05,20,1.0,1,[36.052571508012214],S0103,1
0.05,21,1.0,1,[36.052571508012214],S0103,1
0.05,22,1.0,1,[50.473600111217095],S0103,1
0.05,23,1.0,1,[36.052571508012214],S0103,1
0.05,24,1.0,1,[36.052571508012214],S0103,1
0.05,25,1.0,1,[36.052571508012214],S0103,1
0.05,26,1.0,1,[43.26308580961466],S0103,1
0.05,27,1.0,1,[50.473600111217095],S0103,1
0.05,28,1.0,1,[36.052571508012214],S0103,1
0.05,29,1.0,1,[36.052571508012214],S0103,1
0.05,30,1.0,1,[36.052571508012214],S0103,1
0.05,31,1.0,1,[36.052571508012214],S0103,1
0.05,32,1.0,1,[36.052571508012214],S0103,1
0.05,33,1.0,1,[36.052571508012214],S0103,1
0.05,34,1.0,1,[36.052571508012214],S0103,1
0.05,35,1.0,1,[50.473600111217095],S0103,1
0.05,36,1.0,1,[36.052571508012214],S0103,1
0.05,37,1.0,1,[36.052571508012214],S0103,1
0.05,38,1.0,1,[36.052571508012214],S0103,1
0.05,39,1.0,1,[36.052571508012214],S0103,1
0.05,40,1.0,1,[36.052571508012214],S0103,1
0.05,41,1.0,1,[36.052571508012214],S0103,1
0.05,42,1.0,1,[36.052571508012214],S0103,1
0.05,43,1.0,1,[36.052571508012214],S0103,1
0.05,44,1.0,1,[36.052571508012214],S0103,1
0.05,45,1.0,1,[50.473600111217095],S0103,1
0.05,46,1.0,1,[36.052571508012214],S0103,1
0.05,47,1.0,1,[36.052571508012214],S0103,1
0.05,48,1.0,1,[50.473600111217095],S0103,1
0.05,49,1.0,1,[36.052571508012214],S0103,1
0.1,0,1.0,1,[50.473600111217095],S0103,1
0.1,1,1.0,1,[36.052571508012214],S0103,1
0.1,2,1.0,1,[50.473600111217095],S0103,1
0.1,3,1.0,1,[50.473600111217095],S0103,1
0.1,4,1.0,1,[36.052571508012214],S0103,1
0.1,5,1.0,1,[36.052571508012214],S0103,1
0.1,6,1.0,1,[36.052571508012214],S0103,1
0.1,7,1.0,1,[36.052571508012214],S0103,1
0.1,8,1.0,1,[50.473600111217095],S0103,1
0.1,9,1.0,1,[36.052571508012214],S0103,1
0.1,10,1.0,1,[36.052571508012214],S0103,1
0.1,11,1.0,1,[50.473600111217095],S0103,1
0.1,12,1.0,1,[36.052571508012214],S0103,1
0.1,13,1.0,1,[36.052571508012214],S0103,1
0.1,14,1.0,1,[36.052571508012214],S0103,1
0.1,15,1.0,1,[36.052571508012214],S0103,1
0.1,16,1.0,1,[36.052571508012214],S0103,1
0.1,17,1.0,1,[36.052571508012214],S0103,1
0.1,18,1.0,1,[50.473600111217095],S0103,1
0.1,19,1.0,1,[50.473600111217095],S0103,1
0.1,20,1.0,1,[36.052571508012214],S0103,1
0.1,21,1.0,1,[36.052571508012214],S0103,1
0.1,22,1.0,1,[36.052571508012214],S0103,1
0.1,23,0.0,1,[64.89462871442198],S0103,1
0.1,24,1.0,1,[36.052571508012214],S0103,1
0.1,25,1.0,1,[36.052571508012214],S0103,1
0.1,26,1.0,1,[43.26308580961466],S0103,1
0.1,27,1.0,1,[36.052571508012214],S0103,1
0.1,28,1.0,1,[36.052571508012214],S0103,1
0.1,29,1.0,1,[36.052571508012214],S0103,1
0.1,30,1.0,1,[36.052571508012214],S0103,1
0.1,31,1.0,1,[50.473600111217095],S0103,1
0.1,32,1.0,1,[36.052571508012214],S0103,1
0.1,33,1.0,1,[43.26308580961466],S0103,1
0.1,34,1.0,1,[36.052571508012214],S0103,1
0.1,35,1.0,1,[50.473600111217095],S0103,1
0.1,36,1.0,1,[36.052571508012214],S0103,1
0.1,37,1.0,1,[50.473600111217095],S0103,1
0.1,38,1.0,1,[36.052571508012214],S0103,1
0.1,39,1.0,1,[36.052571508012214],S0103,1
0.1,40,0.0,1,[57.68411441281954],S0103,1
0.1,41,1.0,1,[36.052571508012214],S0103,1
0.1,42,1.0,1,[50.473600111217095],S0103,1
0.1,43,1.0,1,[36.052571508012214],S0103,1
0.1,44,1.0,1,[43.26308580961466],S0103,1
0.1,45,1.0,1,[50.473600111217095],S0103,1
0.1,46,1.0,1,[36.052571508012214],S0103,1
0.1,47,1.0,1,[36.052571508012214],S0103,1
0.1,48,1.0,1,[50.473600111217095],S0103,1
0.1,49,1.0,1,[36.052571508012214],S0103,1
0.05,0,1.0,1,[151.42080033365127],S0104,1
0.05,1,1.0,1,[151.42080033365127],S0104,1
0.05,2,1.0,1,[151.42080033365127],S0104,1
0.05,3,1.0,1,[151.42080033365127],S0104,1
0.05,4,1.0,1,[151.42080033365127],S0104,1
0.05,5,1.0,1,[151.42080033365127],S0104,1
0.05,6,1.0,1,[158.63131463525372],S0104,1
0.05,7,1.0,1,[151.42080033365127],S0104,1
0.05,8,1.0,1,[151.42080033365127],S0104,1
0.05,9,1.0,1,[151.42080033365127],S0104,1
0.05,10,1.0,1,[151.42080033365127],S0104,1
0.05,11,1.0,1,[151.42080033365127],S0104,1
0.05,12,1.0,1,[151.42080033365127],S0104,1
0.05,13,1.0,1,[151.42080033365127],S0104,1
0.05,14,1.0,1,[151.42080033365127],S0104,1
0.05,15,1.0,1,[151.42080033365127],S0104,1
0.05,16,1.0,1,[158.63131463525372],S0104,1
0.05,17,1.0,1,[151.42080033365127],S0104,1
0.05,18,1.0,1,[151.42080033365127],S0104,1
0.05,19,1.0,1,[151.42080033365127],S0104,1
0.05,20,1.0,1,[151.42080033365127],S0104,1
0.05,21,1.0,1,[151.42080033365127],S0104,1
0.05,22,1.0,1,[151.42080033365127],S0104,1
0.05,23,1.0,1,[151.42080033365127],S0104,1
0.05,24,1.0,1,[151.42080033365127],S0104,1
0.05,25,1.0,1,[151.42080033365127],S0104,1
0.05,26,1.0,1,[151.42080033365127],S0104,1
0.05,27,1.0,1,[158.63131463525372],S0104,1
0.05,28,1.0,1,[151.42080033365127],S0104,1
0.05,29,1.0,1,[151.42080033365127],S0104,1
0.05,30,1.0,1,[151.42080033365127],S0104,1
0.05,31,1.0,1,[158.63131463525372],S0104,1
0.05,32,1.0,1,[151.42080033365127],S0104,1
0.05,33,1.0,1,[151.42080033365127],S0104,1
0.05,34,1.0,1,[151.42080033365127],S0104,1
0.05,35,1.0,1,[151.42080033365127],S0104,1
0.05,36,1.0,1,[151.42080033365127],S0104,1
0.05,37,1.0,1,[151.42080033365127],S0104,1
0.05,38,1.0,1,[151.42080033365127],S0104,1
0.05,39,1.0,1,[151.42080033365127],S0104,1
0.05,40,1.0,1,[151.42080033365127],S0104,1
0.05,41,1.0,1,[151.42080033365127],S0104,1
0.05,42,1.0,1,[151.42080033365127],S0104,1
0.05,43,1.0,1,[151.42080033365127],S0104,1
0.05,44,1.0,1,[151.42080033365127],S0104,1
0.05,45,1.0,1,[151.42080033365127],S0104,1
0.05,46,1.0,1,[151.42080033365127],S0104,1
0.05,47,1.0,1,[151.42080033365127],S0104,1
0.05,48,1.0,1,[151.42080033365127],S0104,1
0.05,49,1.0,1,[151.42080033365127],S0104,1
0.1,0,1.0,1,[158.63131463525372],S0104,1
0.1,1,1.0,1,[151.42080033365127],S0104,1
0.1,2,1.0,1,[151.42080033365127],S0104,1
0.1,3,1.0,1,[151.42080033365127],S0104,1
0.1,4,1.0,1,[151.42080033365127],S0104,1
0.1,5,1.0,1,[151.42080033365127],S0104,1
0.1,6,1.0,1,[144.21028603204883],S0104,1
0.1,7,1.0,1,[151.42080033365127],S0104,1
0.1,8,1.0,1,[158.63131463525372],S0104,1
0.1,9,1.0,1,[144.21028603204883],S0104,1
0.1,10,1.0,1,[158.63131463525372],S0104,1
0.1,11,1.0,1,[151.42080033365127],S0104,1
0.1,12,1.0,1,[165.84182893685616],S0104,1
0.1,13,1.0,1,[151.42080033365127],S0104,1
0.1,14,1.0,1,[151.42080033365127],S0104,1
0.1,15,1.0,1,[151.42080033365127],S0104,1
0.1,16,1.0,1,[151.42080033365127],S0104,1
0.1,17,1.0,1,[151.42080033365127],S0104,1
0.1,18,1.0,1,[151.42080033365127],S0104,1
0.1,19,1.0,1,[151.42080033365127],S0104,1
0.1,20,1.0,1,[151.42080033365127],S0104,1
0.1,21,1.0,1,[144.21028603204883],S0104,1
0.1,22,1.0,1,[151.42080033365127],S0104,1
0.1,23,1.0,1,[151.42080033365127],S0104,1
0.1,24,1.0,1,[144.21028603204883],S0104,1
0.1,25,1.0,1,[144.21028603204883],S0104,1
0.1,26,1.0,1,[144.21028603204883],S0104,1
0.1,27,1.0,1,[144.21028603204883],S0104,1
0.1,28,1.0,1,[151.42080033365127],S0104,1
0.1,29,1.0,1,[151.42080033365127],S0104,1
0.1,30,1.0,1,[151.42080033365127],S0104,1
0.1,31,1.0,1,[151.42080033365127],S0104,1
0.1,32,1.0,1,[151.42080033365127],S0104,1
0.1,33,1.0,1,[151.42080033365127],S0104,1
0.1,34,1.0,1,[151.42080033365127],S0104,1
0.1,35,1.0,1,[151.42080033365127],S0104,1
0.1,36,1.0,1,[151.42080033365127],S0104,1
0.1,37,1.0,1,[151.42080033365127],S0104,1
0.1,38,1.0,1,[151.42080033365127],S0104,1
0.1,39,1.0,1,[151.42080033365127],S0104,1
0.1,40,1.0,1,[151.42080033365127],S0104,1
0.1,41,1.0,1,[151.42080033365127],S0104,1
0.1,42,1.0,1,[151.42080033365127],S0104,1
0.1,43,1.0,1,[151.42080033365127],S0104,1
0.1,44,1.0,1,[151.42080033365127],S0104,1
0.1,45,1.0,1,[144.21028603204883],S0104,1
0.1,46,1.0,1,[158.63131463525372],S0104,1
0.1,47,1.0,1,[151.42080033365127],S0104,1
0.1,48,1.0,1,[151.42080033365127],S0104,1
0.1,49,1.0,1,[151.42080033365127],S0104,1
0.05,0,1.0,1,[84.2613608610437],S0107,1
0.05,1,1.0,1,[84.2613608610437],S0107,1
0.05,2,1.0,1,[84.2613608610437],S0107,1
0.05,3,1.0,1,[84.2613608610437],S0107,1
0.05,4,1.0,1,[84.2613608610437],S0107,1
0.05,5,1.0,1,[84.2613608610437],S0107,1
0.05,6,1.0,1,[84.2613608610437],S0107,1
0.05,7,1.0,1,[84.2613608610437],S0107,1
0.05,8,1.0,1,[84.2613608610437],S0107,1
0.05,9,1.0,1,[84.2613608610437],S0107,1
0.05,10,1.0,1,[96.29869812690708],S0107,1
0.05,11,1.0,1,[84.2613608610437],S0107,1
0.05,12,1.0,1,[84.2613608610437],S0107,1
0.05,13,1.0,1,[84.2613608610437],S0107,1
0.05,14,1.0,1,[84.2613608610437],S0107,1
0.05,15,1.0,1,[84.2613608610437],S0107,1
0.05,16,1.0,1,[84.2613608610437],S0107,1
0.05,17,1.0,1,[84.2613608610437],S0107,1
0.05,18,1.0,1,[84.2613608610437],S0107,1
0.05,19,1.0,1,[84.2613608610437],S0107,1
0.05,20,1.0,1,[84.2613608610437],S0107,1
0.05,21,1.0,1,[84.2613608610437],S0107,1
0.05,22,1.0,1,[84.2613608610437],S0107,1
0.05,23,1.0,1,[84.2613608610437],S0107,1
0.05,24,1.0,1,[84.2613608610437],S0107,1
0.05,25,1.0,1,[84.2613608610437],S0107,1
0.05,26,1.0,1,[84.2613608610437],S0107,1
0.05,27,1.0,1,[84.2613608610437],S0107,1
0.05,28,1.0,1,[84.2613608610437],S0107,1
0.05,29,1.0,1,[84.2613608610437],S0107,1
0.05,30,1.0,1,[84.2613608610437],S0107,1
0.05,31,1.0,1,[72.22402359518031],S0107,1
0.05,32,1.0,1,[84.2613608610437],S0107,1
0.05,33,1.0,1,[84.2613608610437],S0107,1
0.05,34,1.0,1,[84.2613608610437],S0107,1
0.05,35,1.0,1,[84.2613608610437],S0107,1
0.05,36,1.0,1,[84.2613608610437],S0107,1
0.05,37,1.0,1,[84.2613608610437],S0107,1
0.05,38,1.0,1,[84.2613608610437],S0107,1
0.05,39,1.0,1,[84.2613608610437],S0107,1
0.05,40,1.0,1,[84.2613608610437],S0107,1
0.05,41,1.0,1,[84.2613608610437],S0107,1
0.05,42,1.0,1,[96.29869812690708],S0107,1
0.05,43,1.0,1,[84.2613608610437],S0107,1
0.05,44,1.0,1,[84.2613608610437],S0107,1
0.05,45,1.0,1,[72.22402359518031],S0107,1
0.05,46,1.0,1,[84.2613608610437],S0107,1
0.05,47,1.0,1,[84.2613608610437],S0107,1
0.05,48,1.0,1,[84.2613608610437],S0107,1
0.05,49,1.0,1,[84.2613608610437],S0107,1
0.1,0,1.0,1,[84.2613608610437],S0107,1
0.1,1,1.0,1,[96.29869812690708],S0107,1
0.1,2,1.0,1,[84.2613608610437],S0107,1
0.1,3,1.0,1,[84.2613608610437],S0107,1
0.1,4,1.0,1,[84.2613608610437],S0107,1
0.1,5,1.0,1,[84.2613608610437],S0107,1
0.1,6,1.0,1,[84.2613608610437],S0107,1
0.1,7,1.0,1,[84.2613608610437],S0107,1
0.1,8,1.0,1,[84.2613608610437],S0107,1
0.1,9,1.0,1,[84.2613608610437],S0107,1
0.1,10,1.0,1,[84.2613608610437],S0107,1
0.1,11,1.0,1,[84.2613608610437],S0107,1
0.1,12,1.0,1,[84.2613608610437],S0107,1
0.1,13,1.0,1,[84.2613608610437],S0107,1
0.1,14,1.0,1,[72.22402359518031],S0107,1
0.1,15,1.0,1,[84.2613608610437],S0107,1
0.1,16,1.0,1,[84.2613608610437],S0107,1
0.1,17,1.0,1,[84.2613608610437],S0107,1
0.1,18,1.0,1,[84.2613608610437],S0107,1
0.1,19,1.0,1,[96.29869812690708],S0107,1
0.1,20,1.0,1,[84.2613608610437],S0107,1
0.1,21,1.0,1,[84.2613608610437],S0107,1
0.1,22,1.0,1,[84.2613608610437],S0107,1
0.1,23,1.0,1,[72.22402359518031],S0107,1
0.1,24,1.0,1,[84.2613608610437],S0107,1
0.1,25,1.0,1,[84.2613608610437],S0107,1
0.1,26,1.0,1,[96.29869812690708],S0107,1
0.1,27,1.0,1,[84.2613608610437],S0107,1
0.1,28,1.0,1,[84.2613608610437],S0107,1
0.1,29,1.0,1,[84.2613608610437],S0107,1
0.1,30,1.0,1,[84.2613608610437],S0107,1
0.1,31,1.0,1,[84.2613608610437],S0107,1
0.1,32,1.0,1,[84.2613608610437],S0107,1
0.1,33,1.0,1,[84.2613608610437],S0107,1
0.1,34,1.0,1,[84.2613608610437],S0107,1
0.1,35,1.0,1,[72.22402359518031],S0107,1
0.1,36,1.0,1,[84.2613608610437],S0107,1
0.1,37,1.0,1,[84.2613608610437],S0107,1
0.1,38,1.0,1,[72.22402359518031],S0107,1
0.1,39,1.0,1,[84.2613608610437],S0107,1
0.1,40,1.0,1,[72.22402359518031],S0107,1
0.1,41,1.0,1,[96.29869812690708],S0107,1
0.1,42,1.0,1,[84.2613608610437],S0107,1
0.1,43,1.0,1,[84.2613608610437],S0107,1
0.1,44,1.0,1,[84.2613608610437],S0107,1
0.1,45,1.0,1,[72.22402359518031],S0107,1
0.1,46,1.0,1,[84.2613608610437],S0107,1
0.1,47,1.0,1,[84.2613608610437],S0107,1
0.1,48,1.0,1,[84.2613608610437],S0107,1
0.1,49,1.0,1,[96.29869812690708],S0107,1
0.05,0,1.0,1,[84.2613608610437],S0108,1
0.05,1,1.0,1,[84.2613608610437],S0108,1
0.05,2,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,3,1.0,1,[96.29869812690708],S0108,1
0.05,4,1.0,1,[84.2613608610437],S0108,1
0.05,5,1.0,1,[84.2613608610437],S0108,1
0.05,6,1.0,1,[84.2613608610437],S0108,1
0.05,7,1.0,1,[108.33603539277047],S0108,1
0.05,8,1.0,1,[84.2613608610437],S0108,1
0.05,9,1.0,1,[84.2613608610437],S0108,1
0.05,10,1.0,1,[84.2613608610437],S0108,1
0.05,11,1.0,1,[84.2613608610437],S0108,1
0.05,12,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,13,1.0,1,[96.29869812690708],S0108,1
0.05,14,1.0,1,[84.2613608610437],S0108,1
0.05,15,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,16,1.0,1,[84.2613608610437],S0108,1
0.05,17,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,18,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,19,1.0,1,[84.2613608610437],S0108,1
0.05,20,1.0,1,[84.2613608610437],S0108,1
0.05,21,1.0,1,[108.33603539277047],S0108,1
0.05,22,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,23,1.0,1,[108.33603539277047],S0108,1
0.05,24,1.0,1,[84.2613608610437],S0108,1
0.05,25,1.0,1,[84.2613608610437],S0108,1
0.05,26,1.0,1,[84.2613608610437],S0108,1
0.05,27,0.6666666666666666,2,"[108.33603539277047, 228.7094080514043]",S0108,1
0.05,28,1.0,1,[84.2613608610437],S0108,1
0.05,29,1.0,1,[84.2613608610437],S0108,1
0.05,30,1.0,1,[84.2613608610437],S0108,1
0.05,31,1.0,1,[84.2613608610437],S0108,1
0.05,32,1.0,1,[84.2613608610437],S0108,1
0.05,33,1.0,1,[84.2613608610437],S0108,1
0.05,34,1.0,1,[108.33603539277047],S0108,1
