drop_fraction,repeat,cp_f1,cp_count,cp_times,sample_id,cluster
0.1,48,1.0,3,"[29.69588586130824, 100.96601192844808, 243.5062640627277]",S0017,1
0.1,49,0.8,2,"[95.02683475618642, 243.5062640627277]",S0017,1
0.05,0,1.0,1,[83.92436064341146],S0020,1
0.05,1,1.0,1,[83.92436064341146],S0020,1
0.05,2,1.0,1,[83.92436064341146],S0020,1
0.05,3,1.0,1,[83.92436064341146],S0020,1
0.05,4,1.0,1,[83.92436064341146],S0020,1
0.05,5,1.0,1,[83.92436064341146],S0020,1
0.05,6,1.0,1,[83.92436064341146],S0020,1
0.05,7,1.0,1,[83.92436064341146],S0020,1
0.05,8,1.0,1,[93.24928960379052],S0020,1
0.05,9,1.0,1,[83.92436064341146],S0020,1
0.05,10,1.0,1,[83.92436064341146],S0020,1
0.05,11,1.0,1,[93.24928960379052],S0020,1
0.05,12,1.0,1,[83.92436064341146],S0020,1
0.05,13,1.0,1,[83.92436064341146],S0020,1
0.05,14,1.0,1,[83.92436064341146],S0020,1
0.05,15,1.0,1,[83.92436064341146],S0020,1
0.05,16,1.0,1,[83.92436064341146],S0020,1
0.05,17,1.0,1,[83.92436064341146],S0020,1
0.05,18,1.0,1,[83.92436064341146],S0020,1
0.05,19,1.0,1,[83.92436064341146],S0020,1
0.05,20,1.0,1,[83.92436064341146],S0020,1
0.05,21,1.0,1,[83.92436064341146],S0020,1
0.05,22,1.0,1,[83.92436064341146],S0020,1
0.05,23,1.0,1,[74.5994316830324],S0020,1
0.05,24,1.0,1,[83.92436064341146],S0020,1
0.05,25,1.0,1,[93.24928960379052],S0020,1
0.05,26,1.0,1,[83.92436064341146],S0020,1
0.05,27,1.0,1,[74.5994316830324],S0020,1
0.05,28,1.0,1,[83.92436064341146],S0020,1
0.05,29,1.0,1,[83.92436064341146],S0020,1
0.05,30,1.0,1,[83.92436064341146],S0020,1
0.05,31,1.0,1,[83.92436064341146],S0020,1
0.05,32,1.0,1,[83.92436064341146],S0020,1
0.05,33,1.0,1,[83.92436064341146],S0020,1
0.05,34,1.0,1,[83.92436064341146],S0020,1
0.05,35,1.0,1,[83.92436064341146],S0020,1
0.05,36,1.0,1,[83.92436064341146],S0020,1
0.05,37,1.0,1,[83.92436064341146],S0020,1
0.05,38,1.0,1,[93.24928960379052],S0020,1
0.05,39,1.0,1,[83.92436064341146],S0020,1
0.05,40,1.0,1,[83.92436064341146],S0020,1
0.05,41,1.0,1,[83.92436064341146],S0020,1
0.05,42,1.0,1,[83.92436064341146],S0020,1
0.05,43,1.0,1,[83.92436064341146],S0020,1
0.05,44,1.0,1,[83.92436064341146],S0020,1
0.05,45,1.0,1,[83.92436064341146],S0020,1
0.05,46,1.0,1,[83.92436064341146],S0020,1
0.05,47,1.0,1,[83.92436064341146],S0020,1
0.05,48,1.0,1,[83.92436064341146],S0020,1
0.05,49,1.0,1,[83.92436064341146],S0020,1
0.1,0,1.0,1,[83.92436064341146],S0020,1
0.1,1,1.0,1,[83.92436064341146],S0020,1
0.1,2,1.0,1,[83.92436064341146],S0020,1
0.1,3,1.0,1,[83.92436064341146],S0020,1
0.1,4,1.0,1,[83.92436064341146],S0020,1
0.1,5,1.0,1,[83.92436064341146],S0020,1
0.1,6,1.0,1,[83.92436064341146],S0020,1
0.1,7,1.0,1,[93.24928960379052],S0020,1
0.1,8,1.0,1,[74.5994316830324],S0020,1
0.1,9,1.0,1,[83.92436064341146],S0020,1
0.1,10,1.0,1,[74.5994316830324],S0020,1
0.1,11,1.0,1,[83.92436064341146],S0020,1
0.1,12,1.0,1,[83.92436064341146],S0020,1
0.1,13,1.0,1,[83.92436064341146],S0020,1
0.1,14,1.0,1,[93.24928960379052],S0020,1
0.1,15,1.0,1,[83.92436064341146],S0020,1
0.1,16,1.0,1,[83.92436064341146],S0020,1
0.1,17,1.0,1,[83.92436064341146],S0020,1
0.1,18,1.0,1,[93.24928960379052],S0020,1
0.1,19,1.0,1,[102.57421856416957],S0020,1
0.1,20,1.0,1,[83.92436064341146],S0020,1
0.1,21,1.0,1,[83.92436064341146],S0020,1
0.1,22,1.0,1,[83.92436064341146],S0020,1
0.1,23,1.0,1,[83.92436064341146],S0020,1
0.1,24,1.0,1,[93.24928960379052],S0020,1
0.1,25,1.0,1,[83.92436064341146],S0020,1
0.1,26,1.0,1,[83.92436064341146],S0020,1
0.1,27,1.0,1,[83.92436064341146],S0020,1
0.1,28,1.0,1,[74.5994316830324],S0020,1
0.1,29,1.0,1,[83.92436064341146],S0020,1
0.1,30,1.0,1,[83.92436064341146],S0020,1
0.1,31,1.0,1,[74.5994316830324],S0020,1
0.1,32,1.0,1,[74.5994316830324],S0020,1
0.1,33,1.0,1,[83.92436064341146],S0020,1
0.1,34,1.0,1,[83.92436064341146],S0020,1
0.1,35,1.0,1,[93.24928960379052],S0020,1
0.1,36,1.0,1,[83.92436064341146],S0020,1
0.1,37,1.0,1,[83.92436064341146],S0020,1
0.1,38,1.0,1,[102.57421856416957],S0020,1
0.1,39,1.0,1,[83.92436064341146],S0020,1
0.1,40,1.0,1,[83.92436064341146],S0020,1
0.1,41,1.0,1,[83.92436064341146],S0020,1
0.1,42,1.0,1,[93.24928960379052],S0020,1
0.1,43,1.0,1,[93.24928960379052],S0020,1
0.1,44,1.0,1,[83.92436064341146],S0020,1
0.1,45,1.0,1,[83.92436064341146],S0020,1
0.1,46,1.0,1,[83.92436064341146],S0020,1
0.1,47,1.0,1,[83.92436064341146],S0020,1
0.1,48,1.0,1,[83.92436064341146],S0020,1
0.1,49,1.0,1,[83.92436064341146],S0020,1
0.05,0,1.0,1,[46.62464480189524],S0021,1
0.05,1,1.0,1,[46.62464480189524],S0021,1
0.05,2,1.0,1,[46.62464480189524],S0021,1
0.05,3,1.0,1,[46.62464480189524],S0021,1
0.05,4,1.0,1,[46.62464480189524],S0021,1
0.05,5,1.0,1,[46.62464480189524],S0021,1
0.05,6,1.0,1,[65.27450272265335],S0021,1
0.05,7,1.0,1,[46.62464480189524],S0021,1
0.05,8,1.0,1,[46.62464480189524],S0021,1
0.05,9,1.0,1,[46.62464480189524],S0021,1
0.05,10,1.0,1,[55.9495737622743],S0021,1
0.05,11,1.0,1,[46.62464480189524],S0021,1
0.05,12,1.0,1,[65.27450272265335],S0021,1
0.05,13,1.0,1,[46.62464480189524],S0021,1
0.05,14,1.0,1,[46.62464480189524],S0021,1
0.05,15,1.0,1,[55.9495737622743],S0021,1
0.05,16,1.0,1,[46.62464480189524],S0021,1
0.05,17,1.0,1,[46.62464480189524],S0021,1
0.05,18,1.0,1,[46.62464480189524],S0021,1
0.05,19,1.0,1,[46.62464480189524],S0021,1
0.05,20,1.0,1,[46.62464480189524],S0021,1
0.05,21,1.0,1,[46.62464480189524],S0021,1
0.05,22,1.0,1,[46.62464480189524],S0021,1
0.05,23,1.0,1,[46.62464480189524],S0021,1
0.05,24,1.0,1,[46.62464480189524],S0021,1
0.05,25,1.0,1,[46.62464480189524],S0021,1
0.05,26,1.0,1,[46.62464480189524],S0021,1
0.05,27,1.0,1,[65.27450272265335],S0021,1
0.05,28,1.0,1,[55.9495737622743],S0021,1
0.05,29,1.0,1,[46.62464480189524],S0021,1
0.05,30,1.0,1,[46.62464480189524],S0021,1
0.05,31,1.0,1,[46.62464480189524],S0021,1
0.05,32,1.0,1,[46.62464480189524],S0021,1
0.05,33,1.0,1,[46.62464480189524],S0021,1
0.05,34,1.0,1,[46.62464480189524],S0021,1
0.05,35,1.0,1,[46.62464480189524],S0021,1
0.05,36,1.0,1,[46.62464480189524],S0021,1
0.05,37,1.0,1,[46.62464480189524],S0021,1
0.05,38,1.0,1,[46.62464480189524],S0021,1
0.05,39,1.0,1,[46.62464480189524],S0021,1
0.05,40,1.0,1,[46.62464480189524],S0021,1
0.05,41,1.0,1,[46.62464480189524],S0021,1
0.05,42,1.0,1,[46.62464480189524],S0021,1
0.05,43,1.0,1,[46.62464480189524],S0021,1
0.05,44,1.0,1,[46.62464480189524],S0021,1
0.05,45,1.0,1,[46.62464480189524],S0021,1
0.05,46,1.0,1,[46.62464480189524],S0021,1
0.05,47,1.0,1,[46.62464480189524],S0021,1
0.05,48,1.0,1,[46.62464480189524],S0021,1
0.05,49,1.0,1,[65.27450272265335],S0021,1
0.1,0,1.0,1,[46.62464480189524],S0021,1
0.1,1,1.0,1,[55.9495737622743],S0021,1
0.1,2,1.0,1,[46.62464480189524],S0021,1
0.1,3,1.0,1,[55.9495737622743],S0021,1
0.1,4,1.0,1,[65.27450272265335],S0021,1
0.1,5,1.0,1,[65.27450272265335],S0021,1
0.1,6,0.0,1,[83.92436064341146],S0021,1
0.1,7,1.0,1,[46.62464480189524],S0021,1
0.1,8,1.0,1,[55.9495737622743],S0021,1
0.1,9,1.0,1,[46.62464480189524],S0021,1
0.1,10,1.0,1,[46.62464480189524],S0021,1
0.1,11,1.0,1,[46.62464480189524],S0021,1
0.1,12,1.0,1,[65.27450272265335],S0021,1
0.1,13,1.0,1,[46.62464480189524],S0021,1
0.1,14,0.0,1,[83.92436064341146],S0021,1
0.1,15,1.0,1,[46.62464480189524],S0021,1
0.1,16,1.0,1,[65.27450272265335],S0021,1
0.1,17,1.0,1,[46.62464480189524],S0021,1
0.1,18,1.0,1,[65.27450272265335],S0021,1
0.1,19,1.0,1,[46.62464480189524],S0021,1
0.1,20,1.0,1,[65.27450272265335],S0021,1
0.1,21,1.0,1,[46.62464480189524],S0021,1
0.1,22,1.0,1,[46.62464480189524],S0021,1
0.1,23,1.0,1,[46.62464480189524],S0021,1
0.1,24,1.0,1,[46.62464480189524],S0021,1
0.1,25,1.0,1,[46.62464480189524],S0021,1
0.1,26,1.0,1,[46.62464480189524],S0021,1
0.1,27,1.0,1,[46.62464480189524],S0021,1
0.1,28,1.0,1,[46.62464480189524],S0021,1
0.1,29,1.0,1,[46.62464480189524],S0021,1
0.1,30,1.0,1,[65.27450272265335],S0021,1
0.1,31,1.0,1,[46.62464480189524],S0021,1
0.1,32,1.0,1,[65.27450272265335],S0021,1
0.1,33,1.0,1,[46.62464480189524],S0021,1
0.1,34,1.0,1,[46.62464480189524],S0021,1
0.1,35,1.0,1,[65.27450272265335],S0021,1
0.1,36,0.0,1,[74.5994316830324],S0021,1
0.1,37,1.0,1,[65.27450272265335],S0021,1
0.1,38,1.0,1,[55.9495737622743],S0021,1
0.1,39,1.0,1,[46.62464480189524],S0021,1
0.1,40,1.0,1,[46.62464480189524],S0021,1
0.1,41,1.0,1,[46.62464480189524],S0021,1
0.1,42,0.0,1,[83.92436064341146],S0021,1
0.1,43,1.0,1,[65.27450272265335],S0021,1
0.1,44,1.0,1,[46.62464480189524],S0021,1
0.1,45,0.0,1,[83.92436064341146],S0021,1
0.1,46,1.0,1,[46.62464480189524],S0021,1
0.1,47,1.0,1,[55.9495737622743],S0021,1
0.1,48,1.0,1,[65.27450272265335],S0021,1
0.1,49,1.0,1,[65.27450272265335],S0021,1
0.05,0,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.05,1,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,2,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,3,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,4,0.0,1,[214.4733660887182],S0022,1
0.05,5,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,6,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,7,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,8,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,9,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,10,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.05,11,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,12,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.05,13,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,14,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,15,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,16,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,17,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,18,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,19,0.0,1,[214.4733660887182],S0022,1
0.05,20,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,21,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,22,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,23,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,24,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,25,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,26,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,27,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,28,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.05,29,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.05,30,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.05,31,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,32,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,33,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,34,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,35,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,36,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,37,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,38,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,39,0.0,1,[214.4733660887182],S0022,1
0.05,40,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,41,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,42,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,43,0.0,1,[214.4733660887182],S0022,1
0.05,44,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,45,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.05,46,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,47,0.0,2,"[93.24928960379049, 214.4733660887182]",S0022,1
0.05,48,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.05,49,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,0,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.1,1,0.0,2,"[93.24928960379049, 214.4733660887182]",S0022,1
0.1,2,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,3,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,4,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.1,5,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,6,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,7,0.0,1,[214.4733660887182],S0022,1
0.1,8,0.0,1,[214.4733660887182],S0022,1
0.1,9,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,10,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,11,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,12,0.0,1,[214.4733660887182],S0022,1
0.1,13,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.1,14,0.0,2,"[93.24928960379049, 214.4733660887182]",S0022,1
0.1,15,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.1,16,0.0,2,"[93.24928960379049, 214.4733660887182]",S0022,1
0.1,17,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,18,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,19,0.0,1,[214.4733660887182],S0022,1
0.1,20,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,21,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,22,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,23,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,24,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,25,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,26,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.1,27,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.1,28,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,29,0.6666666666666666,1,[177.17365024720198],S0022,1
0.1,30,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,31,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,32,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,33,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,34,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,35,1.0,2,"[65.27450272265335, 167.84872128682292]",S0022,1
0.1,36,0.0,1,[214.4733660887182],S0022,1
0.1,37,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,38,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,39,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,40,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,41,1.0,2,"[83.92436064341145, 158.52379232644387]",S0022,1
0.1,42,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,43,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,44,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,45,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,46,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,47,1.0,2,"[65.27450272265335, 158.52379232644387]",S0022,1
0.1,48,0.5,2,"[83.92436064341145, 214.4733660887182]",S0022,1
0.1,49,0.0,2,"[93.24928960379049, 214.4733660887182]",S0022,1
0.05,0,1.0,1,[102.57421856416957],S0023,1
0.05,1,1.0,1,[102.57421856416957],S0023,1
0.05,2,1.0,1,[102.57421856416957],S0023,1
0.05,3,1.0,1,[102.57421856416957],S0023,1
0.05,4,1.0,1,[102.57421856416957],S0023,1
0.05,5,1.0,1,[93.24928960379052],S0023,1
0.05,6,1.0,1,[102.57421856416957],S0023,1
0.05,7,1.0,1,[102.57421856416957],S0023,1
0.05,8,1.0,1,[102.57421856416957],S0023,1
0.05,9,1.0,1,[102.57421856416957],S0023,1
0.05,10,1.0,1,[102.57421856416957],S0023,1
0.05,11,1.0,1,[93.24928960379052],S0023,1
0.05,12,1.0,1,[102.57421856416957],S0023,1
0.05,13,1.0,1,[102.57421856416957],S0023,1
0.05,14,1.0,1,[102.57421856416957],S0023,1
0.05,15,1.0,1,[102.57421856416957],S0023,1
0.05,16,1.0,1,[102.57421856416957],S0023,1
0.05,17,1.0,1,[102.57421856416957],S0023,1
0.05,18,1.0,1,[111.89914752454862],S0023,1
0.05,19,1.0,1,[102.57421856416957],S0023,1
0.05,20,1.0,1,[102.57421856416957],S0023,1
0.05,21,1.0,1,[102.57421856416957],S0023,1
0.05,22,1.0,1,[102.57421856416957],S0023,1
0.05,23,1.0,1,[102.57421856416957],S0023,1
0.05,24,1.0,1,[93.24928960379052],S0023,1
0.05,25,1.0,1,[102.57421856416957],S0023,1
0.05,26,1.0,1,[102.57421856416957],S0023,1
0.05,27,1.0,1,[102.57421856416957],S0023,1
0.05,28,1.0,1,[102.57421856416957],S0023,1
0.05,29,1.0,1,[102.57421856416957],S0023,1
0.05,30,1.0,1,[102.57421856416957],S0023,1
0.05,31,1.0,1,[102.57421856416957],S0023,1
0.05,32,1.0,1,[102.57421856416957],S0023,1
0.05,33,1.0,1,[102.57421856416957],S0023,1
0.05,34,1.0,1,[111.89914752454862],S0023,1
0.05,35,1.0,1,[102.57421856416957],S0023,1
0.05,36,1.0,1,[102.57421856416957],S0023,1
0.05,37,1.0,1,[102.57421856416957],S0023,1
0.05,38,1.0,1,[102.57421856416957],S0023,1
0.05,39,1.0,1,[102.57421856416957],S0023,1
0.05,40,1.0,1,[93.24928960379052],S0023,1
0.05,41,1.0,1,[102.57421856416957],S0023,1
0.05,42,1.0,1,[102.57421856416957],S0023,1
0.05,43,1.0,1,[102.57421856416957],S0023,1
0.05,44,1.0,1,[93.24928960379052],S0023,1
0.05,45,1.0,1,[102.57421856416957],S0023,1
0.05,46,1.0,1,[93.24928960379052],S0023,1
0.05,47,1.0,1,[102.57421856416957],S0023,1
0.05,48,1.0,1,[102.57421856416957],S0023,1
0.05,49,1.0,1,[102.57421856416957],S0023,1
0.1,0,1.0,1,[102.57421856416957],S0023,1
0.1,1,1.0,1,[121.22407648492768],S0023,1
0.1,2,1.0,1,[102.57421856416957],S0023,1
0.1,3,1.0,1,[102.57421856416957],S0023,1
0.1,4,1.0,1,[102.57421856416957],S0023,1
0.1,5,1.0,1,[102.57421856416957],S0023,1
0.1,6,1.0,1,[102.57421856416957],S0023,1
0.1,7,1.0,1,[102.57421856416957],S0023,1
0.1,8,1.0,1,[102.57421856416957],S0023,1
0.1,9,1.0,1,[102.57421856416957],S0023,1
0.1,10,1.0,1,[102.57421856416957],S0023,1
0.1,11,1.0,1,[102.57421856416957],S0023,1
0.1,12,1.0,1,[102.57421856416957],S0023,1
0.1,13,1.0,1,[102.57421856416957],S0023,1
0.1,14,1.0,1,[102.57421856416957],S0023,1
0.1,15,1.0,1,[102.57421856416957],S0023,1
0.1,16,1.0,1,[102.57421856416957],S0023,1
0.1,17,1.0,1,[102.57421856416957],S0023,1
0.1,18,1.0,1,[93.24928960379052],S0023,1
0.1,19,1.0,1,[93.24928960379052],S0023,1
0.1,20,1.0,1,[111.89914752454862],S0023,1
0.1,21,1.0,1,[102.57421856416957],S0023,1
0.1,22,1.0,1,[102.57421856416957],S0023,1
0.1,23,1.0,1,[102.57421856416957],S0023,1
0.1,24,1.0,1,[102.57421856416957],S0023,1
0.1,25,1.0,1,[102.57421856416957],S0023,1
0.1,26,1.0,1,[102.57421856416957],S0023,1
0.1,27,1.0,1,[102.57421856416957],S0023,1
0.1,28,1.0,1,[102.57421856416957],S0023,1
0.1,29,1.0,1,[102.57421856416957],S0023,1
0.1,30,1.0,1,[102.57421856416957],S0023,1
0.1,31,1.0,1,[102.57421856416957],S0023,1
0.1,32,1.0,1,[102.57421856416957],S0023,1
0.1,33,1.0,1,[93.24928960379052],S0023,1
0.1,34,1.0,1,[111.89914752454862],S0023,1
0.1,35,1.0,1,[102.57421856416957],S0023,1
0.1,36,1.0,1,[102.57421856416957],S0023,1
0.1,37,1.0,1,[102.57421856416957],S0023,1
0.1,38,1.0,1,[102.57421856416957],S0023,1
0.1,39,1.0,1,[102.57421856416957],S0023,1
0.1,40,1.0,1,[93.24928960379052],S0023,1
0.1,41,1.0,1,[102.57421856416957],S0023,1
0.1,42,1.0,1,[111.89914752454862],S0023,1
0.1,43,1.0,1,[102.57421856416957],S0023,1
0.1,44,1.0,1,[102.57421856416957],S0023,1
0.1,45,1.0,1,[102.57421856416957],S0023,1
0.1,46,1.0,1,[93.24928960379052],S0023,1
0.1,47,1.0,1,[111.89914752454862],S0023,1
0.1,48,1.0,1,[102.57421856416957],S0023,1
0.1,49,1.0,1,[102.57421856416957],S0023,1
0.05,0,1.0,1,[253.28287772595422],S0028,1
0.05,1,1.0,1,[253.28287772595422],S0028,1
0.05,2,0.0,1,[235.81509305519873],S0028,1
0.05,3,1.0,1,[253.28287772595422],S0028,1
0.05,4,1.0,1,[253.28287772595422],S0028,1
0.05,5,1.0,1,[253.28287772595422],S0028,1
0.05,6,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,7,1.0,1,[253.28287772595422],S0028,1
0.05,8,1.0,1,[253.28287772595422],S0028,1
0.05,9,0.6666666666666666,2,"[43.66946167688866, 244.5489853905765]",S0028,1
0.05,10,1.0,1,[253.28287772595422],S0028,1
0.05,11,1.0,1,[253.28287772595422],S0028,1
0.05,12,1.0,1,[253.28287772595422],S0028,1
0.05,13,1.0,1,[253.28287772595422],S0028,1
0.05,14,1.0,1,[253.28287772595422],S0028,1
0.05,15,1.0,1,[253.28287772595422],S0028,1
0.05,16,1.0,1,[253.28287772595422],S0028,1
0.05,17,1.0,1,[253.28287772595422],S0028,1
0.05,18,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,19,0.0,1,[235.81509305519873],S0028,1
0.05,20,0.6666666666666666,2,"[43.66946167688866, 244.5489853905765]",S0028,1
0.05,21,1.0,1,[253.28287772595422],S0028,1
0.05,22,1.0,1,[253.28287772595422],S0028,1
0.05,23,1.0,1,[253.28287772595422],S0028,1
0.05,24,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,25,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,26,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,27,0.0,2,"[43.66946167688866, 235.81509305519873]",S0028,1
0.05,28,1.0,1,[253.28287772595422],S0028,1
0.05,29,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,30,1.0,1,[253.28287772595422],S0028,1
0.05,31,1.0,1,[253.28287772595422],S0028,1
0.05,32,1.0,1,[253.28287772595422],S0028,1
0.05,33,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,34,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,35,1.0,1,[253.28287772595422],S0028,1
0.05,36,1.0,1,[253.28287772595422],S0028,1
0.05,37,1.0,1,[253.28287772595422],S0028,1
0.05,38,0.6666666666666666,2,"[43.66946167688866, 244.5489853905765]",S0028,1
0.05,39,0.0,1,[235.81509305519873],S0028,1
0.05,40,1.0,1,[253.28287772595422],S0028,1
0.05,41,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,42,1.0,1,[253.28287772595422],S0028,1
0.05,43,1.0,1,[253.28287772595422],S0028,1
0.05,44,1.0,1,[253.28287772595422],S0028,1
0.05,45,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.05,46,1.0,1,[253.28287772595422],S0028,1
0.05,47,1.0,1,[253.28287772595422],S0028,1
0.05,48,0.0,1,[235.81509305519873],S0028,1
0.05,49,0.6666666666666666,2,"[43.66946167688866, 244.5489853905765]",S0028,1
0.1,0,1.0,1,[253.28287772595422],S0028,1
0.1,1,1.0,1,[253.28287772595422],S0028,1
0.1,2,1.0,1,[253.28287772595422],S0028,1
0.1,3,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.1,4,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.1,5,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.1,6,1.0,1,[253.28287772595422],S0028,1
0.1,7,1.0,1,[253.28287772595422],S0028,1
0.1,8,1.0,1,[253.28287772595422],S0028,1
0.1,9,1.0,1,[253.28287772595422],S0028,1
0.1,10,0.6666666666666666,2,"[43.66946167688866, 253.28287772595422]",S0028,1
0.1,11,1.0,1,[253.28287772595422],S0028,1
0.1,12,1.0,1,[253.28287772595422],S0028,1
0.1,13,1.0,1,[253.28287772595422],S0028,1
0.1,14,1.0,1,[253.28287772595422],S0028,1
0.1,15,0.0,1,[235.81509305519873],S0028,1
