,c0,c1,c2,c3
c0,0.0,5.023552498011192,3.708939649890408,12.674040505212064
c1,5.023552498011192,0.0,8.730193350502994,7.6841074879713425
c2,3.708939649890408,8.730193350502994,0.0,16.357103829624915
c3,12.674040505212064,7.6841074879713425,16.357103829624915,0.0
