curve_id,window_hours,point_count,max_abs_before_normalization,max_abs_after_normalization,all_finite
图片103_2b72774534,1000,6000,0.996539823579448,1.0,True
图片103_bcfcaf0360,1000,6000,1.0036953156333352,1.0,True
图片105_32d68f1b45,1000,6000,0.9951544843417754,1.0,True
图片107_b2f4df4336,1000,6000,0.9987738917773843,1.0,True
图片107_f3230ee0e8,1000,6000,1.0215766008851734,1.0,True
图片115_01afabb0c0,1000,6000,0.9920719517046227,1.0,True
图片115_8cc5d1e2b8,1000,6000,1.0129473069693182,1.0,True
图片116_1a8fb0bddd,1000,6000,0.6987151671905634,1.0,True
图片116_1c8227d681,1000,6000,0.9716249390282904,1.0,True
图片116_4ac59c593b,1000,6000,0.9245665388257398,1.0,True
图片121_6f2a55d713,1000,6000,25.028638744448827,1.0,True
图片127_90c3584dc3,1000,6000,1.0028096548677328,1.0,True
图片127_cfb6747cd0,1000,6000,0.9992750485627341,1.0,True
图片127_fae8afb771,1000,6000,0.9849544610206639,1.0,True
图片12_8ead6ff972,1000,6000,1.0002763818118199,1.0,True
图片135_416420e73b,1000,6000,1.0006783941067179,1.0,True
图片135_d4e290896b,1000,6000,0.9962285976244789,1.0,True
图片136_2e27e42dd3,1000,6000,1.0223332963043252,1.0,True
图片141_7315da2cdf,1000,6000,1.005207206050539,1.0,True
图片141_939b548eee,1000,6000,1.002619601281597,1.0,True
图片141_a8a78a6cbb,1000,6000,1.0126216032844921,1.0,True
图片141_c22163c53e,1000,6000,1.0053883821139424,1.0,True
图片162_44a16a7876,1000,6000,1.0386819586015614,1.0,True
图片162_d2a80a5e00,1000,6000,0.9650746992775658,1.0,True
图片162_d9ab854a2e,1000,6000,1.0214160423953067,1.0,True
图片163_9302500777,1000,6000,0.9893397253176529,1.0,True
图片17_9cc1fbc4c1,1000,6000,1.0595549466154015,1.0,True
图片17_b497897586,1000,6000,1.0185326358260025,1.0,True
图片203_16a7222a72,1000,6000,0.9678859218290266,1.0,True
图片203_d202464f39,1000,6000,1.0058597466151689,1.0,True
图片205_1de446d485,1000,6000,1.0029731888256481,1.0,True
图片205_b3846cfa76,1000,6000,0.9968035626953227,1.0,True
图片33_093a67ddfe,1000,6000,12.253625880432693,1.0,True
图片35_3575e71e8c,1000,6000,119.97930290711443,1.0,True
图片39_52020a09a1,1000,6000,24.90076552663606,1.0,True
图片39_6dfc311fc6,1000,6000,25.7220341961841,1.0,True
图片47_2e11cc21a9,1000,6000,23.133009318175827,1.0,True
图片47_eb2fe59862,1000,6000,23.321849621500494,1.0,True
图片48_1a4520b70c,1000,6000,23.370585856147564,1.0,True
图片48_cf162c1fe3,1000,6000,21.27062464847877,1.0,True
图片58_365cfd8ab3,1000,6000,1.004999994839784,1.0,True
图片58_712607914b,1000,6000,1.0054119180406562,1.0,True
图片58_7752eda896,1000,6000,1.004728426672912,1.0,True
图片62_425477c17e,1000,6000,0.9795223303418211,1.0,True
图片74_041c42f84e,1000,6000,24.668967348625895,1.0,True
图片74_8144fcd699,1000,6000,23.468103906333983,1.0,True
图片74_8e33f022bd,1000,6000,24.29941426895506,1.0,True
图片75_28d00e69a3,1000,6000,1.0002099431411613,1.0,True
图片75_64c7ef280b,1000,6000,1.003850192149449,1.0,True
图片87_3ff0e4a7d8,1000,6000,1.0037417009384744,1.0,True
图片87_7e7efde409,1000,6000,0.9809534652870898,1.0,True
图片89_316290ebc5,1000,6000,22.275922315980058,1.0,True
图片89_89fab71596,1000,6000,20.806651779647485,1.0,True
图片89_f6c024444a,1000,6000,22.08719057013181,1.0,True
图片90_7b529f4afd,1000,6000,1.0839563715039624,1.0,True
