curve_id,n_time_points,time_start_h,time_end_h,max_abs_before_normalization,max_abs_after_normalization,all_finite_after_smoothing
图片63_4b738e48d9,900,0.16666666666666666,150.0,0.997721158965214,1.0,True
图片63_60e94766c3,900,0.16666666666666666,150.0,0.9989471293023121,1.0,True
图片68_5e6164edc9,900,0.16666666666666666,150.0,0.9828678619356214,1.0,True
图片68_e81edd4f44,900,0.16666666666666666,150.0,0.9986108573462862,1.0,True
图片70_793ba9d20b,900,0.16666666666666666,150.0,1.0112493893044914,1.0,True
图片70_96d1f9bb01,900,0.16666666666666666,150.0,1.0150959698880977,1.0,True
图片70_e0865bc345,900,0.16666666666666666,150.0,1.011514669332508,1.0,True
图片71_c5c3484144,900,0.16666666666666666,150.0,0.9643956662567769,1.0,True
图片71_f4e0faab87,900,0.16666666666666666,150.0,1.00042357633462,1.0,True
图片74_041c42f84e,900,0.16666666666666666,150.0,24.668967348625895,1.0,True
图片74_8144fcd699,900,0.16666666666666666,150.0,23.468103906333983,1.0,True
图片74_8e33f022bd,900,0.16666666666666666,150.0,24.29941426895506,1.0,True
图片75_28d00e69a3,900,0.16666666666666666,150.0,1.0002099431411613,1.0,True
图片75_64c7ef280b,900,0.16666666666666666,150.0,1.003850192149449,1.0,True
图片78_bffccff2c4,900,0.16666666666666666,150.0,0.8600635907309164,1.0,True
图片78_c1a766169b,900,0.16666666666666666,150.0,1.0011154543559597,1.0,True
图片85_18c67b503a,900,0.16666666666666666,150.0,23.915564849701195,1.0,True
图片87_3ff0e4a7d8,900,0.16666666666666666,150.0,1.0037417009384744,1.0,True
图片87_7e7efde409,900,0.16666666666666666,150.0,0.9809534652870898,1.0,True
图片88_07ebc80000,900,0.16666666666666666,150.0,1.0058146690505771,1.0,True
图片88_095c90edd9,900,0.16666666666666666,150.0,1.0063978054382172,1.0,True
图片88_3eac1d8a9e,900,0.16666666666666666,150.0,1.0108740647891432,1.0,True
图片89_316290ebc5,900,0.16666666666666666,150.0,22.232967433550584,1.0,True
图片89_89fab71596,900,0.16666666666666666,150.0,20.717410981421317,1.0,True
图片89_f6c024444a,900,0.16666666666666666,150.0,22.08719057013181,1.0,True
图片98_e5f7bc41cb,900,0.16666666666666666,150.0,12.303106651272692,1.0,True
