curve_id,axis_valid,audit_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps,final_class,rule_ensemble_stability,strict_topology_match,strict_class,confidence_level,review_recommended
图片116_d9761adfd7,True,,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,图片116,samples_test__unknown__unknown__图片116__Series_4__Series_4,Times,(h),Normalized MPPT,,1.0,52,1007.0923277209378,0.489345608014986,1007.5816733289528,0.7977624405037714,0.9246505351593184,750,0.12315332541110413,0.9965931467591109,0.8889591096543317,-0.10763403710477926,-0.8739840093272416,0.003406853240889518,0.027663509933791353,0.11104089034566877,0.901647519261033,0.07525839935455358,0.6110951458544043,0.07185154611366407,0.5834316359206129,0.0,0.0,0.03578249099111519,0.29055237340662876,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.47851449757985715,-0.014694347075677055,0.53,IFO-Slope,1.0,True,IFO-Slope,high,False
图片116_ee1732337d,True,,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_2__Series_2.csv,图片116,samples_test__unknown__unknown__图片116__Series_2__Series_2,Times,(h),Normalized MPPT,,1.0,55,1007.0923277209376,19.139203528773095,1026.2315312497108,0.5157888968247785,0.6990717002161239,750,0.23057418202834812,0.9824111769675997,0.771565807845164,-0.21084536912243568,-0.9144361578891479,0.0176124726383996,0.07638527645837738,0.22845784176083528,0.9908214343475253,0.12669576681825867,0.5494794157078782,0.11032293070022814,0.47847044161546415,0.0012396365203690696,0.005376302365963339,0.10176207494257661,0.4413420186396471,0.0,0.25333333333333335,0.26666666666666666,0.26666666666666666,-0.8997130309024772,-0.07525241655345333,0.6733333333333333,IFO-Slope,1.0,True,IFO-Slope,high,False
图片121_3847c97967,True,,lab-v2/som_references/accepted/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,图片121,samples_test__unknown__unknown__图片121__2PaCz__Series_1,Time,hours,PCE,%,1.0,50,855.9214488670177,3.535423831538054,859.4568726985558,17.104731940533462,21.61526350583913,750,0.18608444070176455,0.9973492678199841,0.8158534170201767,-0.18149585079980746,-0.9753413564043693,0.0025741677569167676,0.013833331509120408,0.18407001855672422,0.9891746879134896,0.042470492203378396,0.2282323661409466,0.03989632444646163,0.21439903463182622,0.0,0.0,0.14159952635334583,0.7609423217725431,0.02,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.18122160345370222,-0.13489252110177033,0.7866666666666666,IFO-Slope,1.0,True,IFO-Slope,high,False
图片122_839b6dd4d3,True,,lab-v2/som_references/accepted/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,图片122,samples_test__unknown__unknown__图片122__OCT-doped__Series_2,Time,( h ),PCE,( % ),1.0,53,997.8628278541325,10.657576324123909,1008.5204041782564,0.9385309555869696,1.0069026225652429,750,0.06346688815583079,0.9981532710058927,0.9378001410422998,-0.06035312996359288,-0.950938855161881,0.0018467289941079823,0.02909751915949767,0.06219985895770086,0.9800363743213787,0.03342881401043529,0.5267126683185922,0.03158208501632731,0.49761514915909455,0.0,0.0,0.028771044947265567,0.45332370600278643,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.10929530908248031,-0.028019497525225676,0.48,IFO-Slope,1.0,True,IFO-Slope,high,False
图片127_bf5402f13a,True,,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,图片127,samples_test__unknown__unknown__图片127__Series_3__Series_3,Time,(h),Normal. PCE,,1.0,37,2118.153166482114,0.8922392536749157,2119.0454057357892,0.537151005999566,0.9855006764291488,750,0.26379133165125124,0.9796778021854649,0.7382051859070776,-0.24147261627838723,-0.915392536846621,0.02033108823868157,0.07707261687264444,0.2618037045170688,0.9924651537192655,0.2302720947773248,0.872932758388585,0.20994100653864323,0.7958601415159405,0.0,0.0,0.031531609739744004,0.11953239533068045,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.71725970345946,-0.014976896159922272,0.4666666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片127_e6b6963001,True,,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,图片127,samples_test__unknown__unknown__图片127__Series_1__Series_1,Time,(h),Normal. PCE,,1.0,37,2118.153166482114,-4.991519542108733,2113.1616469400055,0.8012949978805606,0.9994029917913064,750,0.13229646725973343,0.9952839396625771,0.8678171507991349,-0.1274667888634422,-0.9634935195449379,0.004715339101564298,0.03564221478648272,0.1321821279650065,0.9991357343314206,0.091018550496476,0.6879892742546344,0.0863032113949117,0.6523470594681516,0.0,0.0,0.0411635774685305,0.3111464600767862,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.5274196459446792,-0.040562865054812006,0.9666666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片127_fa3bbaf3ca,True,,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,图片127,samples_test__unknown__unknown__图片127__Series_2__Series_2,Time,(h),Normal. PCE,,1.0,37,2118.153166482114,-4.991519542108733,2113.1616469400055,0.8673309958508091,1.0028785706318455,750,0.06578557940223007,0.9974334371497809,0.9376835842552218,-0.05974985289455914,-0.908251526208093,0.0025678564989092267,0.03903372931032023,0.06231770939346837,0.9472852555184132,0.05173925155240422,0.7864831779630158,0.04917139505349499,0.7474494486526956,0.0,0.0,0.010578457841064148,0.16080207755539733,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.2503511026060671,0.008374762289469064,0.4866666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片12_353c32e27e,True,,lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,图片12,samples_test__unknown__unknown__图片12__Target__Series_2,Time,(h),Normalized PCE,,1.0,51,1561.8801618558145,-9.610894971825417,1552.269266883989,0.9315266730322,1.0002805726096011,750,0.04061402767811384,0.9997961950483673,0.9593881108895189,-0.040408084158848334,-0.994929251516306,0.00020380495163363488,0.005018092597190543,0.04061188911048197,0.9999473441134964,0.012679410820933823,0.3121928935840689,0.012475605869300188,0.3071748009868784,0.0,0.0,0.027932478289548146,0.6877544505294275,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.06073229247261047,-0.006626466455884688,0.6966666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片132_03c9048497,True,,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,图片132,samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2,Time,(h),Normalized PCE,,1.0,43,986.2603191123052,-1.7066469765924523,984.5536721357128,0.8023489318802772,1.0018484138687491,750,0.18189528734349214,0.9969575338206002,0.8190151422580724,-0.17794239156252778,-0.9782682891970714,0.0030223026921100127,0.016615618448666446,0.1809646942546378,0.9948839076457379,0.05028494499563918,0.2764499604691835,0.04726264230352917,0.2598343420205171,0.0,0.0,0.1306797492589986,0.7184339471765544,0.11333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.024900118033768494,-0.15333440560315223,0.9,IFO-Slope,1.0,True,IFO-Slope,high,False
图片132_74754f7a23,True,,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,图片132,samples_test__unknown__unknown__图片132__Sn_{$__Series_1,Time,(h),Normalized PCE,,1.0,43,986.2603191123052,-1.7066469765924523,984.5536721357128,0.5007799474790984,0.992569368194867,750,0.4387803076191368,0.9983457839432832,0.5636987976105221,-0.4346469863327611,-0.990579975412289,0.00164506753006477,0.0037491826809435934,0.4362920538628259,0.9943291580932326,0.11014440502889755,0.2510240389468512,0.10849933749883278,0.24727485626590764,0.0,0.0,0.3261476488339283,0.7433051191463813,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.4922526252117748,-0.4221815827073412,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片135_933b9d0c2e,True,,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,图片135,samples_test__unknown__unknown__图片135__Series_1__Series_1,Time,h,Normalized PCE,,1.0,57,1011.0572730371723,5.147157694138514,1016.2044307313108,0.9827340021943828,0.9962702498350516,750,0.013518162366149777,0.9984321290312065,0.9909834822001246,-0.007448646831081929,-0.5510103096360013,0.0015678709687941828,0.11598255194213512,0.009016517799876111,0.6669928615781364,0.004487353953718576,0.3319499967654744,0.011950291397355595,0.8840174480578649,0.009053210505274745,0.6697071880083703,0.004551565939001079,0.3367000495865067,0.0,0.09666666666666666,0.6466666666666666,0.26666666666666666,-0.12709956016514462,-0.011825774799763022,0.17,IFO-Valley,1.0,True,IFO-Valley,high,False
图片135_d9d595e475,True,,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,图片135,samples_test__unknown__unknown__图片135__Series_2__Series_2,Time,h,Normalized PCE,,1.0,57,1011.0572730371723,10.563535942551937,1021.6208089797242,0.6759123890058928,1.0007823323819411,750,0.25483936598137025,0.9965083926786019,0.746721533010415,-0.24978685966818692,-0.9801737604638654,0.0034916073213987486,0.013701208633732039,0.25327846698958567,0.9938749690975974,0.09083386198107046,0.35643575564267715,0.08734225465967171,0.3427345470089451,0.0,0.0,0.1624446050085152,0.6374392134549203,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.30878105273184414,-0.187307879015998,0.9866666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片141_a26b87de5f,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,图片141,samples_test__unknown__unknown__图片141__Cell3__Series_3,Time,(hours),Norm. PCE,,1.0,39,2411.8599222799694,-23.685421990936447,2388.174500289033,0.9092839550759074,1.004881211891483,750,0.015224418789059446,0.9967486457256022,0.9887023821554314,-0.008046263570170797,-0.5285103938386794,0.003249762998638328,0.21345727831486538,0.011296026568809125,0.7419676721535448,0.008200532022811347,0.5386433555482856,0.0049507690241730185,0.3251860772334202,0.0,0.0,0.003095494545997779,0.20332431660525915,0.07,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.035518741669607716,2.5905215602929416e-14,0.4,IFO-Hill,0.54,True,IFO-Hill,low_review,True
图片141_fcf9b338aa,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,图片141,samples_test__unknown__unknown__图片141__Cell4__Series_4,Time,(hours),Norm. PCE,,1.0,38,2348.389924325233,-17.33842219546284,2331.05150212977,0.8283939685396513,1.001204394321653,750,0.04107662539475676,0.9989503521223427,0.9592828289693628,-0.039667523152979944,-0.9656957642397596,0.0010479856653118347,0.02551294453330641,0.04071550881829178,0.991208708773066,0.01683727012063929,0.409899059594815,0.015789284455327457,0.38438611506150855,0.0008899396177994845,0.021665353695610085,0.024768178315451972,0.6029750028738611,0.05,0.26666666666666666,0.33,0.26666666666666666,-0.007723579177796019,-0.04333398917823548,0.8466666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片160_081675db60,True,,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,图片160,samples_test__unknown__unknown__图片160__Series_2__Series_2,Time,hour,Normalized PCE,,1.0,34,975.619819947768,-2.5115440001147817,973.1082759476532,0.9202733137860268,1.0032004087401791,750,0.07771248606789727,0.9995143365821088,0.9231858337697783,-0.0763285028123305,-0.9821909795247371,0.00048345925771620113,0.006221127159589304,0.0768119620700467,0.9884121066843263,0.027011733430625795,0.34758550134434885,0.027241173051133716,0.3505379177720958,0.0007128988782241219,0.009173543587336318,0.04980022863942091,0.6408266053399776,0.02,0.24333333333333335,0.26666666666666666,0.26666666666666666,-0.12232971648575411,-0.15581309165373344,0.7866666666666666,IFO-Slope,1.0,True,IFO-Slope,high,False
图片162_09ccd333ad,True,,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,图片162,samples_test__unknown__unknown__图片162__Series_1__Series_1,Time,(h),Normal. PCE,,1.0,76,1476.4354793422563,6.693371039119853,1483.1288503813762,0.1988447979336783,0.9655484648531408,750,0.5716874827140581,0.9822626719362932,0.43115366995206755,-0.5511090019842257,-0.964003968335747,0.017737328063707203,0.0310262662731395,0.568846330047933,0.9950302346088864,0.27401295908232437,0.47930550758512563,0.25627563101861717,0.44827924131198615,0.0,0.0,0.2948333709656085,0.5157247270237607,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.5916109870101762,-0.41974067632685547,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片162_5bd5654536,True,,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,图片162,samples_test__unknown__unknown__图片162__Series_2__Series_2,Time,(h),Normal. PCE,,1.0,75,1456.7496729510262,10.630532317365862,1467.380205268392,0.853558041595242,1.0215436764820904,750,0.13477478708426716,0.995485238929815,0.8719442161625343,-0.12354102276728074,-0.9166478793250656,0.004535774044799323,0.03365447011957331,0.12807679681208006,0.950302349444639,0.07230521366983567,0.5364891700747206,0.06776943962503634,0.5028346999551473,0.0,0.0,0.055771583142244396,0.41381317936991835,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.34573079751832153,-0.08799192070037792,0.6733333333333333,IFO-Slope,1.0,True,IFO-Slope,high,False
图片162_ce1b0fab57,True,,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,图片162,samples_test__unknown__unknown__图片162__Series_3__Series_3,Time,(h),Normal. PCE,,1.0,75,1456.7496729510262,12.599112956488852,1469.348785907515,0.9870850847104292,1.038772972367921,750,0.045544246831982216,0.997026197533879,0.9577971880388492,-0.03922900949502983,-0.8613384175557893,0.0029738024661218887,0.0652947995186434,0.04220281196115172,0.9266332170744327,0.02893901186864556,0.6354043349405861,0.02626771619090007,0.5767515771597803,0.00031150604650886926,0.006839635479274685,0.013272799350638631,0.2914264758752837,0.0,0.24333333333333335,0.34,0.26666666666666666,-0.13039566772340855,-0.02102346563632181,0.42333333333333334,IFO-Slope,1.0,True,IFO-Slope,high,False
图片163_7409b913fe,True,,lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,图片163,samples_test__unknown__unknown__图片163__Target__Series_2,Time,(h),SPO,(Normalized),1.0,91,1413.14658019644,6.954032504339352,1420.1006127007795,0.8774773664379666,0.9894282157893092,750,0.09262419403786948,0.9956567430526689,0.9246534196928967,-0.07100332335977222,-0.7665742638553211,0.004343256947331731,0.0468911712803243,0.07534658030710395,0.8134654351356454,0.07458818037026405,0.8052775103205606,0.07024492342293231,0.7583863390402363,0.008241757911181757,0.08898061674698197,0.009000157848021662,0.0971685415620668,0.0,0.26666666666666666,0.5166666666666667,0.26666666666666666,-0.6396053942889267,0.006201290763393032,0.43333333333333335,IFO-Slope,1.0,True,IFO-Slope,high,False
图片17_11b78bf64d,True,,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,图片17,samples_test__unknown__unknown__图片17__Series_1__Series_1,Time,(h),Stabilized output power,(Norm.),1.0,50,1131.1470929831216,13.195846694149822,1144.3429396772715,0.972829842612897,1.0592242921721722,750,0.06087850604509659,0.9815849239105686,0.9398930802753657,-0.04169184363520295,-0.6848368388724774,0.01838190834909803,0.301944143233104,0.06007375198430098,0.9867809821055813,0.011150692447721489,0.18316304344691803,0.0035592582928426486,0.05846494147221811,0.02194116664194068,0.36040908470532207,0.06007375198430098,0.9867809821055813,0.09666666666666666,0.0,0.09666666666666666,0.26666666666666666,0.21065524741570363,-0.1182678051016907,0.38,IFO-Bridge,1.0,True,IFO-Bridge,high,False
图片17_5dc9e03dc9,True,,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,图片17,samples_test__unknown__unknown__图片17__Series_2__Series_2,Time,(h),Stabilized output power,(Norm.),1.0,51,1154.2317275337978,10.887383239082226,1165.11911077288,0.7597235337000181,1.0189068823778438,750,0.22025713947727188,0.9867904588436157,0.7798353172736104,-0.20695514157000527,-0.9396069614867616,0.013279437251698778,0.0602906097991392,0.22023457882170405,0.9998975712859008,0.0901797558580888,0.4094294335798107,0.07731324459629585,0.3510135688667369,0.00100662902002846,0.004570244680456014,0.13064852599373789,0.5931636373004807,0.0,0.19333333333333333,0.38666666666666666,0.26666666666666666,-0.7003760275279566,-0.18693478916687034,0.7666666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片184_80e88bd7f4,True,,lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,图片184,samples_test__unknown__unknown__图片184__OCT-doped__Series_2,Time,( h),PCE,( %),1.0,48,990.6839997767673,9.467125631692284,1000.1511254084596,0.9351683769252296,1.0086795242871829,750,0.06438220201713674,0.998528663927661,0.9365413478517656,-0.06198731607589547,-0.962802049849059,0.001471336072339624,0.022853149259293673,0.0634586521482351,0.9856551991083526,0.037771262637457226,0.5866724258266839,0.0362999265651176,0.5638192765673902,0.0,0.0,0.02568738951077787,0.39898277328166887,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.1268463804732028,-0.00850939073611539,0.45666666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片19_6a687a61be,True,,lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,图片19,samples_test__unknown__unknown__图片19__SAM__Series_1,Time,(h),Normalized PCE,,1.0,31,988.2561874666287,-3.395445758240669,984.860741708388,0.8421297010513698,0.999968293495628,750,0.1383558066517241,0.9983827070189055,0.8628163067947275,-0.13556640022417799,-0.9798388915141977,0.001617292981095142,0.011689375532797622,0.13718369320527313,0.9915282670469953,0.05723338459559535,0.41366810675077764,0.05561609161450021,0.40197873121798,0.0,0.0,0.07995030860967778,0.5778601602962177,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.23392340387566965,-0.09365669838902521,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
