curve_id,axis_valid,audit_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps,final_class,rule_ensemble_stability,strict_topology_match,strict_class,confidence_level,review_recommended
图片103_129eb17332,True,,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__Control__Series_2.csv,图片103,samples_test__unknown__unknown__图片103__Control__Series_2,Time,(h),Normalized PCE,,1.0,63,1001.8731109582542,-1.3105387035323872,1000.5625722547218,0.5208347986198131,0.9972044422696348,750,0.31675698399443886,0.9785364715778595,0.6846768749902061,-0.29385959658765337,-0.927713077962671,0.02159018200249818,0.06816008199799387,0.31544977859015155,0.9958731599606648,0.10166505411256177,0.32095599860348034,0.08007487211006359,0.2527959166054865,0.0,0.0,0.21378472447758978,0.6749171613571845,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.7220095265853163,-0.12063770302674197,0.6166666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片103_bbae347332,True,,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__。Target__Series_1.csv,图片103,samples_test__unknown__unknown__图片103__。Target__Series_1,Time,(h),Normalized PCE,,1.0,65,1001.8731109582543,-2.8759654394046663,998.9971455188496,0.9123714920306254,1.0037300538264815,750,0.09097538515118475,0.9987021138559534,0.9139243741109957,-0.08477773974495773,-0.9318755793566836,0.0012978861440472444,0.014266344043395813,0.08607562588900497,0.9461419234000795,0.04517956763456621,0.4966130955036451,0.044443224996508435,0.4885192288293342,0.0005615435059894702,0.006172477369084899,0.04089605825443876,0.4495288278964344,0.0,0.25666666666666665,0.26666666666666666,0.26666666666666666,-0.28914918206078544,-0.08984733527686817,0.6533333333333333,IFO-Slope,1.0,True,IFO-Slope,high,False
图片105_59069294b1,True,,lab-v2/som_references/accepted/samples_test/图片105/accepted/samples_test__unknown__unknown__图片105__Series_2__Series_2.csv,图片105,samples_test__unknown__unknown__图片105__Series_2__Series_2,Time,(h),Normalized PCE,,1.0,56,1071.4679983736246,-5.193889142878078,1066.2741092307465,0.8908951914228523,0.9945654512250532,750,0.08988497634868098,0.9389848308102448,0.9236444322004757,-0.015340398609769101,-0.1706669927826511,0.06101348563404141,0.6787951458913273,0.07635388424381051,0.8494621386739784,0.020832782781328718,0.2317715777163291,0.02887149071463957,0.3212048541086727,0.08988497634868098,1.0,0.07635388424381051,0.8494621386739784,0.14333333333333334,0.0,0.14333333333333334,0.26666666666666666,0.6311874145763021,-0.05245975480521828,0.5633333333333334,IFO-Hill,1.0,True,IFO-Hill,high,False
图片107_64985ae00f,True,,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_2__Series_2.csv,图片107,samples_test__unknown__unknown__图片107__Series_2__Series_2,Time,(h),PCE,(norm.),1.0,33,1309.7213885782335,6.307334471227364,1316.0287230494607,0.662154006842725,1.021730881947326,750,0.27892959740408996,0.994006928853318,0.7216329114658174,-0.27237401738750056,-0.9764973667993639,0.005990606050132019,0.02147712579046722,0.2783646234376326,0.9979744925898312,0.2138750809381894,0.7667708372602173,0.2078844748880574,0.7452937114697501,0.0,0.0,0.06448954249944316,0.23120365532961384,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.074725588073927,-0.09620800717300529,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片107_f3e8ef4f1f,True,,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_1__Series_1.csv,图片107,samples_test__unknown__unknown__图片107__Series_1__Series_1,Time,(h),PCE,(norm.),1.0,33,1309.7213885782332,14.493093149841345,1324.2144817280746,0.5107532173249982,0.9990207635196668,750,0.33949772045860405,0.990217766609747,0.6616647184586529,-0.3285530481510941,-0.9677621626067899,0.009787276143125134,0.028828694725561568,0.33834032429421923,0.9965908573323515,0.23347349479492707,0.6877026876043345,0.22368621865180194,0.658873992878773,0.0,0.0,0.10486682949929216,0.308888169728017,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.5291853368679393,-0.1388875397278304,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片113_a2c8fdf9a4,True,,lab-v2/som_references/accepted/samples_test/图片113/accepted/samples_test__unknown__unknown__图片113__Series_1__Series_1.csv,图片113,samples_test__unknown__unknown__图片113__Series_1__Series_1,Time (h),h,Normalized PCE,,1.0,50,995.8466823611939,0.351036024886298,996.1977183860802,0.8663104464312308,1.0044508680643878,750,0.035349636334025325,0.9984335011777706,0.9666112165561754,-0.0318222846215952,-0.9002153323700555,0.0015664988222302556,0.04431442539968772,0.033388783443825454,0.9445297577697432,0.020002700198633372,0.5658530687451525,0.018436201376403116,0.5215386433454647,0.0047821429040487695,0.1352812475597035,0.01816822614924085,0.5139579365842942,0.0,0.26666666666666666,0.54,0.26666666666666666,-0.11061721783776896,-0.003704050022249724,0.2866666666666667,IFO-Slope,1.0,True,IFO-Slope,high,False
图片114_9f1ff62ac8,True,,lab-v2/som_references/accepted/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_2__Series_2.csv,图片114,samples_test__unknown__unknown__图片114__Series_2__Series_2,Time,hr,Normalized PCE,,1.0,84,985.9034105954341,1.9695087968972729,987.8729193923314,0.9572675187758116,1.0196828187447466,750,0.04344974951044589,0.9811369427380249,0.9632738075815065,-0.017863135156518384,-0.41112170628794653,0.018721198188169086,0.43087010625155076,0.03658433334468747,0.8419918125394973,0.017311471179998428,0.39842510889128424,0.018767313967343546,0.43193146517062514,0.03748851215551263,0.862801571422176,0.03658433334468747,0.8419918125394973,0.22,0.03666666666666667,0.22,0.26666666666666666,-0.1958979021173025,-0.01790614192359279,0.33666666666666667,IFO-Valley,1.0,True,IFO-Valley,high,False
图片115_9640dfe869,True,,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_2__Series_2.csv,图片115,samples_test__unknown__unknown__图片115__Series_2__Series_2,Time,(h),PCE,(norm.),1.0,31,1332.9183360625989,5.031707514333846,1337.9500435769328,0.6549987121716392,1.013111479284185,750,0.27477524400375086,0.9935975304027632,0.7258038379371002,-0.267793692465663,-0.974591773857209,0.00640327945221586,0.023303698538899124,0.27419697191787884,0.9978954723961081,0.20866160498703357,0.759390118071136,0.2022583255348177,0.7360864195322369,0.0,0.0,0.06553536693084527,0.23850535432497214,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.0393168276133382,-0.08714258373183029,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片115_b130dc5a9e,True,,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_1__Series_1.csv,图片115,samples_test__unknown__unknown__图片115__Series_1__Series_1,Time,(h),PCE,(norm.),1.0,30,1288.4877248605123,18.360890874959807,1306.848615735472,0.5175833480470575,0.9922909695683396,750,0.33457054719186063,0.9910632519090271,0.6666165703480997,-0.3244466815609274,-0.9697407147284615,0.008942985250066093,0.026729744519136373,0.33338966681099347,0.9964704592475978,0.23534274542987088,0.7034174030116069,0.2263997601798048,0.6766876584924706,0.0,0.0,0.09804692138112259,0.2930530562359909,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.5606026022926354,-0.12093077176059136,1.0,IFO-Slope,1.0,True,IFO-Slope,high,False
图片116_91935f1b71,True,,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_1__Series_1.csv,图片116,samples_test__unknown__unknown__图片116__Series_1__Series_1,Times,(h),Normalized MPPT,,1.0,43,988.4424698001794,0.489345608014986,988.9318154081944,0.5063897787021453,0.9199509760980016,750,0.4457766568326471,0.997678861332249,0.5559770424038074,-0.4417018189284416,-0.9908590146169649,0.002363478052927248,0.005301933191657772,0.4440652969813689,0.9961609478086226,0.25377124219742175,0.5692788940554423,0.2514077641444945,0.5639769608637845,0.0,0.0,0.19029405478394712,0.4268820537531804,0.0033333333333333335,0.26666666666666666,0.26666666666666666,0.26666666666666666,-1.9804424196261075,-0.34970906359592485,0.9033333333333333,IFO-Slope,1.0,True,IFO-Slope,high,False
