curve_id,axis_valid,audit_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps,final_class,rule_ensemble_stability,strict_topology_match,strict_class,confidence_level,review_recommended
图片105_59069294b1,True,,lab-v2/som_references/accepted/samples_test/图片105/accepted/samples_test__unknown__unknown__图片105__Series_2__Series_2.csv,图片105,samples_test__unknown__unknown__图片105__Series_2__Series_2,Time,(h),Normalized PCE,,1.0,56,1071.4679983736246,-5.193889142878078,1066.2741092307465,0.8908951914228523,0.9945654512250532,750,0.08988497634868098,0.9389848308102448,0.9236444322004757,-0.015340398609769101,-0.1706669927826511,0.06101348563404141,0.6787951458913273,0.07635388424381051,0.8494621386739784,0.020832782781328718,0.2317715777163291,0.02887149071463957,0.3212048541086727,0.08988497634868098,1.0,0.07635388424381051,0.8494621386739784,0.14333333333333334,0.0,0.14333333333333334,0.26666666666666666,0.6311874145763021,-0.05245975480521828,0.5633333333333334,IFO-Hill,1.0,True,IFO-Hill,high,False
图片114_9f1ff62ac8,True,,lab-v2/som_references/accepted/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_2__Series_2.csv,图片114,samples_test__unknown__unknown__图片114__Series_2__Series_2,Time,hr,Normalized PCE,,1.0,84,985.9034105954341,1.9695087968972729,987.8729193923314,0.9572675187758116,1.0196828187447466,750,0.04344974951044589,0.9811369427380249,0.9632738075815065,-0.017863135156518384,-0.41112170628794653,0.018721198188169086,0.43087010625155076,0.03658433334468747,0.8419918125394973,0.017311471179998428,0.39842510889128424,0.018767313967343546,0.43193146517062514,0.03748851215551263,0.862801571422176,0.03658433334468747,0.8419918125394973,0.22,0.03666666666666667,0.22,0.26666666666666666,-0.1958979021173025,-0.01790614192359279,0.33666666666666667,IFO-Valley,1.0,True,IFO-Valley,high,False
图片135_933b9d0c2e,True,,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,图片135,samples_test__unknown__unknown__图片135__Series_1__Series_1,Time,h,Normalized PCE,,1.0,57,1011.0572730371723,5.147157694138514,1016.2044307313108,0.9827340021943828,0.9962702498350516,750,0.013518162366149777,0.9984321290312065,0.9909834822001246,-0.007448646831081929,-0.5510103096360013,0.0015678709687941828,0.11598255194213512,0.009016517799876111,0.6669928615781364,0.004487353953718576,0.3319499967654744,0.011950291397355595,0.8840174480578649,0.009053210505274745,0.6697071880083703,0.004551565939001079,0.3367000495865067,0.0,0.09666666666666666,0.6466666666666666,0.26666666666666666,-0.12709956016514462,-0.011825774799763022,0.17,IFO-Valley,1.0,True,IFO-Valley,high,False
图片141_a26b87de5f,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,图片141,samples_test__unknown__unknown__图片141__Cell3__Series_3,Time,(hours),Norm. PCE,,1.0,39,2411.8599222799694,-23.685421990936447,2388.174500289033,0.9092839550759074,1.004881211891483,750,0.015224418789059446,0.9967486457256022,0.9887023821554314,-0.008046263570170797,-0.5285103938386794,0.003249762998638328,0.21345727831486538,0.011296026568809125,0.7419676721535448,0.008200532022811347,0.5386433555482856,0.0049507690241730185,0.3251860772334202,0.0,0.0,0.003095494545997779,0.20332431660525915,0.07,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.035518741669607716,2.5905215602929416e-14,0.4,IFO-Hill,0.54,True,IFO-Hill,low_review,True
图片17_11b78bf64d,True,,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,图片17,samples_test__unknown__unknown__图片17__Series_1__Series_1,Time,(h),Stabilized output power,(Norm.),1.0,50,1131.1470929831216,13.195846694149822,1144.3429396772715,0.972829842612897,1.0592242921721722,750,0.06087850604509659,0.9815849239105686,0.9398930802753657,-0.04169184363520295,-0.6848368388724774,0.01838190834909803,0.301944143233104,0.06007375198430098,0.9867809821055813,0.011150692447721489,0.18316304344691803,0.0035592582928426486,0.05846494147221811,0.02194116664194068,0.36040908470532207,0.06007375198430098,0.9867809821055813,0.09666666666666666,0.0,0.09666666666666666,0.26666666666666666,0.21065524741570363,-0.1182678051016907,0.38,IFO-Bridge,1.0,True,IFO-Bridge,high,False
图片48_8c2ec3e669,True,,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,图片48,samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1,Duration,(hours),Efficiency,(%),1.0,42,1845.3625184336338,-2.557184399387097,1842.8053340342467,19.863379904002123,23.350358033099734,750,0.034873668020775295,0.9685330433468113,0.9712971786458277,0.0027641352990163126,0.07926138705482985,0.03146674925221016,0.9023068417541988,0.028702613953193845,0.823045454699369,0.0033697455052607017,0.09662721751131091,0.003406918768565137,0.09769315824580119,0.034873668020775295,1.0,0.028702613953193845,0.823045454699369,0.14666666666666667,0.0,0.14666666666666667,0.26666666666666666,0.31876196285828,-0.044601881186694295,0.5833333333333334,IFO-Bridge,1.0,True,IFO-Bridge,high,False
图片58_1257c313d3,True,,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_2__Series_2.csv,图片58,samples_test__unknown__unknown__图片58__Series_2__Series_2,Time,(h),Normal. PCE,,1.0,38,2328.663753826882,-2.692610944889964,2325.971142881992,0.9455858728891088,1.0047422329429256,750,0.011509134863602721,0.9992399636695598,0.9969640526941982,-0.002275910975361617,-0.19774822367918496,0.0007599163535926268,0.0660272351135478,0.0030358273289542437,0.2637754587927328,0.0078060624100400045,0.6782492778607045,0.007046146056447378,0.6122220427471567,0.0078060624100400045,0.6782492778607045,0.0030358273289542437,0.2637754587927328,0.7,0.26666666666666666,0.7,0.26666666666666666,-0.03764948505170379,-0.006634433767546662,0.49333333333333335,IFO-Valley,0.27,True,IFO-Valley,low_review,True
图片89_0951cf1bdf,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,图片89,samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3,Durations (hours),(hours),Efficiency (%),(%),1.0,49,1002.7522677989435,0.266732141899638,1003.0189999408432,21.46712193041974,22.083677804815338,750,0.028228594579793875,0.9886884964077719,0.9729532014712422,-0.015735294936529698,-0.5574239586051895,0.01130790800267012,0.40058345698741793,0.027043202939199817,0.9580074155926075,0.009557203647574397,0.3385646288751292,0.00020739439756300992,0.007346961499509563,0.01151530240023313,0.4079304184869275,0.027043202939199817,0.9580074155926075,0.15,0.013333333333333334,0.15,0.26666666666666666,0.09683158931131054,-0.04969067097383134,0.44333333333333336,IFO-Hill,1.0,True,IFO-Hill,high,False
图片89_b4f2cac963,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1,Durations (hours),(hours),Efficiency (%),(%),1.0,49,1002.7522677989435,-1.8223350826815192,1000.929932716262,20.423719681442577,20.803138681070635,750,0.011846971870428935,0.9955449186454745,0.9884339885199505,-0.007110930125523995,-0.6002318738743265,0.004451573467191161,0.37575622833229416,0.011562503592715156,0.9759881022066208,0.0023287414360739778,0.19656849543862914,0.004999625860544699,0.42201719690279643,0.00945119932773586,0.7977734252350906,0.011562503592715156,0.9759881022066208,0.7133333333333334,0.09333333333333334,0.7133333333333334,0.26666666666666666,-0.06492678127044149,-0.04441758762894743,0.47,IFO-Valley,1.0,True,IFO-Valley,high,False
图片90_69887e1835,True,,lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,图片90,samples_test__unknown__unknown__图片90__Series_1__Series_1,Damp heat hour,,Normalized efficiency,,1.0,27,1781.270435697606,-11.632577602266906,1769.637858095339,1.001456167432602,1.082347738593771,750,0.07661255699401215,0.9575888814713619,0.9238897374098981,-0.03369914406146379,-0.4398644998116645,0.04241111195119451,0.5535791209071544,0.0761102560126583,0.993443620718819,0.007280952678106689,0.09503602234129518,0.006393288414946574,0.08344961538676039,0.04880440036614109,0.6370287362939149,0.0761102560126583,0.993443620718819,0.13666666666666666,0.0,0.13666666666666666,0.26666666666666666,0.5109751631157308,-0.025466380209691875,0.7233333333333334,IFO-Bridge,1.0,True,IFO-Bridge,high,False
