curve_id,included,exclusion_reason,source_file,relative_source,validation_file,doi,record_id,legend,x_axis_name,x_axis_unit,y_axis_name,y_axis_unit,time_factor_to_hours,time_factor_source,n_original_points,duration_hours,raw_min,raw_max,normalizer,smoothing_applied
C9a8a3b906e,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2019.06.161/Fig7_D_photovoltaic_parameter/accepted/10.1016_j.jallcom.2019.06.161__Fig7__D__photovoltaic_parameter__MAPbIj_ZnAc2__Series_2.csv,x_time_day/10.1016_j.jallcom.2019.06.161/Fig7_D_photovoltaic_parameter/accepted/10.1016_j.jallcom.2019.06.161__Fig7__D__photovoltaic_parameter__MAPbIj_ZnAc2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2019.06.161/Fig7_D_photovoltaic_parameter/validation_result.json,10.1016/j.jallcom.2019.06.161,10.1016_j.jallcom.2019.06.161__Fig7__D__photovoltaic_parameter,MAPbIj:ZnAc2,Time,(day),PCE,(%),24.0,axis_metadata:day,56,1843.3990680065672,11.003776076749483,12.310513505859358,11.67084597009587,False
Cc8fb2b7394,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2019.152091/Fig5_A_chart/accepted/10.1016_j.jallcom.2019.152091__Fig5__A__chart__PEDOT_PSS__Series_1.csv,x_time_day/10.1016_j.jallcom.2019.152091/Fig5_A_chart/accepted/10.1016_j.jallcom.2019.152091__Fig5__A__chart__PEDOT_PSS__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2019.152091/Fig5_A_chart/validation_result.json,10.1016/j.jallcom.2019.152091,10.1016_j.jallcom.2019.152091__Fig5__A__chart,PEDOT:PSS,Time(days),days,Normalized PCE,,24.0,axis_metadata:day,63,696.8366898706354,0.8620262099229552,1.0015713747689314,1.0015713747689314,False
C8f151a6a8e,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.153738/Fig8_whole_figure/accepted/10.1016_j.jallcom.2020.153738__Fig8__whole__figure__TiO₂__Series_1.csv,x_time_day/10.1016_j.jallcom.2020.153738/Fig8_whole_figure/accepted/10.1016_j.jallcom.2020.153738__Fig8__whole__figure__TiO₂__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.153738/Fig8_whole_figure/validation_result.json,10.1016/j.jallcom.2020.153738,10.1016_j.jallcom.2020.153738__Fig8__whole__figure,TiO₂,Days,,PCE,(%),24.0,axis_metadata:day,95,311.4695639127783,10.824969612552415,11.455868021057473,11.455868021057473,False
Cf7158ee088,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.155460/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.155460__Fig7__B__stability_performance_curve_pce__−-p-In203__Series_1.csv,x_time_day/10.1016_j.jallcom.2020.155460/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.155460__Fig7__B__stability_performance_curve_pce__−-p-In203__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.155460/Fig7_B_stability_performance_curve_pce/validation_result.json,10.1016/j.jallcom.2020.155460,10.1016_j.jallcom.2020.155460__Fig7__B__stability_performance_curve_pce,−-p-In203,Time,Day,Normalized PCE,,24.0,axis_metadata:day,57,744.9360489002414,0.5661358212752119,1.0029193490736523,1.0029193490736523,False
Cd8e6858376,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.157396/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.157396__Fig6__B__stability_performance_curve_pce__No_additive__Series_2.csv,x_time_day/10.1016_j.jallcom.2020.157396/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.157396__Fig6__B__stability_performance_curve_pce__No_additive__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.157396/Fig6_B_stability_performance_curve_pce/validation_result.json,10.1016/j.jallcom.2020.157396,10.1016_j.jallcom.2020.157396__Fig6__B__stability_performance_curve_pce,No additive,Time (Day),(Day),Normalized PCE (%),(%),24.0,axis_metadata:day,47,166.22972576974558,0.2960319122505801,1.0040300190582123,1.0040300190582123,False
C9c0d5b2c9a,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_Control_TiO2__Series_1.csv,x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_Control_TiO2__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/validation_result.json,10.1016/j.jallcom.2020.158079,10.1016_j.jallcom.2020.158079__Fig7__D__pce,CH3NH3PbI3/ Control TiO2,Time,day,Normalized PCE,,24.0,axis_metadata:day,49,713.2530807607574,0.0602762277881689,0.9983513849308772,0.9983513849308772,False
Cfac9c752a4,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_HollowTiO2__Series_2.csv,x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_HollowTiO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/validation_result.json,10.1016/j.jallcom.2020.158079,10.1016_j.jallcom.2020.158079__Fig7__D__pce,CH3NH3PbI3/HollowTiO2,Time,day,Normalized PCE,,24.0,axis_metadata:day,49,713.2530807607574,0.5129347163141743,1.0102634504184036,1.0102634504184036,False
C2d8259d0e3,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161061/Fig6_whole_stability/accepted/10.1016_j.jallcom.2021.161061__Fig6__whole__stability__TiO2_Nanorod_based_PSC__Series_2.csv,x_time_day/10.1016_j.jallcom.2021.161061/Fig6_whole_stability/accepted/10.1016_j.jallcom.2021.161061__Fig6__whole__stability__TiO2_Nanorod_based_PSC__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161061/Fig6_whole_stability/validation_result.json,10.1016/j.jallcom.2021.161061,10.1016_j.jallcom.2021.161061__Fig6__whole__stability,TiO2 Nanorod based PSC,No of days,,Normalized PCE,(%),24.0,axis_metadata:day,55,1069.2562354581503,0.9123420873645428,1.0416452708852515,1.041575042581401,False
C5c7aa4fe0d,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161247/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161247__Fig7__B__stability_performance_curve_pce__Pristine__Series_2.csv,x_time_day/10.1016_j.jallcom.2021.161247/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161247__Fig7__B__stability_performance_curve_pce__Pristine__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161247/Fig7_B_stability_performance_curve_pce/validation_result.json,10.1016/j.jallcom.2021.161247,10.1016_j.jallcom.2021.161247__Fig7__B__stability_performance_curve_pce,Pristine,Time,(day),Normalized efficiency,,24.0,axis_metadata:day,66,339.2985979279598,0.0444339532319193,1.0015099836367836,1.0015099836367836,False
C7602adc24e,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161352/Fig5_D_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161352__Fig5__D__stability_performance_curve_pce__o—SnO2__Series_1.csv,x_time_day/10.1016_j.jallcom.2021.161352/Fig5_D_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161352__Fig5__D__stability_performance_curve_pce__o—SnO2__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161352/Fig5_D_stability_performance_curve_pce/validation_result.json,10.1016/j.jallcom.2021.161352,10.1016_j.jallcom.2021.161352__Fig5__D__stability_performance_curve_pce,o—SnO2,Time,(day),Normalized PCE,,24.0,axis_metadata:day,70,476.5742763503241,0.7546787189058322,0.9996280267221376,0.9996280267221376,False
C904f25d2fb,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161455/Fig5_D_stability_performance_curve/accepted/10.1016_j.jallcom.2021.161455__Fig5__D__stability_performance_curve__Device_A__Series_2.csv,x_time_day/10.1016_j.jallcom.2021.161455/Fig5_D_stability_performance_curve/accepted/10.1016_j.jallcom.2021.161455__Fig5__D__stability_performance_curve__Device_A__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jallcom.2021.161455/Fig5_D_stability_performance_curve/validation_result.json,10.1016/j.jallcom.2021.161455,10.1016_j.jallcom.2021.161455__Fig5__D__stability_performance_curve,Device A,Time,(day),PCE,(Normalized),24.0,axis_metadata:day,57,165.1479379084644,0.6811201255531165,1.0040656347942791,1.0040656347942791,False
C4d5858690e,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jcis.2021.07.122/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__C__stability_performance_curve_pce__without_Cs_PtI₆__Series_2.csv,x_time_day/10.1016_j.jcis.2021.07.122/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__C__stability_performance_curve_pce__without_Cs_PtI₆__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jcis.2021.07.122/Fig5_C_stability_performance_curve_pce/validation_result.json,10.1016/j.jcis.2021.07.122,10.1016_j.jcis.2021.07.122__Fig5__C__stability_performance_curve_pce,without Cs:PtI₆,Time,(day),Normalized PCE,,24.0,axis_metadata:day,20,438.60295841554813,0.0746555248525873,0.988600132030076,0.9884066803078971,False
Cf3f041d80b,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jcis.2021.07.122/Fig5_E_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__E__pce__without_Cs₂PdI₆__Series_2.csv,x_time_day/10.1016_j.jcis.2021.07.122/Fig5_E_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__E__pce__without_Cs₂PdI₆__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jcis.2021.07.122/Fig5_E_pce/validation_result.json,10.1016/j.jcis.2021.07.122,10.1016_j.jcis.2021.07.122__Fig5__E__pce,without Cs₂PdI₆,Time,day,Normalized PCE,,24.0,axis_metadata:day,42,1405.8259123713865,0.6187803976507589,0.9959460418464644,0.9959460418464644,False
Ce5291174b9,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/accepted/10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1.csv,x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/accepted/10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/validation_result.json,10.1016/j.jechem.2020.03.082,10.1016_j.jechem.2020.03.082__Fig4__D__ff,Uncoated PSCs,Time,d,Normalized PCE,,24.0,folder_fallback:x_time_day,36,2386.2930164172394,0.6218435356677651,1.0245067235125416,1.0245067235125416,False
C8c5b55674b,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.05.061/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.05.061__Fig6__A__stability_performance_curve_pce__MAPbl3__Series_2.csv,x_time_day/10.1016_j.jechem.2020.05.061/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.05.061__Fig6__A__stability_performance_curve_pce__MAPbl3__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.05.061/Fig6_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jechem.2020.05.061,10.1016_j.jechem.2020.05.061__Fig6__A__stability_performance_curve_pce,MAPbl3,Time,(days),Normalized PCE,,24.0,axis_metadata:day,105,705.9829126739022,0.4008607649338365,1.0046371557341376,1.0046371557341376,False
Cdaaa850498,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.06.061/Fig2_C_eqe_spectrum_jsc_2/accepted/10.1016_j.jechem.2020.06.061__Fig2__C__eqe_spectrum_jsc_2__w_o__Series_2.csv,x_time_day/10.1016_j.jechem.2020.06.061/Fig2_C_eqe_spectrum_jsc_2/accepted/10.1016_j.jechem.2020.06.061__Fig2__C__eqe_spectrum_jsc_2__w_o__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.06.061/Fig2_C_eqe_spectrum_jsc_2/validation_result.json,10.1016/j.jechem.2020.06.061,10.1016_j.jechem.2020.06.061__Fig2__C__eqe_spectrum_jsc_2,w/o,Time (day),(day),Normalized PCE,,24.0,axis_metadata:day,56,713.0559126877874,0.5711026470889196,0.9871867520616128,0.9871867520616128,False
C366901c5ca,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.06.062/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.06.062__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,x_time_day/10.1016_j.jechem.2020.06.062/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.06.062__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2020.06.062/Fig5_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jechem.2020.06.062,10.1016_j.jechem.2020.06.062__Fig5__A__stability_performance_curve_pce,Spiro-OMeTAD,Time,day,PCE,%,24.0,axis_metadata:day,65,716.101252481826,2.840356044943654,19.27183238616589,19.270128603581608,False
C14472cb931,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2021.04.058/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.jechem.2021.04.058__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,x_time_day/10.1016_j.jechem.2021.04.058/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.jechem.2021.04.058__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jechem.2021.04.058/Fig5_F_stability_performance_curve_pce/validation_result.json,10.1016/j.jechem.2021.04.058,10.1016_j.jechem.2021.04.058__Fig5__F__stability_performance_curve_pce,Control,Time,(day),Normalized PCE,,24.0,axis_metadata:day,49,707.9604781946739,0.4846288253639679,0.9921350213852956,0.9921350213852956,False
C735b44b86a,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jmst.2018.03.005/Fig6_whole_curve/accepted/10.1016_j.jmst.2018.03.005__Fig6__whole__curve__Spiro-OMeTAD__Series_2.csv,x_time_day/10.1016_j.jmst.2018.03.005/Fig6_whole_curve/accepted/10.1016_j.jmst.2018.03.005__Fig6__whole__curve__Spiro-OMeTAD__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jmst.2018.03.005/Fig6_whole_curve/validation_result.json,10.1016/j.jmst.2018.03.005,10.1016_j.jmst.2018.03.005__Fig6__whole__curve,Spiro-OMeTAD,Time,(d),Efficiency retaining,(%),24.0,folder_fallback:x_time_day,22,273.2403918391115,59.40464105948409,100.62787334452014,100.62787334452014,False
C524ad8e6c0,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jmst.2021.05.084/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jmst.2021.05.084__Fig5__A__stability_performance_curve_pce__0_wt%__Series_2.csv,x_time_day/10.1016_j.jmst.2021.05.084/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jmst.2021.05.084__Fig5__A__stability_performance_curve_pce__0_wt%__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jmst.2021.05.084/Fig5_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jmst.2021.05.084,10.1016_j.jmst.2021.05.084__Fig5__A__stability_performance_curve_pce,0 wt%,Time,day,Normalized PCE,,24.0,axis_metadata:day,56,631.3071731235509,0.4037624984268381,0.9933133345233623,0.9933133345233623,False
C87dd9ced12,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpcs.2021.110000/Fig4_E_stability_performance_curve_pce/accepted/10.1016_j.jpcs.2021.110000__Fig4__E__stability_performance_curve_pce__CsPbI2Br__Series_1.csv,x_time_day/10.1016_j.jpcs.2021.110000/Fig4_E_stability_performance_curve_pce/accepted/10.1016_j.jpcs.2021.110000__Fig4__E__stability_performance_curve_pce__CsPbI2Br__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpcs.2021.110000/Fig4_E_stability_performance_curve_pce/validation_result.json,10.1016/j.jpcs.2021.110000,10.1016_j.jpcs.2021.110000__Fig4__E__stability_performance_curve_pce,CsPbI2Br,Time,(day),Normalized PCE,(a.u.),24.0,axis_metadata:day,56,472.864182511312,0.6609260802649914,1.0024208885031447,1.0024208885031447,False
C021944677c,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2017.05.007/Fig5_A_pce/accepted/10.1016_j.jpowsour.2017.05.007__Fig5__A__pce__PEDOT_PSS__Series_1.csv,x_time_day/10.1016_j.jpowsour.2017.05.007/Fig5_A_pce/accepted/10.1016_j.jpowsour.2017.05.007__Fig5__A__pce__PEDOT_PSS__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2017.05.007/Fig5_A_pce/validation_result.json,10.1016/j.jpowsour.2017.05.007,10.1016_j.jpowsour.2017.05.007__Fig5__A__pce,PEDOT:PSS,Storing Time,Days,Normalized PCE,,24.0,axis_metadata:day,62,669.1918996293443,0.5789050802288138,1.0031612763329243,1.0031612763329243,False
Caf5e60e374,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2017.07.112/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce__W_O_IPA_treatment__Series_1.csv,x_time_day/10.1016_j.jpowsour.2017.07.112/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce__W_O_IPA_treatment__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2017.07.112/Fig7_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2017.07.112,10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce,W/O IPA treatment,Time,(days),Normalized PCE,,24.0,axis_metadata:day,75,477.63702242334267,0.6196021745282907,1.000477274786856,1.000477274786856,False
C2ebd39b7bd,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2018.02.030/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2018.02.030__Fig6__A__stability_performance_curve_pce__ZnO_Device__Series_2.csv,x_time_day/10.1016_j.jpowsour.2018.02.030/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2018.02.030__Fig6__A__stability_performance_curve_pce__ZnO_Device__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2018.02.030/Fig6_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2018.02.030,10.1016_j.jpowsour.2018.02.030__Fig6__A__stability_performance_curve_pce,ZnO Device,No of Days,,Normalized PCE,,24.0,axis_metadata:day,63,713.0025717049994,0.757375073697852,1.0065073384795804,1.0065073384795804,False
C80030564e7,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbI+TMA__Series_1.csv,x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbI+TMA__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2019.04.024,10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce,MAPbI+TMA,Time,/ day,Normalized PCE,,24.0,axis_metadata:day,60,449.061670225373,0.7162190073491631,1.006457496428384,1.006457496428384,False
C02c8c50f23,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbl3__Series_2.csv,x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbl3__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2019.04.024,10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce,MAPbl3,Time,/ day,Normalized PCE,,24.0,axis_metadata:day,60,449.061670225373,0.4704525448224034,1.0041168634519388,1.0041168634519388,False
C59ab1b1e4c,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.226914/Fig6_E_jv_curve_stability_performance_pce/accepted/10.1016_j.jpowsour.2019.226914__Fig6__E__jv_curve_stability_performance_pce__w_o_PbBr2__Series_1.csv,x_time_day/10.1016_j.jpowsour.2019.226914/Fig6_E_jv_curve_stability_performance_pce/accepted/10.1016_j.jpowsour.2019.226914__Fig6__E__jv_curve_stability_performance_pce__w_o_PbBr2__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.226914/Fig6_E_jv_curve_stability_performance_pce/validation_result.json,10.1016/j.jpowsour.2019.226914,10.1016_j.jpowsour.2019.226914__Fig6__E__jv_curve_stability_performance_pce,w/o PbBr2,Time,(day),Normalized PCE,(%),24.0,axis_metadata:day,55,1476.9807116516047,0.8441294208854888,0.9872470022759146,0.9872470022759146,False
C9caca7969b,False,not_identified_as_PCE,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.227216/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227216__Fig6__A__stability_performance_curve_pce__CH₃NH₃PbI₃_w_o_tBP__Series_1.csv,x_time_day/10.1016_j.jpowsour.2019.227216/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227216__Fig6__A__stability_performance_curve_pce__CH₃NH₃PbI₃_w_o_tBP__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.227216/Fig6_A_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2019.227216,10.1016_j.jpowsour.2019.227216__Fig6__A__stability_performance_curve_pce,CH₃NH₃PbI₃ w/o tBP,Time,(day),Normalized effeciency,,24.0,axis_metadata:day,0,,,,,False
C93a9c216cc,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.227267/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce__NiOx__Series_1.csv,x_time_day/10.1016_j.jpowsour.2019.227267/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce__NiOx__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2019.227267/Fig5_B_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2019.227267,10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce,NiOx,Time (day),(day),Normalized PCE (%),(%),24.0,axis_metadata:day,51,211.30916900985048,90.01564950893399,100.21389129522578,100.21389129522578,False
C5ee18ba5ea,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2020.227913/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,x_time_day/10.1016_j.jpowsour.2020.227913/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2020.227913/Fig5_B_stability_performance_curve_pce/validation_result.json,10.1016/j.jpowsour.2020.227913,10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce,Pristine,Time,(Day),Normalized PCE,,24.0,axis_metadata:day,64,705.6631498328999,0.7352394022958845,1.0085929288653024,1.0084120868904762,False
Cc09ec882fe,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2020.227938/Fig5_C_stability_performance_curve/accepted/10.1016_j.jpowsour.2020.227938__Fig5__C__stability_performance_curve__spiro-OMeTAD__Series_2.csv,x_time_day/10.1016_j.jpowsour.2020.227938/Fig5_C_stability_performance_curve/accepted/10.1016_j.jpowsour.2020.227938__Fig5__C__stability_performance_curve__spiro-OMeTAD__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.jpowsour.2020.227938/Fig5_C_stability_performance_curve/validation_result.json,10.1016/j.jpowsour.2020.227938,10.1016_j.jpowsour.2020.227938__Fig5__C__stability_performance_curve,spiro-OMeTAD,Time,days,Normalized PCE,,24.0,axis_metadata:day,40,211.04697615451192,0.7637581234047169,1.062389917319887,1.0623551661142832,False
