candidate_id,window_hours,rise_gain_abs,rise_gain_ratio,hill_rapid_drop_ratio,valley_drop_ratio,valley_recovery_ratio,valley_recovery_abs,valley_post_recovery_drop_ratio,minimum_phase_gap,latest_recovery_fraction,n_bridge,n_hill,n_slope,n_valley,minimum_class_size,silhouette,davies_bouldin,balance_entropy,topology_score,prototype_score,bridge_prototype_corr,hill_prototype_corr,slope_prototype_corr,valley_prototype_corr,coverage_fraction_axis_valid,valid_candidate,selection_score
2683,750,0.002,0.2,0.2,0.18,0.28,0.006,0.1,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2685,750,0.002,0.2,0.2,0.18,0.28,0.006,0.2,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2738,750,0.002,0.2,0.2,0.28,0.28,0.006,0.15,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2676,750,0.002,0.2,0.2,0.18,0.22,0.006,0.2,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2674,750,0.002,0.2,0.2,0.18,0.22,0.006,0.1,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2675,750,0.002,0.2,0.2,0.18,0.22,0.006,0.15,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2720,750,0.002,0.2,0.2,0.22,0.35,0.006,0.15,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2728,750,0.002,0.2,0.2,0.28,0.22,0.006,0.1,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2729,750,0.002,0.2,0.2,0.28,0.22,0.006,0.15,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2737,750,0.002,0.2,0.2,0.28,0.28,0.006,0.1,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2730,750,0.002,0.2,0.2,0.28,0.22,0.006,0.2,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2719,750,0.002,0.2,0.2,0.22,0.35,0.006,0.1,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2702,750,0.002,0.2,0.2,0.22,0.22,0.006,0.15,0.06,0.85,3,3,77,4,3,0.11134087176973101,1.8438204093213664,0.34760773276439666,0.8784795062239968,0.8824313779209199,0.994129965572247,0.9718415994951494,0.9744745849005599,0.11900487339940287,0.5612903225806452,True,0.7425326080824954
2688,750,0.002,0.2,0.2,0.18,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2687,750,0.002,0.2,0.2,0.18,0.28,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2677,750,0.002,0.2,0.2,0.18,0.22,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2678,750,0.002,0.2,0.2,0.18,0.22,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2686,750,0.002,0.2,0.2,0.18,0.28,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2695,750,0.002,0.2,0.2,0.18,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2696,750,0.002,0.2,0.2,0.18,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2697,750,0.002,0.2,0.2,0.18,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2679,750,0.002,0.2,0.2,0.18,0.22,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2722,750,0.002,0.2,0.2,0.22,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2751,750,0.002,0.2,0.2,0.28,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2713,750,0.002,0.2,0.2,0.22,0.28,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2715,750,0.002,0.2,0.2,0.22,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2740,750,0.002,0.2,0.2,0.28,0.28,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2741,750,0.002,0.2,0.2,0.28,0.28,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2742,750,0.002,0.2,0.2,0.28,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2714,750,0.002,0.2,0.2,0.22,0.28,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2749,750,0.002,0.2,0.2,0.28,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2731,750,0.002,0.2,0.2,0.28,0.22,0.008,0.1,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
2750,750,0.002,0.2,0.2,0.28,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.10505303066828285,1.8589807890023267,0.3218968308108827,0.8688440615586541,0.9040421251073708,0.994129965572247,0.9718415994951494,0.9772775824176312,0.2890878533739391,0.5612903225806452,True,0.7424837554348125
