curve_id,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps
图片103_129eb17332,1000,0.47630811758911895,0.9734739949987152,0.5290473576084306,-0.44442663739028465,-0.9330654275635578,0.026652658581642452,0.055956759075506714,0.4710792959719271,0.9890221866390645,0.10166505411256177,0.21344388297883643,0.07501239553091932,0.15748712390332972,0.0,0.0,0.36941424185936533,0.7755783036602281,0.0,0.2,0.2,0.2,-0.6371546175888216,-0.6177268627082471,0.7133333333333334
图片103_bbae347332,1000,0.09097538515118475,0.9982694851412711,0.9261833472806279,-0.07208613786064322,-0.7923696914374037,0.0017305148587295482,0.019021792057859862,0.07381665271937277,0.8113914834952636,0.04517956763456621,0.4966130955036451,0.04400437710390681,0.48369541970918223,0.0005553243280701503,0.006104116263396973,0.028637085084806557,0.31477838799161845,0.0,0.19,0.2,0.2,-0.39115038511913663,0.04803970883673979,0.52
图片105_59069294b1,1000,0.09688195225054308,0.9463416965978387,0.9044028297307833,-0.04193886686705539,-0.43288626924650253,0.053657692864694684,0.5538461149702307,0.09559655973175007,0.9867323842167333,0.020833855799575973,0.21504372399204194,0.03622835650223355,0.37394329553294553,0.08988604936692823,0.9277894105031762,0.09559655973175007,0.9867323842167333,0.10666666666666667,0.0,0.10666666666666667,0.2,0.5530987240171097,-0.07396292510438,0.5533333333333333
图片107_64985ae00f,1000,0.3068690129575149,0.9918539371700262,0.6946379278499039,-0.2972160093201224,-0.9685435699604868,0.008143597733423769,0.02653769976622314,0.30535960705354614,0.99508126972671,0.2138750809381894,0.6969588713989828,0.20573148320476564,0.6704211716327596,0.0,0.0,0.09148452611535673,0.2981223983277272,0.0,0.2,0.2,0.2,-1.525768261916304,-0.10860293203998489,1.0
图片107_f3e8ef4f1f,1000,0.3949541780151816,0.9867562807630242,0.6074286285279735,-0.3793276522350507,-0.960434585453277,0.013248761989847924,0.03354506099018569,0.39257641422489864,0.9939796464434627,0.23347349479492707,0.5911407140145574,0.22022473280507915,0.5575956530243718,0.0,0.0,0.15910291942997157,0.4028389324289053,0.0,0.2,0.2,0.2,-2.0729480857577136,-0.219328107877693,1.0
图片115_9640dfe869,1000,0.30410124093183655,0.9913253766759529,0.6974416278188232,-0.29388374885712965,-0.9664010181497512,0.008675433179026193,0.0285281084432364,0.30255918203615584,0.9949291265929876,0.20866160498703357,0.6861583476201746,0.19998617180800737,0.6576302391769382,0.0,0.0,0.09389757704912227,0.3087707789728131,0.0,0.2,0.2,0.2,-1.4823610494327992,-0.10427931247758836,1.0
图片115_b130dc5a9e,1000,0.3923396014029177,0.9878259137627959,0.6101665052997544,-0.3776594084630416,-0.9625829437370507,0.012180323396297266,0.03104535803355864,0.38983973185933884,0.9936283017706092,0.23534274542987088,0.5998444831679964,0.22316242203357362,0.5687991251344378,0.0,0.0,0.15449698642946796,0.39378381860261286,0.0,0.2,0.2,0.2,-2.1724278480026364,-0.228208532924097,1.0
图片116_d9761adfd7,1000,0.1371601609259503,0.9954575290121479,0.8628502189977162,-0.1326073100144317,-0.9668063169306388,0.004542470987852543,0.03311800567443867,0.13714978100228425,0.9999243226050775,0.07525839935455358,0.548689931875947,0.07071592836670104,0.5155719262015083,0.0,0.0,0.06189138164773067,0.45123439072913046,0.0,0.2,0.2,0.2,-0.6211416401049602,-0.11089829943656973,0.5666666666666667
图片116_ee1732337d,1000,0.26265646922045927,0.9773352266195968,0.7381359496730968,-0.2391992769465,-0.9106925013361441,0.0226884229864025,0.08638059840574153,0.2618876999329025,0.9970730997418856,0.12669576681825867,0.48236301658314484,0.10524698035222524,0.400702029782814,0.0012396365203690696,0.004719611605410668,0.13519193311464384,0.5147100831587408,0.0,0.19,0.2,0.2,-0.9131390549489798,-0.12309061824001644,0.6333333333333333
图片116_fdb42055b2,1000,0.048943741197952084,0.9981932020835176,0.9564905725351603,-0.04170262954835724,-0.8520523467891779,0.0018067979164830827,0.03691581134297685,0.04350942746484032,0.8889681581321547,0.04882022838904221,0.9974764330252088,0.047136943281469,0.9630841886570232,0.02513866288751243,0.5136236477272867,0.01970434915440067,0.4025918058594414,0.0,0.19666666666666666,0.7766666666666666,0.2,-0.3511208640825897,-0.06852249357473242,0.42
