curve_id,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps
图片102_286c272692,150,0.6957513404149148,0.9965135835794737,0.3130295134691747,-0.6834840701102991,-0.9823683123667429,0.00398834502556078,0.00573242880593275,0.6874724151358598,0.9881007411726754,0.2556433699357028,0.36743496574975854,0.251655024910142,0.36170253694382576,0.0,0.0,0.431829045200157,0.620665775422917,0.13333333333333333,0.6,0.6,0.6,0.04131033219668485,-1.3802729916763528,0.8966666666666666
图片102_3abe67cbc6,150,0.13491927863915631,0.9200950756275876,0.8664725570710425,-0.053622518556545096,-0.39744148573429117,0.07980039011050222,0.5914676606293574,0.1334229086670473,0.9889091463636486,0.05539685972531616,0.4105926171861318,0.0018945173098465773,0.014041857686724616,0.0816949074203488,0.605509518316082,0.1334229086670473,0.9889091463636486,0.36666666666666664,0.0,0.36666666666666664,0.6,0.327319604912578,-0.17458452384390133,0.6333333333333333
图片103_129eb17332,150,0.08472092519476826,0.9951320641342378,0.9204578296645977,-0.07467423446964017,-0.8814142940243941,0.004994589446119857,0.058953433695838414,0.07966882391576002,0.9403677277202325,0.08074252704456986,0.953041138997806,0.07635653852335622,0.9012713016036732,0.003361128346047737,0.03967294193637177,0.001678824292331682,0.01981593435709262,0.0,0.4066666666666667,0.5133333333333333,0.6,-0.4553881854732959,0.006734286285138246,0.65
图片103_bbae347332,150,0.03921568684409704,0.9997404227711951,0.9612279964751999,-0.03851242629599527,-0.9820668562838744,0.0002595772288055409,0.006619219238400612,0.03877200352480081,0.9886860755222749,0.03165812246470445,0.807282111124615,0.03139854523589891,0.8006628918862144,0.0,0.0,0.007113881060096361,0.18140396439765993,0.0,0.6,0.6,0.6,-0.031149267457222744,-0.01237123035041573,0.87
图片105_100f797e66,150,0.11452409217633375,0.9712515803335696,0.8872501254635453,-0.0840014548700243,-0.733482826833384,0.028607172799306357,0.24979174473838783,0.11260862766933066,0.9832745715717718,0.04708111373698898,0.41110226540366523,0.01847394093768262,0.1613105206652774,0.0,0.0,0.06552751393234169,0.5721723061681065,0.24,0.6,0.6,0.6,0.06840522542955801,-0.1844679926904098,0.76
图片105_59069294b1,150,0.0898865279264287,0.9165510817076225,0.9948243017840269,0.07827322007640447,0.870800351087878,0.08344878631441144,0.9283792381291388,0.005175566238006968,0.05757888704126075,0.002470352739993298,0.027483014384705778,0.006437741612017267,0.07162076187086122,0.0898865279264287,1.0,0.005175566238006968,0.05757888704126075,0.7133333333333334,0.0,0.7133333333333334,0.6,0.6303243572304112,-0.02437412990170275,0.2833333333333333
图片107_64985ae00f,150,0.19337059986312655,0.9988535422486184,0.8072975450088533,-0.19155599723976513,-0.99061593321505,0.0011439926548315604,0.005916063019100692,0.1926999898945967,0.9965319962341507,0.13108344301865438,0.6778871406068924,0.12993945036382282,0.6719710775877916,0.0,0.0,0.06161654687594231,0.3186448556272584,0.0,0.6,0.6,0.6,-0.14856425954508223,-0.1314378032124065,1.0
图片107_f3e8ef4f1f,150,0.21896423663038045,0.9981234955219612,0.7814931441548182,-0.21663035136714304,-0.9893412490589635,0.0018815472309109404,0.008592943121058898,0.21851189859805398,0.9979341921800223,0.17922827436331712,0.8185276149267285,0.17734672713240618,0.8099346718056697,0.0,0.0,0.03928362423473686,0.17940657725329381,0.0,0.6,0.6,0.6,-0.2413847869572481,-0.06948696521486354,1.0
图片113_282c27c5be,150,0.08382176830559585,0.9990600221747196,0.9165058024288254,-0.08255421974589416,-0.9848780503522608,0.000939977825281102,0.011214006149979422,0.08349419757117527,0.9960920565022402,0.06027644276823152,0.7191024955292853,0.05933646494295042,0.7078884893793058,0.0,0.0,0.023217754802943746,0.27698956097295496,0.0,0.6,0.6,0.6,-0.11279733903428985,-0.06045803718967709,1.0
图片113_a2c8fdf9a4,150,0.01528532729721499,0.9996867002355588,0.9847765471246155,-0.014910153110943347,-0.9754552729570927,0.0003132997644420543,0.02049676518860921,0.015223452875385401,0.9959520381457019,0.010145933832942156,0.663769485314898,0.01020958970958663,0.6679339938927467,0.00039987725813983577,0.02616085677227821,0.005100440659496552,0.3336821358366242,0.0,0.31666666666666665,0.8,0.6,-0.03759596445256209,-0.023488100909197215,0.52
