curve_id,window_hours,point_count,max_abs_before_normalization,max_abs_after_normalization,all_finite
图片102_3dfd74212a,150,900,1.0036369299852417,1.0,True
图片102_d8c245ba7a,150,900,1.1040909172918743,1.0,True
图片103_2b72774534,150,900,0.996539823579448,1.0,True
图片103_bcfcaf0360,150,900,1.0036953156333352,1.0,True
图片105_32d68f1b45,150,900,0.9951544843417754,1.0,True
图片105_457cd7852f,150,900,1.0098511249854132,1.0,True
图片107_b2f4df4336,150,900,0.9987738917773843,1.0,True
图片107_f3230ee0e8,150,900,1.0215766008851734,1.0,True
图片113_5031dc5ac2,150,900,1.004408910587709,1.0,True
图片113_5b5ce508bd,150,900,1.0043249956343516,1.0,True
图片114_22f5dc923d,150,900,0.974768506769387,1.0,True
图片114_2c13d60cfd,150,900,1.0134412887478532,1.0,True
图片114_5d05de147f,150,900,1.0111195138553042,1.0,True
图片115_01afabb0c0,150,900,0.9920719517046227,1.0,True
图片115_8cc5d1e2b8,150,900,1.0129473069693182,1.0,True
图片116_1a8fb0bddd,150,900,0.6987151671905634,1.0,True
图片116_1c8227d681,150,900,0.9716249390282904,1.0,True
图片116_4ac59c593b,150,900,0.9245665388257398,1.0,True
图片116_65eb56ddd1,150,900,0.92028059055583,1.0,True
图片11_803413880f,150,900,1.005555318875574,1.0,True
图片11_fe30bf81d3,150,900,1.001052288000373,1.0,True
图片121_09e036200a,150,900,21.626067037540146,1.0,True
图片121_6f2a55d713,150,900,24.73966326626309,1.0,True
图片122_631af03b05,150,900,0.9794747793005607,1.0,True
图片122_fb8750c673,150,900,1.0068434121266538,1.0,True
图片127_90c3584dc3,150,900,1.0028096548677328,1.0,True
图片127_cfb6747cd0,150,900,0.9992750485627341,1.0,True
图片127_fae8afb771,150,900,0.9849544610206639,1.0,True
图片12_8ead6ff972,150,900,1.0002763818118199,1.0,True
图片12_c4564666ed,150,900,0.9940010604470967,1.0,True
图片132_1d81c7ef0c,150,900,1.0036341667154303,1.0,True
图片132_55073daea0,150,900,0.9925362827369292,1.0,True
图片135_416420e73b,150,900,1.0006783941067179,1.0,True
图片135_d4e290896b,150,900,0.9962285976244789,1.0,True
图片136_2e27e42dd3,150,900,1.0173064013610427,1.0,True
图片136_4d4220d0f1,150,900,1.065868555800956,1.0,True
图片141_7315da2cdf,150,900,1.005207206050539,1.0,True
图片141_939b548eee,150,900,1.002619601281597,1.0,True
图片141_a8a78a6cbb,150,900,1.0125698547414066,1.0,True
图片141_c22163c53e,150,900,1.0053883821139424,1.0,True
图片157_4e9fe149dd,150,900,23.825980168142515,1.0,True
图片159_41ff697bee,150,900,1.001487547762948,1.0,True
图片159_c223572492,150,900,1.003152302649803,1.0,True
图片160_68218de2a7,150,900,1.0144873991123198,1.0,True
图片160_d690ea710f,150,900,1.004305373637008,1.0,True
图片162_44a16a7876,150,900,1.0386819586015614,1.0,True
图片162_d2a80a5e00,150,900,0.9650746992775658,1.0,True
图片162_d9ab854a2e,150,900,1.0214160423953067,1.0,True
图片163_9302500777,150,900,0.9893397253176529,1.0,True
图片163_c3cef6f5fd,150,900,0.9766588345159462,1.0,True
图片16_92ce9de464,150,900,0.9103456262788158,1.0,True
图片16_a271af3c1b,150,900,1.0129854837602559,1.0,True
图片16_d266b445b6,150,900,0.6522109068058649,1.0,True
图片172_00449ea194,150,900,0.9936531023436191,1.0,True
图片172_1500c740de,150,900,1.0045554803708951,1.0,True
图片172_7ed83eec00,150,900,0.9731279121633433,1.0,True
图片17_9cc1fbc4c1,150,900,1.0595549466154015,1.0,True
图片17_b497897586,150,900,1.0185326358260025,1.0,True
图片180_b28007d4ae,150,900,1.0025449015646373,1.0,True
图片180_d5cbad9ce6,150,900,1.0090111295038924,1.0,True
图片183_3ad46164c8,150,900,1.002687067702064,1.0,True
图片183_dc8e592d8b,150,900,0.9875839666096051,1.0,True
图片184_507faa5323,150,900,0.9791761300765904,1.0,True
图片184_6dd94ccd86,150,900,1.0086399496647316,1.0,True
图片190_46e98c994b,150,900,18.695219338913393,1.0,True
图片193_0c17e012f8,150,900,15.66075033960085,1.0,True
图片197_80552e30c2,150,900,22.169653491841665,1.0,True
图片197_d52078c7d4,150,900,23.19742597569717,1.0,True
图片19_357d04a2ef,150,900,1.00180362596591,1.0,True
图片19_b6c1315f5c,150,900,0.9999264843014278,1.0,True
图片202_029296e6ba,150,900,18.30977705505914,1.0,True
图片202_24972422a1,150,900,18.852156004139054,1.0,True
图片203_16a7222a72,150,900,0.9678859218290266,1.0,True
图片203_d202464f39,150,900,1.0058597466151689,1.0,True
图片204_1ffdd0ff20,150,900,1.0078905472146962,1.0,True
图片204_6b1b2d067d,150,900,1.0153442576284422,1.0,True
图片205_1de446d485,150,900,1.0029731888256481,1.0,True
图片205_b3846cfa76,150,900,0.9968035626953227,1.0,True
图片28_256b0ae51b,150,900,15.821321777477314,1.0,True
图片28_9a4cdc85fc,150,900,18.376584854268962,1.0,True
图片33_093a67ddfe,150,900,11.930111343841324,1.0,True
图片33_d23b550cfe,150,900,9.870584456718069,1.0,True
图片35_3575e71e8c,150,900,107.30321738492621,1.0,True
图片37_c2a73bab38,150,900,0.9975661808907308,1.0,True
图片37_f594d68bde,150,900,1.010556060345189,1.0,True
图片39_52020a09a1,150,900,24.90076552663606,1.0,True
图片39_6dfc311fc6,150,900,25.7220341961841,1.0,True
图片42_f37b3f4894,150,900,1.003635149312873,1.0,True
图片42_fc20d8b062,150,900,1.003768904964153,1.0,True
图片47_2e11cc21a9,150,900,22.84988242526268,1.0,True
图片47_eb2fe59862,150,900,23.269721046591613,1.0,True
图片48_1a4520b70c,150,900,23.370585856147564,1.0,True
图片48_cf162c1fe3,150,900,21.27062464847877,1.0,True
图片48_d7adcc3df7,150,900,22.152794638376875,1.0,True
图片50_f893c166de,150,900,23.172034807057653,1.0,True
图片58_365cfd8ab3,150,900,1.0047284226165467,1.0,True
图片58_712607914b,150,900,1.0054119180406562,1.0,True
图片58_7752eda896,150,900,1.004728426672912,1.0,True
图片59_b33cd1e57a,150,900,0.9947756098965497,1.0,True
图片59_ff131ffd27,150,900,0.9986497548854758,1.0,True
图片62_425477c17e,150,900,0.9795223303418211,1.0,True
图片62_ec636b173b,150,900,0.9709011630618474,1.0,True
图片63_301f8e7e3d,150,900,0.991898021652375,1.0,True
图片63_4b738e48d9,150,900,0.997721158965214,1.0,True
图片63_60e94766c3,150,900,0.9989471293023121,1.0,True
图片68_5e6164edc9,150,900,0.9828678619356214,1.0,True
图片68_e81edd4f44,150,900,0.9986108573462862,1.0,True
图片70_793ba9d20b,150,900,1.0112493893044914,1.0,True
图片70_96d1f9bb01,150,900,1.0150959698880977,1.0,True
图片70_e0865bc345,150,900,1.011514669332508,1.0,True
图片71_c5c3484144,150,900,0.9643956662567769,1.0,True
图片71_f4e0faab87,150,900,1.00042357633462,1.0,True
图片74_041c42f84e,150,900,24.668967348625895,1.0,True
图片74_8144fcd699,150,900,23.468103906333983,1.0,True
图片74_8e33f022bd,150,900,24.29941426895506,1.0,True
图片75_28d00e69a3,150,900,1.0002099431411613,1.0,True
图片75_64c7ef280b,150,900,1.003850192149449,1.0,True
图片78_bffccff2c4,150,900,0.8600635907309164,1.0,True
图片78_c1a766169b,150,900,1.0011154543559597,1.0,True
图片85_18c67b503a,150,900,23.915564849701195,1.0,True
图片87_3ff0e4a7d8,150,900,1.0037417009384744,1.0,True
图片87_7e7efde409,150,900,0.9809534652870898,1.0,True
图片88_07ebc80000,150,900,1.0058146690505771,1.0,True
图片88_095c90edd9,150,900,1.0063978054382172,1.0,True
图片88_3eac1d8a9e,150,900,1.0108740647891432,1.0,True
图片89_316290ebc5,150,900,22.232967433550584,1.0,True
图片89_89fab71596,150,900,20.717410981421317,1.0,True
图片89_f6c024444a,150,900,22.08719057013181,1.0,True
图片90_7b529f4afd,150,900,1.0839563715039624,1.0,True
图片98_e5f7bc41cb,150,900,12.303106651272692,1.0,True
