sample_id,initial,final,global_max,global_min,peak_time,valley_time,net_change,total_variation,area,positive_fraction,negative_fraction,max_positive_slope,max_negative_slope,median_positive_slope,median_negative_slope,segment_count,max_to_next_min,min_to_next_max,recovery_amplitude,recovery_ratio,pre_peak_slope,immediate_post_peak_slope,late_time_slope,pre_valley_slope,post_valley_slope,largest_slope_reversal,slope_sign_reversals,time_between_strongest_reversals,seg1_duration,seg1_ordinary_slope,seg1_theil_sen_slope,seg1_start_value,seg1_end_value,seg1_amplitude_change,seg1_normalized_amplitude_change,seg1_local_variance,seg1_raw_point_count,seg2_duration,seg2_ordinary_slope,seg2_theil_sen_slope,seg2_start_value,seg2_end_value,seg2_amplitude_change,seg2_normalized_amplitude_change,seg2_local_variance,seg2_raw_point_count,seg3_duration,seg3_ordinary_slope,seg3_theil_sen_slope,seg3_start_value,seg3_end_value,seg3_amplitude_change,seg3_normalized_amplitude_change,seg3_local_variance,seg3_raw_point_count,seg4_duration,seg4_ordinary_slope,seg4_theil_sen_slope,seg4_start_value,seg4_end_value,seg4_amplitude_change,seg4_normalized_amplitude_change,seg4_local_variance,seg4_raw_point_count
S0066,1.0,0.6689691615577942,1.0,0.6689691615577942,0.0,1.0,-0.3310308384422058,0.3310308384422058,0.796512082442072,0.0,1.0,0.0,-0.7257214535079075,0.0,-0.24190715116930567,2.0,0.3310308384422058,0.0,0.0,0.0,,-0.6450857364514799,-0.20965286434673078,-0.30544567107542725,,0.0,0.0,,0.2631578947368421,-0.5529306312441242,-0.5644500193950429,1.0,0.8557045063200641,-0.14429549367993588,-0.43589743589743596,0.0025075884697144876,6.0,0.6842105263157896,-0.23712217455276857,-0.2419071511693037,0.8344845807788971,0.6689691615577942,-0.1655154192211029,-0.5,0.0025418142321722748,14.0,,,,,,,,,,,,,,,,,,
S0067,1.0,0.9245686565467278,1.0,0.9245686565467278,0.0,0.6842105263157893,-0.07543134345327218,0.08381260383696876,0.9404489393789957,0.05263157894736842,0.5263157894736842,0.07962197364511739,-0.3981098682256042,0.07962197364511739,-0.07962197364512283,2.0,0.07543134345327218,0.004190630191848288,0.004190630191848288,0.055555555555553346,,-0.23886592093536327,0.00796219736451176,-0.0881966477299799,0.005687283831794104,0.0,0.0,,0.15789473684210523,-0.30256349985145886,-0.3052175656396293,1.0,0.953903067889667,-0.046096932110333055,-0.6111111111111118,0.00032049521063818155,4.0,0.7894736842105263,-0.02962405784149336,-0.03184878945804825,0.94552180750597,0.9245686565467278,-0.020953150959242217,-0.27777777777777707,6.029864943299644e-05,16.0,,,,,,,,,,,,,,,,,,
S0071,0.9782496303637185,0.9891248151818591,1.0,0.9782496303637185,0.25,0.0,0.010875184818140649,0.03262555445442239,0.9909373459848827,0.25,0.16666666666666666,0.13050221781768778,-0.06525110890884574,0.06525110890884589,-0.06525110890884511,2.0,0.01087518481814087,0.02175036963628152,0.02175036963628152,1.0,0.08482644158149805,-0.06525110890884449,0.0,,-0.0003585225764223395,0.0,0.0,,0.25,0.08482644158149805,0.07612629372698598,0.9782496303637185,1.0,0.02175036963628152,1.0,6.467871201570592e-05,4.0,0.6666666666666665,-0.007612629372698689,0.0,0.9945624075909296,0.9891248151818591,-0.005437592409070491,-0.2500000000000051,5.110416751858449e-06,9.0,,,,,,,,,,,,,,,,,,
S0072,1.0,0.9095559357545687,1.0,0.9039031817392292,0.0,0.9166666666666666,-0.09044406424543128,0.10174957227611026,0.9227456951236941,0.08333333333333333,0.5833333333333334,0.06783304818407385,-0.47483133728851445,0.06783304818407385,-0.06783304818407518,2.0,0.09609681826077077,0.0056527540153394895,0.0056527540153394895,0.058823529411765045,,-0.47483133728851445,1.3660947373317362e-17,-0.07874325873116234,0.06783304818407385,0.0,0.0,,0.16666666666666666,-0.33916524092036604,-0.33916524092036604,1.0,0.9434724598466057,-0.05652754015339434,-0.5882352941176446,0.0005609636908171012,3.0,0.75,-0.021788797295490568,-0.022611016061357958,0.9265141978005873,0.9095559357545687,-0.01695826204601858,-0.1764705882352963,3.994203494742147e-05,10.0,,,,,,,,,,,,,,,,,,
S0081,1.0,0.9251608310378707,1.0,0.9251608310378707,0.0,0.9534883720930232,-0.07483916896212928,0.08419406508239491,0.9517026293325797,0.023255813953488372,0.37209302325581395,0.20113026658571073,-0.402260533171441,0.20113026658571073,-0.20113026658572042,2.0,0.07483916896212928,0.0,0.004677448060132816,0.062499999999996475,,0.0,-0.06033907997571763,-0.06313739994758007,0.0,0.0,0.0,,0.27906976744186046,-0.1735024827140578,-0.17598898326250795,1.0,0.9532255193986691,-0.04677448060133094,-0.6250000000000019,0.00023043648658184764,13.0,0.6976744186046512,-0.0407126588008194,-0.040226053317144156,0.9532255193986691,0.9251608310378707,-0.02806468836079834,-0.37499999999999817,7.603981059990645e-05,31.0,,,,,,,,,,,,,,,,,,
S0086,1.0,0.9611314155629216,1.0,0.9611314155629216,0.0,0.7142857142857143,-0.03886858443707841,0.03886858443707841,0.9732778481995087,0.0,0.5,0.0,-0.13604004552977356,0.0,-0.06802002276488836,2.0,0.03886858443707841,0.0,0.0,0.0,,-0.06802002276488836,2.415886522239347e-30,-0.05627110974186099,0.0,0.0,0.0,,0.42857142857142844,-0.0680200227648869,-0.06802002276488686,1.0,0.9708485616721912,-0.029151438327808754,-0.7499999999999986,9.731342632038903e-05,7.0,0.5,-0.012146432636587212,-0.01052690828504225,0.9659899886175565,0.9611314155629216,-0.004858573054634885,-0.12500000000000214,5.532593467318162e-06,8.0,,,,,,,,,,,,,,,,,,
S0087,1.0,0.9599643178436283,1.0,0.9599643178436283,0.0,0.7142857142857144,-0.040035682156371655,0.050044602695464624,0.9714030841740202,0.07142857142857142,0.5714285714285714,0.07006244377365081,-0.14012488754730149,0.07006244377365081,-0.0700624437736507,2.0,0.040035682156371655,0.005004460269546485,0.005004460269546485,0.1250000000000007,,-0.14012488754730149,-0.03503122188682546,-0.049043710641555154,-0.007006244377365079,0.0,0.0,,0.2857142857142858,-0.08407493252838046,-0.07006244377365081,1.0,0.9749776986522677,-0.025022301347732312,-0.6250000000000007,7.413208286482825e-05,5.0,0.6428571428571428,-0.01613559311150765,-0.015569431949700348,0.9699732383827214,0.9599643178436283,-0.01000892053909308,-0.25000000000000416,1.5026773553681896e-05,10.0,,,,,,,,,,,,,,,,,,
S0095,1.0,0.6900084390681618,1.0,0.6900084390681618,0.0,1.0,-0.3099915609318382,0.3099915609318382,0.7507577010090164,0.0,0.9615384615384616,0.0,-3.454191678954772,0.0,-0.09594976885985702,2.0,0.3099915609318382,0.0,0.0,0.0,,-3.454191678954772,-0.09594976885985511,-0.17889535659218328,,0.0,0.0,,0.07692307692307689,-2.206844683776661,-2.2068446837766604,1.0,0.8302427166325647,-0.16975728336743534,-0.547619047619048,0.005314386884063043,3.0,0.8846153846153846,-0.11831023673328167,-0.10834328067091913,0.8081004622802906,0.6900084390681618,-0.11809202321212886,-0.380952380952381,0.0010304947232479854,24.0,,,,,,,,,,,,,,,,,,
S0099,0.9306338031965733,0.9747759284351175,1.0,0.9306338031965733,0.5454545454545456,0.0,0.044142125238544216,0.0945902683683092,0.9889644686903638,0.2727272727272727,0.4090909090909091,0.6589788696325544,-0.06936619680342931,0.121390844405997,-0.06936619680342511,3.0,0.02522407156488249,0.0693661968034267,0.0693661968034267,1.0,0.0832775494590589,0.0,-0.06242957712308403,,0.008705046436793689,0.07399060992365504,1.0,,0.0909090909090909,0.6069542220299833,0.6069542220299834,0.9306338031965733,0.9858114597447536,0.0551776565481803,0.795454545454545,0.000508671646867878,3.0,0.4545454545454546,0.011666133098758302,0.011561032800571322,0.9952704865815845,1.0,0.004729513418415543,0.06818181818181941,3.081032668729013e-06,11.0,0.3636363636363634,-0.06185152548305528,-0.062429577123083724,0.9968469910543896,0.9747759284351175,-0.022071062619272053,-0.318181818181817,5.289841471831445e-05,9.0,,,,,,,,,
S0100,0.9273105407240164,0.9834796683463672,1.0,0.9273105407240164,0.22727272727272732,0.0,0.05616912762235082,0.08920979092961634,0.990913817590502,0.18181818181818182,0.4090909090909091,0.726894592759839,-0.07268945927598176,0.4179643908369034,-0.036344729637993296,2.0,0.016520331653632758,0.07268945927598358,0.07268945927598358,1.0,0.31983362081432776,-0.036344729637993296,-0.029075783710395157,,0.014042281905587761,0.6723774983028483,1.0,,0.0909090909090909,0.6542051334838523,0.6542051334838525,0.9273105407240164,0.9867837346770939,0.059473193953077486,0.8181818181818183,0.0005919361007895823,3.0,0.8636363636363636,-0.018746228971174658,-0.01817236481899592,0.9983479668346367,0.9834796683463672,-0.014868298488269427,-0.20454545454545534,3.094928199107814e-05,20.0,,,,,,,,,,,,,,,,,,
