cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,0.9999999999999998,0.0
0,1,0.9761007536971631,0.03865058107941901
0,2,0.9447172433635596,0.14316523520913751
0,3,0.9552515557348279,0.08204529609388268
0,4,0.9136749027441602,0.20864144425071499
0,5,0.9728155832550572,0.301102672138936
0,6,0.7071620464420724,0.3124623576464996
0,7,0.8151495959935857,0.6278786108685439
0,8,0.9164128520354666,0.4399474437471379
1,0,0.9761007536971632,0.03865058107941901
1,1,0.9999999999999999,0.0
1,2,0.9932032109688242,0.10465853031644069
1,3,0.9955139215609943,0.043484765106590335
1,4,0.9798964349151814,0.17034802712594516
1,5,0.9997885165768797,0.2624832096107044
1,6,0.8397580788075042,0.2763092426569962
1,7,0.9211104394308999,0.5904530053471588
1,8,0.9811818777733262,0.4015951179515177
2,0,0.9447172433635596,0.14316523520913751
2,1,0.9932032109688241,0.10465853031644069
2,2,1.0,0.0
2,3,0.997676010813467,0.06137028599059713
2,4,0.9958954375988337,0.0661134860048266
2,5,0.9944512139191796,0.15945879269060378
2,6,0.89558226887819,0.17834849866117283
2,7,0.9594873269230718,0.48744345039028086
2,8,0.9964431696232824,0.29702572911564823
3,0,0.9552515557348279,0.08204529609388268
3,1,0.9955139215609942,0.043484765106590335
3,2,0.9976760108134669,0.06137028599059713
3,3,0.9999999999999999,0.0
3,4,0.990826897498994,0.1271732236436914
3,5,0.9961280168955865,0.21942366506954503
3,6,0.8764737106951057,0.23550860014753788
3,7,0.9458157880380786,0.5479524950482269
3,8,0.9912376103044024,0.35831599790156476
4,0,0.9136749027441603,0.20864144425071499
4,1,0.9798964349151814,0.17034802712594516
4,2,0.9958954375988337,0.0661134860048266
4,3,0.990826897498994,0.1271732236436914
4,4,0.9999999999999999,0.0
4,5,0.9825829124399931,0.1003156076541222
4,6,0.9234608773107976,0.11819745412014146
4,7,0.9795283533373428,0.42161770984138064
4,8,0.9999403428507474,0.23133608344504872
5,0,0.9728155832550571,0.301102672138936
5,1,0.9997885165768796,0.2624832096107044
5,2,0.9944512139191796,0.15945879269060378
5,3,0.9961280168955865,0.21942366506954503
5,4,0.9825829124399929,0.1003156076541222
5,5,0.9999999999999999,0.0
5,6,0.8452849016313567,0.11327144020830887
5,7,0.9263371287837731,0.3479410500276982
5,8,0.9837816811191211,0.14915942928168202
6,0,0.7071620464420724,0.3124623576464996
6,1,0.8397580788075041,0.2763092426569962
6,2,0.89558226887819,0.17834849866117283
6,3,0.8764737106951057,0.23550860014753788
6,4,0.9234608773107977,0.11819745412014146
6,5,0.8452849016313568,0.11327144020830887
6,6,1.0,0.0
6,7,0.9769023738130885,0.3186730386660066
6,8,0.9211373377044879,0.15217010644155646
7,0,0.8151495959935858,0.6278786108685439
7,1,0.9211104394308999,0.5904530053471588
7,2,0.9594873269230717,0.48744345039028086
7,3,0.9458157880380788,0.5479524950482269
7,4,0.9795283533373429,0.42161770984138064
7,5,0.9263371287837731,0.3479410500276982
7,6,0.9769023738130885,0.3186730386660066
7,7,1.0,0.0
7,8,0.978297745069996,0.19942345874418702
8,0,0.9164128520354666,0.4399474437471379
8,1,0.9811818777733262,0.4015951179515177
8,2,0.9964431696232823,0.29702572911564823
8,3,0.9912376103044024,0.35831599790156476
8,4,0.9999403428507474,0.23133608344504872
8,5,0.983781681119121,0.14915942928168202
8,6,0.9211373377044879,0.15217010644155646
8,7,0.978297745069996,0.19942345874418702
8,8,0.9999999999999999,0.0
