dataset,n_nodes,topology,seed,quantisation_error,topographic_error,n_empty_nodes,min_cluster_size,max_cluster_size
main_high_quality_min10,9,3x3,7,0.9075087139139374,0.17128987517337033,0,22,402
main_high_quality_min10,9,3x3,21,0.9075087098311762,0.130374479889043,0,22,402
main_high_quality_min10,9,3x3,42,0.9075087139139374,0.17128987517337033,0,22,402
main_high_quality_min10,9,3x3,84,0.9075087139139374,0.17128987517337033,0,22,402
main_high_quality_min10,9,3x3,168,0.9075087139139374,0.17128987517337033,0,22,402
