window,T_h,id,duration_covers,n_original_in_window,included,reason
coverage070,399.4283373072515,C050,True,7,True,included
coverage070,399.4283373072515,C051,True,7,True,included
coverage070,399.4283373072515,C052,True,7,True,included
coverage070,399.4283373072515,C053,True,7,True,included
coverage070,399.4283373072515,C054,False,30,False,duration_short
coverage070,399.4283373072515,C055,True,30,True,included
coverage070,399.4283373072515,C056,True,29,True,included
coverage070,399.4283373072515,C057,True,29,True,included
coverage070,399.4283373072515,C061,True,14,True,included
coverage070,399.4283373072515,C062,True,14,True,included
coverage070,399.4283373072515,C063,True,21,True,included
coverage070,399.4283373072515,C064,True,21,True,included
coverage070,399.4283373072515,C065,True,21,True,included
coverage070,399.4283373072515,C075,False,42,False,duration_short
coverage070,399.4283373072515,C076,False,43,False,duration_short
coverage070,399.4283373072515,C077,False,66,False,duration_short
coverage070,399.4283373072515,C080,False,30,False,duration_short
coverage070,399.4283373072515,C081,False,59,False,duration_short
coverage070,399.4283373072515,C082,False,36,False,duration_short
coverage070,399.4283373072515,C083,False,36,False,duration_short
coverage070,399.4283373072515,C084,False,34,False,duration_short
coverage070,399.4283373072515,C085,False,34,False,duration_short
coverage070,399.4283373072515,C086,True,20,True,included
coverage070,399.4283373072515,C087,True,20,True,included
coverage070,399.4283373072515,C088,False,37,False,duration_short
coverage070,399.4283373072515,C089,False,37,False,duration_short
coverage070,399.4283373072515,C090,False,37,False,duration_short
coverage070,399.4283373072515,C091,True,13,True,included
coverage070,399.4283373072515,C092,True,13,True,included
coverage070,399.4283373072515,C093,True,15,True,included
coverage070,399.4283373072515,C094,False,6,False,duration_short
coverage070,399.4283373072515,C095,True,35,True,included
coverage070,399.4283373072515,C096,False,39,False,duration_short
coverage070,399.4283373072515,C099,True,30,True,included
coverage070,399.4283373072515,C100,True,30,True,included
coverage070,399.4283373072515,C103,True,28,True,included
coverage070,399.4283373072515,C104,True,28,True,included
coverage070,399.4283373072515,C105,True,12,True,included
coverage070,399.4283373072515,C106,True,12,True,included
coverage070,399.4283373072515,C109,True,22,True,included
coverage070,399.4283373072515,C110,True,22,True,included
coverage070,399.4283373072515,C118,True,40,True,included
coverage070,399.4283373072515,C124,False,10,False,duration_short
coverage070,399.4283373072515,C125,True,11,True,included
coverage070,399.4283373072515,C126,True,1,False,fewer_than_6_original_points_in_window
coverage070,399.4283373072515,C127,False,23,False,duration_short
coverage070,399.4283373072515,C128,False,44,False,duration_short
coverage070,399.4283373072515,C129,True,8,True,included
coverage070,399.4283373072515,C130,True,8,True,included
coverage070,399.4283373072515,C134,False,52,False,duration_short
coverage070,399.4283373072515,C135,False,52,False,duration_short
coverage070,399.4283373072515,C136,True,4,False,fewer_than_6_original_points_in_window
coverage070,399.4283373072515,C137,True,4,False,fewer_than_6_original_points_in_window
coverage070,399.4283373072515,C138,True,9,True,included
coverage070,399.4283373072515,C139,True,9,True,included
coverage070,399.4283373072515,C140,True,9,True,included
coverage070,399.4283373072515,C141,True,19,True,included
coverage070,399.4283373072515,C150,True,7,True,included
coverage070,399.4283373072515,C151,True,7,True,included
coverage070,399.4283373072515,C152,True,7,True,included
coverage070,399.4283373072515,C153,True,18,True,included
coverage070,399.4283373072515,C154,True,18,True,included
coverage070,399.4283373072515,C165,True,30,True,included
coverage070,399.4283373072515,C166,True,30,True,included
coverage070,399.4283373072515,C167,True,30,True,included
coverage070,399.4283373072515,C172,True,25,True,included
coverage070,399.4283373072515,C173,True,25,True,included
coverage070,399.4283373072515,C174,True,18,True,included
coverage070,399.4283373072515,C175,True,18,True,included
coverage070,399.4283373072515,C176,True,18,True,included
coverage070,399.4283373072515,C177,True,25,True,included
coverage070,399.4283373072515,C178,True,21,True,included
coverage070,399.4283373072515,C179,True,6,True,included
coverage070,399.4283373072515,C180,True,6,True,included
coverage070,399.4283373072515,C181,True,6,True,included
coverage070,399.4283373072515,C182,True,22,True,included
coverage070,399.4283373072515,C183,True,22,True,included
coverage070,399.4283373072515,C184,False,72,False,duration_short
coverage070,399.4283373072515,C186,True,43,True,included
coverage070,399.4283373072515,C191,True,58,True,included
coverage070,399.4283373072515,C192,True,16,True,included
coverage070,399.4283373072515,C193,True,16,True,included
coverage070,399.4283373072515,C194,True,26,True,included
coverage070,399.4283373072515,C195,True,26,True,included
coverage070,399.4283373072515,C197,True,20,True,included
coverage070,399.4283373072515,C198,True,20,True,included
coverage070,399.4283373072515,C199,True,20,True,included
coverage070,399.4283373072515,C202,True,6,True,included
coverage070,399.4283373072515,C205,False,33,False,duration_short
coverage070,399.4283373072515,C206,False,33,False,duration_short
coverage070,399.4283373072515,C207,False,33,False,duration_short
coverage070,399.4283373072515,C208,False,31,False,duration_short
coverage070,399.4283373072515,C209,False,30,False,duration_short
coverage070,399.4283373072515,C211,False,30,False,duration_short
coverage070,399.4283373072515,C212,False,34,False,duration_short
coverage070,399.4283373072515,C213,False,33,False,duration_short
coverage070,399.4283373072515,C214,False,33,False,duration_short
coverage070,399.4283373072515,C215,False,34,False,duration_short
coverage070,399.4283373072515,C216,True,31,True,included
coverage070,399.4283373072515,C217,False,65,False,duration_short
coverage070,399.4283373072515,C218,False,65,False,duration_short
coverage060,605.7960715706885,C003,False,30,False,duration_short
coverage060,605.7960715706885,C004,False,30,False,duration_short
coverage060,605.7960715706885,C005,True,37,True,included
coverage060,605.7960715706885,C006,True,39,True,included
coverage060,605.7960715706885,C007,False,27,False,duration_short
coverage060,605.7960715706885,C008,True,32,True,included
coverage060,605.7960715706885,C009,True,15,True,included
coverage060,605.7960715706885,C010,True,15,True,included
coverage060,605.7960715706885,C011,False,50,False,duration_short
coverage060,605.7960715706885,C012,False,50,False,duration_short
coverage060,605.7960715706885,C014,True,30,True,included
coverage060,605.7960715706885,C015,True,52,True,included
coverage060,605.7960715706885,C016,True,52,True,included
coverage060,605.7960715706885,C017,True,52,True,included
coverage060,605.7960715706885,C018,True,14,True,included
coverage060,605.7960715706885,C019,True,14,True,included
coverage060,605.7960715706885,C024,False,8,False,duration_short
coverage060,605.7960715706885,C025,True,20,True,included
coverage060,605.7960715706885,C028,True,35,True,included
coverage060,605.7960715706885,C029,True,35,True,included
coverage060,605.7960715706885,C030,True,32,True,included
coverage060,605.7960715706885,C031,True,32,True,included
coverage060,605.7960715706885,C034,True,11,True,included
coverage060,605.7960715706885,C035,True,11,True,included
coverage060,605.7960715706885,C036,True,11,True,included
coverage060,605.7960715706885,C037,True,26,True,included
coverage060,605.7960715706885,C038,True,26,True,included
coverage060,605.7960715706885,C039,False,28,False,duration_short
coverage060,605.7960715706885,C040,False,28,False,duration_short
coverage060,605.7960715706885,C044,True,34,True,included
coverage060,605.7960715706885,C045,True,34,True,included
coverage060,605.7960715706885,C046,True,13,True,included
coverage060,605.7960715706885,C047,True,13,True,included
coverage060,605.7960715706885,C050,True,10,True,included
coverage060,605.7960715706885,C051,True,10,True,included
coverage060,605.7960715706885,C052,True,10,True,included
coverage060,605.7960715706885,C053,True,10,True,included
coverage060,605.7960715706885,C054,False,30,False,duration_short
coverage060,605.7960715706885,C055,True,45,True,included
coverage060,605.7960715706885,C056,False,35,False,duration_short
coverage060,605.7960715706885,C057,False,35,False,duration_short
coverage060,605.7960715706885,C061,True,21,True,included
coverage060,605.7960715706885,C062,True,21,True,included
coverage060,605.7960715706885,C063,True,31,True,included
coverage060,605.7960715706885,C064,True,31,True,included
coverage060,605.7960715706885,C065,True,31,True,included
coverage060,605.7960715706885,C075,False,42,False,duration_short
coverage060,605.7960715706885,C076,False,43,False,duration_short
coverage060,605.7960715706885,C077,False,66,False,duration_short
coverage060,605.7960715706885,C080,False,30,False,duration_short
coverage060,605.7960715706885,C081,False,59,False,duration_short
coverage060,605.7960715706885,C082,False,36,False,duration_short
coverage060,605.7960715706885,C083,False,36,False,duration_short
coverage060,605.7960715706885,C084,False,34,False,duration_short
coverage060,605.7960715706885,C085,False,34,False,duration_short
coverage060,605.7960715706885,C086,True,30,True,included
coverage060,605.7960715706885,C087,True,30,True,included
coverage060,605.7960715706885,C088,False,37,False,duration_short
coverage060,605.7960715706885,C089,False,37,False,duration_short
coverage060,605.7960715706885,C090,False,37,False,duration_short
coverage060,605.7960715706885,C091,True,19,True,included
coverage060,605.7960715706885,C092,True,19,True,included
coverage060,605.7960715706885,C093,True,22,True,included
coverage060,605.7960715706885,C094,False,6,False,duration_short
coverage060,605.7960715706885,C095,False,40,False,duration_short
coverage060,605.7960715706885,C096,False,39,False,duration_short
coverage060,605.7960715706885,C099,False,38,False,duration_short
coverage060,605.7960715706885,C100,False,39,False,duration_short
coverage060,605.7960715706885,C103,False,35,False,duration_short
coverage060,605.7960715706885,C104,False,35,False,duration_short
coverage060,605.7960715706885,C105,True,18,True,included
coverage060,605.7960715706885,C106,True,18,True,included
coverage060,605.7960715706885,C109,True,32,True,included
coverage060,605.7960715706885,C110,True,32,True,included
coverage060,605.7960715706885,C118,False,40,False,duration_short
coverage060,605.7960715706885,C124,False,10,False,duration_short
coverage060,605.7960715706885,C125,True,17,True,included
coverage060,605.7960715706885,C126,True,2,False,fewer_than_6_original_points_in_window
coverage060,605.7960715706885,C127,False,23,False,duration_short
coverage060,605.7960715706885,C128,False,44,False,duration_short
coverage060,605.7960715706885,C129,True,12,True,included
coverage060,605.7960715706885,C130,True,12,True,included
coverage060,605.7960715706885,C134,False,52,False,duration_short
coverage060,605.7960715706885,C135,False,52,False,duration_short
coverage060,605.7960715706885,C136,True,6,True,included
coverage060,605.7960715706885,C137,True,6,True,included
coverage060,605.7960715706885,C138,True,14,True,included
coverage060,605.7960715706885,C139,True,14,True,included
coverage060,605.7960715706885,C140,True,14,True,included
coverage060,605.7960715706885,C141,True,29,True,included
coverage060,605.7960715706885,C150,True,10,True,included
coverage060,605.7960715706885,C151,True,10,True,included
coverage060,605.7960715706885,C152,True,10,True,included
coverage060,605.7960715706885,C153,True,27,True,included
coverage060,605.7960715706885,C154,True,27,True,included
coverage060,605.7960715706885,C165,True,45,True,included
coverage060,605.7960715706885,C166,True,45,True,included
coverage060,605.7960715706885,C167,True,45,True,included
coverage060,605.7960715706885,C172,False,37,False,duration_short
coverage060,605.7960715706885,C173,True,38,True,included
coverage060,605.7960715706885,C174,True,27,True,included
coverage060,605.7960715706885,C175,True,27,True,included
coverage060,605.7960715706885,C176,True,27,True,included
coverage060,605.7960715706885,C177,True,37,True,included
coverage060,605.7960715706885,C178,True,22,True,included
coverage060,605.7960715706885,C179,True,9,True,included
coverage060,605.7960715706885,C180,True,8,True,included
coverage060,605.7960715706885,C181,True,9,True,included
coverage060,605.7960715706885,C182,True,33,True,included
coverage060,605.7960715706885,C183,True,33,True,included
coverage060,605.7960715706885,C184,False,72,False,duration_short
coverage060,605.7960715706885,C186,False,55,False,duration_short
coverage060,605.7960715706885,C191,False,72,False,duration_short
coverage060,605.7960715706885,C192,True,24,True,included
coverage060,605.7960715706885,C193,True,24,True,included
coverage060,605.7960715706885,C194,True,38,True,included
coverage060,605.7960715706885,C195,True,38,True,included
coverage060,605.7960715706885,C197,True,29,True,included
coverage060,605.7960715706885,C198,True,29,True,included
coverage060,605.7960715706885,C199,True,29,True,included
coverage060,605.7960715706885,C202,True,9,True,included
coverage060,605.7960715706885,C205,False,33,False,duration_short
coverage060,605.7960715706885,C206,False,33,False,duration_short
coverage060,605.7960715706885,C207,False,33,False,duration_short
coverage060,605.7960715706885,C208,False,31,False,duration_short
coverage060,605.7960715706885,C209,False,30,False,duration_short
coverage060,605.7960715706885,C211,False,30,False,duration_short
coverage060,605.7960715706885,C212,False,34,False,duration_short
coverage060,605.7960715706885,C213,False,33,False,duration_short
coverage060,605.7960715706885,C214,False,33,False,duration_short
coverage060,605.7960715706885,C215,False,34,False,duration_short
coverage060,605.7960715706885,C216,False,33,False,duration_short
coverage060,605.7960715706885,C217,False,65,False,duration_short
coverage060,605.7960715706885,C218,False,65,False,duration_short
coverage050,975.619819947768,C003,False,30,False,duration_short
coverage050,975.619819947768,C004,False,30,False,duration_short
coverage050,975.619819947768,C005,True,61,True,included
coverage050,975.619819947768,C006,True,63,True,included
coverage050,975.619819947768,C007,False,27,False,duration_short
coverage050,975.619819947768,C008,True,51,True,included
coverage050,975.619819947768,C009,True,24,True,included
coverage050,975.619819947768,C010,True,24,True,included
coverage050,975.619819947768,C011,False,50,False,duration_short
coverage050,975.619819947768,C012,False,50,False,duration_short
coverage050,975.619819947768,C014,False,49,False,duration_short
coverage050,975.619819947768,C015,False,52,False,duration_short
coverage050,975.619819947768,C016,True,83,True,included
coverage050,975.619819947768,C017,True,83,True,included
coverage050,975.619819947768,C018,True,22,True,included
coverage050,975.619819947768,C019,True,22,True,included
coverage050,975.619819947768,C024,False,8,False,duration_short
coverage050,975.619819947768,C025,True,32,True,included
coverage050,975.619819947768,C028,False,50,False,duration_short
coverage050,975.619819947768,C029,True,56,True,included
coverage050,975.619819947768,C030,True,51,True,included
coverage050,975.619819947768,C031,False,39,False,duration_short
coverage050,975.619819947768,C034,True,17,True,included
coverage050,975.619819947768,C035,True,17,True,included
coverage050,975.619819947768,C036,True,17,True,included
coverage050,975.619819947768,C037,True,42,True,included
coverage050,975.619819947768,C038,True,42,True,included
coverage050,975.619819947768,C039,False,28,False,duration_short
coverage050,975.619819947768,C040,False,28,False,duration_short
coverage050,975.619819947768,C044,True,55,True,included
coverage050,975.619819947768,C045,True,55,True,included
coverage050,975.619819947768,C046,False,15,False,duration_short
coverage050,975.619819947768,C047,True,21,True,included
coverage050,975.619819947768,C050,True,16,True,included
coverage050,975.619819947768,C051,True,16,True,included
coverage050,975.619819947768,C052,True,16,True,included
coverage050,975.619819947768,C053,True,16,True,included
coverage050,975.619819947768,C054,False,30,False,duration_short
coverage050,975.619819947768,C055,True,73,True,included
coverage050,975.619819947768,C056,False,35,False,duration_short
coverage050,975.619819947768,C057,False,35,False,duration_short
coverage050,975.619819947768,C061,True,34,True,included
coverage050,975.619819947768,C062,True,34,True,included
coverage050,975.619819947768,C063,True,50,True,included
coverage050,975.619819947768,C064,True,50,True,included
coverage050,975.619819947768,C065,True,50,True,included
coverage050,975.619819947768,C075,False,42,False,duration_short
coverage050,975.619819947768,C076,False,43,False,duration_short
coverage050,975.619819947768,C077,False,66,False,duration_short
coverage050,975.619819947768,C080,False,30,False,duration_short
coverage050,975.619819947768,C081,False,59,False,duration_short
coverage050,975.619819947768,C082,False,36,False,duration_short
coverage050,975.619819947768,C083,False,36,False,duration_short
coverage050,975.619819947768,C084,False,34,False,duration_short
coverage050,975.619819947768,C085,False,34,False,duration_short
coverage050,975.619819947768,C086,True,47,True,included
coverage050,975.619819947768,C087,False,37,False,duration_short
coverage050,975.619819947768,C088,False,37,False,duration_short
coverage050,975.619819947768,C089,False,37,False,duration_short
coverage050,975.619819947768,C090,False,37,False,duration_short
coverage050,975.619819947768,C091,True,30,True,included
coverage050,975.619819947768,C092,True,30,True,included
coverage050,975.619819947768,C093,False,26,False,duration_short
coverage050,975.619819947768,C094,False,6,False,duration_short
coverage050,975.619819947768,C095,False,40,False,duration_short
coverage050,975.619819947768,C096,False,39,False,duration_short
coverage050,975.619819947768,C099,False,38,False,duration_short
coverage050,975.619819947768,C100,False,39,False,duration_short
coverage050,975.619819947768,C103,False,35,False,duration_short
coverage050,975.619819947768,C104,False,35,False,duration_short
coverage050,975.619819947768,C105,True,28,True,included
coverage050,975.619819947768,C106,True,28,True,included
coverage050,975.619819947768,C109,True,52,True,included
coverage050,975.619819947768,C110,True,52,True,included
coverage050,975.619819947768,C118,False,40,False,duration_short
coverage050,975.619819947768,C124,False,10,False,duration_short
coverage050,975.619819947768,C125,True,27,True,included
coverage050,975.619819947768,C126,True,3,False,fewer_than_6_original_points_in_window
coverage050,975.619819947768,C127,False,23,False,duration_short
coverage050,975.619819947768,C128,False,44,False,duration_short
coverage050,975.619819947768,C129,True,18,True,included
coverage050,975.619819947768,C130,True,18,True,included
coverage050,975.619819947768,C134,False,52,False,duration_short
coverage050,975.619819947768,C135,False,52,False,duration_short
coverage050,975.619819947768,C136,True,9,True,included
coverage050,975.619819947768,C137,True,9,True,included
coverage050,975.619819947768,C138,True,22,True,included
coverage050,975.619819947768,C139,True,22,True,included
coverage050,975.619819947768,C140,False,17,False,duration_short
coverage050,975.619819947768,C141,True,46,True,included
coverage050,975.619819947768,C150,True,16,True,included
coverage050,975.619819947768,C151,True,16,True,included
coverage050,975.619819947768,C152,True,16,True,included
coverage050,975.619819947768,C153,True,43,True,included
coverage050,975.619819947768,C154,True,43,True,included
coverage050,975.619819947768,C165,True,72,True,included
coverage050,975.619819947768,C166,True,72,True,included
coverage050,975.619819947768,C167,True,72,True,included
coverage050,975.619819947768,C172,False,37,False,duration_short
coverage050,975.619819947768,C173,False,61,False,duration_short
coverage050,975.619819947768,C174,False,36,False,duration_short
coverage050,975.619819947768,C175,False,38,False,duration_short
coverage050,975.619819947768,C176,False,38,False,duration_short
coverage050,975.619819947768,C177,False,49,False,duration_short
coverage050,975.619819947768,C178,False,29,False,duration_short
coverage050,975.619819947768,C179,True,15,True,included
coverage050,975.619819947768,C180,True,11,True,included
coverage050,975.619819947768,C181,True,15,True,included
coverage050,975.619819947768,C182,True,52,True,included
coverage050,975.619819947768,C183,True,52,True,included
coverage050,975.619819947768,C184,False,72,False,duration_short
coverage050,975.619819947768,C186,False,55,False,duration_short
coverage050,975.619819947768,C191,False,72,False,duration_short
coverage050,975.619819947768,C192,True,38,True,included
coverage050,975.619819947768,C193,True,38,True,included
coverage050,975.619819947768,C194,True,62,True,included
coverage050,975.619819947768,C195,True,62,True,included
coverage050,975.619819947768,C197,True,47,True,included
coverage050,975.619819947768,C198,True,47,True,included
coverage050,975.619819947768,C199,True,47,True,included
coverage050,975.619819947768,C202,True,15,True,included
coverage050,975.619819947768,C205,False,33,False,duration_short
coverage050,975.619819947768,C206,False,33,False,duration_short
coverage050,975.619819947768,C207,False,33,False,duration_short
coverage050,975.619819947768,C208,False,31,False,duration_short
coverage050,975.619819947768,C209,False,30,False,duration_short
coverage050,975.619819947768,C211,False,30,False,duration_short
coverage050,975.619819947768,C212,False,34,False,duration_short
coverage050,975.619819947768,C213,False,33,False,duration_short
coverage050,975.619819947768,C214,False,33,False,duration_short
coverage050,975.619819947768,C215,False,34,False,duration_short
coverage050,975.619819947768,C216,False,33,False,duration_short
coverage050,975.619819947768,C217,False,65,False,duration_short
coverage050,975.619819947768,C218,False,65,False,duration_short
coverage040,989.9325475330141,C003,False,30,False,duration_short
coverage040,989.9325475330141,C004,False,30,False,duration_short
coverage040,989.9325475330141,C005,True,62,True,included
coverage040,989.9325475330141,C006,True,64,True,included
coverage040,989.9325475330141,C007,False,27,False,duration_short
coverage040,989.9325475330141,C008,True,51,True,included
coverage040,989.9325475330141,C009,True,25,True,included
coverage040,989.9325475330141,C010,True,25,True,included
coverage040,989.9325475330141,C011,False,50,False,duration_short
coverage040,989.9325475330141,C012,False,50,False,duration_short
coverage040,989.9325475330141,C014,False,49,False,duration_short
coverage040,989.9325475330141,C015,False,52,False,duration_short
coverage040,989.9325475330141,C016,False,84,False,duration_short
coverage040,989.9325475330141,C017,False,84,False,duration_short
coverage040,989.9325475330141,C018,True,23,True,included
coverage040,989.9325475330141,C019,True,23,True,included
coverage040,989.9325475330141,C024,False,8,False,duration_short
coverage040,989.9325475330141,C025,True,32,True,included
coverage040,989.9325475330141,C028,False,50,False,duration_short
coverage040,989.9325475330141,C029,True,57,True,included
coverage040,989.9325475330141,C030,True,52,True,included
coverage040,989.9325475330141,C031,False,39,False,duration_short
coverage040,989.9325475330141,C034,True,17,True,included
coverage040,989.9325475330141,C035,True,17,True,included
coverage040,989.9325475330141,C036,True,17,True,included
coverage040,989.9325475330141,C037,False,43,False,duration_short
coverage040,989.9325475330141,C038,False,43,False,duration_short
coverage040,989.9325475330141,C039,False,28,False,duration_short
coverage040,989.9325475330141,C040,False,28,False,duration_short
coverage040,989.9325475330141,C044,True,55,True,included
coverage040,989.9325475330141,C045,True,55,True,included
coverage040,989.9325475330141,C046,False,15,False,duration_short
coverage040,989.9325475330141,C047,True,22,True,included
coverage040,989.9325475330141,C050,True,16,True,included
coverage040,989.9325475330141,C051,True,16,True,included
coverage040,989.9325475330141,C052,True,16,True,included
coverage040,989.9325475330141,C053,True,16,True,included
coverage040,989.9325475330141,C054,False,30,False,duration_short
coverage040,989.9325475330141,C055,False,74,False,duration_short
coverage040,989.9325475330141,C056,False,35,False,duration_short
coverage040,989.9325475330141,C057,False,35,False,duration_short
coverage040,989.9325475330141,C061,False,34,False,duration_short
coverage040,989.9325475330141,C062,False,34,False,duration_short
coverage040,989.9325475330141,C063,True,51,True,included
coverage040,989.9325475330141,C064,True,51,True,included
coverage040,989.9325475330141,C065,True,51,True,included
coverage040,989.9325475330141,C075,False,42,False,duration_short
coverage040,989.9325475330141,C076,False,43,False,duration_short
coverage040,989.9325475330141,C077,False,66,False,duration_short
coverage040,989.9325475330141,C080,False,30,False,duration_short
coverage040,989.9325475330141,C081,False,59,False,duration_short
coverage040,989.9325475330141,C082,False,36,False,duration_short
coverage040,989.9325475330141,C083,False,36,False,duration_short
coverage040,989.9325475330141,C084,False,34,False,duration_short
coverage040,989.9325475330141,C085,False,34,False,duration_short
coverage040,989.9325475330141,C086,True,47,True,included
coverage040,989.9325475330141,C087,False,37,False,duration_short
coverage040,989.9325475330141,C088,False,37,False,duration_short
coverage040,989.9325475330141,C089,False,37,False,duration_short
coverage040,989.9325475330141,C090,False,37,False,duration_short
coverage040,989.9325475330141,C091,False,31,False,duration_short
coverage040,989.9325475330141,C092,False,31,False,duration_short
coverage040,989.9325475330141,C093,False,26,False,duration_short
coverage040,989.9325475330141,C094,False,6,False,duration_short
coverage040,989.9325475330141,C095,False,40,False,duration_short
coverage040,989.9325475330141,C096,False,39,False,duration_short
coverage040,989.9325475330141,C099,False,38,False,duration_short
coverage040,989.9325475330141,C100,False,39,False,duration_short
coverage040,989.9325475330141,C103,False,35,False,duration_short
coverage040,989.9325475330141,C104,False,35,False,duration_short
coverage040,989.9325475330141,C105,True,29,True,included
coverage040,989.9325475330141,C106,True,29,True,included
coverage040,989.9325475330141,C109,True,53,True,included
coverage040,989.9325475330141,C110,True,53,True,included
coverage040,989.9325475330141,C118,False,40,False,duration_short
coverage040,989.9325475330141,C124,False,10,False,duration_short
coverage040,989.9325475330141,C125,True,27,True,included
coverage040,989.9325475330141,C126,True,3,False,fewer_than_6_original_points_in_window
coverage040,989.9325475330141,C127,False,23,False,duration_short
coverage040,989.9325475330141,C128,False,44,False,duration_short
coverage040,989.9325475330141,C129,True,19,True,included
coverage040,989.9325475330141,C130,True,19,True,included
coverage040,989.9325475330141,C134,False,52,False,duration_short
coverage040,989.9325475330141,C135,False,52,False,duration_short
coverage040,989.9325475330141,C136,True,9,True,included
coverage040,989.9325475330141,C137,True,9,True,included
coverage040,989.9325475330141,C138,True,22,True,included
coverage040,989.9325475330141,C139,True,22,True,included
coverage040,989.9325475330141,C140,False,17,False,duration_short
coverage040,989.9325475330141,C141,False,47,False,duration_short
coverage040,989.9325475330141,C150,True,16,True,included
coverage040,989.9325475330141,C151,True,16,True,included
coverage040,989.9325475330141,C152,True,16,True,included
coverage040,989.9325475330141,C153,True,43,True,included
coverage040,989.9325475330141,C154,True,43,True,included
coverage040,989.9325475330141,C165,False,73,False,duration_short
coverage040,989.9325475330141,C166,True,73,True,included
coverage040,989.9325475330141,C167,False,73,False,duration_short
coverage040,989.9325475330141,C172,False,37,False,duration_short
coverage040,989.9325475330141,C173,False,61,False,duration_short
coverage040,989.9325475330141,C174,False,36,False,duration_short
coverage040,989.9325475330141,C175,False,38,False,duration_short
coverage040,989.9325475330141,C176,False,38,False,duration_short
coverage040,989.9325475330141,C177,False,49,False,duration_short
coverage040,989.9325475330141,C178,False,29,False,duration_short
coverage040,989.9325475330141,C179,True,15,True,included
coverage040,989.9325475330141,C180,True,11,True,included
coverage040,989.9325475330141,C181,True,15,True,included
coverage040,989.9325475330141,C182,True,53,True,included
coverage040,989.9325475330141,C183,True,53,True,included
coverage040,989.9325475330141,C184,False,72,False,duration_short
coverage040,989.9325475330141,C186,False,55,False,duration_short
coverage040,989.9325475330141,C191,False,72,False,duration_short
coverage040,989.9325475330141,C192,True,39,True,included
coverage040,989.9325475330141,C193,True,39,True,included
coverage040,989.9325475330141,C194,True,63,True,included
coverage040,989.9325475330141,C195,True,63,True,included
coverage040,989.9325475330141,C197,True,48,True,included
coverage040,989.9325475330141,C198,True,48,True,included
coverage040,989.9325475330141,C199,True,48,True,included
coverage040,989.9325475330141,C202,True,15,True,included
coverage040,989.9325475330141,C205,False,33,False,duration_short
coverage040,989.9325475330141,C206,False,33,False,duration_short
coverage040,989.9325475330141,C207,False,33,False,duration_short
coverage040,989.9325475330141,C208,False,31,False,duration_short
coverage040,989.9325475330141,C209,False,30,False,duration_short
coverage040,989.9325475330141,C211,False,30,False,duration_short
coverage040,989.9325475330141,C212,False,34,False,duration_short
coverage040,989.9325475330141,C213,False,33,False,duration_short
coverage040,989.9325475330141,C214,False,33,False,duration_short
coverage040,989.9325475330141,C215,False,34,False,duration_short
coverage040,989.9325475330141,C216,False,33,False,duration_short
coverage040,989.9325475330141,C217,False,65,False,duration_short
coverage040,989.9325475330141,C218,False,65,False,duration_short
coverage030,1003.8344196702012,C003,False,30,False,duration_short
coverage030,1003.8344196702012,C004,False,30,False,duration_short
coverage030,1003.8344196702012,C005,False,63,False,duration_short
coverage030,1003.8344196702012,C006,False,65,False,duration_short
coverage030,1003.8344196702012,C007,False,27,False,duration_short
coverage030,1003.8344196702012,C008,True,52,True,included
coverage030,1003.8344196702012,C009,True,25,True,included
coverage030,1003.8344196702012,C010,True,25,True,included
coverage030,1003.8344196702012,C011,False,50,False,duration_short
coverage030,1003.8344196702012,C012,False,50,False,duration_short
coverage030,1003.8344196702012,C014,False,49,False,duration_short
coverage030,1003.8344196702012,C015,False,52,False,duration_short
coverage030,1003.8344196702012,C016,False,84,False,duration_short
coverage030,1003.8344196702012,C017,False,84,False,duration_short
coverage030,1003.8344196702012,C018,True,23,True,included
coverage030,1003.8344196702012,C019,True,23,True,included
coverage030,1003.8344196702012,C024,False,8,False,duration_short
coverage030,1003.8344196702012,C025,True,33,True,included
coverage030,1003.8344196702012,C028,False,50,False,duration_short
coverage030,1003.8344196702012,C029,True,58,True,included
coverage030,1003.8344196702012,C030,False,53,False,duration_short
coverage030,1003.8344196702012,C031,False,39,False,duration_short
coverage030,1003.8344196702012,C034,True,18,True,included
coverage030,1003.8344196702012,C035,True,18,True,included
coverage030,1003.8344196702012,C036,True,18,True,included
coverage030,1003.8344196702012,C037,False,43,False,duration_short
coverage030,1003.8344196702012,C038,False,43,False,duration_short
coverage030,1003.8344196702012,C039,False,28,False,duration_short
coverage030,1003.8344196702012,C040,False,28,False,duration_short
coverage030,1003.8344196702012,C044,True,56,True,included
coverage030,1003.8344196702012,C045,True,56,True,included
coverage030,1003.8344196702012,C046,False,15,False,duration_short
coverage030,1003.8344196702012,C047,True,22,True,included
coverage030,1003.8344196702012,C050,True,16,True,included
coverage030,1003.8344196702012,C051,True,16,True,included
coverage030,1003.8344196702012,C052,True,16,True,included
coverage030,1003.8344196702012,C053,True,16,True,included
coverage030,1003.8344196702012,C054,False,30,False,duration_short
coverage030,1003.8344196702012,C055,False,74,False,duration_short
coverage030,1003.8344196702012,C056,False,35,False,duration_short
coverage030,1003.8344196702012,C057,False,35,False,duration_short
coverage030,1003.8344196702012,C061,False,34,False,duration_short
coverage030,1003.8344196702012,C062,False,34,False,duration_short
coverage030,1003.8344196702012,C063,True,51,True,included
coverage030,1003.8344196702012,C064,True,51,True,included
coverage030,1003.8344196702012,C065,True,51,True,included
