window,T_h,id,duration_covers,n_original_in_window,included,reason
coverage030,1003.8344196702012,C075,False,42,False,duration_short
coverage030,1003.8344196702012,C076,False,43,False,duration_short
coverage030,1003.8344196702012,C077,False,66,False,duration_short
coverage030,1003.8344196702012,C080,False,30,False,duration_short
coverage030,1003.8344196702012,C081,False,59,False,duration_short
coverage030,1003.8344196702012,C082,False,36,False,duration_short
coverage030,1003.8344196702012,C083,False,36,False,duration_short
coverage030,1003.8344196702012,C084,False,34,False,duration_short
coverage030,1003.8344196702012,C085,False,34,False,duration_short
coverage030,1003.8344196702012,C086,False,48,False,duration_short
coverage030,1003.8344196702012,C087,False,37,False,duration_short
coverage030,1003.8344196702012,C088,False,37,False,duration_short
coverage030,1003.8344196702012,C089,False,37,False,duration_short
coverage030,1003.8344196702012,C090,False,37,False,duration_short
coverage030,1003.8344196702012,C091,False,31,False,duration_short
coverage030,1003.8344196702012,C092,False,31,False,duration_short
coverage030,1003.8344196702012,C093,False,26,False,duration_short
coverage030,1003.8344196702012,C094,False,6,False,duration_short
coverage030,1003.8344196702012,C095,False,40,False,duration_short
coverage030,1003.8344196702012,C096,False,39,False,duration_short
coverage030,1003.8344196702012,C099,False,38,False,duration_short
coverage030,1003.8344196702012,C100,False,39,False,duration_short
coverage030,1003.8344196702012,C103,False,35,False,duration_short
coverage030,1003.8344196702012,C104,False,35,False,duration_short
coverage030,1003.8344196702012,C105,True,29,True,included
coverage030,1003.8344196702012,C106,True,29,True,included
coverage030,1003.8344196702012,C109,True,54,True,included
coverage030,1003.8344196702012,C110,True,54,True,included
coverage030,1003.8344196702012,C118,False,40,False,duration_short
coverage030,1003.8344196702012,C124,False,10,False,duration_short
coverage030,1003.8344196702012,C125,True,28,True,included
coverage030,1003.8344196702012,C126,True,3,False,fewer_than_6_original_points_in_window
coverage030,1003.8344196702012,C127,False,23,False,duration_short
coverage030,1003.8344196702012,C128,False,44,False,duration_short
coverage030,1003.8344196702012,C129,True,19,True,included
coverage030,1003.8344196702012,C130,True,19,True,included
coverage030,1003.8344196702012,C134,False,52,False,duration_short
coverage030,1003.8344196702012,C135,False,52,False,duration_short
coverage030,1003.8344196702012,C136,True,10,True,included
coverage030,1003.8344196702012,C137,True,10,True,included
coverage030,1003.8344196702012,C138,True,23,True,included
coverage030,1003.8344196702012,C139,True,23,True,included
coverage030,1003.8344196702012,C140,False,17,False,duration_short
coverage030,1003.8344196702012,C141,False,47,False,duration_short
coverage030,1003.8344196702012,C150,True,16,True,included
coverage030,1003.8344196702012,C151,True,16,True,included
coverage030,1003.8344196702012,C152,True,16,True,included
coverage030,1003.8344196702012,C153,False,44,False,duration_short
coverage030,1003.8344196702012,C154,False,44,False,duration_short
coverage030,1003.8344196702012,C165,False,73,False,duration_short
coverage030,1003.8344196702012,C166,False,74,False,duration_short
coverage030,1003.8344196702012,C167,False,73,False,duration_short
coverage030,1003.8344196702012,C172,False,37,False,duration_short
coverage030,1003.8344196702012,C173,False,61,False,duration_short
coverage030,1003.8344196702012,C174,False,36,False,duration_short
coverage030,1003.8344196702012,C175,False,38,False,duration_short
coverage030,1003.8344196702012,C176,False,38,False,duration_short
coverage030,1003.8344196702012,C177,False,49,False,duration_short
coverage030,1003.8344196702012,C178,False,29,False,duration_short
coverage030,1003.8344196702012,C179,True,15,True,included
coverage030,1003.8344196702012,C180,True,11,True,included
coverage030,1003.8344196702012,C181,True,15,True,included
coverage030,1003.8344196702012,C182,False,54,False,duration_short
coverage030,1003.8344196702012,C183,False,54,False,duration_short
coverage030,1003.8344196702012,C184,False,72,False,duration_short
coverage030,1003.8344196702012,C186,False,55,False,duration_short
coverage030,1003.8344196702012,C191,False,72,False,duration_short
coverage030,1003.8344196702012,C192,True,39,True,included
coverage030,1003.8344196702012,C193,True,39,True,included
coverage030,1003.8344196702012,C194,False,63,False,duration_short
coverage030,1003.8344196702012,C195,False,63,False,duration_short
coverage030,1003.8344196702012,C197,False,49,False,duration_short
coverage030,1003.8344196702012,C198,False,49,False,duration_short
coverage030,1003.8344196702012,C199,False,49,False,duration_short
coverage030,1003.8344196702012,C202,True,15,True,included
coverage030,1003.8344196702012,C205,False,33,False,duration_short
coverage030,1003.8344196702012,C206,False,33,False,duration_short
coverage030,1003.8344196702012,C207,False,33,False,duration_short
coverage030,1003.8344196702012,C208,False,31,False,duration_short
coverage030,1003.8344196702012,C209,False,30,False,duration_short
coverage030,1003.8344196702012,C211,False,30,False,duration_short
coverage030,1003.8344196702012,C212,False,34,False,duration_short
coverage030,1003.8344196702012,C213,False,33,False,duration_short
coverage030,1003.8344196702012,C214,False,33,False,duration_short
coverage030,1003.8344196702012,C215,False,34,False,duration_short
coverage030,1003.8344196702012,C216,False,33,False,duration_short
coverage030,1003.8344196702012,C217,False,65,False,duration_short
coverage030,1003.8344196702012,C218,False,65,False,duration_short
coverage020,1456.7496729510262,C003,False,30,False,duration_short
coverage020,1456.7496729510262,C004,False,30,False,duration_short
coverage020,1456.7496729510262,C005,False,63,False,duration_short
coverage020,1456.7496729510262,C006,False,65,False,duration_short
coverage020,1456.7496729510262,C007,False,27,False,duration_short
coverage020,1456.7496729510262,C008,False,56,False,duration_short
coverage020,1456.7496729510262,C009,False,33,False,duration_short
coverage020,1456.7496729510262,C010,False,33,False,duration_short
coverage020,1456.7496729510262,C011,False,50,False,duration_short
coverage020,1456.7496729510262,C012,False,50,False,duration_short
coverage020,1456.7496729510262,C014,False,49,False,duration_short
coverage020,1456.7496729510262,C015,False,52,False,duration_short
coverage020,1456.7496729510262,C016,False,84,False,duration_short
coverage020,1456.7496729510262,C017,False,84,False,duration_short
coverage020,1456.7496729510262,C018,False,30,False,duration_short
coverage020,1456.7496729510262,C019,False,31,False,duration_short
coverage020,1456.7496729510262,C024,False,8,False,duration_short
coverage020,1456.7496729510262,C025,True,47,True,included
coverage020,1456.7496729510262,C028,False,50,False,duration_short
coverage020,1456.7496729510262,C029,True,84,True,included
coverage020,1456.7496729510262,C030,False,53,False,duration_short
coverage020,1456.7496729510262,C031,False,39,False,duration_short
coverage020,1456.7496729510262,C034,True,25,True,included
coverage020,1456.7496729510262,C035,True,25,True,included
coverage020,1456.7496729510262,C036,True,25,True,included
coverage020,1456.7496729510262,C037,False,43,False,duration_short
coverage020,1456.7496729510262,C038,False,43,False,duration_short
coverage020,1456.7496729510262,C039,False,28,False,duration_short
coverage020,1456.7496729510262,C040,False,28,False,duration_short
coverage020,1456.7496729510262,C044,False,57,False,duration_short
coverage020,1456.7496729510262,C045,False,57,False,duration_short
coverage020,1456.7496729510262,C046,False,15,False,duration_short
coverage020,1456.7496729510262,C047,False,30,False,duration_short
coverage020,1456.7496729510262,C050,True,23,True,included
coverage020,1456.7496729510262,C051,True,23,True,included
coverage020,1456.7496729510262,C052,True,23,True,included
coverage020,1456.7496729510262,C053,True,23,True,included
coverage020,1456.7496729510262,C054,False,30,False,duration_short
coverage020,1456.7496729510262,C055,False,74,False,duration_short
coverage020,1456.7496729510262,C056,False,35,False,duration_short
coverage020,1456.7496729510262,C057,False,35,False,duration_short
coverage020,1456.7496729510262,C061,False,34,False,duration_short
coverage020,1456.7496729510262,C062,False,34,False,duration_short
coverage020,1456.7496729510262,C063,True,75,True,included
coverage020,1456.7496729510262,C064,True,75,True,included
coverage020,1456.7496729510262,C065,True,75,True,included
coverage020,1456.7496729510262,C075,False,42,False,duration_short
coverage020,1456.7496729510262,C076,False,43,False,duration_short
coverage020,1456.7496729510262,C077,False,66,False,duration_short
coverage020,1456.7496729510262,C080,False,30,False,duration_short
coverage020,1456.7496729510262,C081,False,59,False,duration_short
coverage020,1456.7496729510262,C082,False,36,False,duration_short
coverage020,1456.7496729510262,C083,False,36,False,duration_short
coverage020,1456.7496729510262,C084,False,34,False,duration_short
coverage020,1456.7496729510262,C085,False,34,False,duration_short
coverage020,1456.7496729510262,C086,False,48,False,duration_short
coverage020,1456.7496729510262,C087,False,37,False,duration_short
coverage020,1456.7496729510262,C088,False,37,False,duration_short
coverage020,1456.7496729510262,C089,False,37,False,duration_short
coverage020,1456.7496729510262,C090,False,37,False,duration_short
coverage020,1456.7496729510262,C091,False,31,False,duration_short
coverage020,1456.7496729510262,C092,False,31,False,duration_short
coverage020,1456.7496729510262,C093,False,26,False,duration_short
coverage020,1456.7496729510262,C094,False,6,False,duration_short
coverage020,1456.7496729510262,C095,False,40,False,duration_short
coverage020,1456.7496729510262,C096,False,39,False,duration_short
coverage020,1456.7496729510262,C099,False,38,False,duration_short
coverage020,1456.7496729510262,C100,False,39,False,duration_short
coverage020,1456.7496729510262,C103,False,35,False,duration_short
coverage020,1456.7496729510262,C104,False,35,False,duration_short
coverage020,1456.7496729510262,C105,True,42,True,included
coverage020,1456.7496729510262,C106,True,42,True,included
coverage020,1456.7496729510262,C109,False,54,False,duration_short
coverage020,1456.7496729510262,C110,False,54,False,duration_short
coverage020,1456.7496729510262,C118,False,40,False,duration_short
coverage020,1456.7496729510262,C124,False,10,False,duration_short
coverage020,1456.7496729510262,C125,False,29,False,duration_short
coverage020,1456.7496729510262,C126,True,4,False,fewer_than_6_original_points_in_window
coverage020,1456.7496729510262,C127,False,23,False,duration_short
coverage020,1456.7496729510262,C128,False,44,False,duration_short
coverage020,1456.7496729510262,C129,True,27,True,included
coverage020,1456.7496729510262,C130,True,27,True,included
coverage020,1456.7496729510262,C134,False,52,False,duration_short
coverage020,1456.7496729510262,C135,False,52,False,duration_short
coverage020,1456.7496729510262,C136,True,14,True,included
coverage020,1456.7496729510262,C137,True,14,True,included
coverage020,1456.7496729510262,C138,True,33,True,included
coverage020,1456.7496729510262,C139,False,30,False,duration_short
coverage020,1456.7496729510262,C140,False,17,False,duration_short
coverage020,1456.7496729510262,C141,False,47,False,duration_short
coverage020,1456.7496729510262,C150,True,24,True,included
coverage020,1456.7496729510262,C151,True,24,True,included
coverage020,1456.7496729510262,C152,True,24,True,included
coverage020,1456.7496729510262,C153,False,44,False,duration_short
coverage020,1456.7496729510262,C154,False,44,False,duration_short
coverage020,1456.7496729510262,C165,False,73,False,duration_short
coverage020,1456.7496729510262,C166,False,74,False,duration_short
coverage020,1456.7496729510262,C167,False,73,False,duration_short
coverage020,1456.7496729510262,C172,False,37,False,duration_short
coverage020,1456.7496729510262,C173,False,61,False,duration_short
coverage020,1456.7496729510262,C174,False,36,False,duration_short
coverage020,1456.7496729510262,C175,False,38,False,duration_short
coverage020,1456.7496729510262,C176,False,38,False,duration_short
coverage020,1456.7496729510262,C177,False,49,False,duration_short
coverage020,1456.7496729510262,C178,False,29,False,duration_short
coverage020,1456.7496729510262,C179,True,22,True,included
coverage020,1456.7496729510262,C180,True,18,True,included
coverage020,1456.7496729510262,C181,True,22,True,included
coverage020,1456.7496729510262,C182,False,54,False,duration_short
coverage020,1456.7496729510262,C183,False,54,False,duration_short
coverage020,1456.7496729510262,C184,False,72,False,duration_short
coverage020,1456.7496729510262,C186,False,55,False,duration_short
coverage020,1456.7496729510262,C191,False,72,False,duration_short
coverage020,1456.7496729510262,C192,False,41,False,duration_short
coverage020,1456.7496729510262,C193,False,41,False,duration_short
coverage020,1456.7496729510262,C194,False,63,False,duration_short
coverage020,1456.7496729510262,C195,False,63,False,duration_short
coverage020,1456.7496729510262,C197,False,49,False,duration_short
coverage020,1456.7496729510262,C198,False,49,False,duration_short
coverage020,1456.7496729510262,C199,False,49,False,duration_short
coverage020,1456.7496729510262,C202,True,22,True,included
coverage020,1456.7496729510262,C205,False,33,False,duration_short
coverage020,1456.7496729510262,C206,False,33,False,duration_short
coverage020,1456.7496729510262,C207,False,33,False,duration_short
coverage020,1456.7496729510262,C208,False,31,False,duration_short
coverage020,1456.7496729510262,C209,False,30,False,duration_short
coverage020,1456.7496729510262,C211,False,30,False,duration_short
coverage020,1456.7496729510262,C212,False,34,False,duration_short
coverage020,1456.7496729510262,C213,False,33,False,duration_short
coverage020,1456.7496729510262,C214,False,33,False,duration_short
coverage020,1456.7496729510262,C215,False,34,False,duration_short
coverage020,1456.7496729510262,C216,False,33,False,duration_short
coverage020,1456.7496729510262,C217,False,65,False,duration_short
coverage020,1456.7496729510262,C218,False,65,False,duration_short
