id,normalization,raw_sd,raw_IQR,normalized_sd,derivative_rms
C091,ymax,0.0044590432861426905,0.008660361879871181,0.004451015319338054,5.343216951956434e-05
C092,ymax,0.03037882287546963,0.04588331175705174,0.030379786112290818,0.00025155415302298683
C093,ymax,0.4325199058230057,0.3107440035245048,0.023132849032396215,0.0002920323925566132
C095,ymax,1.0307349676077713,1.0864974557182592,0.06564326181356174,0.002111604174099114
C099,ymax,0.36830990892233345,0.5676876026382836,0.01585370959219198,0.000560667571324233
C100,ymax,0.3365826337357742,0.42118757615098446,0.015182131693744714,0.0006017686795251932
C103,ymax,1.4907683025868415,1.5384121074154393,0.0812879487323714,0.002040201403063963
C104,ymax,0.9424886408022323,1.5384121074154393,0.04999367926911415,0.0007420380994015796
C105,ymax,0.05773938248265807,0.08862886507792411,0.0596495668031595,0.0005006937911566325
C106,ymax,0.012430240348997975,0.01688168858627115,0.012356590628263461,0.00016989599677123945
C109,ymax,0.0860459761721207,0.07536179396831888,0.08576727482324781,0.001127964445882047
C110,ymax,0.05470684249601117,0.025120597989439775,0.05487314338337341,0.0009087476640776455
C118,ymax,1.7868448715649083,2.9631230707789964,0.11305608130550204,0.0023199736617704873
C125,ymax,0.1460158289090583,0.19816386235071803,0.012013803216550895,0.00012184117906876504
C129,ymax,0.11046413452974904,0.10011636430891357,0.004297752666140276,5.050172895518867e-05
C130,ymax,0.29007948577902426,0.3003490929267407,0.01164891966782599,0.00011360607637320345
C138,ymax,0.2280587935607986,0.07472095990923222,0.009766822129130496,0.00019220709008027444
C139,ymax,0.6341605914207691,0.8966515189108151,0.02983138045026443,0.0002754903946124125
C140,ymax,1.4513353483710436,2.440884690368332,0.06550877746532867,0.0005137860234567392
C141,ymax,0.49433886560898854,0.7003002195293,0.021344043131005783,0.00026830258362618194
C150,ymax,0.01143810150131804,0.017398929427593357,0.01138411537436367,0.00010399531857860009
C151,ymax,0.003353935024013108,0.004349732356898284,0.0033381049527392796,4.650812033669975e-05
C152,ymax,0.006562493091683055,0.011309304127935627,0.0065315191066083345,5.882863598286731e-05
C153,ymax,0.08792975831335374,0.07693084348469137,0.08803159006351374,0.0010961793746123412
C154,ymax,0.05508935643469397,0.025002524132524684,0.055366371327049566,0.000887271432220058
C165,ymax,0.020022349054427575,0.026303068792764672,0.02003973982941588,0.00026804166651723263
C166,ymax,0.022126682891929438,0.03039465727163937,0.022171843382515082,0.00034926233674114726
C167,ymax,0.029934873265901468,0.026887581432603946,0.030137182387387225,0.001143788424311279
C172,ymax,0.11626225401331816,0.20195835846622323,0.11827584543913916,0.0010384794596432015
C173,ymax,0.0066635687180979265,0.010423657211160009,0.006672837626525343,0.00017105007949617867
C174,ymax,0.008774910291273447,0.003581317726194966,0.008677296010342792,0.00015779094335407361
C175,ymax,0.019139164273245454,0.0196972474940732,0.018926255457527474,0.00028272889097793476
C176,ymax,0.004539727480370417,0.003581317726195188,0.004457653061838273,0.00011921650027601562
C177,ymax,0.029980634897870655,0.016185260479127384,0.029967929044203753,0.0004801432303898761
C178,ymax,0.07257656322733026,0.1059398867724689,0.07520024829432406,0.0011502439454489871
C179,ymax,0.46437995199644816,0.715899235236197,0.019787658506064353,0.00015249927283960402
C180,ymax,0.12202117798354335,0.2078417134556716,0.004946331794021616,3.734540371108363e-05
C181,ymax,0.1484858355042894,0.2540287608902645,0.006110646985432762,4.427316622853338e-05
C182,ymax,0.03333440489165755,0.033255010708934996,0.03332591704110534,0.00041694332012703525
C183,ymax,0.0034795274861268125,0.0037885455238027,0.003466969124762978,5.1016867085893104e-05
C186,ymax,0.05958588943431608,0.03901678870984138,0.0692136500088042,0.0014990500321899974
C191,ymax,0.7204115450879832,0.5699926357187692,0.030111616295188753,0.0008513376728635964
C192,ymax,0.005195176594326939,0.008303667296353012,0.005175499671393893,9.593037918899907e-05
C193,ymax,0.050285126916510874,0.09549217390805897,0.05126078095794817,0.0003899772323107192
C194,ymax,0.06084537115833649,0.10519209474676094,0.06049220102557433,0.0005009866329542668
C195,ymax,0.001482847436087349,0.0,0.001467708703572227,9.425809966339018e-05
C197,ymax,0.06118681158038416,0.09485474990701093,0.0029479505991370624,7.73435412778432e-05
C198,ymax,0.07045622068648263,0.14228212486052172,0.0031632467806923417,9.934641638471686e-05
C199,ymax,0.09613662898415604,0.14228212486052172,0.004353288878503447,0.00010534160218788852
C202,ymax,0.02061392061055846,0.03919700602207099,0.01904556167626948,0.0003187920476431508
C216,ymax,0.309847133436374,0.16770730693823488,0.025177799113324604,0.0009361084995236805
C005,z,0.03984878469181275,0.06851892134689219,0.9999999999999998,0.020100731436432633
C006,z,0.02048921912740842,0.027733849116599152,1.0,0.012298104898243416
C007,z,0.21171369352039845,0.30983270827248677,0.9999999999999998,0.009513429023110854
C008,z,0.019145955301080684,0.023561422682318423,0.9999999999999998,0.043938493400941366
C009,z,0.08519445394283665,0.07191537502092027,0.9999999999999999,0.011711280244969518
C010,z,0.07956101779470919,0.08327043423474956,1.0,0.010576793983079365
C014,z,0.0614817094492426,0.0716283667727482,0.9999999999999999,0.010358685914242551
C015,z,0.10978674983280258,0.08426065495806223,0.9999999999999999,0.016498181658556266
C016,z,0.011767784524240963,0.018724589990680274,1.0,0.037515111382840347
C017,z,0.029289488958640204,0.028086884986020744,1.0,0.01409915808719503
C018,z,0.08578207272738173,0.06350255463332943,0.9999999999999999,0.012012564227953385
C019,z,0.07872879819418366,0.08536408983496746,1.0,0.010415828005021619
C025,z,0.012672922288111517,0.02226688793131737,1.0,0.008265248862714434
C028,z,0.7615960780051773,1.2800157144786333,1.0,0.010110638238361903
C029,z,0.14429508156326754,0.12190625852177206,0.9999999999999999,0.036361718711422165
C030,z,0.014583549045465282,0.017092916744568365,0.9999999999999999,0.012814929188657698
C031,z,0.016741685090132286,0.012534805612683386,1.0,0.020998463048551155
C034,z,0.037284279749956406,0.040838051376338,1.0,0.00989415773299953
C035,z,0.022440372936725277,0.032149104274989404,1.0,0.008730488736868105
C036,z,0.08106373210370986,0.06516710326011377,1.0,0.012555078752642414
C037,z,0.03524559212033441,0.06495331971717688,1.0,0.009618955557587988
C038,z,0.06667316779557458,0.11134854808658912,0.9999999999999999,0.008205088083570592
C044,z,0.0027566715524311703,0.0045120825468896175,0.9999999999999998,0.04226933012602381
C045,z,0.05123046651328344,0.08234550648073446,1.0,0.008510324047577929
C046,z,0.09086772104379237,0.1660162255862191,1.0,0.008931086023565796
C047,z,0.01763511152884008,0.022376099970316643,1.0,0.01600485546333509
C050,z,0.013962913344309857,0.024818518596351313,0.9999999999999999,0.008148176303258639
C051,z,0.0028702147955079337,0.004596021962287367,1.0,0.015257036134784154
C052,z,0.005496042900605175,0.011030452709489436,1.0,0.008908189891472768
C053,z,0.007585486029215442,0.01286886149440436,1.0,0.009127906128994463
C055,z,0.1609734771935171,0.3168596004041184,1.0,0.026588460886082337
C056,z,0.06232872143587146,0.111750054048262,0.9999999999999999,0.007813275588093081
C057,z,0.015076335717268269,0.023314759477695013,0.9999999999999999,0.009739333082808624
C061,z,0.03075033806709734,0.0471176675875864,1.0,0.009402848351711386
C062,z,0.01755466001729924,0.024501187145544945,1.0,0.009705561366514466
C063,z,0.1014190606982919,0.1313733811294584,1.0,0.010766534629930474
C064,z,0.028212421737601027,0.03768908475025479,1.0,0.010836679826685208
C065,z,0.011464855880754864,0.020459788864423567,1.0000000000000002,0.01501577518784845
C086,z,0.014883181808304963,0.014702229472390749,1.0,0.012862604674328563
C087,z,0.017775488240166185,0.009801486314927277,1.0,0.01935780629307603
C091,z,0.0044590432861426905,0.008660361879871181,1.0,0.012004490141253973
C092,z,0.03037882287546963,0.04588331175705174,0.9999999999999999,0.008280313498363142
C093,z,0.4325199058230057,0.3107440035245048,1.0,0.012624142929720368
C095,z,1.0307349676077713,1.0864974557182592,1.0,0.03216787398676862
C099,z,0.36830990892233345,0.5676876026382836,1.0000000000000002,0.0353650713773869
C100,z,0.3365826337357742,0.42118757615098446,1.0,0.03963663941692267
C103,z,1.4907683025868415,1.5384121074154393,1.0,0.025098448600062797
C104,z,0.9424886408022323,1.5384121074154393,1.0,0.014842638314480038
C105,z,0.05773938248265807,0.08862886507792411,0.9999999999999999,0.008393921666001301
C106,z,0.012430240348997975,0.01688168858627115,1.0,0.013749423435832919
C109,z,0.0860459761721207,0.07536179396831888,1.0,0.013151454890068446
C110,z,0.05470684249601117,0.025120597989439775,0.9999999999999999,0.016560882210239783
C118,z,1.7868448715649083,2.9631230707789964,1.0,0.02052055612560474
C125,z,0.1460158289090583,0.19816386235071803,1.0,0.010141765839889039
C129,z,0.11046413452974904,0.10011636430891357,1.0,0.011750729480796846
C130,z,0.29007948577902426,0.3003490929267407,1.0,0.009752498910863005
C138,z,0.2280587935607986,0.07472095990923222,0.9999999999999998,0.019679593581109444
C139,z,0.6341605914207691,0.8966515189108151,0.9999999999999999,0.009234919418888994
C140,z,1.4513353483710436,2.440884690368332,1.0000000000000002,0.00784301040770707
C141,z,0.49433886560898854,0.7003002195293,1.0000000000000002,0.012570373006622509
C150,z,0.01143810150131804,0.017398929427593357,1.0,0.009135125142247843
C151,z,0.003353935024013108,0.004349732356898284,1.0,0.013932491936341013
C152,z,0.006562493091683055,0.011309304127935627,1.0,0.009006884160125395
C153,z,0.08792975831335374,0.07693084348469137,1.0,0.012452113767585716
C154,z,0.05508935643469397,0.025002524132524684,1.0,0.01602545752870347
C165,z,0.020022349054427575,0.026303068792764672,1.0000000000000002,0.013375506308908299
C166,z,0.022126682891929438,0.03039465727163937,1.0,0.01575251686184013
C167,z,0.029934873265901468,0.026887581432603946,1.0,0.037952732594868185
C172,z,0.11626225401331816,0.20195835846622323,1.0,0.008780148269390884
C173,z,0.0066635687180979265,0.010423657211160009,1.0,0.02563378416645933
C174,z,0.008774910291273447,0.003581317726194966,0.9999999999999999,0.018184344888775985
C175,z,0.019139164273245454,0.0196972474940732,1.0,0.014938448422214819
C176,z,0.004539727480370417,0.003581317726195188,0.9999999999999999,0.0267442303432319
C177,z,0.029980634897870655,0.016185260479127384,1.0,0.016021902270311954
C178,z,0.07257656322733026,0.1059398867724689,0.9999999999999999,0.015295746643642465
C179,z,0.46437995199644816,0.715899235236197,1.0,0.007706787177111804
C180,z,0.12202117798354335,0.2078417134556716,1.0,0.007550121032362018
C181,z,0.1484858355042894,0.2540287608902645,1.0,0.007245250189395109
C182,z,0.03333440489165755,0.033255010708934996,0.9999999999999999,0.012511083179279445
C183,z,0.0034795274861268125,0.0037885455238027,0.9999999999999996,0.014715120109233943
C186,z,0.05958588943431608,0.03901678870984138,0.9999999999999998,0.021658300523080543
C191,z,0.7204115450879832,0.5699926357187692,1.0,0.02827273250687722
C192,z,0.005195176594326939,0.008303667296353012,1.0,0.01853548165005719
C193,z,0.050285126916510874,0.09549217390805897,1.0,0.00760771149059624
C194,z,0.06084537115833649,0.10519209474676094,1.0,0.008281838393390018
C195,z,0.001482847436087349,0.0,0.9999999999999999,0.06422125823331107
C197,z,0.06118681158038416,0.09485474990701093,0.9999999999999999,0.026236376315289456
C198,z,0.07045622068648263,0.14228212486052172,0.9999999999999998,0.03140647039968645
C199,z,0.09613662898415604,0.14228212486052172,0.9999999999999998,0.02419816491114694
C202,z,0.02061392061055846,0.03919700602207099,1.0,0.016738390448225098
C216,z,0.309847133436374,0.16770730693823488,1.0,0.03717991772474952
C005,robust,0.03984878469181275,0.06851892134689219,0.5815734385261184,0.01169005149837617
C006,robust,0.02048921912740842,0.027733849116599152,0.7387802191202265,0.009085596631487801
C007,robust,0.21171369352039845,0.30983270827248677,0.6833161505150187,0.006500679698269963
C008,robust,0.019145955301080684,0.023561422682318423,0.81259759052872,0.035704313869067014
C009,robust,0.08519445394283665,0.07191537502092027,1.1846486779503476,0.013873752659309162
C010,robust,0.07956101779470919,0.08327043423474956,0.9554533794121562,0.01010563355447934
C014,robust,0.0614817094492426,0.0716283667727482,0.8583430311108808,0.00889130586595654
C015,robust,0.10978674983280258,0.08426065495806223,1.302942042017654,0.021496174499777507
C016,robust,0.011767784524240963,0.018724589990680274,0.6284668732451875,0.02357700475021861
C017,robust,0.029289488958640204,0.028086884986020744,1.042817278356714,0.014702845663609772
C018,robust,0.08578207272738173,0.06350255463332943,1.3508444380339755,0.016227105573856728
C019,robust,0.07872879819418366,0.08536408983496746,0.9222706918844719,0.009606212900740946
C025,robust,0.012672922288111517,0.02226688793131737,0.5691375609919708,0.0047040635787169525
C028,robust,0.7615960780051773,1.2800157144786333,0.5949896312916635,0.0060157249175663416
C029,robust,0.14429508156326754,0.12190625852177206,1.1836560592785061,0.04303976867855547
C030,robust,0.014583549045465282,0.017092916744568365,0.8531925395412409,0.010933601978512035
C031,robust,0.016741685090132286,0.012534805612683386,1.335615852964816,0.028045880135540824
C034,robust,0.037284279749956406,0.040838051376338,0.9129789128861157,0.009033157370997668
C035,robust,0.022440372936725277,0.032149104274989404,0.6980092740618874,0.00609396210542679
C036,robust,0.08106373210370986,0.06516710326011377,1.243936404233665,0.015617719518432492
C037,robust,0.03524559212033441,0.06495331971717688,0.54262957265006,0.0052195297435538865
C038,robust,0.06667316779557458,0.11134854808658912,0.5987789597734748,0.004913034107530159
C044,robust,0.0027566715524311703,0.0045120825468896175,0.6109532624422992,0.025824585141744814
C045,robust,0.05123046651328344,0.08234550648073446,0.622140402102807,0.005294616424985321
C046,robust,0.09086772104379237,0.1660162255862191,0.5473424101947253,0.004888362149794928
C047,robust,0.01763511152884008,0.022376099970316643,0.7881226644604827,0.012613789332068564
C050,robust,0.013962913344309857,0.024818518596351313,0.5626005956037444,0.0045841688412976275
C051,robust,0.0028702147955079337,0.004596021962287367,0.6244997998398323,0.009528016012321795
C052,robust,0.005496042900605175,0.011030452709489436,0.49826086429589245,0.004438602394637153
C053,robust,0.007585486029215442,0.01286886149440436,0.589444997330476,0.005380398603837977
C055,robust,0.1609734771935171,0.3168596004041184,0.5080277731468882,0.013507676575359546
C056,robust,0.06232872143587146,0.111750054048262,0.5577511524867208,0.004357863463955277
C057,robust,0.015076335717268269,0.023314759477695013,0.6466434162313208,0.00629787561648209
C061,robust,0.03075033806709734,0.0471176675875864,0.6526286134587616,0.006136567882340403
C062,robust,0.01755466001729924,0.024501187145544945,0.7164820183209453,0.006953860196818076
C063,robust,0.1014190606982919,0.1313733811294584,0.771990945398225,0.008311667247622752
C064,robust,0.028212421737601027,0.03768908475025479,0.7485568281784902,0.00811187067904931
C065,robust,0.011464855880754864,0.020459788864423567,0.5603604199792349,0.008414246090576531
C086,robust,0.014883181808304963,0.014702229472390749,1.0123078160529344,0.01302091524662181
C087,robust,0.017775488240166185,0.009801486314927277,1.8135502789097218,0.03510635500188841
C091,robust,0.0044590432861426905,0.008660361879871181,0.5148795567661678,0.006180866563132678
C092,robust,0.03037882287546963,0.04588331175705174,0.6620887140039702,0.005482302115680967
C093,robust,0.4325199058230057,0.3107440035245048,1.3918849629189958,0.017571354713617936
C095,robust,1.0307349676077713,1.0864974557182592,0.9486768350749386,0.03051691688485711
C099,robust,0.36830990892233345,0.5676876026382836,0.6487897696032856,0.022944496510938592
C100,robust,0.3365826337357742,0.42118757615098446,0.7991276400211729,0.03167473411561561
C103,robust,1.4907683025868415,1.5384121074154393,0.969030531806825,0.024321162994445103
C104,robust,0.9424886408022323,1.5384121074154393,0.6126373006681743,0.009093153871777072
C105,robust,0.05773938248265807,0.08862886507792411,0.6514737882730706,0.005468419946217272
C106,robust,0.012430240348997975,0.01688168858627115,0.7363149891952593,0.010123906568596361
C109,robust,0.0860459761721207,0.07536179396831888,1.1417718666343493,0.01501596119879089
C110,robust,0.05470684249601117,0.025120597989439775,2.177768320603231,0.03606576463870183
C118,robust,1.7868448715649083,2.9631230707789964,0.6030275587220724,0.01237446086404269
C125,robust,0.1460158289090583,0.19816386235071803,0.736843878479891,0.007472898076098706
C129,robust,0.11046413452974904,0.10011636430891357,1.1033574310480048,0.012965254692872068
C130,robust,0.29007948577902426,0.3003490929267407,0.9658077637337117,0.009419039163916058
C138,robust,0.2280587935607986,0.07472095990923222,3.052139504602651,0.06006486500342889
C139,robust,0.6341605914207691,0.8966515189108151,0.7072542431992974,0.00653143594461283
