id,group,source,x_name,x_unit,y_name,y_unit,hour_factor,n_raw,missing_rows,duplicate_timestamps,conflicting_duplicates,was_sorted,n_clean,x_start,x_end,duration_h,median_dt_h,dt_min_h,dt_max_h,y_min,y_max,reasons,eligible
C023,图片116,图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,Times,(h),Normalized MPPT,,1.0,52,0,0,False,True,52,0.489345608014986,1007.5816733289528,1007.0923277209378,18.64985792075811,18.649857920757995,74.59943168303244,0.7977624405037714,0.9246505351593184,pce_axis_unconfirmed,False
C024,图片12,图片12/accepted/samples_test__unknown__unknown__图片12__Control__Series_1.csv,Time,(h),Normalized PCE,,1.0,8,0,0,False,True,8,2.884146323021099,221.5473689828351,218.663222659814,31.237603237116275,31.23760323711622,31.23760323711636,0.9112130208843316,0.9940302181025646,,True
C025,图片12,图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,Time,(h),Normalized PCE,,1.0,51,0,0,False,True,51,-9.610894971825417,1552.269266883989,1561.8801618558145,31.237603237116275,31.23760323711599,31.237603237116446,0.9315266730322,1.0002805726096011,,True
C026,图片120,图片120/accepted/samples_test__unknown__unknown__图片120__Series_1__Series_1.csv,Impact cycles,,Normalized PCE,,,40,0,0,False,True,40,0.5427690784540484,48.45309986044446,,,,,0.8995544351961344,1.0064670527620452,cycle_axis_not_hours,False
C027,图片120,图片120/accepted/samples_test__unknown__unknown__图片120__Series_2__Series_2.csv,Impact cycles,,Normalized PCE,,,40,0,0,False,True,40,0.4199220764489464,48.33025285843936,,,,,0.5039777502022648,1.0011214218837496,cycle_axis_not_hours,False
C028,图片121,图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,Time,hours,PCE,%,1.0,50,0,0,False,True,50,3.535423831538054,859.4568726985558,855.9214488670177,17.467784670755464,17.46778467075535,17.467784670755577,17.104731940533462,21.61526350583913,,True
C029,图片121,图片121/accepted/samples_test__unknown__unknown__图片121__Poly-2PACz__Series_2.csv,Time,hours,PCE,%,1.0,85,0,0,False,True,85,14.016094633991344,1481.31000697745,1467.2939123434587,17.467784670755464,17.467784670755236,17.46778467075569,24.175294934796405,25.028638744448827,,True
C030,图片122,图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,Time,( h ),PCE,( % ),1.0,53,0,0,False,True,53,10.657576324123909,1008.5204041782564,997.8628278541325,19.189669766425595,19.18966976642558,19.189669766425823,0.9385309555869696,1.0069026225652429,,True
C031,图片122,图片122/accepted/samples_test__unknown__unknown__图片122__Pristine__Series_1.csv,Time,( h ),PCE,( % ),1.0,39,0,0,False,True,39,6.819642370838778,736.0270934950127,729.2074511241739,19.189669766425595,19.18966976642554,19.189669766425823,0.4416968422115184,0.9795539557739336,,True
C032,图片125,图片125/accepted/samples_test__unknown__unknown__图片125__Series_1__Series_1.csv,,,,,,58,0,0,False,True,58,-0.9913236590166504,236.7125480825827,,,,,17.53187542384437,21.532781206644817,time_unit_unknown;pce_axis_unconfirmed,False
C033,图片125,图片125/accepted/samples_test__unknown__unknown__图片125__Series_2__Series_2.csv,,,,,,58,0,0,False,True,58,-0.1572749862391091,237.5465967553603,,,,,21.642395063707845,22.46449899168054,time_unit_unknown;pce_axis_unconfirmed,False
C034,图片127,图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,Time,(h),Normal. PCE,,1.0,37,0,0,False,True,37,-4.991519542108733,2113.1616469400055,2118.153166482114,58.83758795783653,58.83758795783615,58.83758795783683,0.8012949978805606,0.9994029917913064,,True
C035,图片127,图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,Time,(h),Normal. PCE,,1.0,37,0,0,False,True,37,-4.991519542108733,2113.1616469400055,2118.153166482114,58.83758795783653,58.83758795783615,58.83758795783683,0.8673309958508091,1.0028785706318455,,True
C036,图片127,图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,Time,(h),Normal. PCE,,1.0,37,0,0,False,True,37,0.8922392536749157,2119.0454057357892,2118.153166482114,58.83758795783649,58.83758795783615,58.83758795783683,0.537151005999566,0.9855006764291488,,True
C037,图片132,图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,Time,(h),Normalized PCE,,1.0,43,0,0,False,True,43,-1.7066469765924523,984.5536721357128,986.2603191123052,23.482388550292967,23.48238855029274,23.482388550293194,0.8023489318802772,1.0018484138687491,,True
C038,图片132,图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,Time,(h),Normalized PCE,,1.0,43,0,0,False,True,43,-1.7066469765924523,984.5536721357128,986.2603191123052,23.482388550292967,23.48238855029274,23.482388550293194,0.5007799474790984,0.992569368194867,,True
C039,图片133,图片133/accepted/samples_test__unknown__unknown__图片133__Bare_PVSK_film__Series_2.csv,Heating time,(h),PCE,(%),1.0,28,0,0,False,True,28,0.8667943811706849,39.42068470727212,38.55389032610144,1.427921863929683,1.4279218639296793,1.4279218639296865,7.46032171373427,17.25570337850346,,True
C040,图片133,图片133/accepted/samples_test__unknown__unknown__图片133__PVSKfilm_with_PFI__Series_1.csv,Heating time,(h),PCE,(%),1.0,28,0,0,False,True,28,1.152378753956622,39.70626908005806,38.55389032610144,1.427921863929683,1.4279218639296793,1.4279218639296865,18.87032672983904,19.946742297396092,,True
C041,图片134,图片134/accepted/samples_test__unknown__unknown__图片134__Series_1__Series_1.csv,,,,,,47,0,3,True,True,44,4.2092142886893384,1172.71664021024,,,,,0.9471009776834244,1.0824536559324494,time_unit_unknown;pce_axis_unconfirmed;conflicting_duplicate_timestamps,False
C042,图片134,图片134/accepted/samples_test__unknown__unknown__图片134__Series_2__Series_2.csv,,,,,,39,0,0,False,True,39,25.94888732909027,1058.583356748135,,,,,0.107220256240756,0.9679244666448128,time_unit_unknown;pce_axis_unconfirmed,False
C043,图片134,图片134/accepted/samples_test__unknown__unknown__图片134__Series_3__Series_3.csv,,,,,,39,0,0,False,True,39,39.53618297934088,1072.1706523983858,,,,,0.8499246958636115,1.0130420260611546,time_unit_unknown;pce_axis_unconfirmed,False
C044,图片135,图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,Time,h,Normalized PCE,,1.0,57,0,0,False,True,57,5.147157694138514,1016.2044307313108,1011.0572730371723,18.054594161378077,18.05459416137785,18.054594161378418,0.9827340021943828,0.9962702498350516,,True
C045,图片135,图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,Time,h,Normalized PCE,,1.0,57,0,0,False,True,57,10.563535942551937,1021.6208089797242,1011.0572730371723,18.054594161378077,18.05459416137785,18.054594161378418,0.6759123890058928,1.0007823323819411,,True
C046,图片136,图片136/accepted/samples_test__unknown__unknown__图片136__Control__Series_2.csv,Time,(h),Normalized PCE,,1.0,15,0,0,False,True,15,8.590762512351716,661.3910068944253,652.8002443820736,46.62858888443384,46.628588884433725,46.62858888443384,0.4879642923996781,1.0625247948632892,,True
C047,图片136,图片136/accepted/samples_test__unknown__unknown__图片136__Target__Series_1.csv,Time,(h),Normalized PCE,,1.0,30,0,0,False,True,30,-5.397814152978526,1346.8312634956026,1352.229077648581,46.62858888443384,46.62858888443361,46.62858888443395,0.9672459175703284,1.022103452981427,,True
C048,图片140,图片140/accepted/samples_test__unknown__unknown__图片140__Series_1__Series_1.csv,Time,(h),Normalized PCE,,1.0,37,0,0,False,True,37,-4673945.075648515,37814849.389512666,42488794.46516118,1180244.2906989232,1180244.290698912,1180244.2906989306,0.9238001647276356,0.999507039437824,extreme_log_duration_above_median_plus_5_scaled_MAD,False
C049,图片140,图片140/accepted/samples_test__unknown__unknown__图片140__Series_2__Series_2.csv,Time,(h),Normalized PCE,,1.0,36,0,0,False,True,36,-5264067.220997976,36044482.953464285,41308550.17446226,1180244.2906989232,1180244.2906989157,1180244.2906989232,0.8329519150754094,0.982202610932638,extreme_log_duration_above_median_plus_5_scaled_MAD,False
C050,图片141,图片141/accepted/samples_test__unknown__unknown__图片141__Cell1__Series_1.csv,Time,(hours),Norm. PCE,,1.0,39,0,0,False,True,39,-23.685421990936447,2388.174500289033,2411.8599222799694,63.46999795473607,63.46999795473539,63.46999795473653,0.7475039820033951,1.004881211891483,,True
C051,图片141,图片141/accepted/samples_test__unknown__unknown__图片141__Cell2__Series_2.csv,Time,(hours),Norm. PCE,,1.0,38,0,0,False,True,38,-4.644422604515626,2343.7455017207176,2348.389924325233,63.46999795473607,63.46999795473562,63.46999795473653,0.9864971240423336,1.0122348470311426,,True
C052,图片141,图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,Time,(hours),Norm. PCE,,1.0,39,0,0,False,True,39,-23.685421990936447,2388.174500289033,2411.8599222799694,63.46999795473607,63.46999795473539,63.46999795473653,0.9092839550759074,1.004881211891483,,True
C053,图片141,图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,Time,(hours),Norm. PCE,,1.0,38,0,0,False,True,38,-17.33842219546284,2331.05150212977,2348.389924325233,63.46999795473607,63.46999795473562,63.46999795473653,0.8283939685396513,1.001204394321653,,True
C054,图片15,图片15/accepted/samples_test__unknown__unknown__图片15__Series_1__Series_1.csv,Time (h),h,Norm.PCE,,1.0,30,0,0,False,True,30,1.3682383510497331,141.47682246198443,140.1085841109347,4.831330486583951,4.831330486583923,4.83133048658398,0.0739935537819,0.9482433862618316,,True
C055,图片157,图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,Time,(h),PCE,(%),1.0,74,0,0,False,True,74,5.3787571758462605,992.0706942830478,986.6919371072015,13.516327905578123,13.51632790557801,13.51632790557835,23.290057561059182,24.240636362271538,,True
C056,图片159,图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,Time,(hours),Normalized PCE,,1.0,35,0,0,False,True,35,4.594860112949775,483.59810507257464,479.00324495962485,14.08833073410662,14.088330734106535,14.088330734106648,0.7893093046607151,1.001554011630076,,True
C057,图片159,图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,Time,(hours),Normalized PCE,,1.0,35,0,0,False,True,35,4.594860112949775,483.59810507257464,479.00324495962485,14.08833073410662,14.088330734106535,14.088330734106648,0.9501007493344736,1.0031619260768136,,True
C058,图片16,图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,Time,(h),Maximum output power,(Norm.),1.0,45,0,0,False,True,45,1.00533184798536,630.5673563733723,629.562024525387,14.308227830122405,14.308227830122377,14.308227830122519,0.4969494785909033,0.910939232475203,pce_axis_unconfirmed,False
C059,图片16,图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,Time,(h),Maximum output power,(Norm.),1.0,46,0,0,False,True,46,-1.856313718039118,642.0139386374702,643.8702523555094,14.308227830122405,14.308227830122377,14.308227830122519,0.3608432581357911,0.6557400691218677,pce_axis_unconfirmed,False
C060,图片16,图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,Time,(h),Maximum output power,(Norm.),1.0,50,0,0,False,True,50,1.00533184798536,702.1084955239844,701.1031636759991,14.308227830122405,14.308227830122377,14.308227830122519,0.854228307285573,1.013018897816537,pce_axis_unconfirmed,False
C061,图片160,图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,Time,hour,Normalized PCE,,1.0,34,0,0,False,True,34,9.31415078713087,984.9339707348988,975.619819947768,29.564236968114187,29.564236968114074,29.5642369681143,0.735572056842688,1.0145086489612,,True
C062,图片160,图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,Time,hour,Normalized PCE,,1.0,34,0,0,False,True,34,-2.5115440001147817,973.1082759476532,975.619819947768,29.564236968114187,29.564236968114074,29.5642369681143,0.9202733137860268,1.0032004087401791,,True
C063,图片162,图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,Time,(h),Normal. PCE,,1.0,76,0,0,False,True,76,6.693371039119853,1483.1288503813762,1476.4354793422563,19.685806391230074,19.68580639122979,19.68580639123047,0.1988447979336783,0.9655484648531408,,True
C064,图片162,图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,Time,(h),Normal. PCE,,1.0,75,0,0,False,True,75,10.630532317365862,1467.380205268392,1456.7496729510262,19.685806391230074,19.68580639122979,19.68580639123047,0.853558041595242,1.0215436764820904,,True
C065,图片162,图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,Time,(h),Normal. PCE,,1.0,75,0,0,False,True,75,12.599112956488852,1469.348785907515,1456.7496729510262,19.685806391230074,19.68580639122979,19.685806391230358,0.9870850847104292,1.038772972367921,,True
C066,图片163,图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,Time,(h),SPO,(Normalized),1.0,38,0,0,False,True,38,2.2435439036845537,583.2038046511099,580.9602607474253,15.701628668849338,15.701628668849253,15.701628668849395,0.4960152130926515,0.9769892325280488,pce_axis_unconfirmed,False
C067,图片163,图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,Time,(h),SPO,(Normalized),1.0,91,0,0,False,True,91,6.954032504339352,1420.1006127007795,1413.14658019644,15.701628668849366,15.701628668848798,15.701628668849708,0.8774773664379666,0.9894282157893092,pce_axis_unconfirmed,False
C068,图片165,图片165/accepted/samples_test__unknown__unknown__图片165__Series_1__Series_1.csv,,,PCE,(a.u.),,32,0,0,False,True,32,-0.964454752338554,1443.2180271663003,,,,,0.5939464387408394,1.0182061578729948,time_unit_unknown,False
C069,图片166,图片166/accepted/samples_test__unknown__unknown__图片166__Series_1__Series_1.csv,,,PCE,(%),,32,0,0,False,True,32,2.7073978503332228,964.762491678819,,,,,13.152514943381044,14.9129739108633,time_unit_unknown,False
C070,图片168,图片168/accepted/samples_test__unknown__unknown__图片168__Series_1__Series_1.csv,,,,,,31,0,0,False,True,31,-1.1556668929052876,940.1425197327262,,,,,5.77356724428944,11.40460126490096,time_unit_unknown;pce_axis_unconfirmed,False
C071,图片17,图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,Time,(h),Stabilized output power,(Norm.),1.0,50,0,0,False,True,50,13.195846694149822,1144.3429396772715,1131.1470929831216,23.084634550675958,23.084634550675673,23.084634550676242,0.972829842612897,1.0592242921721722,pce_axis_unconfirmed,False
C072,图片17,图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,Time,(h),Stabilized output power,(Norm.),1.0,51,0,0,False,True,51,10.887383239082226,1165.11911077288,1154.2317275337978,23.084634550675958,23.084634550675673,23.084634550676242,0.7597235337000181,1.0189068823778438,pce_axis_unconfirmed,False
C073,图片171,图片171/accepted/samples_test__unknown__unknown__图片171__Series_1__Series_1.csv,,,,,,25,0,0,False,True,25,0.4276531921309896,75.57322836493739,,,,,0.4697458041933409,1.0014842123194216,time_unit_unknown;pce_axis_unconfirmed,False
C074,图片171,图片171/accepted/samples_test__unknown__unknown__图片171__Series_2__Series_2.csv,,,,,,101,0,0,False,True,101,0.1145466289109649,313.22110984893766,,,,,0.8577711290421025,1.0086698664832876,time_unit_unknown;pce_axis_unconfirmed,False
C075,图片172,图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,Time (h),(h),PCE (Norm.),(Norm.),1.0,42,0,0,False,True,42,1.132740867468499,162.03470509867685,160.90196423120835,3.924438151980695,3.924438151980638,3.924438151980752,0.6823927474173755,0.9733975321245636,,True
C076,图片172,图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,Time (h),(h),PCE (Norm.),(Norm.),1.0,43,0,0,False,True,43,2.3100723130627117,167.13647469625175,164.82640238318905,3.924438151980695,3.9244381519806666,3.9244381519807234,0.8576214349829941,0.9921720343637368,,True
C077,图片172,图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,Time (h),(h),PCE (Norm.),(Norm.),1.0,66,0,0,False,True,66,1.5251846826665698,256.6136645614115,255.08847987874492,3.924438151980695,3.924438151980638,3.9244381519807234,0.923332192820101,1.0046883691898525,,True
C078,图片175,图片175/accepted/samples_test__unknown__unknown__图片175__Series_1__Series_1.csv,,,Normalized PCE,,,43,0,0,False,True,43,-2.9453016719780862,1177.4330128252627,,,,,0.6366144645079682,0.9999415045241564,time_unit_unknown,False
C079,图片175,图片175/accepted/samples_test__unknown__unknown__图片175__Series_2__Series_2.csv,,,Normalized PCE,,,15,0,0,False,True,15,-2.9453016719780862,390.5141364937688,,,,,0.0504925414629851,0.9999415045241564,time_unit_unknown,False
C080,图片180,图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,Time,(h),Normalized PCE,,1.0,30,0,0,False,True,30,0.6751644366064369,199.06012913297616,198.3849646963697,6.840860851598961,6.8408608515989044,6.8408608515989755,0.7108457228836818,1.0031191577097762,,True
C081,图片180,图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,Time,(h),Normalized PCE,,1.0,59,0,0,False,True,59,2.043336606926232,398.8132659996657,396.76992939273947,6.840860851598961,6.8408608515989044,6.840860851599018,0.9088374045400684,1.0078332453682617,,True
C082,图片181,图片181/accepted/samples_test__unknown__unknown__图片181__SnO2-SSSO__Series_2.csv,UV Exposure Time,(hours),Normalized PCE,,1.0,36,0,0,False,True,36,0.0180913696998974,27.766872132758643,27.748780763058747,0.7928223075159639,0.7928223075159622,0.7928223075159693,0.8126054097631668,1.0031863875530311,,True
C083,图片181,图片181/accepted/samples_test__unknown__unknown__图片181__SnO2__Series_1.csv,UV Exposure Time,(hours),Normalized PCE,,1.0,36,0,0,False,True,36,-0.0611908610516991,27.687589902007048,27.748780763058747,0.7928223075159639,0.7928223075159586,0.7928223075159693,0.4293258877635507,1.0010688211331438,,True
C084,图片183,图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,Time,h,Normalized PCE,,1.0,34,0,0,False,True,34,-1.4037927799667145,157.05574934240116,158.45954212236788,4.801804306738418,4.801804306738376,4.801804306738461,0.4982859868548663,0.988498759592244,,True
C085,图片183,图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,Time,h,Normalized PCE,,1.0,34,0,0,False,True,34,-0.4434319186190265,158.01611020374884,158.45954212236785,4.801804306738418,4.801804306738376,4.801804306738461,0.7634830606308247,1.0005531720366057,,True
C086,图片184,图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,Time,( h),PCE,( %),1.0,48,0,0,False,True,48,9.467125631692284,1000.1511254084596,990.6839997767673,20.639249995349303,20.639249995349132,41.27849999069883,0.9351683769252296,1.0086795242871829,,True
C087,图片184,图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,Time,( h),PCE,( %),1.0,37,0,0,False,True,37,5.339275632622417,748.3522754651981,743.0129998325757,20.639249995349303,20.63924999534919,20.639249995349473,0.4156896022340947,0.9792750653424016,,True
C088,图片186,图片186/accepted/samples_test__unknown__unknown__图片186__Series_1__Series_1.csv,Time,(h),PCE,(Nor.),1.0,37,0,0,False,True,37,-0.2246939333197382,70.52990231854831,70.75459625186805,1.9654054514407795,1.9654054514407733,1.9654054514407875,0.8364326585990584,1.0012655939788877,,True
C089,图片186,图片186/accepted/samples_test__unknown__unknown__图片186__Series_2__Series_2.csv,Time,(h),PCE,(Nor.),1.0,37,0,0,False,True,37,-0.2246939333197382,70.52990231854831,70.75459625186805,1.9654054514407795,1.9654054514407733,1.9654054514407875,0.5246834112502505,1.0012655939788877,,True
C090,图片186,图片186/accepted/samples_test__unknown__unknown__图片186__Series_3__Series_3.csv,Time,(h),PCE,(Nor.),1.0,37,0,0,False,True,37,0.758008792400652,71.5126050442687,70.75459625186804,1.9654054514407786,1.9654054514407733,1.9654054514407875,0.8077660611416967,1.0012655939788877,,True
C091,图片19,图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,Time,(h),Normalized PCE,,1.0,31,0,0,False,True,31,13.075490699536488,1001.3316781661648,988.2561874666283,32.94187291555431,32.941872915554086,32.94187291555437,0.9816149687928072,1.00180362596591,,True
C092,图片19,图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,Time,(h),Normalized PCE,,1.0,31,0,0,False,True,31,-3.395445758240669,984.860741708388,988.2561874666287,32.94187291555431,32.941872915554086,32.94187291555443,0.8421297010513698,0.999968293495628,,True
C093,图片190,图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,Time,(h),PCE,(%),1.0,26,0,0,False,True,26,-9.840442929851548,702.4925430205868,712.3329859504383,28.493319438017522,28.49331943801741,28.493319438017636,17.205646113178055,18.697217330095683,,True
C094,图片190,图片190/accepted/samples_test__unknown__unknown__图片190__Target__Series_2.csv,Time,(h),PCE,(%),1.0,6,0,0,False,True,6,-12.689774873653306,129.77682231643433,142.46659719008764,28.493319438017522,28.493319438017508,28.49331943801755,15.403330892735916,19.00796133362019,,True
