sample,curve_id,csv_path,window_hours,included,reason,duration_hours,first_global_max_time_hours,raw_points,x_name,x_unit,y_name,y_unit,mapping_count,normalized_min_before_smoothing,normalized_max_before_smoothing,smoothed_min,smoothed_max
图片157,图片157_548fcdc46e,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,500,True,included,986.6919371072015,310.87554182829643,74,Time,(h),PCE,(%),1,0.9739110056965321,1.0,0.973911005696532,0.9999543998131274
图片160,图片160_b6622eb275,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,500,True,included,975.619819947768,0.0,34,Time,hour,Normalized PCE,,0,0.8380606385850811,1.0,0.8380624605840891,1.0
图片160,图片160_f7efa7734d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,500,True,included,975.6198199477681,0.0,34,Time,hour,Normalized PCE,,0,0.9411935037388499,1.0,0.9411935037388123,0.9999999999999601
图片162,图片162_9f1f502e03,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,500,True,included,1476.4354793422563,0.0,76,Time,(h),Normal. PCE,,0,0.5671105639561581,1.0,0.567111056298868,1.0000000000000002
图片162,图片162_222dd75460,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,500,True,included,1456.7496729510262,0.0,75,Time,(h),Normal. PCE,,0,0.8901702704594859,1.0,0.8901702704594505,1.0000210129746128
图片162,图片162_19cb1979e3,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,500,True,included,1456.7496729510262,0.0,75,Time,(h),Normal. PCE,,0,0.958618491837399,1.0,0.9585811988566273,1.0
图片184,图片184_3fb77091e9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,500,True,included,990.6839997767673,0.0,48,Time,( h),PCE,( %),2,0.9416993868127924,1.0,0.9416775949350764,1.0
图片184,图片184_41b30d1245,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,500,True,included,743.0129998325757,0.0,37,Time,( h),PCE,( %),2,0.846563402060609,1.0,0.8465634020606095,1.0000216402209534
图片19,图片19_4fe06180b8,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,500,True,included,988.2561874666285,32.94187291555431,31,Time,(h),Normalized PCE,,2,0.9868492427718917,1.0,0.9868492427718921,1.0000053823292434
图片19,图片19_0cdd22d929,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,500,True,included,988.2561874666285,0.0,31,Time,(h),Normalized PCE,,2,0.8929303566515296,1.0,0.8929152568253295,1.0
图片190,图片190_9183c29363,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,500,True,included,712.3329859504383,0.0,26,Time,(h),PCE,(%),2,0.9203233083960215,1.0,0.9203164616338152,0.9999981790664701
图片197,图片197_b344157f43,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,500,True,included,500.03163787024835,162.17242309305354,38,Time,(h),PCE,(%),2,0.9303998790106974,1.0,0.9303543791033407,0.9999998113676553
图片197,图片197_e0c62dba70,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,500,True,included,513.5460064613361,67.57184295543897,39,Time,(h),PCE,(%),2,0.9275966349727259,1.0,0.927542754994949,0.9999868874677249
图片203,图片203_a0cc51d6e9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__0--Control__Series_1.csv,500,True,included,1571.5181159463548,0.0,46,Time,(d),Normalized PCE,(%),2,0.787851599877352,1.0,0.7878594177474164,0.9999961081742492
图片203,图片203_dac72be995,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,500,True,included,1571.518115946355,0.0,46,Time,(d),Normalized PCE,(%),2,0.9578308756594505,1.0,0.9578308756594125,0.9999999999999998
图片205,图片205_b2366de081,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_1__Series_1.csv,500,True,included,1003.8344196702012,0.0,54,Time,(h),PCE,(Normalized),0,0.6740611372405817,1.0,0.6740314288147533,0.9999299360987889
图片205,图片205_522a9ae83d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_2__Series_2.csv,500,True,included,1003.8344196702012,0.0,54,Time,(h),PCE,(Normalized),0,0.8014739171958392,1.0,0.8014739171958073,0.9998942536668467
图片39,图片39_ee170f3dae,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_1__Series_1.csv,500,True,included,1963.3894378264692,0.0,37,Time,(h),PCE,(%),0,0.9794286011401353,1.0,0.9794288348734541,0.9999999999999601
图片39,图片39_bb4eabe158,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_2__Series_2.csv,500,True,included,1963.3894378264692,0.0,37,Time,(h),PCE,(%),0,0.9634163582519251,1.0,0.9634154617892,0.9999999999999998
图片47,图片47_21e1cba1d1,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1.csv,500,True,included,4794.717909237788,223.0101353133855,44,Duration,(hours),Efficiency,(%),2,0.9656751406041316,1.0,0.9656746392586764,1.000000116980606
图片47,图片47_46ad798915,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2.csv,500,True,included,4348.697638611017,334.5152029700781,40,Duration,(hours),Efficiency,(%),2,0.9562818594779845,1.0,0.9562817887207684,0.9999999999999603
图片48,图片48_18bb53501c,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,500,True,included,1845.3625184336338,90.01768382603092,42,Duration,(hours),Efficiency,(%),3,0.9651254136588612,1.0,0.9651261245782455,0.99999999999996
图片48,图片48_bf7136b28b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2.csv,500,True,included,1305.2564154774484,0.0,30,Duration,(hours),Efficiency,(%),3,0.8909737244162894,1.0,0.8909736908300188,0.9999999999999603
图片48,图片48_5bbb0059b4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__PTAA_BCP__Series_3.csv,500,True,included,720.1414706082476,0.0,17,Duration,(hours),Efficiency,(%),3,0.7353508427839291,1.0,0.7353561757369627,0.9999990624996313
图片50,图片50_c0a214ebf5,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片50/accepted/samples_test__unknown__unknown__图片50__Series_1__Series_1.csv,500,True,included,988.880643929825,21.497405302822287,47,Time,(h),PCE,(%),0,0.911872030280881,1.0,0.9118675477571689,0.9999999999999604
图片58,图片58_d69ce56cdb,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_1__Series_1.csv,500,True,included,2265.7268956153443,0.0,37,Time,(h),Normal. PCE,,0,0.9547195483828169,1.0,0.9547200761417779,0.9999999999999601
图片58,图片58_50448758b7,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_2__Series_2.csv,500,True,included,2328.663753826882,0.0,38,Time,(h),Normal. PCE,,0,0.9887576668270089,1.0,0.9887576668269694,1.0000000000000004
图片58,图片58_b811f75376,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_3__Series_3.csv,500,True,included,2328.663753826882,0.0,38,Time,(h),Normal. PCE,,0,0.9789767365992657,1.0,0.978976736599227,0.999999823960672
图片59,图片59_0e2117ef59,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Control__Series_1.csv,500,True,included,998.2401077705126,0.0,44,Time (h),(h),PCE (Normalized),(Normalized),2,0.6782342950480139,1.0,0.6781952848040596,0.9999498439720592
图片59,图片59_e3475cdbf8,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Target__Series_2.csv,500,True,included,998.2401077705125,0.0,44,Time (h),(h),PCE (Normalized),(Normalized),2,0.8022741695423912,1.0,0.8022741695423591,0.9999718032383121
图片63,图片63_4ff556b346,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-a__Series_2.csv,500,True,included,983.8846344941695,0.0,73,Time,(h),Normalized PCE,,3,0.9135111310657138,1.0,0.9135139977042357,1.000009962093341
图片63,图片63_d58c506a03,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-β__Series_3.csv,500,True,included,997.5496988621439,0.0,74,Time,(h),Normalized PCE,,3,0.9026921245930251,1.0,0.9026639176200254,0.9999922421843023
图片63,图片63_284d7d14ca,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_Y6__Series_1.csv,500,True,included,983.8846344941694,0.0,73,Time,(h),Normalized PCE,,3,0.8445627316460178,1.0,0.8445627711175483,1.000747612186108
图片68,图片68_859b9584f9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_1__Series_1.csv,500,True,included,581.2353740272309,0.0,37,Time,h,Normalized PCE,,0,0.5765074329560472,1.0,0.5764435731761117,1.0
图片68,图片68_fad5e53559,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_2__Series_2.csv,500,True,included,968.7256233787182,0.0,61,Time,h,Normalized PCE,,0,0.963479226695127,1.0,0.9633378073614177,0.9999679511106723
图片70,图片70_784f10c9ac,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_1__Series_1.csv,500,True,included,807.0698056195981,23.059137303417117,36,Time,(h),PCE,(Nor.),0,0.9622863577056551,1.0,0.9622753778225851,1.0000127780849162
图片70,图片70_d6ca5dd41a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,500,True,included,853.1880802264325,46.118274606834206,38,Time,(h),PCE,(Nor.),0,0.87066144994949,1.0,0.8706394959425241,0.9999999999999604
图片70,图片70_d2d5381499,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,500,True,included,853.1880802264325,253.65051033758803,38,Time,(h),PCE,(Nor.),0,0.9795834027117014,1.0,0.9795834027117007,0.9999999999999604
图片71,图片71_38de5c5938,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Control__Series_2.csv,500,True,included,789.0591953981544,0.0,49,Time,(h),Normalized PCE,,2,0.8740090317501512,1.0,0.8740335734432726,0.9999770702842855
图片71,图片71_ce6043959c,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Target__Series_1.csv,500,True,included,772.6204621606928,0.0,29,Time,(h),Normalized PCE,,2,0.7038933281714399,1.0,0.7038933281714118,1.00002984220832
图片74,图片74_def37f6468,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,500,True,included,2036.446689111452,0.0,31,Time,(h),PCE,(%),0,0.9208962854483665,1.0,0.9208962854483665,0.9999996412264759
图片74,图片74_86e6e04cc6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,500,True,included,1968.565132807737,0.0,26,Time,(h),PCE,(%),0,0.9830290378432224,1.0,0.9830287200107388,0.9999997724608356
图片74,图片74_b8f09915be,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,500,True,included,1968.5651328077367,0.0,30,Time,(h),PCE,(%),0,0.9765004602527422,1.0,0.9765004602527427,1.0
图片75,图片75_de69b4039b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2.csv,500,True,included,1000.5514869950623,0.0,54,Storage time,(h),Normalized PCE,,2,0.8817950521880937,1.0,0.8817950521880941,0.9999743920330234
图片75,图片75_dbebd4e570,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,500,True,included,1000.5514869950623,18.878329943303072,54,Storage time,(h),Normalized PCE,,2,0.9888702708624899,1.0,0.9888730361538294,0.9999999999999603
图片78,图片78_9902d223c6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_1__Series_1.csv,500,True,included,519.617852201255,0.0,55,Time,(h),Normalized PCE,,0,0.6131186524562282,1.0,0.6131186524562281,0.9997572075411159
图片78,图片78_98bed66678,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_2__Series_2.csv,500,True,included,519.617852201255,0.0,57,Time,(h),Normalized PCE,,0,0.7319612489421691,1.0,0.7313914190543022,1.0011258556012668
图片87,图片87_cc38dadd38,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_1__Series_1.csv,500,True,included,1033.8789097239076,0.0,41,Time,(h),Normalized PCE,,0,0.9810483864328419,1.0,0.9810483864328029,1.0000136591125088
图片87,图片87_866a403675,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_2__Series_2.csv,500,True,included,1033.8789097239076,0.0,41,Time,(h),Normalized PCE,,0,0.8434131037635917,1.0,0.843409778921012,0.9999906823844973
图片88,图片88_39cf652f1d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_1__Series_1.csv,500,True,included,989.932547533014,0.0,63,Time,(hours),Normalized PCE,,0,0.7716509460473733,1.0,0.7716509460473728,1.0000000000000004
图片88,图片88_e93d200ab7,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_2__Series_2.csv,500,True,included,989.9325475330141,0.0,63,Time,(hours),Normalized PCE,,0,0.9905902732976274,1.0,0.990559311987301,0.9999999999999603
图片88,图片88_2e8315436b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_3__Series_3.csv,500,True,included,989.9325475330141,0.0,65,Time,(hours),Normalized PCE,,0,0.9727572079989304,1.0,0.9727261232635097,0.9999999999999599
图片89,图片89_c444183d0a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2.csv,500,True,included,1002.7522677989434,334.2507559329812,49,Durations (hours),(hours),Efficiency (%),(%),3,0.9871626346918707,1.0,0.9871448801919951,0.9999831364087645
图片89,图片89_83194fd20f,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,500,True,included,1002.7522677989435,104.45336122905661,49,Durations (hours),(hours),Efficiency (%),(%),3,0.9826627219189041,1.0,0.9826548459676896,0.9999999999999604
图片90,图片90_7ad9a3867b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,500,True,included,1781.270435697606,68.5104013729848,27,Damp heat hour,,Normalized efficiency,,0,0.9349371615120133,1.0,0.9349379635068057,0.9999999999999603
