cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,1.0,0.0
0,1,0.944803987550572,0.1094672904877807
0,2,0.887219456253686,0.48335788277049635
0,3,0.9520553640937426,0.2701199741992428
1,0,0.944803987550572,0.1094672904877807
1,1,1.0,0.0
1,2,0.9891047088524801,0.3749171437578678
1,3,0.999424246573643,0.16083080197907346
2,0,0.887219456253686,0.48335788277049635
2,1,0.9891047088524801,0.3749171437578678
2,2,1.0,0.0
2,3,0.9856410922149274,0.21688139863947312
3,0,0.9520553640937426,0.2701199741992428
3,1,0.999424246573643,0.16083080197907346
3,2,0.9856410922149274,0.21688139863947312
3,3,1.0,0.0
