curve_id,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,duration_hours,n_unique_points,n_observed_in_window,first_value,source_sha256,confidence_level,status,review_reason,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps,prior_features_verified,strict_class,key_effect_fraction_of_start,rate_contrast,template_correlation,plot_id,raw_cluster_id,class_label,suggested_shape_name,pce_norm_0h,pce_norm_200h,selection_or_exclusion_reasons
10.1039_d0ta09209f_Fig7_D_stability_performance_curve_4ca92baddd,lab/data_all/x_time_h/10.1039_d0ta09209f/Fig7_D_stability_performance_curve/accepted/10.1039_d0ta09209f__Fig7__D__stability_performance_curve__PNAI-20__Series_4.csv,10.1039/d0ta09209f,Fig7_D_stability_performance_curve,10.1039_d0ta09209f__Fig7__D__stability_performance_curve__PNAI-20__Series_4,Storage Time,(h),Normalized PCE,,1.0,989.706935704866,48,24,0.9068244804076848,a639caf3fb153d20ddbaa30ddcaecd6a31a4ba6ff0e4f74002fa8fe1f91b9f22,high,clear_match,,500,0.0960641924138201,0.9121577587669686,0.9041200790624044,-0.0080376797045642,-0.083669882633687,0.0878171050140608,0.9141502448255332,0.095854784718625,0.9978201274592204,0.0511625336612062,0.5325869335455512,0.005157560427791,0.0536886877222011,0.0929746654418518,0.9678389325477345,0.095854784718625,0.9978201274592204,0.1833333333333333,0.0,0.1833333333333333,0.4,0.5439352107804899,-0.0603071520794726,0.78,True,IFO-Hill,0.0962740317341264,3.9155350999306178,0.9371234187628594,H033,,,,,,unique_points_4_to_9_main_qc
10.1039_d1ra01236c_Fig7_A_stability_performance_curve_pce_67c980f778,lab/data_all/x_time_h/10.1039_d1ra01236c/Fig7_A_stability_performance_curve_pce/accepted/10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__5%__Series_2.csv,10.1039/d1ra01236c,Fig7_A_stability_performance_curve_pce,10.1039_d1ra01236c__Fig7__A__stability_performance_curve_pce__5%__Series_2,Time,h,Normalized PCE,,1.0,987.3246404039568,60,30,0.951493153025603,7143c79e59cd1cbe1efe467421fc90a5f07af0bf443593956e306e46aeb66251,high,clear_match,,500,0.0540413815412496,0.9509268170376172,0.9472251043317016,-0.0037017127059156,-0.0684977437723382,0.049072949451722,0.9080624523683728,0.0527746621576377,0.976560196140711,0.0223071406834579,0.412778875137213,0.000639647083566,0.0118362459530714,0.049712596535288,0.9198986983214444,0.0527746621576377,0.976560196140711,0.1533333333333333,0.0166666666666666,0.1533333333333333,0.4,0.4044558242399565,-0.0260867364195236,0.6766666666666666,True,IFO-Hill,0.0516053902072053,3.466679490595248,0.8909560465277967,H034,0.0,class_01,no_initial_change_stable,0.952124656265794,0.9776872678797616,included
10.1109_jphotov.2016.2642639_Fig7_A_stability_performance_curve_8da5fa4d76,lab/data_all/x_time_h/10.1109_jphotov.2016.2642639/Fig7_A_stability_performance_curve/accepted/10.1109_jphotov.2016.2642639__Fig7__A__stability_performance_curve__Spiro-MeOTADreference__Series_1.csv,10.1109/jphotov.2016.2642639,Fig7_A_stability_performance_curve,10.1109_jphotov.2016.2642639__Fig7__A__stability_performance_curve__Spiro-MeOTADreference__Series_1,Time (hours),(hours),Normalized Efficiency (PCEon %),(PCEon %),1.0,1183.2283932411092,38,16,103.67937520928706,9fb151896363b66b6d7f49cd14436bb717b96ff624268640421b4c333c66ba5e,high,clear_match,,500,0.2015855535722932,0.8474965928385738,0.799395616785611,-0.0481009760529628,-0.2386132101262539,0.1525015627341087,0.7565103750324954,0.2006025387870715,0.9951235851587492,0.0729086007246495,0.3616757224545004,0.0325305519808902,0.1613734288217437,0.185032114714999,0.9178838038542392,0.2006025387870715,0.9951235851587492,0.1133333333333333,0.0,0.1133333333333333,0.4,1.8519975746284425,-0.1308840704983539,0.8866666666666667,True,IFO-Hill,0.1799435703019473,1.9431877931427963,0.9339130420366356,H035,,,,,,unique_points_4_to_9_main_qc
10.1126_science.aba1628_Fig3_A_spectrum_46badded58,lab/data_all/x_time_h/10.1126_science.aba1628/Fig3_A_spectrum/accepted/10.1126_science.aba1628__Fig3__A__spectrum__[BMP]+[BF4]-__Series_2.csv,10.1126/science.aba1628,Fig3_A_spectrum,10.1126_science.aba1628__Fig3__A__spectrum__[BMP]+[BF4]-__Series_2,Time,(h),SPO,(%),1.0,1007.345852424484,81,41,15.148328566859083,74a1e47a020440a4f73b38d07b3f731983c56ed2e1f00fd364c096578a72f84c,high,boundary_candidate,峰后下降速度不足末段1.5倍,500,0.0998016207429944,0.9373112470921678,0.9010962710919114,-0.0362149760002564,-0.3628696180547605,0.0625445532356524,0.6266887528481618,0.0987595292359089,0.9895583709029224,0.0299548378194882,0.3001438012377262,0.0102329809981995,0.1025332146113256,0.072777534233852,0.7292219674594874,0.0987595292359089,0.9895583709029224,0.08,0.0,0.08,0.4,0.7718266389399445,-0.2002039565909063,0.7033333333333334,True,IFO-Hill,0.0667276248201279,0.4675675235389066,0.8821023410390578,H036,0.0,class_01,no_initial_change_stable,0.9267874340735406,0.9698014393573444,included
10.3390_en17071629_Fig10_whole_stability_7d18957fe7,lab/data_all/x_time_h/10.3390_en17071629/Fig10_whole_stability/accepted/10.3390_en17071629__Fig10__whole__stability__PSCs_without_PVA__Series_2.csv,10.3390/en17071629,Fig10_whole_stability,10.3390_en17071629__Fig10__whole__stability__PSCs_without_PVA__Series_2,Time,(h),Normalized PCE,,1.0,1198.1447119349286,48,20,1.0246616635884829,c859cc2e53f6b5d686b0d01266d7e54afcdba5a1924dd12129f20c0d47ba32d7,high,clear_match,,500,0.3360021513912579,0.9320632866862608,0.6662826179886382,-0.2657806686976225,-0.791008830143275,0.0679315735479541,0.2021760077031505,0.3337122422455766,0.9931848378464256,0.2009088068502454,0.5979390489565559,0.1329772333022914,0.3957630412534055,0.0,0.0,0.1328034353953311,0.3952457888898696,0.1166666666666666,0.4,0.4,0.4,0.764838680665806,-0.270098558101402,0.8833333333333333,True,IFO-Hill,0.0728830053906203,2.625300599583606,0.909819337953794,H037,,,,,,unique_points_4_to_9_main_qc
10.3390_molecules29122758_Fig5_A_stability_performance_curve_2a0c99b7e4,lab/data_all/x_time_h/10.3390_molecules29122758/Fig5_A_stability_performance_curve/accepted/10.3390_molecules29122758__Fig5__A__stability_performance_curve__3-cation__Series_1.csv,10.3390/molecules29122758,Fig5_A_stability_performance_curve,10.3390_molecules29122758__Fig5__A__stability_performance_curve__3-cation__Series_1,Time,(h),Normalized PCE,,1.0,3550.262342648585,59,9,1.016964581939068,f356d8a7863572939ec99a4c6896d6ff71ff9365ec630391fc290ba292bbd8b1,high,boundary_candidate,峰后下降速度不足末段1.5倍,500,0.0757689391095193,0.9741505199743532,0.9249778757325408,-0.0491726442418122,-0.6489815591945428,0.0258345493628154,0.3409649081330443,0.0750071936046277,0.9899464673275872,0.0215104527603769,0.2838953931938385,0.0031640249527919,0.041758865703776,0.0289985743156074,0.3827237738368203,0.0750071936046277,0.9899464673275872,0.1166666666666666,0.0,0.1166666666666666,0.4,0.2927964276641169,-0.0911655481260393,0.8833333333333333,True,IFO-Hill,0.0265200796315292,0.8327624480649627,0.9297779271822272,H038,,,,,,unique_points_4_to_9_main_qc
10.3390_molecules29122758_Fig5_B_stability_performance_curve_03a344b537,lab/data_all/x_time_h/10.3390_molecules29122758/Fig5_B_stability_performance_curve/accepted/10.3390_molecules29122758__Fig5__B__stability_performance_curve__2-cation__Series_1.csv,10.3390/molecules29122758,Fig5_B_stability_performance_curve,10.3390_molecules29122758__Fig5__B__stability_performance_curve__2-cation__Series_1,Time,(h),Normalized PCE,,1.0,2475.631443522178,59,12,1.0205134617990366,a58432db7c776c511ae1be6ae765a7866b88f0ab9b53b868af39734c92cdb467,high,boundary_candidate,峰后下降速度不足末段1.5倍,500,0.0556480753212473,0.9769718555146272,0.9449770343970004,-0.0319948211176268,-0.5749492850008902,0.0230298917661283,0.4138488462211944,0.0550247128837552,0.9887981312220844,0.0146543589398238,0.2633399062811526,0.0024163192193468,0.0434214338123609,0.0254462109854751,0.4572702800335553,0.0550247128837552,0.9887981312220844,0.1733333333333333,0.0,0.1733333333333333,0.4,0.2136282507083144,-0.0652451856283891,0.8266666666666667,True,IFO-Hill,0.0235727279513053,0.9909019789793564,0.9268912160974928,H039,,,,,,unique_points_4_to_9_main_qc
10.1002_adfm.201807556_Fig6_A_stability_performance_curve_ff_a873869506,lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2.csv,10.1002/adfm.201807556,Fig6_A_stability_performance_curve_ff,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2,Time,(days),PCE,(%),24.0,718.618269705822,56,39,13.656828618271105,f485cd67af85b82d285e3cc58dd09d79f9cd6f674c21dd1c807dd960b2ba9a69,high,clear_match,,500,0.1324858626722322,0.9968420799132628,0.8686496541655959,-0.1281924257476668,-0.9675932447585952,0.0030938096485912,0.0233519983656318,0.1312862353962581,0.990945243124227,0.1126766838896008,0.8504808106836349,0.1096036282112573,0.8272854627698264,0.0038780173763718,0.0292711788122328,0.0224668149127813,0.1695789608010015,0.0,0.3966666666666666,0.7033333333333334,0.4,-0.5542885044402481,-0.0644276168974053,0.6033333333333334,True,IFO-Slope,0.1099508441906808,8.603274979468788,0.9910500739284072,S001,0.0,class_01,no_initial_change_stable,1.0,0.8867599790303697,included
10.1002_adfm.201807556_Fig6_A_stability_performance_curve_ff_19edb14ce4,lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1.csv,10.1002/adfm.201807556,Fig6_A_stability_performance_curve_ff,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1,Time,(days),PCE,(%),24.0,718.6182697058221,56,39,14.786920046362956,4bfca5969bbcf20be3d51966175a6a924e0a7b750c7818a2784e7458a197e832,high,clear_match,,500,0.0663495195656782,0.9988921381332774,0.9339274071208984,-0.0649647310123789,-0.9791288834890736,0.0011078618667226,0.0166973607943908,0.0660725928791016,0.9958262442834644,0.0392744271561993,0.5919323517832296,0.0381665652894767,0.5752349909888387,0.0,0.0,0.0267981657229022,0.4038938925002348,0.0,0.4,0.4,0.4,-0.1329699331615688,-0.0211552098382175,0.6166666666666667,True,IFO-Slope,0.038208895467735,6.285446194031798,0.9087680825350738,S002,0.0,class_01,no_initial_change_stable,1.0,0.961090091495289,included
10.1002_adfm.201807556_Fig6_A_stability_performance_curve_ff_17a0103a99,lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3.csv,10.1002/adfm.201807556,Fig6_A_stability_performance_curve_ff,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3,Time,(days),PCE,(%),24.0,718.618269705822,56,39,20.28327381026425,7968868979c3a3a3cd1cebd28b138d06f0e5e74afe9d6b735f5ed64617b0a82e,high,clear_match,,500,0.0865688833851412,0.9998257414121168,0.9134491493927318,-0.0863765920193848,-0.997778747302297,0.0001680092755785,0.0019407582610384,0.0865446012949634,0.9997195055633354,0.0493850910537625,0.5704716189309085,0.0492170817781839,0.56853086066987,0.0,0.0,0.0371595102412009,0.429247886632427,0.0133333333333333,0.4,0.4,0.4,-0.0823676154376922,-0.0177274504113179,0.73,True,IFO-Slope,0.0492256597721434,4.646331735617511,0.8893668663456904,S003,0.0,class_01,no_initial_change_stable,0.9995128780471454,0.950640948621369,included
10.1002_adfm.201807604_Fig5_A_stability_48c4a0614d,lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,10.1002/adfm.201807604,Fig5_A_stability,10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1,Time,(day),Normalized PCE,,24.0,715.8588594181259,61,42,1.0015454534902426,ce708653eef6be204f051b7c4129af03d534f57e3487e71d682f7d8a98f7915a,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.3778663546938559,0.9978810572149772,0.6251664849767306,-0.3727145722382465,-0.9863661255054496,0.0020678928890669,0.005472550978354,0.3747824651273135,0.9918386764838036,0.1634654747417629,0.4326012959640223,0.161397581852696,0.4271287449856683,0.0,0.0,0.2113169903855505,0.5592373805197812,0.0,0.4,0.4,0.4,-0.370149433720554,-0.336486568514556,1.0,True,IFO-Slope,0.1617403002950536,1.1000422256216795,0.8393996964946402,S004,0.0,class_01,no_initial_change_stable,1.0,0.8367591170220822,included
10.1002_adfm.201807604_Fig5_A_stability_d0320f7c16,lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,10.1002/adfm.201807604,Fig5_A_stability,10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2,Time,(day),Normalized PCE,,24.0,715.8588594181258,61,42,1.0038295639006198,a35e53467ded1e415e5adf3bfc07b7b7c306186122078719c9b522db5253f321,high,clear_match,,500,0.0862383196358944,0.9993888405098575,0.9145499990061492,-0.0848388415037082,-0.9837719689101674,0.0006111594901424,0.0070868668675691,0.0854500009938507,0.9908588357777364,0.0364404683142056,0.4225554077127248,0.0359473083116835,0.416836836147274,0.0001819746884574,0.0021101372246792,0.0490735078804821,0.5690452699875727,0.0,0.39,0.4266666666666667,0.4,-0.1453904603661332,-0.0955140368040534,0.85,True,IFO-Slope,0.0359692912854063,1.52218946273207,0.8494771034127129,S005,0.0,class_01,no_initial_change_stable,1.0,0.963339241032981,included
10.1002_adfm.201807850_Fig7_E_stability_performance_curve_85f043c419,lab/data_all/x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,10.1002/adfm.201807850,Fig7_E_stability_performance_curve,10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1,Time,Day,Normalized PCE,,24.0,646.334444863452,24,22,1.000937061897242,1a30aab7f81954a3df8ca55507a3a99a405dee96f4a753a111c172251f942e62,high,clear_match,,500,0.5483398791680307,0.9939504298322036,0.4591039832362742,-0.5348464465959294,-0.9753922100421106,0.0060495701677959,0.0110325190591183,0.5408960167637253,0.986424729101229,0.3068330443144517,0.5595672610571284,0.3007834741466557,0.54853474199801,0.0,0.0,0.2340629724492736,0.4268574680441006,0.0,0.4,0.4,0.4,-0.7274180743326185,-0.4146474330405202,1.0,True,IFO-Slope,0.3026141597397702,1.7543050224587635,0.9201696343842128,S006,,,,,,unique_points_4_to_9_main_qc
10.1002_adfm.201900221_Fig5_D_stability_performance_curve_pce_1c51df031b,lab/data_all/x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1.csv,10.1002/adfm.201900221,Fig5_D_stability_performance_curve_pce,10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1,Time (Days),Days,Normalized PCE,,24.0,939.2564445821134,59,31,1.0032418745498537,5f5bcbbc28337e94bef094c89adac00e5fb855b373c9b4e90d4a4d8ac9bebcbe,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.2018044917986959,0.9991155739014757,0.7986384089493104,-0.2004771649521651,-0.9934227091047366,0.0008844260985246,0.004382588765204,0.2013615910506898,0.9978052978699408,0.1054246864526105,0.5224100093756769,0.1045402603540858,0.5180274206104729,0.0,0.0,0.0959369045980793,0.4753952884942637,0.0,0.4,0.4,0.4,-0.1893069044711105,-0.1300132145902633,1.0,True,IFO-Slope,0.1046328003334624,1.4560589480670194,0.8794300274076189,S007,0.0,class_01,no_initial_change_stable,1.0,0.8946938104122639,included
10.1002_adfm.202001418_Fig6_A_stability_performance_curve_pce_09f6299b6a,lab/data_all/x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,10.1002/adfm.202001418,Fig6_A_stability_performance_curve_pce,10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1,Time,/ day,Normalized PCE,,24.0,1413.882577245813,81,29,1.001511536120638,897064bb278823426d9bf735d0b24a747b1e89e62abeaf0fb56e74c37dab38ec,high,clear_match,,500,0.1376975641621795,0.9990836922575028,0.8627050154070104,-0.1363786768504923,-0.990421854448102,0.000899284333524,0.0065308659524642,0.1372779611840163,0.9969527204005664,0.0823062701816395,0.59773221612475,0.0814069858481154,0.5912013501722857,0.0,0.0,0.0549716910023768,0.3992205042758163,0.0,0.4,0.4,0.4,-0.1923909703204966,-0.061279079324776,1.0,True,IFO-Slope,0.0814816481131529,3.139586502284642,0.9059717260413372,S008,0.0,class_01,no_initial_change_stable,1.0,0.9177028964389168,included
10.1002_adfm.202004209_Fig11_C_stability_performance_curve_pce_45e2e9b58c,lab/data_all/x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,10.1002/adfm.202004209,Fig11_C_stability_performance_curve_pce,10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2,Time,(d),PCE,(%),24.0,676.5746013041874,12,9,19.038434204796012,830336623a96b876fcf8f5aa7048a6ebd99e864dfe9dd96af02c3feecbf95aee,high,clear_match,,500,0.4733904703124717,0.9964383150235993,0.5280887050514964,-0.4683496099721027,-0.9893515804468104,0.0035587047727991,0.0075174829152141,0.4719083147449019,0.9968690633620244,0.2691941031636964,0.5686512932674985,0.2656353983908972,0.5611338103522844,0.0,0.0,0.2027142115812055,0.4282177700945259,0.0,0.4,0.4,0.4,-0.4941124713464419,-0.282192869002949,1.0,True,IFO-Slope,0.2665848897877899,1.750974335716748,0.8906381279252513,S009,,,,,,unique_points_4_to_9_main_qc
10.1002_adfm.202008052_Fig7_G_decay_011cba8389,lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv,10.1002/adfm.202008052,Fig7_G_decay,10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2,Time (days),days,Normalized PCE,,24.0,676.785374048932,53,39,1.007825524227444,a4cc29b8471715cb029bcb817586f06fd209753e99999f929afc2dba91275782,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.0630751804645751,0.9989474752411696,0.9373935313170204,-0.0615539439241492,-0.975882169036674,0.0010764789582796,0.0170666013216442,0.0626304228824289,0.9929487703583184,0.0282919132222884,0.4485427233645088,0.0272154342640087,0.4314761220428645,0.0,0.0,0.0343385096601405,0.5444060469938093,0.0,0.4,0.4,0.4,-0.0660983919028251,-0.0607686190781785,0.97,True,IFO-Slope,0.0272441093636462,1.0877060052621883,0.8479463077786804,S010,0.0,class_01,no_initial_change_stable,1.0,0.9717066153094012,included
10.1002_adfm.202008052_Fig7_G_decay_11b7501d31,lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv,10.1002/adfm.202008052,Fig7_G_decay,10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1,Time (days),days,Normalized PCE,,24.0,559.6494439250783,44,39,0.9994251330081956,ac0f2f49828cd0e401f4f36d0dfc327649d8073585682e095625bb90258453ac,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.1708031491862683,0.9986544998194196,0.8302626130021427,-0.1683918868172768,-0.9858827991141896,0.0013455001805809,0.0078774904736309,0.1697373869978578,0.9937602895878206,0.0626789343960356,0.3669659177517946,0.0613334342154546,0.3590884272781637,0.0,0.0,0.1070584526018221,0.6267943718360259,0.0,0.4,0.4,0.4,-0.1563163715606221,-0.181173485245068,1.0,True,IFO-Slope,0.0614160695481222,0.8627993845190848,0.8070351412448237,S011,0.0,class_01,no_initial_change_stable,1.0,0.9371714496311592,included
10.1002_adfm.202101568_Fig6_F_stability_performance_curve_pce_087f899418,lab/data_all/x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv,10.1002/adfm.202101568,Fig6_F_stability_performance_curve_pce,10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2,Time,(days),PCE,(%),24.0,690.2689849015578,45,32,17.13756203656498,1d3389959c9328be1f31b7e9c91f50c93a1bee9a72038577b5383afaea85e1f8,high,clear_match,,500,0.1309971567788406,0.9996358372438068,0.8690011563886699,-0.1306346808551367,-0.997232948159968,0.0003372924570635,0.0025748074642035,0.1309719733122003,0.9998077556241716,0.0652696412160326,0.4982523500584506,0.0660571040477088,0.5042636471815297,0.001182546806318,0.0090272707850788,0.0657601236137459,0.501996571763517,0.0,0.3833333333333333,0.4033333333333333,0.4,-0.2979405993488297,-0.08116638842883,0.82,True,IFO-Slope,0.0660811683481069,3.670738653230531,0.8626394510593429,S012,0.0,class_01,no_initial_change_stable,1.0,0.9335365038728802,included
10.1002_adfm.202204450_Fig1_E_stability_performance_curve_pce_4f2b7529b4,lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,10.1002/adfm.202204450,Fig1_E_stability_performance_curve_pce,10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2,Time,(days),Normalized PCE,(a.u.),24.0,1404.4654389690115,52,19,0.988275940752718,c046db3d3524839e27e9ae0c4598d6c6dca53851490ca2057c583e5c1ee8c4bc,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.1458861705414565,0.9999230636376744,0.8553134160203156,-0.1446096476173588,-0.9912498702285492,7.3427055277131e-05,0.0005033174495197,0.1446830746726359,0.991753187678069,0.0478214266962021,0.3277995886704881,0.047747999640925,0.3272962712209684,0.0,0.0,0.0968616479764338,0.6639535990075809,0.0,0.4,0.4,0.4,-0.0965858534197769,-0.1703670847049683,1.0,True,IFO-Slope,0.0477516734809776,0.5669278991715956,0.7930254721206178,S013,,,,,,unique_points_4_to_9_main_qc
10.1002_adma.201606806_Fig5_A_stability_performance_curve_pce_490ce04227,lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,10.1002/adma.201606806,Fig5_A_stability_performance_curve_pce,10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1,Time,day,Normalized PCE,,24.0,1056.2314141365268,55,26,0.9993588442620444,4696277f17889c761fcc85e2cfb5cba19f0323c2bae36e2d01cbe2c826b4264c,high,clear_match,,500,0.2743402599874962,0.9974944846497024,0.7277252306834466,-0.2697692539662556,-0.9833381873245692,0.0025000280861779,0.0091128735034804,0.2722692820524336,0.9924510608280498,0.125312687779754,0.456778337184143,0.122812659693576,0.4476654636806625,0.0,0.0,0.1469565942726796,0.5356727236439067,0.0,0.4,0.4,0.4,-0.3848810599246889,-0.2492760494898021,1.0,True,IFO-Slope,0.1231211416038105,1.5439953445685295,0.8597045584514168,S014,0.0,class_01,no_initial_change_stable,1.0,0.8746800611694049,included
10.1002_adma.201606806_Fig5_A_stability_performance_curve_pce_378cd30465,lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,10.1002/adma.201606806,Fig5_A_stability_performance_curve_pce,10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2,Time,day,Normalized PCE,,24.0,1036.671573133999,54,26,1.004216217698754,a9797a7f6ce37b333907bcba45bb1bd2df30361769f5e03ddf89598e4d7cad86,high,clear_match,,500,0.155864391748995,0.9992473180395132,0.8451557723000621,-0.1540915457394511,-0.988625715022846,0.0007424438831251,0.0047633964037199,0.1548339896225763,0.9933891114265658,0.0944601432317686,0.6060405598213083,0.0937176993486434,0.6012771634175883,0.0,0.0,0.0603738463908076,0.3873485516052575,0.0,0.4,0.4,0.4,-0.2958053103968767,-0.1287807020754881,1.0,True,IFO-Slope,0.0937882921042151,2.2969692324202637,0.9189387253332068,S015,0.0,class_01,no_initial_change_stable,1.0,0.905260327837212,included
10.1002_adma.201900605_Fig5_F_stability_performance_curve_pce_9270f8db74,lab/data_all/x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv,10.1002/adma.201900605,Fig5_F_stability_performance_curve_pce,10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2,Time,(day),Normalized PCE,,24.0,534.9509867515566,38,35,1.0041416395237504,727196dd0924b919509de4ae41ef83cac43c423b6a29f11c39b355cb600d0fbd,high,boundary_candidate,早期下降速度不足末段1.5倍,500,0.8597585809027147,0.9979330982459564,0.1465473786237252,-0.8513857196222311,-0.9902613809661632,0.0020323105243317,0.0023638153424393,0.8534180301465628,0.9926251963086026,0.3275951923787732,0.3810316054476715,0.3255628818544415,0.3786677901052322,0.0,0.0,0.5258228377677896,0.611593590860931,0.0,0.4,0.4,0.4,-0.3654902838853575,-0.7664179654034695,1.0,True,IFO-Slope,0.326237182058272,0.4768811541271093,0.8080126996962214,S016,2.0,class_02,no_initial_change_moderate_loss,1.0,0.6723182327923612,included
10.1002_adma.201902902_Fig6_D_stability_performance_curve_pce_dffa93fd63,lab/data_all/x_time_day/10.1002_adma.201902902/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adma.201902902__Fig6__D__stability_performance_curve_pce__1TSnO₂__Series_1.csv,10.1002/adma.201902902,Fig6_D_stability_performance_curve_pce,10.1002_adma.201902902__Fig6__D__stability_performance_curve_pce__1TSnO₂__Series_1,Time (day),(day),Normalized PCE,,24.0,809.358275932653,48,30,0.9957529100866792,ad867ced31a199c26fd9dab3f16c2e342d6d9f6b3f5d5b1b28d1c0ca16937e3b,high,boundary_candidate,关键变化幅度不足起始值1%；早期下降速度不足末段1.5倍,500,0.0218918501512248,0.9994185611445404,0.9785311175798372,-0.0208874435647034,-0.9541196116553328,0.0005814888097332,0.026561885163496,0.0214689323744367,0.980681496818829,0.0055930229343782,0.2554842507939107,0.0050115341246449,0.2289223656304146,0.0,0.0,0.0158759094400584,0.7251972460249182,0.03,0.4,0.4,0.4,-0.0085166710478447,-0.0180355156667365,0.7433333333333333,True,IFO-Slope,0.0050144497205512,0.4722166643425825,0.7528410960461291,S017,0.0,class_01,no_initial_change_stable,0.9989916269208376,0.9944166233792484,included
