curve_id,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,duration_hours,n_unique_points,n_observed_in_window,first_value,source_sha256,confidence_level,status,review_reason,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps,prior_features_verified,strict_class,key_effect_fraction_of_start,rate_contrast,template_correlation,plot_id,raw_cluster_id,class_label,suggested_shape_name,pce_norm_0h,pce_norm_200h,selection_or_exclusion_reasons
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_f25d13db2a,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1,Time,(Day),Normalised PCE,,24.0,1060.6247099479856,58,27,0.8972813472035234,606e4264f60a6ae0f7254a57dc4df2d005e8e70e9bf04c0dd4c8c443ec934638,high,clear_match,,500,0.2290747697009117,0.9070623859685066,0.7721632411393572,-0.1348991448291494,-0.5888869603810083,0.0929306592746552,0.4056782831037607,0.2278298041038047,0.994565243484769,0.0440919673338353,0.1924784968305475,0.0011666796187762,0.0050930079305526,0.0940973388934315,0.4107712910343133,0.2278298041038047,0.994565243484769,0.2533333333333333,0.0,0.2533333333333333,0.4,0.1575842996166575,-0.026645678064374,0.6233333333333333,True,IFO-Bridge,0.1024523348252716,5.91406603487233,0.4761774385951497,B001,0.0,class_01,no_initial_change_stable,0.9058490391649788,0.9560177458712436,included
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_040e5db1fe,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3,Time,(Day),Normalised PCE,,24.0,1060.6247099479856,58,27,0.8172879303286129,a762e965bf72f15eb06debe8c90f7e1ea8a4b755cbbaf23e9f278bf1baf46c36,high,boundary_candidate,早期上升速度不足末段下降速度1.5倍,500,0.191032886485612,0.8154623302200136,0.9527468712487328,0.1372845410287193,0.7186434940826756,0.1845366997551137,0.9659944062511588,0.0472521587263944,0.2473509121684831,0.0034574085911694,0.0180984994509303,0.0064961867304982,0.0340055937488412,0.191032886485612,1.0,0.0472521587263944,0.2473509121684831,0.3666666666666666,0.07,0.3666666666666666,0.4,-0.0305727632225491,-0.0246996342558605,0.5133333333333333,True,IFO-Bridge,0.2262970255233314,-1.2377820216222462,0.6787168031149676,B002,0.0,class_01,no_initial_change_stable,0.8168695099720891,0.9969462631128664,included
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_831a5dd1be,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4,Time,(Day),Normalised PCE,,24.0,1042.0172588962664,57,27,0.9205052424252717,01bb247456088bf5a8d268f9527ec908283893894e7068884074225cc4d3069f,high,clear_match,,500,0.12852051117781,0.9266391146034422,0.871703526809664,-0.0549355877937781,-0.4274460729289658,0.0733593548385731,0.5707988099820065,0.1282949426323513,0.9982448829109724,0.0129746005027866,0.1009535395080719,0.0064938213852009,0.0505275097779267,0.079853176223774,0.6213263197599332,0.1282949426323513,0.9982448829109724,0.2366666666666666,0.0,0.2366666666666666,0.4,0.6918125174670053,-0.1022027578764301,0.7133333333333334,True,IFO-Bridge,0.0791671252405177,6.769020052310644,0.4959155821759673,B003,0.0,class_01,no_initial_change_stable,0.919870713992658,0.986526357252369,included
10.1002_smtd.201900476_Fig5_C_stability_performance_curve_pce_c079a8128c,lab/data_all/x_time_day/10.1002_smtd.201900476/Fig5_C_stability_performance_curve_pce/accepted/10.1002_smtd.201900476__Fig5__C__stability_performance_curve_pce__SnO₂__Series_2.csv,10.1002/smtd.201900476,Fig5_C_stability_performance_curve_pce,10.1002_smtd.201900476__Fig5__C__stability_performance_curve_pce__SnO₂__Series_2,Time,(day),PCE,(%),24.0,713.8654173794569,50,35,16.924444755880426,a3a03742fcbe99c2721258a49f9b0866803ae3a336f9abbb6ee4879888aceda8,high,clear_match,,500,0.1813697043737155,0.9453991537664505,0.8215137103486893,-0.1238854434177612,-0.6830547794382076,0.0545990215513629,0.3010371646130089,0.1784844649691241,0.9840919440512164,0.0302134546625113,0.1665849032882359,0.0037402132072346,0.0206220394974445,0.0583392347585975,0.3216592041104535,0.1784844649691241,0.9840919440512164,0.19,0.0,0.19,0.4,0.3729735877130509,-0.2315268606891549,0.81,True,IFO-Bridge,0.057752348660184,1.6109300951210177,0.4563380532996428,B004,0.0,class_01,no_initial_change_stable,0.94152967968908,0.970041388193488,included
10.1016_j.apsusc.2020.147949_Fig8_A_stability_performance_curve_pattern_ecab42bb93,lab/data_all/x_time_day/10.1016_j.apsusc.2020.147949/Fig8_A_stability_performance_curve_pattern/accepted/10.1016_j.apsusc.2020.147949__Fig8__A__stability_performance_curve_pattern__Pristine__Series_1.csv,10.1016/j.apsusc.2020.147949,Fig8_A_stability_performance_curve_pattern,10.1016_j.apsusc.2020.147949__Fig8__A__stability_performance_curve_pattern__Pristine__Series_1,Time,(day),Efficiency,(%),24.0,675.5250866696948,81,60,13.741944145594314,57824147a56a4210a0a73b118a7165e96f38e7446c75f8eff112571096162b16,low_review,boundary_candidate,已有规则扰动稳定性不足；早期上升速度不足末段下降速度1.5倍,500,0.2114496663170499,0.9645921443317182,0.7927634686795112,-0.171828675652207,-0.8126221178072952,0.0353938706869464,0.1673867417405921,0.2072225463391535,0.9800088595478874,0.0099713423510998,0.04715704935731,0.0019292187744986,0.0091237730855815,0.0373230894614451,0.1765105148261737,0.2072225463391535,0.9800088595478874,0.33,0.0,0.33,0.4,0.1059182362912944,-0.4720271519656906,0.6766666666666666,True,IFO-Bridge,0.0366930944803285,0.2243901348687525,0.4822030714814169,B005,0.0,class_01,no_initial_change_stable,0.962618432315944,0.990112694987764,included
10.1016_j.electacta.2016.11.132_Fig6_A_stability_performance_curve_pce_668bafbba6,lab/data_all/x_time_day/10.1016_j.electacta.2016.11.132/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2016.11.132__Fig6__A__stability_performance_curve_pce__MA₀.₈FA₀.₂PbI₃_Perovskite_Device__Series_1.csv,10.1016/j.electacta.2016.11.132,Fig6_A_stability_performance_curve_pce,10.1016_j.electacta.2016.11.132__Fig6__A__stability_performance_curve_pce__MA₀.₈FA₀.₂PbI₃_Perovskite_Device__Series_1,No. of Days,,Normalized PCE,,24.0,505.7646817462478,67,66,1.007405171485677,66062f478879732010f882932c3c269b284f05539d46e57610217a7f4de8a43f,high,boundary_candidate,早期上升速度不足末段下降速度1.5倍,500,0.3410351620990788,0.8892401641220505,0.6652987403960974,-0.2239414237259531,-0.6566520072229176,0.1106436554342692,0.3244347437761407,0.3345850791602224,0.9810867509990584,0.0481786161080205,0.1412716970633764,0.0038753746236704,0.0113635632168175,0.1145190300579397,0.3357983069929582,0.3345850791602224,0.9810867509990584,0.15,0.0,0.15,0.4,0.8403082950603897,-0.5707706571485893,0.82,True,IFO-Bridge,0.1244249415381592,1.4722345736172475,0.5055919158756578,B006,0.0,class_01,no_initial_change_stable,0.8852003749011165,0.9518342051071144,included
10.1016_j.jechem.2020.03.082_Fig4_D_ff_f093ee4867,lab/data_all/x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/accepted/10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1.csv,10.1016/j.jechem.2020.03.082,Fig4_D_ff,10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1,Time,d,Normalized PCE,,24.0,2386.2930164172394,36,8,1.003589155312813,ff13ec98bf08e7a1153cb38659aee0a02d725906ed141f96ff9edfdd98f937e6,high,clear_match,,500,0.0209347204049545,0.9809198619887964,0.9804037615938987,-0.0005161003948974,-0.0246528439317165,0.0190801124920679,0.911409950693792,0.0195962128869654,0.9360627946255085,0.002989777692859,0.142814312062722,0.0018546079128866,0.0885900493062081,0.0209347204049545,1.0,0.0195962128869654,0.9360627946255085,0.2066666666666666,0.0,0.2066666666666666,0.4,0.1856733062366473,-0.0257024545176377,0.7933333333333333,True,IFO-Bridge,0.0194512449298186,7.223952331448847,0.8161400281002188,B007,,,,,,unique_points_lt_4
10.1016_j.matt.2019.04.001_Fig5_E_stability_performance_curve_pce_b64cf833f1,lab/data_all/x_time_day/10.1016_j.matt.2019.04.001/Fig5_E_stability_performance_curve_pce/accepted/10.1016_j.matt.2019.04.001__Fig5__E__stability_performance_curve_pce__c-TiO₂__Series_2.csv,10.1016/j.matt.2019.04.001,Fig5_E_stability_performance_curve_pce,10.1016_j.matt.2019.04.001__Fig5__E__stability_performance_curve_pce__c-TiO₂__Series_2,Time (days),days,PCE (%),%,24.0,4774.74046137929,62,7,16.732457051662394,07aa2ad7cc338210b83831afdaa52a7290557aaed4f00831df512ddf9953fc72,high,boundary_candidate,500h内不足8个原始采样点,500,0.0496126863407216,0.9547379582559296,0.9616663159931554,0.0069283577372258,0.1396489133776081,0.0452562866380835,0.9121918197954456,0.0383279289008576,0.7725429064178374,0.0197698073221417,0.3984829038760361,0.0043563997026381,0.0878081802045544,0.0496126863407216,1.0,0.0383279289008576,0.7725429064178374,0.15,0.0,0.15,0.4,0.4378698037140773,-0.0323857245848282,0.85,True,IFO-Bridge,0.0474017883616522,13.520457217721376,0.7795660140646276,B008,,,,,,unique_points_lt_4
10.1016_j.solener.2020.03.034_Fig6_D_stability_performance_curve_pce_52f6691875,lab/data_all/x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2.csv,10.1016/j.solener.2020.03.034,Fig6_D_stability_performance_curve_pce,10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2,Time,(days),Normalized PCE,(a.u.),24.0,1415.01970198401,51,18,0.9513221157067966,72a524e360f4148155026811284699d58a62243734edd07d2b2eef3e4600d47e,high,boundary_candidate,早期上升速度不足末段下降速度1.5倍,500,0.1134685907404824,0.951203007369685,0.8909079171381418,-0.0602950902315432,-0.5313813262160453,0.0487959329021144,0.4300391199333495,0.1090910231336577,0.9614204461493948,0.011714953943311,0.1032440243318492,0.0024827184073847,0.0218802259830924,0.0512786513094992,0.451919345916442,0.1090910231336577,0.9614204461493948,0.2533333333333333,0.0,0.2533333333333333,0.4,0.2979262088874316,-0.2849916964704347,0.7466666666666667,True,IFO-Bridge,0.0512991785392347,1.045385576412184,0.673139656094673,B009,,,,,,unique_points_4_to_9_main_qc
10.1021_acsami.9b08714_Fig5_D_stability_performance_curve_pce_677baa23eb,lab/data_all/x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,10.1021/acsami.9b08714,Fig5_D_stability_performance_curve_pce,10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1,Time,day,Normalized PCE,,24.0,2216.5259910320174,53,12,0.8829993614161742,22c90bddca9ff7c71d7c335461c0997d11380f07b29c0b436c2115ed9ae5e6a3,high,clear_match,,500,0.1206758670316885,0.8925207229268416,0.9875324237892484,0.0950117008624067,0.787329755314353,0.1074685561491384,0.8905554921011508,0.0124568552867316,0.1032257367867977,0.0056560663418929,0.0468699043231877,0.0132073108825501,0.1094445078988492,0.1206758670316885,1.0,0.0124568552867316,0.1032257367867977,0.1666666666666666,0.0,0.1666666666666666,0.4,1.095914087766257,-0.0139798814199931,0.3933333333333333,True,IFO-Bridge,0.1204101522670722,78.39223058065066,0.8468309619172569,B010,,,,,,unique_points_4_to_9_main_qc
10.1039_c8ra03162b_Fig10_B_stability_performance_curve_plot_3d245c64c0,lab/data_all/x_time_day/10.1039_c8ra03162b/Fig10_B_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__B__stability_performance_curve_plot__ZnO_sol-gel_TiO2__Series_2.csv,10.1039/c8ra03162b,Fig10_B_stability_performance_curve_plot,10.1039_c8ra03162b__Fig10__B__stability_performance_curve_plot__ZnO_sol-gel_TiO2__Series_2,Days,,Normalized PCE,,24.0,680.0727818315502,34,25,1.0163063860556656,6af5e9b7de0b7693417f9019e1d1dae1453340a6f5862eb7f33381f8561cc983,high,clear_match,,500,0.281450589264421,0.8060082197722277,0.8102819104712192,0.0042736906989915,0.0151845150161559,0.1939436717994924,0.6890860392453598,0.1896699811005009,0.6739015242292039,0.2518048511844576,0.8946680546754463,0.0821154740236443,0.2917580461929587,0.0893213213983445,0.3173605769729897,0.0029321566757086,0.0104180157638751,0.09,0.2633333333333333,0.7466666666666667,0.4,2.443193221895229,-0.0004097716545133,0.3633333333333333,True,IFO-Bridge,0.2406224490543032,5962.328518786802,-0.5752341449339591,B011,2.0,class_02,no_initial_change_moderate_loss,0.7747653274101585,0.7484127259009283,included
10.1039_d0tc01464h_Fig5_C_eqe_curve_stability_performance_51c70d2594,lab/data_all/x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__with_NH₂GACl__Series_2.csv,10.1039/d0tc01464h,Fig5_C_eqe_curve_stability_performance,10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__with_NH₂GACl__Series_2,Time,(days),Normalized PCE,,24.0,706.1202959566955,36,25,1.0015113197474554,572f18b6c573b2c976c324c20266f85c4bf289b07e0006ae84b352c1a533a2eb,low_review,boundary_candidate,已有规则扰动稳定性不足,500,0.0707384039667154,0.9555104182905976,0.9308389823473852,-0.0246714359432124,-0.348770039465706,0.0444887269322336,0.6289190091589691,0.069160162875446,0.9776890486246752,0.0159532594359723,0.2255247297278413,0.0023500141231715,0.0332211923282485,0.0468387410554052,0.6621402014872177,0.069160162875446,0.9776890486246752,0.2633333333333333,0.0,0.2633333333333333,0.4,0.2089724828445056,-0.0839632659574576,0.7366666666666667,True,IFO-Bridge,0.0465601693928399,2.4888560546273584,0.6833446327051823,B012,0.0,class_01,no_initial_change_stable,0.9530775023348445,0.9840862402754056,included
10.1039_d2ta02588d_Fig4_A_stability_performance_curve_pce_e9fccaf765,lab/data_all/x_time_day/10.1039_d2ta02588d/Fig4_A_stability_performance_curve_pce/accepted/10.1039_d2ta02588d__Fig4__A__stability_performance_curve_pce__tBP_LiTFSI__Series_1.csv,10.1039/d2ta02588d,Fig4_A_stability_performance_curve_pce,10.1039_d2ta02588d__Fig4__A__stability_performance_curve_pce__tBP_LiTFSI__Series_1,Time,days,Normalized PCE,,24.0,6873.449600254817,48,4,1.0168361223616251,c385c18f1eef6652fd3d40b86261daa27f3704f26d99ffa9c10b506f77e7060b,low_review,boundary_candidate,已有规则扰动稳定性不足；关键变化幅度不足起始值1%；500h内不足8个原始采样点；早期上升速度不足末段下降速度1.5倍,500,0.0525400414852523,0.9907775080986492,0.94796799791742,-0.0428095101812292,-0.8147977993745129,0.0092221697048118,0.175526502151705,0.052031679886041,0.990324301526218,0.0060692434429202,0.1155165331307142,0.0006085096784419,0.0115818271405962,0.0098306793832537,0.1871083292923012,0.052031679886041,0.990324301526218,0.2266666666666666,0.0,0.2266666666666666,0.4,0.064404389355007,-0.0784921881436242,0.7733333333333333,True,IFO-Bridge,0.0093080127772678,0.820519734233431,0.4189476924419066,B013,,,,,,unique_points_lt_4
10.1039_d2ta06092b_Fig5_E_schematic_diagram_stability_performance_curve_pce_c200968cad,lab/data_all/x_time_day/10.1039_d2ta06092b/Fig5_E_schematic_diagram_stability_performance_curve_pce/accepted/10.1039_d2ta06092b__Fig5__E__schematic_diagram_stability_performance_curve_pce__CsPbBr3__Series_1.csv,10.1039/d2ta06092b,Fig5_E_schematic_diagram_stability_performance_curve_pce,10.1039_d2ta06092b__Fig5__E__schematic_diagram_stability_performance_curve_pce__CsPbBr3__Series_1,Time,(day),Normalized PCE,(a.u.),24.0,2353.005114850889,52,11,1.000339282646089,17114d29d18ce341e287db96119240bf721c70f062da10d32afa9ee2c083592f,high,clear_match,,500,0.054984856210057,0.9466301421542388,0.9620563054313208,0.015426163277082,0.2805529438533022,0.0533697161152001,0.970625728497196,0.0379435528381181,0.6900727846438937,0.0069843163180443,0.1270225440139795,0.0016151400948568,0.0293742715028041,0.054984856210057,1.0,0.0379435528381181,0.6900727846438937,0.2666666666666666,0.0,0.2666666666666666,0.4,0.2264730417127253,-0.0315552212994058,0.6866666666666666,True,IFO-Bridge,0.0563786358986489,7.177038613162552,0.917042480416846,B014,,,,,,unique_points_4_to_9_main_qc
10.1002_aenm.201600920_Fig7_B_stability_performance_curve_jsc_ad6820d394,lab/data_all/x_time_h/10.1002_aenm.201600920/Fig7_B_stability_performance_curve_jsc/accepted/10.1002_aenm.201600920__Fig7__B__stability_performance_curve_jsc__Spiro__Series_2.csv,10.1002/aenm.201600920,Fig7_B_stability_performance_curve_jsc,10.1002_aenm.201600920__Fig7__B__stability_performance_curve_jsc__Spiro__Series_2,Time (hours),(hours),"Efficiency, η (%)",(%),1.0,550.4141567502381,72,65,13.32930038979552,cd3bd5b3b30fd6a911c869df9922f8df4adb7ea3587e368b05a010ead86a4b6d,low_review,boundary_candidate,已有规则扰动稳定性不足；早期上升速度不足末段下降速度1.5倍,500,0.0756936996336589,0.986995043626675,0.9252492028053578,-0.0617458408213171,-0.8157328961347332,0.0128329126534901,0.1695373949958674,0.0745787534748073,0.9852702911306008,0.0072891117593788,0.0962974698641574,0.0023558006543068,0.0311228102960803,0.015188713307797,0.2006602052919478,0.0745787534748073,0.9852702911306008,0.3233333333333333,0.0,0.3233333333333333,0.4,0.0261887361131549,-0.1142436596308827,0.73,True,IFO-Bridge,0.0130020031370533,0.2292357947720668,0.424503281175091,B015,0.0,class_01,no_initial_change_stable,0.9845604412451732,0.992615015417198,included
10.1002_aenm.201803047_Fig6_A_stability_performance_curve_pce_ff_e2ee4c27b7,lab/data_all/x_time_h/10.1002_aenm.201803047/Fig6_A_stability_performance_curve_pce_ff/accepted/10.1002_aenm.201803047__Fig6__A__stability_performance_curve_pce_ff__RUS-D__Series_1.csv,10.1002/aenm.201803047,Fig6_A_stability_performance_curve_pce_ff,10.1002_aenm.201803047__Fig6__A__stability_performance_curve_pce_ff__RUS-D__Series_1,Time,(h),Normalized PCE,,1.0,522.5079117506668,59,56,0.8160214699281074,4715ca6ce3526791a4fd83e35cdd3a82c777b0c71ee2fa3919695447acaf1ad9,high,boundary_candidate,早期上升速度不足末段下降速度1.5倍,500,0.526037475149092,0.8962684601045332,0.7709639776382712,-0.125304482466262,-0.2382044785511671,0.1093885394631604,0.2079481874027263,0.2346930219294224,0.4461526659538935,0.0737849517178661,0.1402655803124172,0.4166489356859316,0.7920518125972736,0.526037475149092,1.0,0.2346930219294224,0.4461526659538935,0.1,0.0766666666666666,0.1,0.4,-2.4253431013200104,-0.5308622125037838,0.8533333333333334,True,IFO-Bridge,0.122048855150389,-4.568686646354063,0.7022357823233746,B016,,,,,,global_max_pce_after_200h
10.1002_aenm.202002004_Fig5_F_stability_performance_curve_06bd6f5807,lab/data_all/x_time_h/10.1002_aenm.202002004/Fig5_F_stability_performance_curve/accepted/10.1002_aenm.202002004__Fig5__F__stability_performance_curve__Control__Series_1.csv,10.1002/aenm.202002004,Fig5_F_stability_performance_curve,10.1002_aenm.202002004__Fig5__F__stability_performance_curve__Control__Series_1,Time,(h),Normalized PCE,,1.0,1088.2697963010655,47,22,1.0018218510953152,5f2dc24fb0312ce433bcff7f55457ed1dd4560c7c8b5a1097c56d70c43e222c4,high,boundary_candidate,末段斜率非负,500,0.0202574404668614,0.980249936410783,0.9998932747022032,0.0196433382914203,0.9696851052606772,0.0197499328659566,0.9749471014497114,0.0001065945745362,0.0052619961890341,1.0086386932339764e-05,0.0004979102344563,0.0005075076009047,0.0250528985502885,0.0202574404668614,1.0,0.0001065945745362,0.0052619961890341,0.3933333333333333,0.0,0.3933333333333333,0.4,0.0609009121098796,3.40123151713635e-14,0.0366666666666666,True,IFO-Bridge,0.0201478542689547,60900912109.8796,0.4478073920963291,B017,,,,,,global_max_pce_after_200h
10.1002_anie.202301234_Fig3_E_stability_performance_curve_378f1a01b3,lab/data_all/x_time_h/10.1002_anie.202301234/Fig3_E_stability_performance_curve/accepted/10.1002_anie.202301234__Fig3__E__stability_performance_curve__Control__Series_3.csv,10.1002/anie.202301234,Fig3_E_stability_performance_curve,10.1002_anie.202301234__Fig3__E__stability_performance_curve__Control__Series_3,Time,(h),Normalized PCE,(a.u.),1.0,2102.6036027636883,29,7,0.8634846759324738,482c1656e17559db4bbc8bbb53106df0e7f633c7bdf7025e8f336cc289f42181,high,boundary_candidate,500h内不足8个原始采样点；早期上升速度不足末段下降速度1.5倍,500,0.2970541996804294,0.9316519704125154,0.7045076174921373,-0.227144352920378,-0.7646562585707917,0.0683446555924995,0.2300746990482702,0.2954890085128776,0.994730957619062,0.0445812865849013,0.1500779542348226,0.0032792050652117,0.0110390799683677,0.0716238606577113,0.2411137790166379,0.2954890085128776,0.994730957619062,0.2633333333333333,0.0,0.2633333333333333,0.4,0.3337438371727549,-0.3329843283989223,0.7366666666666667,True,IFO-Bridge,0.0733585692543944,1.0022809144727158,0.4158909821875718,B018,,,,,,unique_points_lt_4
10.1002_slct.202102172_Fig8_whole_stability_e3f4790125,lab/data_all/x_time_h/10.1002_slct.202102172/Fig8_whole_stability/accepted/10.1002_slct.202102172__Fig8__whole__stability__4%__Series_2.csv,10.1002/slct.202102172,Fig8_whole_stability,10.1002_slct.202102172__Fig8__whole__stability__4%__Series_2,Time,(h),Normalized PCE,(a.u.),1.0,930.7063550663414,87,47,0.9393538016152332,d93b2b22e461a292d2181eef26e83a39ff3ecb7f369e159b0fc537c27ea6c2a8,high,clear_match,,500,0.1273030218584777,0.944917732651582,0.8732691208620467,-0.0716486117895351,-0.5628194110677645,0.055073734357257,0.4326192226487937,0.1267223461467922,0.9954386337165582,0.0025384894481108,0.0199405278134943,0.0038464972504937,0.0302152862857405,0.0589202316077508,0.4628345089345343,0.1267223461467922,0.9954386337165582,0.3566666666666667,0.0,0.3566666666666667,0.4,0.5322958300576363,-0.2048274854202423,0.7266666666666667,True,IFO-Bridge,0.0582841579263327,2.598751964198216,0.56483800632946,B019,0.0,class_01,no_initial_change_stable,0.9408766717204124,0.9974762098163192,included
10.1002_smll.202102368_Fig4_B_stability_performance_curve_pce_e8b729fcc0,lab/data_all/x_time_h/10.1002_smll.202102368/Fig4_B_stability_performance_curve_pce/accepted/10.1002_smll.202102368__Fig4__B__stability_performance_curve_pce__3D__Series_2.csv,10.1002/smll.202102368,Fig4_B_stability_performance_curve_pce,10.1002_smll.202102368__Fig4__B__stability_performance_curve_pce__3D__Series_2,Time,(h),Normalized PCE,,1.0,877.8785160657576,38,22,0.7515646454962929,2f27209c32f78fac8c80da92ac55ff9c1ae3ee7ef1b3cecd554bdea8abda4480,high,clear_match,,500,0.2428015192834989,0.772280783795921,0.8942325139389672,0.1219517301430461,0.5022692218027408,0.2276610185539442,0.9376424794447996,0.1057092884108981,0.4353732576420589,0.0610476287256676,0.2514301759964995,0.0151405007295546,0.0623575205552002,0.2428015192834989,1.0,0.1057092884108981,0.4353732576420589,0.14,0.0,0.14,0.4,2.1194849772460422,-0.0647766641807263,0.86,True,IFO-Bridge,0.294790474307729,32.71988460740578,0.8686850643107427,B020,,,,,,unique_points_4_to_9_main_qc
10.1002_smll.202201820_Fig5_C_stability_performance_curve_pce_pattern_4c17f002cc,lab/data_all/x_time_h/10.1002_smll.202201820/Fig5_C_stability_performance_curve_pce_pattern/accepted/10.1002_smll.202201820__Fig5__C__stability_performance_curve_pce_pattern__Control__Series_1.csv,10.1002/smll.202201820,Fig5_C_stability_performance_curve_pce_pattern,10.1002_smll.202201820__Fig5__C__stability_performance_curve_pce_pattern__Control__Series_1,Time (h),(h),Normalized PCE (a.u.),(a.u.),1.0,505.8517696393484,102,100,0.9994305306324764,71e09c76b360152f75a78215bb14da133d0409660a1e13902068a3ecf94de499,low_review,boundary_candidate,已有规则扰动稳定性不足；早期上升速度不足末段下降速度1.5倍,500,0.0839894142152951,0.9866515028040014,0.915757702856404,-0.0708937999475973,-0.8440801809365046,0.0130095416574129,0.1548950159845718,0.0839033416050103,0.9989751969210764,0.001840107706211,0.0219088050964869,0.0192229178543992,0.2288731030451522,0.0322324595118121,0.3837681190297241,0.0839033416050103,0.9989751969210764,0.39,0.1933333333333333,0.39,0.4,0.0292833208109922,-0.09882096407155,0.6033333333333334,True,IFO-Bridge,0.0131855489202019,0.2963270100238045,0.2319451630731168,B021,0.0,class_01,no_initial_change_stable,0.9847211695640764,0.9979444073486065,included
10.1002_solr.201900245_Fig6_A_stability_performance_curve_908d5474f3,lab/data_all/x_time_h/10.1002_solr.201900245/Fig6_A_stability_performance_curve/accepted/10.1002_solr.201900245__Fig6__A__stability_performance_curve__NA_process__Series_1.csv,10.1002/solr.201900245,Fig6_A_stability_performance_curve,10.1002_solr.201900245__Fig6__A__stability_performance_curve__NA_process__Series_1,Time,(h),PCE,(%),1.0,988.3241606180447,61,31,3.1295207779259395,3a0f59bddff68323d48aef1d57d721b1422ba4f616be0b9ac16418cf5bf1380d,high,boundary_candidate,早期上升速度不足末段下降速度1.5倍,500,0.286421564629055,0.7551470461347743,0.7172063836214471,-0.0379406625133272,-0.1324644063112506,0.2447658965890363,0.8545651822900732,0.2827065591023636,0.9870295886013238,0.0,0.0,0.0055393158587029,0.019339730462952,0.2503052124477393,0.8739049127530253,0.2827065591023636,0.9870295886013238,0.4,0.0,0.4,0.4,0.6475473872246981,-0.4577252623478225,0.6,True,IFO-Bridge,0.3241301119323347,1.4147075560199929,0.7835154473547181,B022,0.0,class_01,no_initial_change_stable,0.7489761190172427,1.0,included
