,c0,c1,c2,c3,c4,c5,c6
c0,0.0,1.7883815711141278,2.2168863457226062,8.263206725589335,19.824471344920664,13.24312764163902,4.6392753712238335
c1,1.7883815711141278,0.0,4.0038558906045765,10.04867250856276,21.5768002886015,15.015464369168882,6.41977022470944
c2,2.2168863457226062,4.0038558906045765,0.0,6.053193515283883,17.670681139286142,11.058071537320044,2.4546026200093047
c3,8.263206725589335,10.04867250856276,6.053193515283883,0.0,11.74068890216801,5.067620925757853,3.641474489091914
c4,19.824471344920664,21.5768002886015,17.670681139286142,11.74068890216801,0.0,6.6855248421030815,15.217314206766577
c5,13.24312764163902,15.015464369168882,11.058071537320044,5.067620925757853,6.6855248421030815,0.0,8.608815352548138
c6,4.6392753712238335,6.41977022470944,2.4546026200093047,3.641474489091914,15.217314206766577,8.608815352548138,0.0
