candidate,id,medoid,cluster,path_length,path_length_ratio,max_index_warp,mean_index_warp,max_time_warp_fraction,mean_time_warp_fraction,boundary_fraction,turn_collapse_fraction,turns
M016957,C193,C063,1,23,1.0952380952380953,0.13333333333333341,0.05797101449275363,0.12603514516826153,0.057365898410536596,0.0,0.0,0
M016957,C194,C063,1,29,1.1153846153846154,0.13,0.07034482758620692,0.12537931362070565,0.06409447499141115,0.0,0.0,0
M016957,C195,C063,1,27,1.0384615384615385,0.12,0.06296296296296296,0.12377445705184678,0.06521364492764337,0.0,0.0,1
M016957,C197,C063,1,30,1.4285714285714286,0.2,0.10824561403508773,0.1941233319425065,0.10478590377939649,0.03333333333333333,0.0,3
M016957,C199,C063,1,28,1.3333333333333333,0.1947368421052632,0.08768796992481202,0.20215141744948645,0.08859262219880605,0.0,0.0,3
M016957,C202,C063,1,21,1.0,0.20000000000000007,0.10000000000000002,0.2681386425530899,0.14006800677081138,0.14285714285714285,0.0,1
M016957,C216,C063,1,40,1.2903225806451613,0.20000000000000007,0.09416666666666668,0.21539036884749396,0.09405271428359523,0.05,0.25,4
M016957,C029,C125,2,23,1.0,0.17272727272727273,0.05849802371541501,0.15872332488358468,0.06055164154870129,0.0,0.3333333333333333,3
M016957,C044,C125,2,23,1.0,0.18181818181818182,0.083399209486166,0.16925671892941244,0.07348944634902306,0.0,0.0,1
M016957,C055,C125,2,30,1.0,0.17931034482758618,0.08218390804597701,0.17605630969893227,0.07197700109580922,0.0,0.0,1
M016957,C138,C125,2,11,1.0,0.2,0.09090909090909091,0.1634723425499514,0.07474124511632782,0.09090909090909091,0.0,3
M016957,C176,C125,2,18,1.0,0.1647058823529412,0.06764705882352942,0.17160740380644177,0.07306271563756227,0.0,0.4,5
M016957,C198,C125,2,21,1.05,0.17894736842105263,0.054385964912280704,0.16735798193809226,0.055090021583518355,0.0,0.3333333333333333,3
