candidate,distance_key,window,T_h,n,effective_coverage,normalization,mode,lambda_value,radius,linkage,K,silhouette,dunn,min_cluster,max_fraction,eligible_structure,internal_score
M021205,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,2,0.6318218218549516,0.554481618230321,5,0.9375,True,0.8999118165784833
M021206,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,3,0.5113850327896986,0.2257605043937915,5,0.85,True,0.5805776014109347
M021207,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,4,0.5165644042193099,0.24145799306444476,2,0.825,False,0.6086309523809523
M021208,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,5,0.520536356699618,0.27644542955181667,2,0.825,False,0.6261022927689595
M021209,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,6,0.4825694024143859,0.2917197106805003,2,0.825,False,0.5115740740740741
M021210,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,7,0.30199646233139765,0.10290086207673019,2,0.5,False,0.1654541446208113
M021211,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,8,0.28607431527709576,0.11053340287298151,2,0.5,False,0.1614858906525573
M021212,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,9,0.286256482731705,0.11690809921304754,1,0.5,False,0.1683752204585538
M021213,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,complete,10,0.2792521886776718,0.12356892447044454,1,0.5,False,0.16236772486772488
M021214,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,2,0.6318218218549516,0.554481618230321,5,0.9375,True,0.8999118165784833
M021215,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,3,0.5207268644105936,0.42998048720461857,3,0.9,False,0.666032848324515
M021216,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,4,0.5217435271844149,0.42998048720461857,2,0.9,False,0.669835758377425
M021217,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,5,0.5038490747354551,0.294124667043441,2,0.8125,False,0.5679839065255732
M021218,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,6,0.49491432829318144,0.294124667043441,1,0.8125,False,0.5347497795414462
M021219,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,7,0.19031685773494406,0.10692881312394334,1,0.45,False,0.10689484126984126
M021220,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,8,0.19159971159953432,0.10692881312394334,1,0.45,False,0.10755621693121692
M021221,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,9,0.1950193175282214,0.11411856559529372,1,0.45,False,0.11987433862433862
M021222,coverage060_z_multivariate_l1_r-1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,1.0,-1.0,weighted,10,0.18776011302093956,0.12095063348567206,1,0.45,False,0.12081128747795415
M021223,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,2,0.581922372029483,0.395284932178038,9,0.8875,True,0.8239638447971781
M021224,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,3,0.5589001904222209,0.4210998949036083,1,0.8875,False,0.7802028218694885
M021225,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,4,0.5544188516498973,0.49467937898140674,1,0.8875,False,0.7810295414462081
M021226,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,5,0.5045853539513685,0.4950865789104372,1,0.875,False,0.6217482363315697
M021227,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,6,0.4995607987842927,0.4950865789104372,1,0.875,False,0.5999228395061729
M021228,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,7,0.501110316650441,0.4950865789104372,1,0.875,False,0.6058752204585538
M021229,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,8,0.5076363873399181,0.4950865789104372,1,0.875,False,0.6320822310405644
M021230,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,9,0.34142146305116616,0.4119354468121785,1,0.8625,False,0.3271604938271605
M021231,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,average,10,0.31118241659020335,0.15761633293334282,1,0.8125,False,0.2188602292768959
M021232,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,2,0.5764456548028323,0.395284932178038,10,0.875,True,0.8128858024691358
M021233,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,3,0.5620466658415173,0.45996115445946684,3,0.875,False,0.7925209435626103
M021234,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,4,0.5444328754667781,0.4950865789104372,1,0.875,False,0.7556768077601411
M021235,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,5,0.27612518839869027,0.0827117035211709,1,0.5,False,0.10361552028218694
M021236,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,6,0.27711998062900844,0.08501811343998802,1,0.5,False,0.10940255731922398
M021237,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,7,0.27768011871437975,0.09689415062474704,1,0.5,False,0.12384259259259259
M021238,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,8,0.2792296365805281,0.09701095200448398,1,0.5,False,0.12709435626102292
M021239,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,9,0.2312864596469498,0.10780044036790538,1,0.375,False,0.11623677248677249
M021240,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,complete,10,0.22383275405620603,0.10929595997353914,1,0.375,False,0.11629188712522046
M021241,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,2,0.5634252913179878,0.36445286454792086,9,0.8875,True,0.7823247354497355
M021242,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,3,0.543152003836132,0.36445286454792086,2,0.8875,False,0.726438492063492
M021243,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,4,0.5444328754667781,0.4950865789104372,1,0.875,False,0.7556768077601411
M021244,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,5,0.5045853539513685,0.4950865789104372,1,0.875,False,0.6217482363315697
M021245,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,6,0.4995607987842927,0.4950865789104372,1,0.875,False,0.5999228395061729
M021246,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,7,0.501110316650441,0.4950865789104372,1,0.875,False,0.6058752204585538
M021247,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,8,0.28708513908461514,0.3172110529293059,1,0.8625,False,0.24812610229276894
M021248,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,9,0.2639903391005979,0.09790120351552672,1,0.4625,False,0.11510692239858908
M021249,coverage060_z_multivariate_l2_r0.02,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.02,weighted,10,0.2734798486380258,0.09790120351552672,1,0.4625,False,0.12072861552028219
M021250,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,2,0.5331164620896912,0.533354083531933,1,0.9875,False,0.7294422398589065
M021251,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,3,0.534978510269494,0.28270952545412015,1,0.8875,False,0.6805555555555556
M021252,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,4,0.5393070721871256,0.3212884464923387,1,0.8625,False,0.709022266313933
M021253,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,5,0.5066659558077017,0.3212884464923387,1,0.8625,False,0.5972497795414462
M021254,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,6,0.5084096491654814,0.3212884464923387,1,0.8625,False,0.6041942239858906
M021255,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,7,0.48960695614286365,0.3212884464923387,1,0.8625,False,0.5393794091710759
M021256,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,8,0.4853439424529385,0.3212884464923387,1,0.8625,False,0.5294587742504409
M021257,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,9,0.3406785698015293,0.3212884464923387,1,0.85,False,0.3126929012345679
M021258,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,average,10,0.24944543686519954,0.2980191508931611,1,0.8375,False,0.20651455026455026
M021259,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,2,0.580354496386828,0.395284932178038,10,0.875,True,0.8196649029982364
M021260,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,3,0.5656998098940603,0.45996115445946684,3,0.875,False,0.8024415784832452
M021261,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,4,0.5483701715439748,0.4950865789104372,1,0.875,False,0.7670855379188712
M021262,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,5,0.30416048340939345,0.1048619047797485,1,0.7875,False,0.16749338624338625
M021263,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,6,0.31107304748933035,0.12411915416831219,1,0.7875,False,0.20034171075837742
M021264,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,7,0.08655421902000082,0.07106914165201597,1,0.4625,False,0.045359347442680775
M021265,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,8,0.08857735017657381,0.0724171868416542,1,0.4625,False,0.047508818342151676
M021266,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,9,0.15111138232491755,0.07409380993772693,1,0.35,False,0.052083333333333336
M021267,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,complete,10,0.14759374663863759,0.07603978577628143,1,0.35,False,0.056216931216931214
M021268,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,2,0.5331164620896912,0.533354083531933,1,0.9875,False,0.7294422398589065
M021269,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,3,0.5592147638201249,0.43753592230506244,1,0.875,False,0.783234126984127
M021270,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,4,0.5483701715439748,0.4950865789104372,1,0.875,False,0.7670855379188712
M021271,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,5,0.5427929887058932,0.4950865789104372,1,0.875,False,0.7512951940035274
M021272,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,6,0.531827836904931,0.4950865789104372,1,0.875,False,0.7150848765432098
M021273,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,7,0.4951514885629331,0.4950865789104372,1,0.875,False,0.5841324955908289
M021274,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,8,0.3133783365915561,0.06855894722614223,1,0.475,False,0.12274029982363316
M021275,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,9,0.32422825771327407,0.06855894722614223,1,0.475,False,0.13447971781305115
M021276,coverage060_z_multivariate_l2_r0.05,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.05,weighted,10,0.2798364588492338,0.06855894722614223,1,0.4625,False,0.08388447971781304
M021277,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,2,0.6009737735330299,0.33728103651841385,8,0.9,True,0.8337191358024691
M021278,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,3,0.5798595254033074,0.3574586982487063,1,0.9,False,0.812665343915344
M021279,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,4,0.5542003016149155,0.416531006557376,1,0.875,False,0.767664241622575
M021280,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,5,0.5510545368699556,0.416531006557376,1,0.875,False,0.7605544532627866
M021281,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,6,0.5394302508520512,0.416531006557376,1,0.875,False,0.7264936067019401
M021282,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,7,0.5519558500321338,0.416531006557376,1,0.875,False,0.7622078924162258
M021283,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,8,0.5047498142263729,0.416531006557376,1,0.875,False,0.6050485008818342
M021284,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,9,0.3594024936182064,0.4129291672707536,1,0.8625,False,0.35097001763668434
M021285,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,average,10,0.3186935649002206,0.13594424481220996,1,0.8125,False,0.21351410934744267
M021286,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,2,0.2728154386772914,0.03975494675350247,36,0.55,True,0.04354056437389771
M021287,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,3,0.3246774062603349,0.04506533515501197,7,0.55,True,0.10901675485008819
M021288,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,4,0.315288183759192,0.050660556561675035,1,0.55,False,0.10339506172839505
M021289,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,5,0.3197164437033971,0.057934265432991586,1,0.55,False,0.11485890652557318
M021290,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,6,0.3232075110914302,0.06921435052347573,1,0.55,False,0.13563712522045857
M021291,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,7,0.2407920677705812,0.0730799490236635,1,0.3875,False,0.06575176366843033
M021292,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,8,0.23767444359456777,0.0752494477377882,1,0.3375,False,0.07082231040564374
M021293,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,9,0.23736554636528684,0.07562816232878995,1,0.3375,False,0.07175925925925926
M021294,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,complete,10,0.25226327896981693,0.08456198281294022,1,0.3375,False,0.09270282186948853
M021295,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,2,0.5555957146942554,0.5061383800337407,1,0.9875,False,0.7924382716049383
M021296,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,3,0.5798595254033074,0.3574586982487063,1,0.9,False,0.812665343915344
M021297,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,4,0.5542003016149155,0.416531006557376,1,0.875,False,0.767664241622575
M021298,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,5,0.5510545368699556,0.416531006557376,1,0.875,False,0.7605544532627866
M021299,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,6,0.5394302508520512,0.416531006557376,1,0.875,False,0.7264936067019401
M021300,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,7,0.5519558500321338,0.416531006557376,1,0.875,False,0.7622078924162258
M021301,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,8,0.34897701104642376,0.07085765806201699,1,0.475,False,0.17104828042328044
M021302,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,9,0.3428914718138801,0.07085765806201699,1,0.475,False,0.164103835978836
M021303,coverage060_z_multivariate_l2_r0.1,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.1,weighted,10,0.350292833906991,0.07961657068506411,1,0.45,False,0.18992504409171077
M021304,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,2,0.6116957964889467,0.468955446405972,5,0.9375,True,0.8630125661375662
M021305,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,3,0.5816812829967422,0.468955446405972,1,0.9375,False,0.8347387566137566
M021306,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,4,0.525105869372025,0.3447045269370248,1,0.9125,False,0.6638007054673721
M021307,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,5,0.5352191077712981,0.29863635518498494,1,0.85,False,0.6885196208112876
M021308,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,6,0.5145277852208656,0.29863635518498494,1,0.85,False,0.6116347001763669
M021309,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,7,0.5300347388448892,0.29863635518498494,1,0.85,False,0.6637180335097002
M021310,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,8,0.49993767966287483,0.29863635518498494,1,0.85,False,0.5567405202821869
M021311,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,9,0.46703268153950817,0.29863635518498494,1,0.85,False,0.4849812610229277
M021312,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,average,10,0.3939956493723538,0.29863635518498494,1,0.8375,False,0.36047729276895946
M021313,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,2,0.6174002601417776,0.3288700823486417,10,0.875,True,0.8471671075837742
M021314,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,3,0.5859850132314368,0.37923828061493203,3,0.875,False,0.8244598765432098
M021315,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,4,0.2998368191219041,0.07122336025006085,3,0.75,False,0.11596119929453261
M021316,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,5,0.30061406326400475,0.07801173000994581,1,0.75,False,0.12907848324514992
M021317,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,6,0.30985481088055195,0.09261250064902653,1,0.75,False,0.15922619047619047
M021318,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,7,0.24820570699380767,0.09849135172046614,1,0.5625,False,0.10989858906525574
M021319,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,8,0.2473252139371323,0.10044380396875531,1,0.5625,False,0.11044973544973544
M021320,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,9,0.24724054100550993,0.1006545364361563,1,0.5625,False,0.1103395061728395
M021321,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,complete,10,0.2625834021771619,0.11836133447505745,1,0.5625,False,0.1441247795414462
M021322,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,2,0.5587783560106526,0.44651241258558544,1,0.9875,False,0.7831238977072311
M021323,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,3,0.5636049301664044,0.21057126279071844,1,0.875,False,0.7341820987654322
M021324,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,4,0.5553558327575363,0.2125683464423005,1,0.8625,False,0.7159942680776014
M021325,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,5,0.5292776436688904,0.28850139654550355,1,0.8625,False,0.6547894620811286
M021326,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,6,0.505457666060884,0.28850139654550355,1,0.8625,False,0.5770778218694885
M021327,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,7,0.41488724533988625,0.29863635518498494,1,0.825,False,0.3839561287477954
M021328,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,8,0.4314707721489498,0.29863635518498494,1,0.825,False,0.4166942239858906
M021329,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,9,0.3960621891053761,0.29863635518498494,1,0.8125,False,0.36494157848324515
M021330,coverage060_z_multivariate_l2_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.15,weighted,10,0.3491009636583774,0.29863635518498494,1,0.8125,False,0.31103946208112876
M021331,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,2,0.6235579793902819,0.47268333542881447,6,0.925,True,0.8742008377425045
M021332,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,3,0.5932256532597384,0.47268333542881447,1,0.925,False,0.8512180335097003
M021333,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,4,0.5610055050048797,0.47268333542881447,1,0.925,False,0.7926862874779542
M021334,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,5,0.535962889254565,0.31443849644169153,1,0.85,False,0.6980544532627866
M021335,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,6,0.5206190796423545,0.32359219705711895,1,0.85,False,0.6478725749559082
M021336,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,7,0.5341480507795935,0.32359219705711895,1,0.85,False,0.6961529982363316
M021337,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,8,0.5058450573412242,0.32359219705711895,1,0.85,False,0.595623897707231
M021338,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,9,0.4252782196006077,0.32359219705711895,1,0.8375,False,0.41771384479717816
M021339,coverage060_z_multivariate_l2_r0.2,coverage060,605.7960715706885,80,0.5970149253731343,z,multivariate,2.0,0.2,average,10,0.3807982418212391,0.32359219705711895,1,0.8375,False,0.35901675485008816
