sample_index,cluster_neuron_id,cluster_x,cluster_y,cluster_coord,PCE_before,PCE_after,PCE_delta
875,1,0,1,"(0, 1)",17.78801937,15.54381472,12.61638299
876,1,0,1,"(0, 1)",18.76241066,17.38118322,7.361673618
877,1,0,1,"(0, 1)",18.58078776,16.98484671,8.589200189
878,1,0,1,"(0, 1)",19.18770479,17.83367136,7.056776439
879,1,0,1,"(0, 1)",17.79169481,17.06034534,4.110622834
880,1,0,1,"(0, 1)",17.59517361,16.75592344,4.769774875
881,1,0,1,"(0, 1)",19.31737879,17.77432742,7.987892095
882,1,0,1,"(0, 1)",18.7505376,17.29482102,7.763599128
883,1,0,1,"(0, 1)",18.7515813,17.5578348,6.366111081
884,1,0,1,"(0, 1)",18.67488549,16.55004924,11.37804166
885,1,0,1,"(0, 1)",18.03429878,16.79893505,6.850079055
886,1,0,1,"(0, 1)",18.23424698,16.98677941,6.841344063
887,1,0,1,"(0, 1)",19.40357288,14.06718265,27.5021011
888,1,0,1,"(0, 1)",19.95735995,14.37228198,27.98505407
889,1,0,1,"(0, 1)",18.28203643,17.85425571,2.339896433
890,1,0,1,"(0, 1)",17.87568057,17.45372565,2.360497101
891,1,0,1,"(0, 1)",18.06233812,17.43451166,3.47588695
892,1,0,1,"(0, 1)",18.41643474,17.88512787,2.884960544
893,1,0,1,"(0, 1)",18.35762872,17.94614102,2.241507915
894,1,0,1,"(0, 1)",16.16062746,11.7073922,27.55607897
895,0,0,0,"(0, 0)",16.69960099,11.98571341,28.22754616
896,1,0,1,"(0, 1)",16.58984512,11.81174374,28.8013622
897,0,0,0,"(0, 0)",16.43187615,11.84076326,27.94028418
898,0,0,0,"(0, 0)",16.74917653,11.61713793,30.64054276
899,0,0,0,"(0, 0)",16.90209053,11.69477923,30.80868183
900,0,0,0,"(0, 0)",16.45513617,11.5153739,30.01957694
901,0,0,0,"(0, 0)",16.80264159,11.73567648,30.15576499
902,0,0,0,"(0, 0)",16.51580359,11.78813907,28.62509531
903,0,0,0,"(0, 0)",16.92280354,11.86618832,29.88048173
904,0,0,0,"(0, 0)",16.9378531,8.814286569,47.96101656
905,0,0,0,"(0, 0)",15.57956191,8.810629012,43.44751756
906,0,0,0,"(0, 0)",17.11538057,8.561106426,49.98004051
907,0,0,0,"(0, 0)",16.18821127,8.516126777,47.39303415
908,0,0,0,"(0, 0)",17.33267564,8.806089023,49.19371247
909,0,0,0,"(0, 0)",17.39175704,8.806348673,49.36481315
910,0,0,0,"(0, 0)",17.23005339,8.943094392,48.09595659
911,3,1,1,"(1, 1)",17.69051078,8.034485012,54.58308066
912,3,1,1,"(1, 1)",17.90048214,7.812585009,56.35544927
913,0,0,0,"(0, 0)",14.67950003,7.428510632,49.39534304
914,0,0,0,"(0, 0)",16.04705987,7.655491945,52.29349173
915,3,1,1,"(1, 1)",17.71061093,6.76757855,61.78800055
916,3,1,1,"(1, 1)",15.69681567,7.140517537,54.50977009
917,3,1,1,"(1, 1)",17.64775838,6.737459776,61.82257468
918,3,1,1,"(1, 1)",17.88345169,6.892020455,61.46146406
919,3,1,1,"(1, 1)",16.57712464,7.088007884,57.2422357
920,1,0,1,"(0, 1)",16.21604487,13.10560601,19.1812423
921,1,0,1,"(0, 1)",17.51864614,13.23109677,24.47420499
922,1,0,1,"(0, 1)",18.13006531,13.67298988,24.58389064
923,1,0,1,"(0, 1)",16.88906196,13.35577324,20.92057405
924,1,0,1,"(0, 1)",17.43723197,13.13828822,24.65381981
925,1,0,1,"(0, 1)",18.14385256,13.93390295,23.20317361
926,1,0,1,"(0, 1)",16.84503213,13.08235617,22.33700669
927,1,0,1,"(0, 1)",17.37620435,13.43954236,22.65547705
928,2,1,0,"(1, 0)",13.4624249,0.309276477,97.70266888
929,2,1,0,"(1, 0)",14.06768547,0.00044434,99.99684142
930,2,1,0,"(1, 0)",11.93009963,0.110445392,99.07422909
931,2,1,0,"(1, 0)",0.977071383,0.000467872,99.95211483
932,2,1,0,"(1, 0)",13.1478064,0.075454368,99.42610679
933,2,1,0,"(1, 0)",13.63359903,7.45e-05,99.99945365
934,2,1,0,"(1, 0)",11.81318658,0.000315517,99.99732911
935,2,1,0,"(1, 0)",14.10113142,0.011020345,99.9218478
936,2,1,0,"(1, 0)",13.43487471,0.000124393,99.9990741
937,2,1,0,"(1, 0)",10.94646197,8.32e-06,99.99992395
938,2,1,0,"(1, 0)",13.85555865,0.000260366,99.99812086
939,2,1,0,"(1, 0)",14.12430051,0.129107317,99.08592063
940,2,1,0,"(1, 0)",11.3314513,0.007596673,99.9329594
941,2,1,0,"(1, 0)",10.00154248,0.008672471,99.91328867
942,2,1,0,"(1, 0)",8.426604588,0.010792077,99.87192852
943,2,1,0,"(1, 0)",8.233715905,0.00969004,99.88231267
944,2,1,0,"(1, 0)",7.388413795,0.010881135,99.85272705
945,2,1,0,"(1, 0)",9.497913698,0.014407491,99.84830889
946,2,1,0,"(1, 0)",13.62382028,0.007049605,99.9482553
947,2,1,0,"(1, 0)",7.235246118,0.577223611,92.02205977
948,2,1,0,"(1, 0)",13.71057741,0.00179951,99.98687502
949,2,1,0,"(1, 0)",12.45724177,0.006026888,99.9516194
950,2,1,0,"(1, 0)",16.09497517,0.005436267,99.96622383
951,0,0,0,"(0, 0)",3.568372849,2.714932297,23.91679873
952,2,1,0,"(1, 0)",0.060213192,0.002087919,96.53245542
953,2,1,0,"(1, 0)",0.020245643,0.003023492,85.06596059
954,2,1,0,"(1, 0)",0.082842874,0.000416407,99.49735281
955,2,1,0,"(1, 0)",0.018878921,0.001365288,92.76818966
956,2,1,0,"(1, 0)",0.093805028,0.014632052,84.4016332
957,2,1,0,"(1, 0)",0.017227728,0.00366298,78.73787902
958,2,1,0,"(1, 0)",10.33838569,1.52e-05,99.99985284
959,2,1,0,"(1, 0)",11.76434476,0.012963506,99.88980681
960,2,1,0,"(1, 0)",10.79662748,2.82e-05,99.99973849
961,2,1,0,"(1, 0)",12.12329552,0.011043383,99.90890775
962,2,1,0,"(1, 0)",10.54210726,8.56e-06,99.99991879
963,2,1,0,"(1, 0)",13.1523885,0.112861475,99.14189369
964,2,1,0,"(1, 0)",0.091677549,0.014518352,84.1636774
965,3,1,1,"(1, 1)",0.029695526,0.020248915,31.8115648
966,2,1,0,"(1, 0)",0.117433015,0.021169026,81.97353081
967,3,1,1,"(1, 1)",0.026127684,0.014714056,43.68404106
968,2,1,0,"(1, 0)",0.135431029,0.020982151,84.50713128
969,2,1,0,"(1, 0)",0.026096184,0.004925657,81.12499013
970,2,1,0,"(1, 0)",16.64928191,0.000217425,99.99869409
971,2,1,0,"(1, 0)",14.3480732,1.42e-05,99.99990106
972,2,1,0,"(1, 0)",10.55924342,2.34e-05,99.9997785
973,2,1,0,"(1, 0)",17.8390009,0.000203651,99.9988584
974,2,1,0,"(1, 0)",18.72060133,0.000313096,99.99832753
975,2,1,0,"(1, 0)",14.88985441,0.000100514,99.99932495
976,1,0,1,"(0, 1)",20.85455467,20.5879757,1.278276948
977,1,0,1,"(0, 1)",20.92639127,19.73379469,5.699007359
978,1,0,1,"(0, 1)",20.36940168,20.25108471,0.580856364
979,1,0,1,"(0, 1)",20.14821171,19.78769874,1.789305054
980,1,0,1,"(0, 1)",20.08708222,19.91101461,0.876521585
981,1,0,1,"(0, 1)",19.6837704,15.68245489,20.32799321
982,1,0,1,"(0, 1)",20.49985007,20.22151667,1.357733805
983,1,0,1,"(0, 1)",20.30187329,19.9430612,1.76738412
984,1,0,1,"(0, 1)",20.61544732,20.35834168,1.247150409
985,1,0,1,"(0, 1)",21.23047696,20.84046802,1.837023926
986,1,0,1,"(0, 1)",20.53412926,18.41727459,10.30895756
987,1,0,1,"(0, 1)",20.11320471,16.37219519,18.59976852
988,1,0,1,"(0, 1)",24.63114512,20.4160094,17.11303188
989,1,0,1,"(0, 1)",21.97643501,20.21564253,8.012184313
990,1,0,1,"(0, 1)",24.19786467,19.43997664,19.6624293
991,1,0,1,"(0, 1)",23.50775662,19.55397111,16.81906777
992,1,0,1,"(0, 1)",22.08157366,21.1925787,4.025958323
993,1,0,1,"(0, 1)",22.78363848,17.56651134,22.89856884
994,1,0,1,"(0, 1)",22.8179619,17.69588342,22.44757221
995,1,0,1,"(0, 1)",23.08015916,17.78124183,22.95875558
996,1,0,1,"(0, 1)",22.71480335,21.31654139,6.155730009
997,1,0,1,"(0, 1)",22.29466533,21.16947642,5.046897533
998,1,0,1,"(0, 1)",22.93341001,21.61365956,5.75470659
999,1,0,1,"(0, 1)",10.49870321,9.256663721,11.83040859
1000,1,0,1,"(0, 1)",11.70601121,10.50139548,10.29057392
1001,1,0,1,"(0, 1)",10.53369393,9.152003559,13.11686457
1002,1,0,1,"(0, 1)",12.20294525,10.37911922,14.94578557
1003,1,0,1,"(0, 1)",12.25833918,10.88656513,11.19053753
1004,1,0,1,"(0, 1)",12.60005075,11.09636582,11.93395935
1005,1,0,1,"(0, 1)",10.38671304,8.002054273,22.95874317
1006,1,0,1,"(0, 1)",10.92825718,9.615026884,12.01683191
1007,1,0,1,"(0, 1)",10.86282933,9.508374613,12.46871029
1008,1,0,1,"(0, 1)",11.40249728,9.416661588,17.41579626
1009,0,0,0,"(0, 0)",13.474341,10.66514287,20.84850107
1010,1,0,1,"(0, 1)",13.36988866,11.52822553,13.77470801
1011,1,0,1,"(0, 1)",13.2470196,10.83180213,18.23215743
1012,1,0,1,"(0, 1)",11.76960361,9.25404764,21.37332787
1013,1,0,1,"(0, 1)",11.42682476,9.646464018,15.58053772
1014,1,0,1,"(0, 1)",12.21530294,10.35955111,15.19202467
1015,1,0,1,"(0, 1)",11.83553295,9.65776857,18.40022238
1016,1,0,1,"(0, 1)",11.68019069,10.43462363,10.66392739
1017,1,0,1,"(0, 1)",11.00871722,9.521568533,13.5088281
1018,1,0,1,"(0, 1)",10.53841184,8.869982557,15.83188537
1019,1,0,1,"(0, 1)",11.93849708,9.885754631,17.19431214
1020,1,0,1,"(0, 1)",11.23611247,9.417522779,16.18522152
1021,1,0,1,"(0, 1)",11.53301938,10.56856956,8.362509278
1022,1,0,1,"(0, 1)",11.45921529,10.14203826,11.49447844
1023,0,0,0,"(0, 0)",10.34223914,8.125676223,21.4321375
1024,0,0,0,"(0, 0)",14.34460758,11.05884038,22.90593997
1025,0,0,0,"(0, 0)",12.5779332,9.4643111,24.75464015
1026,0,0,0,"(0, 0)",15.22827598,11.9268855,21.67934494
1027,0,0,0,"(0, 0)",13.16314541,10.03765273,23.74426919
1028,0,0,0,"(0, 0)",12.88772711,10.07099775,21.85590473
1029,0,0,0,"(0, 0)",12.97525178,9.98511635,23.0449126
1030,1,0,1,"(0, 1)",13.37542271,10.78227033,19.38744248
1031,1,0,1,"(0, 1)",11.88810848,9.687932053,18.50737174
1032,1,0,1,"(0, 1)",13.19814022,10.90596235,17.36743076
1033,1,0,1,"(0, 1)",17.26723706,14.59098403,15.49902292
1034,1,0,1,"(0, 1)",16.76944201,14.85038248,11.4437888
1035,1,0,1,"(0, 1)",15.78462397,13.26668543,15.95184373
1036,1,0,1,"(0, 1)",16.09671423,13.48457645,16.2277701
1037,1,0,1,"(0, 1)",17.81297093,14.87770461,16.47825246
1038,0,0,0,"(0, 0)",8.628490404,5.541999334,35.77092777
1039,3,1,1,"(1, 1)",13.23665377,3.950630113,70.15386077
1040,3,1,1,"(1, 1)",9.023032089,3.138952682,65.21177525
1041,3,1,1,"(1, 1)",13.14362939,4.486134325,65.86837477
1042,3,1,1,"(1, 1)",12.60332048,4.468888825,64.54197264
1043,3,1,1,"(1, 1)",13.23242816,5.036709293,61.93662092
1044,1,0,1,"(0, 1)",16.76745839,16.10980689,3.922189545
1045,1,0,1,"(0, 1)",15.1777636,12.51014784,17.57581574
1046,1,0,1,"(0, 1)",16.27277662,13.86427115,14.80082676
1047,1,0,1,"(0, 1)",17.53642239,16.36664832,6.670540002
1048,1,0,1,"(0, 1)",17.04202682,13.19559525,22.57027061
1049,1,0,1,"(0, 1)",17.06320459,14.71876119,13.73976025
1050,1,0,1,"(0, 1)",16.390828,15.3656336,6.254683426
1051,1,0,1,"(0, 1)",16.78835919,15.73082742,6.299196738
1052,1,0,1,"(0, 1)",16.60805508,15.65703366,5.726266055
1053,1,0,1,"(0, 1)",13.66203421,13.16522328,3.636434507
1054,1,0,1,"(0, 1)",14.44093869,13.81315984,4.347216367
1055,1,0,1,"(0, 1)",12.77700568,12.29002501,3.811383355
1056,1,0,1,"(0, 1)",14.79294275,14.24987906,3.671099794
1057,0,0,0,"(0, 0)",12.31390844,8.423739524,31.59166675
1058,1,0,1,"(0, 1)",8.256664055,7.80771612,5.437401008
1059,1,0,1,"(0, 1)",8.433099722,8.010101213,5.01593154
1060,1,0,1,"(0, 1)",12.59344058,10.98095823,12.80414465
1061,0,0,0,"(0, 0)",16.01551922,10.20760675,36.26427834
1062,0,0,0,"(0, 0)",15.82041558,10.33291354,34.68620668
1063,0,0,0,"(0, 0)",15.56832995,10.30652618,33.79812595
1064,0,0,0,"(0, 0)",15.76574065,10.7872213,31.57808733
1065,0,0,0,"(0, 0)",15.3905742,9.939696516,35.41698714
1066,0,0,0,"(0, 0)",15.71945828,10.36388483,34.06970748
1067,0,0,0,"(0, 0)",15.38239442,9.641705418,37.31986611
1068,0,0,0,"(0, 0)",13.84833889,9.960870094,28.07173356
1069,1,0,1,"(0, 1)",13.05209959,10.14929443,22.24013958
1070,1,0,1,"(0, 1)",13.46585553,10.42801597,22.55957333
1071,1,0,1,"(0, 1)",12.76490814,9.8651989,22.71625623
1072,1,0,1,"(0, 1)",12.98740011,9.583704745,26.20767313
1073,1,0,1,"(0, 1)",13.31509624,10.53739967,20.86125796
1074,0,0,0,"(0, 0)",14.66046745,10.42076775,28.91926683
1075,1,0,1,"(0, 1)",13.74258067,10.46220633,23.87014798
1076,1,0,1,"(0, 1)",13.33958663,11.2848909,15.40299404
1077,1,0,1,"(0, 1)",14.08865798,11.60693452,17.61504508
1078,1,0,1,"(0, 1)",14.15807755,12.33286964,12.89163656
1079,1,0,1,"(0, 1)",9.200443962,8.164343245,11.26142087
1080,1,0,1,"(0, 1)",9.559444831,9.028391659,5.555272111
1081,1,0,1,"(0, 1)",14.66857242,14.6219214,0.318033802
1082,1,0,1,"(0, 1)",17.88138253,17.27896527,3.368963565
1083,1,0,1,"(0, 1)",18.10637729,17.39162411,3.947521752
1084,1,0,1,"(0, 1)",18.29238056,17.38304055,4.971140882
1085,1,0,1,"(0, 1)",17.39613772,16.31310374,6.225715133
1086,1,0,1,"(0, 1)",17.17498858,16.59179054,3.395624049
1087,1,0,1,"(0, 1)",16.40842614,16.31294337,0.581912988
1088,1,0,1,"(0, 1)",15.78035886,15.60347828,1.120890732
1089,1,0,1,"(0, 1)",15.69625271,15.44338,1.611038698
1090,1,0,1,"(0, 1)",18.28934743,16.31620559,10.78847592
1091,1,0,1,"(0, 1)",15.9310656,15.71604827,1.34967325
1092,1,0,1,"(0, 1)",18.28152382,16.3437388,10.59969092
1093,1,0,1,"(0, 1)",19.042771,17.75686781,6.752710486
1094,1,0,1,"(0, 1)",19.17671997,18.21767453,5.001092162
1095,1,0,1,"(0, 1)",19.89522818,17.61614446,11.4554289
1096,1,0,1,"(0, 1)",19.47854547,18.33892394,5.850650083
1097,1,0,1,"(0, 1)",19.54277133,17.49260295,10.49067373
1098,1,0,1,"(0, 1)",18.51263145,17.84160291,3.624706409
1099,1,0,1,"(0, 1)",18.42636088,17.82775319,3.248648485
1100,0,0,0,"(0, 0)",10.95069706,6.352449834,41.99045229
1101,1,0,1,"(0, 1)",12.3838098,9.595973997,22.51193974
1102,1,0,1,"(0, 1)",14.63226231,13.61749686,6.935123419
1103,1,0,1,"(0, 1)",18.06262978,16.40216565,9.192814913
1104,1,0,1,"(0, 1)",4.556209975,4.161946538,8.653320176
1105,0,0,0,"(0, 0)",13.78380952,9.335082995,32.27501451
1106,1,0,1,"(0, 1)",7.319673341,6.383583981,12.78867672
1107,1,0,1,"(0, 1)",18.73574596,16.77283579,10.4768189
1108,1,0,1,"(0, 1)",18.96071359,16.35183296,13.75940106
1109,1,0,1,"(0, 1)",18.90738163,17.13817761,9.357213244
1110,1,0,1,"(0, 1)",19.29064511,17.19693624,10.85349329
1111,1,0,1,"(0, 1)",18.3668244,15.68773854,14.58654912
1112,1,0,1,"(0, 1)",20.41989053,15.38690396,24.64747085
1113,1,0,1,"(0, 1)",18.57408497,16.90376669,8.992735234
1114,1,0,1,"(0, 1)",22.05591937,18.21005989,17.43685863
1115,1,0,1,"(0, 1)",20.56849251,17.48242473,15.0038598
1116,1,0,1,"(0, 1)",21.25654948,17.3075705,18.57770466
1117,1,0,1,"(0, 1)",5.519610154,4.002216497,27.49095705
1118,1,0,1,"(0, 1)",7.58238309,6.414871768,15.39768314
1119,1,0,1,"(0, 1)",4.072661301,2.962505649,27.25872765
1120,1,0,1,"(0, 1)",7.769157477,6.657126498,14.31340506
1121,1,0,1,"(0, 1)",4.10924261,3.151887046,23.297616
1122,1,0,1,"(0, 1)",6.443044799,5.477240208,14.98987856
1123,1,0,1,"(0, 1)",10.74933464,9.473855803,11.86565381
1124,1,0,1,"(0, 1)",11.49619341,10.21186588,11.17176344
1125,1,0,1,"(0, 1)",11.53465057,9.069332184,21.37315191
1126,1,0,1,"(0, 1)",16.19990146,14.01071809,13.5135598
1127,1,0,1,"(0, 1)",17.89176244,16.08328681,10.10786743
1128,1,0,1,"(0, 1)",14.96498579,14.85608861,0.727679835
1129,1,0,1,"(0, 1)",17.77317102,16.48282355,7.260085805
1130,1,0,1,"(0, 1)",16.87483026,14.79399839,12.33097957
1131,1,0,1,"(0, 1)",16.15770444,14.97330453,7.330248635
1132,1,0,1,"(0, 1)",17.10262533,16.14548787,5.596435841
1133,1,0,1,"(0, 1)",15.78988999,14.40903448,8.745187702
1134,1,0,1,"(0, 1)",18.68830501,16.96059608,9.24486693
1135,1,0,1,"(0, 1)",16.21325753,14.63236201,9.750634723
1136,1,0,1,"(0, 1)",18.23043171,16.09908575,11.69114363
1137,1,0,1,"(0, 1)",15.69466043,14.17150085,9.704954061
1138,1,0,1,"(0, 1)",22.5782891,19.36288299,14.24114154
1139,1,0,1,"(0, 1)",22.68067429,17.80246361,21.50822597
1140,1,0,1,"(0, 1)",22.93785883,19.5061169,14.96103865
1141,1,0,1,"(0, 1)",22.5830566,17.7775507,21.27925367
1142,1,0,1,"(0, 1)",22.04806388,17.76180398,19.44052738
1143,1,0,1,"(0, 1)",21.35712277,17.66207247,17.30125514
1144,1,0,1,"(0, 1)",21.28889077,19.45839792,8.598347693
1145,1,0,1,"(0, 1)",21.75640372,19.4429528,10.63342524
1146,1,0,1,"(0, 1)",20.28143896,16.79820101,17.17451093
1147,1,0,1,"(0, 1)",23.02049089,19.30574821,16.13667885
1148,1,0,1,"(0, 1)",22.95825537,19.72415018,14.0868944
1149,1,0,1,"(0, 1)",22.3345935,19.57017296,12.37730402
1150,1,0,1,"(0, 1)",22.67720373,19.25942931,15.07141028
1151,1,0,1,"(0, 1)",20.78498314,17.98280409,13.481748
1152,1,0,1,"(0, 1)",23.31114046,19.56606634,16.06559801
1153,1,0,1,"(0, 1)",22.08983847,19.62384412,11.16347844
1154,1,0,1,"(0, 1)",22.1679621,20.09389401,9.356151378
1155,1,0,1,"(0, 1)",22.05827507,18.90661813,14.28786672
1156,1,0,1,"(0, 1)",22.01089086,19.00232589,13.66852887
1157,1,0,1,"(0, 1)",22.12351107,15.74768736,28.81922171
1158,0,0,0,"(0, 0)",22.6340227,15.21930601,32.7591643
1159,1,0,1,"(0, 1)",22.47827338,17.51730662,22.07005258
1160,1,0,1,"(0, 1)",22.75831621,16.62480404,26.95064131
1161,1,0,1,"(0, 1)",21.70062725,18.69288761,13.86015072
1162,1,0,1,"(0, 1)",21.04177791,18.28792819,13.08753342
1163,1,0,1,"(0, 1)",23.06513866,18.71367575,18.86597334
1164,1,0,1,"(0, 1)",22.85005568,19.29731268,15.5480715
1165,1,0,1,"(0, 1)",23.66937609,20.2751529,14.34014643
1166,1,0,1,"(0, 1)",23.09425618,20.67945082,10.45630281
1167,1,0,1,"(0, 1)",21.82864792,17.81636857,18.38079649
1168,1,0,1,"(0, 1)",21.12362015,15.94451338,24.51808323
1169,1,0,1,"(0, 1)",22.33087942,17.96980315,19.52935301
1170,1,0,1,"(0, 1)",23.8881959,17.91939971,24.98638328
1171,1,0,1,"(0, 1)",20.14317275,18.25112575,9.392993979
1172,1,0,1,"(0, 1)",23.75263811,17.50933996,26.28465151
1173,1,0,1,"(0, 1)",22.70660837,18.4406082,18.78748293
1174,1,0,1,"(0, 1)",20.82587794,17.41876226,16.36000982
1175,1,0,1,"(0, 1)",23.62039702,17.44340029,26.15111308
1176,1,0,1,"(0, 1)",21.30838406,15.88878867,25.4340985
1177,1,0,1,"(0, 1)",23.12465178,17.88454443,22.66026489
1178,1,0,1,"(0, 1)",21.35521381,18.56412429,13.06982709
1179,1,0,1,"(0, 1)",21.5772449,18.50113114,14.25628609
1180,1,0,1,"(0, 1)",20.56026784,18.61114967,9.480023261
1181,1,0,1,"(0, 1)",22.89047505,18.39088365,19.65704681
1182,1,0,1,"(0, 1)",21.23611033,17.43246317,17.9112234
1183,1,0,1,"(0, 1)",20.78300313,17.995633,13.41177749
1184,1,0,1,"(0, 1)",21.32422601,18.33817234,14.00310458
1185,1,0,1,"(0, 1)",21.49487833,17.52913601,18.44970817
1186,1,0,1,"(0, 1)",20.507332,18.54310536,9.578167639
1187,1,0,1,"(0, 1)",10.64895279,9.800507822,7.967402851
1188,1,0,1,"(0, 1)",10.62260973,9.604577915,9.583631877
1189,1,0,1,"(0, 1)",11.55084324,11.15201586,3.452798874
1190,1,0,1,"(0, 1)",11.89582377,10.29010331,13.49818636
1191,1,0,1,"(0, 1)",12.21026663,10.8035448,11.52081173
1192,1,0,1,"(0, 1)",8.693511945,8.138850944,6.380171847
1193,1,0,1,"(0, 1)",9.246826112,8.493450211,8.147399895
1194,1,0,1,"(0, 1)",8.589353578,8.368619853,2.569852585
1195,0,0,0,"(0, 0)",9.710612618,8.498556639,12.48176636
1196,1,0,1,"(0, 1)",10.65409793,9.552640101,10.33834906
1197,1,0,1,"(0, 1)",11.33462536,10.16767511,10.29544612
1198,1,0,1,"(0, 1)",10.94000604,9.981506828,8.761413915
1199,1,0,1,"(0, 1)",11.30346467,10.6897835,5.429142136
1200,1,0,1,"(0, 1)",11.90345164,11.0271115,7.362067499
1201,1,0,1,"(0, 1)",10.96275618,10.45490803,4.632486028
1202,1,0,1,"(0, 1)",11.35062668,10.37501988,8.595180083
1203,1,0,1,"(0, 1)",13.3938174,10.86145745,18.90693201
1204,1,0,1,"(0, 1)",11.81673161,11.31470367,4.248450028
1205,1,0,1,"(0, 1)",11.99573912,11.97514387,0.171688009
1206,0,0,0,"(0, 0)",11.40197426,9.306586396,18.37741267
1207,0,0,0,"(0, 0)",12.10623428,9.213887228,23.89138511
1208,0,0,0,"(0, 0)",11.06662068,9.019309332,18.49987823
1209,0,0,0,"(0, 0)",11.6451661,9.271639475,20.38207615
1210,1,0,1,"(0, 1)",12.55598978,10.70766515,14.72066051
1211,1,0,1,"(0, 1)",12.87759335,11.25932575,12.56653752
1212,0,0,0,"(0, 0)",13.56083143,11.72166805,13.56232022
1213,1,0,1,"(0, 1)",12.70130691,12.06017928,5.047729617
1214,1,0,1,"(0, 1)",11.18965835,10.66099409,4.7245791
1215,1,0,1,"(0, 1)",11.67633987,10.20107891,12.6346182
1216,1,0,1,"(0, 1)",11.86347812,11.63121202,1.95782461
1217,1,0,1,"(0, 1)",10.69976764,10.5057395,1.81338649
1218,1,0,1,"(0, 1)",11.3869204,11.24684545,1.230139016
1219,1,0,1,"(0, 1)",11.31348559,10.95488091,3.169709992
1220,1,0,1,"(0, 1)",10.71400613,9.789224724,8.631518383
1221,1,0,1,"(0, 1)",8.5106142,6.086222649,28.48668139
1222,1,0,1,"(0, 1)",9.416371747,7.050082482,25.12952258
1223,0,0,0,"(0, 0)",9.275744539,6.031633558,34.97413029
1224,1,0,1,"(0, 1)",9.489974321,7.526108649,20.69410944
1225,1,0,1,"(0, 1)",10.31298037,7.22915957,29.90232397
1226,1,0,1,"(0, 1)",10.03173283,7.099547443,29.22910167
1227,1,0,1,"(0, 1)",9.206220666,7.952550101,13.61764627
1228,1,0,1,"(0, 1)",9.137410598,8.176696897,10.5140695
1229,1,0,1,"(0, 1)",9.177718464,8.363427172,8.872480615
1230,1,0,1,"(0, 1)",9.69947011,8.568625874,11.65882489
1231,1,0,1,"(0, 1)",8.382540192,6.945927069,17.13815968
1232,1,0,1,"(0, 1)",7.162007216,6.298074588,12.06271651
1233,1,0,1,"(0, 1)",8.919150276,7.531819033,15.55452257
1234,1,0,1,"(0, 1)",7.867343548,6.978252849,11.30102802
1235,1,0,1,"(0, 1)",9.821703012,7.923292919,19.3287263
1236,1,0,1,"(0, 1)",10.39749519,8.953999776,13.88310733
1237,0,0,0,"(0, 0)",7.277860114,4.48224117,38.41265015
1238,0,0,0,"(0, 0)",7.248608666,4.730595414,34.73788375
1239,0,0,0,"(0, 0)",6.740957986,4.160172512,38.28514403
1240,0,0,0,"(0, 0)",6.256324763,2.917535291,53.36662655
1241,0,0,0,"(0, 0)",7.209643686,4.388572471,39.12913506
1242,0,0,0,"(0, 0)",7.689027252,4.745877529,38.27727002
1243,1,0,1,"(0, 1)",6.637930433,4.827836443,27.2689509
1244,1,0,1,"(0, 1)",6.835126688,5.445905548,20.32473139
1245,1,0,1,"(0, 1)",6.800267212,4.833519508,28.92162385
1246,0,0,0,"(0, 0)",7.630897219,4.843610987,36.52632387
1247,0,0,0,"(0, 0)",8.939520684,4.832485076,45.94245881
1248,0,0,0,"(0, 0)",8.86171838,4.717422857,46.76627427
1249,0,0,0,"(0, 0)",8.868927295,5.589112739,36.98096114
1250,0,0,0,"(0, 0)",8.967844463,4.604820324,48.65187122
1251,0,0,0,"(0, 0)",7.956061926,5.524129759,30.56703416
1252,0,0,0,"(0, 0)",8.420098894,5.05503621,39.96464562
1253,0,0,0,"(0, 0)",8.835439185,5.84594076,33.83531212
1254,0,0,0,"(0, 0)",10.26935806,6.733490396,34.43124334
1255,1,0,1,"(0, 1)",5.313857498,4.355798849,18.02943811
1256,1,0,1,"(0, 1)",6.788806174,5.592798191,17.61735351
1257,1,0,1,"(0, 1)",5.480758774,4.037132066,26.33990597
1258,1,0,1,"(0, 1)",7.242102056,5.490608986,24.18487142
1259,0,0,0,"(0, 0)",6.078659593,3.755991128,38.21020785
1260,0,0,0,"(0, 0)",7.189881623,4.806592136,33.14782652
1261,0,0,0,"(0, 0)",7.160016627,4.01527785,43.92083064
1262,0,0,0,"(0, 0)",8.013142393,5.225538499,34.78789915
1263,0,0,0,"(0, 0)",6.691963193,4.213285592,37.03961796
1264,0,0,0,"(0, 0)",6.924316742,4.655843406,32.76097008
1265,3,1,1,"(1, 1)",10.00716749,3.880776725,61.22002824
1266,0,0,0,"(0, 0)",10.62969644,6.031862635,43.25461062
1267,3,1,1,"(1, 1)",10.08930878,4.243871385,57.93694617
1268,0,0,0,"(0, 0)",10.9535378,6.620847159,39.55517131
1269,3,1,1,"(1, 1)",10.62028549,4.094336241,61.4479644
1270,0,0,0,"(0, 0)",12.24788083,6.893052621,43.72044668
1271,3,1,1,"(1, 1)",9.739655456,4.670889196,52.04256232
1272,0,0,0,"(0, 0)",10.77507787,6.100130908,43.38666522
1273,0,0,0,"(0, 0)",9.4344561,5.935876235,37.0830054
1274,0,0,0,"(0, 0)",11.46702134,7.030441267,38.68990857
1275,3,1,1,"(1, 1)",9.287591999,5.134675034,44.71467917
1276,0,0,0,"(0, 0)",10.01394478,6.257563958,37.51149929
