seed_a,seed_b,ARI,NMI
7,21,0.9974915381217002,0.9956108516882551
7,42,0.5595588213776751,0.7167287097030225
7,84,0.6692141244878546,0.7805961614682719
7,168,0.6753661183062893,0.7844168328682394
21,42,0.5595992422086062,0.7167352790237381
21,84,0.67096683808946,0.7822014724074441
21,168,0.677018731741067,0.7859984604320156
42,84,0.7723941755966471,0.7963121854166858
42,168,0.7622066853134083,0.7897747416420708
84,168,0.9529408969935242,0.9433573306417349
