dataset,n_nodes,topology,primary_seed,qe_primary_seed,qe_mean_across_seeds,qe_std_across_seeds,te_primary_seed,te_mean_across_seeds,mean_pairwise_seed_ARI,min_pairwise_seed_ARI,silhouette_pca20,davies_bouldin_pca20,calinski_harabasz_pca20,max_centroid_correlation,min_centroid_rmse,n_empty_nodes,min_cluster_size,min_cluster_fraction,max_cluster_size,max_cluster_fraction
paper_aligned_min4,16,4x4,42,0.6986980447155481,0.6965917519137921,0.0018873558365094451,0.16414565826330532,0.2959103641456583,0.7296757172236233,0.5595588213776751,0.3092294581976396,1.0291631062724234,2338.539837731835,0.9997346128557291,0.021938348691646892,0,4,0.002240896358543417,348,0.1949579831932773
