setting,source,sigma,learning_rate,random_order,elbow_k,qe_at_elbow,silhouette_at_elbow,seed_ari_at_elbow,overlap_ratio_at_elbow,min_cluster_fraction_at_elbow,occupied_nodes_at_elbow,empty_nodes_at_elbow,rank_qe,rank_silhouette,rank_stability,rank_separation,rank_sum,passes_main_shape_support
paper_lr_sensitivity,paper,0.5,0.3,False,4,5.07891284491862,0.344874828562729,1.0,2.021822427650168,0.033277870216306155,4.0,0.0,6.0,1.0,1.0,1.0,9.0,True
optimized_random_order,optimization,0.5,0.1,True,5,4.719571354583869,0.27538791342826446,0.849187857271265,1.8097465716290808,0.026622296173044926,5.0,0.0,4.0,4.0,2.0,2.0,12.0,True
paper_main,paper,0.5,0.1,False,5,4.648745532666148,0.2760549780618164,0.8251749882361926,1.6338174776489378,0.026622296173044926,5.0,0.0,2.0,2.5,3.0,6.0,13.5,True
optimized_wider_neighborhood,optimization,1.0,0.1,True,5,4.637559548992,0.25260456979558854,0.7258155476081832,1.675237440472365,0.03161397670549085,5.0,0.0,1.0,5.0,4.0,4.0,14.0,True
paper_sigma_sensitivity,paper,0.3,0.1,False,5,4.6488156798937545,0.2760549780618164,0.5920999780689915,1.633817537881006,0.026622296173044926,5.0,0.0,3.0,2.5,5.0,5.0,15.5,True
optimized_wider_faster,optimization,1.0,0.3,True,5,4.77261486167827,0.2524974470821652,0.5913152500421577,1.7763449312588484,0.0324459234608985,5.0,0.0,5.0,6.0,6.0,3.0,20.0,True
