cluster,n,start,at_50h,at_200h,end,peak,peak_time_h,trough,trough_time_h,early_slope_per_h,late_slope_per_h,post_trough_recovery,post_peak_drop,range,posthoc_ifo_name
0,830,1.0,0.9871978611078484,0.9352379018770378,0.8162928360983375,1.0,0.0,0.8162928360983375,500.0,-0.00026390015748285235,-0.00039276971210485545,0.0,0.18370716390166253,0.18370716390166253,Slope-like
1,42,0.9533151558586793,0.9781634613252683,0.9931622014705448,0.9364265914376212,0.9968775518296658,121.0,0.9364265914376212,500.0,0.0005125699898963893,-0.0001644718452882964,0.0,0.06045096039204456,0.06045096039204456,Bridge-like
2,296,1.0,0.950078415645334,0.8368154008498325,0.7850094305504063,1.0,0.0,0.7850094305504063,500.0,-0.0010561242874077576,-0.00014111140658346234,0.0,0.21499056944959372,0.21499056944959372,Slope-like
3,34,0.9511550464935504,0.9358970406094828,0.9737083891398843,0.9855292012880141,0.9888772522267395,487.0,0.9358970406094828,50.0,-4.7108812037150694e-05,3.234327884998967e-05,0.052980211617256745,0.0033480509387253665,0.052980211617256745,Valley-like
