time_fraction,IFO-Bridge,IFO-Hill,IFO-Slope,IFO-Valley
0.0,0.0,0.0,0.0,0.0
0.0033333333333333335,0.025845550411522627,0.023243703703703652,-0.019313937522355426,-0.02902633101851862
0.006666666666666667,0.05151748971193415,0.046305185185185185,-0.038465193639430524,-0.057766203703703695
0.01,0.07699652777777777,0.06918000000000009,-0.057443438726742894,-0.08621093749999989
0.013333333333333334,0.10226337448559675,0.0918637037037038,-0.07623834315981061,-0.11435185185185173
0.016666666666666666,0.12729873971193414,0.11435185185185179,-0.09483957731415138,-0.14218026620370375
0.02,0.15208333333333343,0.1366400000000001,-0.11323681156528317,-0.16968750000000005
0.023333333333333334,0.1765978652263375,0.1587237037037037,-0.1314197162887237,-0.19686487268518515
0.02666666666666667,0.20082304526748973,0.1805985185185186,-0.14937796185999094,-0.22370370370370374
0.030000000000000002,0.2247395833333333,0.20226000000000005,-0.1671012186546028,-0.2501953124999999
0.03333333333333333,0.2483281893004116,0.22370370370370363,-0.18457915704807706,-0.27633101851851843
0.03666666666666667,0.2715695730452674,0.24492518518518533,-0.20180144741593165,-0.30210214120370366
0.04,0.29444444444444445,0.26592,-0.21875776013368425,-0.3275
0.043333333333333335,0.3169335133744855,0.28668370370370355,-0.235437765576853,-0.35251591435185164
0.04666666666666667,0.33901748971193424,0.30721185185185174,-0.2518311341209556,-0.37714120370370374
0.05,0.3606770833333333,0.3275,-0.2679275361415098,-0.40136718750000006
0.05333333333333334,0.38189300411522636,0.3475437037037035,-0.2837166420140336,-0.4251851851851851
0.05666666666666667,0.4026459619341563,0.3673385185185184,-0.299188122114045,-0.44858651620370393
0.060000000000000005,0.4229166666666666,0.38688,-0.31433164681706155,-0.47156249999999994
0.06333333333333334,0.4426858281893004,0.40616370370370364,-0.32913688649860134,-0.4941044560185187
0.06666666666666667,0.46193415637860086,0.42518518518518506,-0.34359351153418205,-0.5162037037037037
0.07,0.4806423611111111,0.4439399999999999,-0.3576911922993218,-0.5378515624999999
0.07333333333333333,0.4987911522633743,0.4624237037037037,-0.3714195991695382,-0.5590393518518519
0.07666666666666667,0.5163612397119343,0.4806318518518518,-0.3847684025203492,-0.5797583912037038
0.08,0.5333333333333333,0.4985599999999999,-0.3977272727272727,-0.6
0.08333333333333334,0.5501471764974851,0.5162037037037038,-0.41049836583974464,-0.6203935185185184
0.08666666666666667,0.5672267946959306,0.5335585185185183,-0.4232776109061926,-0.6414814814814814
0.09000000000000001,0.5845293209876544,0.5506199999999999,-0.43604533780062316,-0.663125
0.09333333333333334,0.6020118884316417,0.5673837037037037,-0.4487818763970419,-0.6851851851851851
0.09666666666666668,0.6196316300868769,0.583845185185185,-0.46146755656945504,-0.7075231481481482
0.1,0.6373456790123457,0.6,-0.4740827081918683,-0.7300000000000001
0.10333333333333335,0.6551111682670325,0.6162548148148148,-0.48660766113828796,-0.7524768518518518
0.10666666666666667,0.6728852309099222,0.6329718518518517,-0.49902274528271984,-0.7748148148148148
0.11,0.6906249999999999,0.65008,-0.5113082904991699,-0.7968749999999999
0.11333333333333334,0.7082876085962506,0.6675081481481482,-0.5234446266616444,-0.8185185185185184
0.11666666666666667,0.725830189757659,0.6851851851851853,-0.5354120836441489,-0.8396064814814814
0.12000000000000001,0.7432098765432098,0.7030399999999999,-0.5471909913206899,-0.86
0.12333333333333334,0.7603838020118885,0.7210014814814815,-0.5587616795652729,-0.8795601851851851
0.12666666666666668,0.7773090992226795,0.7389985185185185,-0.5701044782519044,-0.8981481481481481
0.13,0.7939429012345679,0.7569599999999999,-0.5811997172545899,-0.9156249999999999
0.13333333333333333,0.8102423411065386,0.7748148148148147,-0.5920277264473356,-0.9318518518518517
0.1366666666666667,0.8261645518975765,0.7924918518518518,-0.6025688357041475,-0.9466898148148147
0.14,0.8416666666666667,0.80992,-0.6128033748990318,-0.96
0.14333333333333334,0.8567058184727938,0.8270281481481478,-0.622711673905994,-0.9716435185185185
0.14666666666666667,0.8712391403749428,0.8437451851851852,-0.6322740625990407,-0.9814814814814815
0.15000000000000002,0.8852237654320989,0.86,-0.6414708708521772,-0.9893749999999999
0.15333333333333335,0.8986168267032465,0.8757214814814815,-0.6502824285394103,-0.9951851851851851
0.15666666666666668,0.9113754572473707,0.8908385185185185,-0.6586890655347453,-0.9987731481481482
0.16,0.9234567901234567,0.9052800000000001,-0.6666711117121885,-1.0
0.16333333333333333,0.9348179583904893,0.9189748148148148,-0.6742088969457458,-0.9995670897616105
0.16666666666666669,0.9454160951074532,0.9318518518518519,-0.6812827511094234,-0.9982887376021045
0.17,0.9552083333333332,0.9438399999999999,-0.6878730040772271,-0.9961955113549764
0.17333333333333334,0.9641518061271146,0.9548681481481482,-0.6939599857231628,-0.9933179788537203
0.17666666666666667,0.9722036465477822,0.9648651851851849,-0.6995240259212366,-0.9896867079318306
0.18000000000000002,0.9793209876543211,0.97376,-0.7045454545454547,-0.9853322664228013
0.18333333333333335,0.9854609625057157,0.9814814814814817,-0.7092469188934649,-0.9802852221601268
0.18666666666666668,0.9905807041609512,0.9879585185185185,-0.7138646506416156,-0.9745761429773012
0.19,0.9946373456790122,0.99312,-0.7183993562319617,-0.9682355967078189
0.19333333333333336,0.9975880201188844,0.9968948148148148,-0.7228517421065586,-0.9612941511851738
0.19666666666666668,0.9993898605395519,0.9992118518518519,-0.7272225147074611,-0.9537823742428604
0.2,1.0,1.0,-0.731512380476725,-0.9457308337143727
0.20333333333333334,0.9999680636777127,0.9989178797700593,-0.7357220458564051,-0.9371700974332051
0.2066666666666667,0.9998731643924627,0.9957290814845713,-0.7398522172885567,-0.9281307332328517
0.21000000000000002,0.9997166666666667,0.9905199487500372,-0.7439036012152352,-0.9186433089468068
0.21333333333333335,0.999499935022742,0.9833768251729574,-0.7478769040784955,-0.9087383924085646
0.21666666666666667,0.999224333983106,0.9743860543598332,-0.7517728323203932,-0.8984465514516193
0.22,0.9988912280701753,0.9636339799171654,-0.7555920923829832,-0.8877983539094649
0.22333333333333336,0.9985019818063678,0.9512069454514552,-0.7593353907083209,-0.876824367615596
0.22666666666666668,0.9980579597140999,0.9371912945692031,-0.7630034337384612,-0.8655551604035067
0.23,0.9975605263157895,0.9216733708769106,-0.7665969279154601,-0.8540213001066911
0.23333333333333334,0.9970110461338532,0.9047395179810781,-0.7701165796813719,-0.8422533545586433
0.2366666666666667,0.9964108836907082,0.8864760794882064,-0.7735630954782524,-0.8302818915928578
0.24000000000000002,0.995761403508772,0.866969399004797,-0.7769371817481567,-0.8181374790428289
0.24333333333333335,0.9950639701104613,0.8463058201373507,-0.7802395449331397,-0.8058506847420502
0.24666666666666667,0.9943199480181936,0.824571686492368,-0.7834708914752573,-0.7934520765240167
0.25,0.993530701754386,0.8018533416763504,-0.786631927816564,-0.7809722222222223
0.25333333333333335,0.9926975958414554,0.7782371292957984,-0.7897233603991154,-0.7684416896701609
0.2566666666666667,0.9918219948018194,0.7538093929572129,-0.7927458956649666,-0.755891046701327
0.26,0.9909052631578947,0.7286564762670955,-0.7957002400561729,-0.7433508611492151
0.26333333333333336,0.9899487654320988,0.7028647228319462,-0.7985871000147895,-0.7308517008473189
0.26666666666666666,0.9889538661468485,0.6765204762582671,-0.8014071819828715,-0.718424133629133
0.27,0.9879219298245614,0.6497100801525579,-0.8041611924024743,-0.7060987273281513
0.2733333333333334,0.9868543209876544,0.6225198781213197,-0.806849837715653,-0.693906049777868
0.27666666666666667,0.9857524041585445,0.5950362137710545,-0.8094738243644629,-0.6818766688117778
0.28,0.9846175438596491,0.5673454307082622,-0.8120338587909592,-0.6700411522633744
0.2833333333333333,0.9834511046133853,0.5395338725394443,-0.8145306474371969,-0.6584300679661526
0.2866666666666667,0.9822544509421701,0.5116878828711012,-0.8169648967452317,-0.6470739837536056
0.29000000000000004,0.9810289473684212,0.48389380530973397,-0.8193373131571184,-0.6360034674592285
0.29333333333333333,0.9797759584145549,0.4562379834618443,-0.8216486031149124,-0.6252490869165157
0.2966666666666667,0.9784968486029889,0.42880676093393183,-0.8238994730606688,-0.6148414099589607
0.30000000000000004,0.9771929824561404,0.40168648133249846,-0.8260906294364428,-0.604811004420058
0.30333333333333334,0.9758657244964263,0.3749634882640451,-0.82822277868429,-0.5951884381333017
0.3066666666666667,0.9745164392462639,0.34872412533507197,-0.8302966272462651,-0.5860042789321862
0.31,0.9731464912280701,0.32305473615208097,-0.8323128815644237,-0.5772890946502057
0.31333333333333335,0.9717572449642625,0.298041664321572,-0.8342722480808207,-0.5690734531208547
0.3166666666666667,0.970350064977258,0.2737712534500465,-0.8361754332375116,-0.5613879221776265
0.32,0.9689263157894737,0.25032984714400597,-0.8380231434765515,-0.5542630696540163
0.32333333333333336,0.9674873619233267,0.22780378900995055,-0.8398160852399956,-0.5477294633835176
0.32666666666666666,0.9660345679012345,0.2062794226543814,-0.8415549649698991,-0.541817671199625
0.33,0.964569298245614,0.1858430916837993,-0.8432404891083174,-0.5365582609358329
0.33333333333333337,0.9630929174788824,0.16658113970470526,-0.8448733640973056,-0.5319818004256351
0.33666666666666667,0.9616067901234567,0.14857991032360043,-0.8464542963789188,-0.5281188575025261
0.34,0.9601122807017544,0.131925747146986,-0.8479839923952124,-0.525
0.3433333333333334,0.9586107537361923,0.11670499378136154,-0.8494631585882416,-0.5222748832890198
0.3466666666666667,0.9571035737491878,0.10300399383322983,-0.8508925014000615,-0.5195734757009715
0.35000000000000003,0.9555921052631579,0.09090909090909068,-0.8522727272727273,-0.5168968145099831
0.35333333333333333,0.9540777128005198,0.07970562650547236,-0.8536263742839142,-0.5142459369901834
0.3566666666666667,0.9525617608836906,0.06862150489790492,-0.8549754927979343,-0.5116218804156999
0.36000000000000004,0.9510456140350877,0.057656913861393495,-0.8563200576867983,-0.5090256820606615
0.36333333333333334,0.9495306367771278,0.04681204117094283,-0.8576600438225174,-0.5064583791991961
0.3666666666666667,0.9480181936322287,0.036087074601557356,-0.8589954260771019,-0.5039210091054321
0.37000000000000005,0.946509649122807,0.025482201928242007,-0.8603261793225632,-0.5014146090534979
0.37333333333333335,0.94500636777128,0.01499761092600143,-0.8616522784309115,-0.4989402163175216
0.3766666666666667,0.9435097141000649,0.0046334893698401535,-0.862973698274158,-0.4964988681716316
0.38,0.9420210526315788,-0.005609974965236681,-0.8642904137243137,-0.49409160188995577
0.38333333333333336,0.9405417478882391,-0.01573259430422494,-0.8656023996533889,-0.49171945474662276
0.3866666666666667,0.9390731643924625,-0.025734180872119688,-0.866909630933395,-0.4893834640157608
0.39,0.9376166666666665,-0.03561454689391578,-0.8682120824363424,-0.48708466697149827
0.39333333333333337,0.9361736192332683,-0.04537350459460939,-0.8695097290342422,-0.48482410088796307
0.39666666666666667,0.9347453866146848,-0.05501086619919498,-0.870802545599105,-0.4826028030392837
0.4,0.9333333333333332,-0.0645264439326684,-0.8720905070029418,-0.48042181069958845
0.4033333333333334,0.9319253569236877,-0.07392005002002473,-0.8733735881177633,-0.4782821611430055
0.4066666666666667,0.9305084434336871,-0.08319149668625912,-0.8746517638155805,-0.4761848916436631
0.41000000000000003,0.9290825901559453,-0.09234059615636724,-0.8759250089684042,-0.47413103947568963
0.4133333333333334,0.927647794383077,-0.10136716065534396,-0.877193298448245,-0.4721216419132135
0.4166666666666667,0.9262040534076962,-0.11027100240818483,-0.8784566071271139,-0.4701577362303623
