curve_id,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_cc997f5bef,1500,0.705619080702423,0.9900338535751582,0.3022467553452686,-0.6877870982298895,-0.9747285993814364,0.009976540501877795,0.014138705676647014,0.6977636387317674,0.9888673050580836,0.0993748383747417,0.14083354757898126,0.08939829787286391,0.12669484190233424,0.000345932608229238,0.0004902540445545666,0.5987347329652548,0.8485240115236568,0.0,0.13333333333333333,0.14333333333333334,0.13333333333333333,-0.6512798341054327,-0.7385793306293709,0.9933333333333333
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_d0e1835a21,1500,0.46515343324052805,0.983884147764469,0.5408603575394263,-0.4430237902250427,-0.9524250678720837,0.016122818330917332,0.034661290616724995,0.45914660855596,0.9870863584888087,0.08276513872656599,0.17793083488597758,0.06664232039564866,0.1432695442692526,0.0,0.0,0.376381469829394,0.8091555236028312,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.4427471609318489,-0.4414386255067556,0.9766666666666667
10.1002_adfm.201909737_Fig8_B_stability_performance_curve_pce_c0d3c12ac0,1500,0.939115839088865,0.9613906237571209,0.06084842140585094,-0.90054220235127,-0.9589255817737892,0.0385374596298218,0.041035895707190975,0.9390796619810918,0.9999614774809802,0.39507183445863536,0.4206848804104253,0.35653437482881356,0.3796489847032343,0.0,0.0,0.5440078275224565,0.5792765970705549,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-3.957088399507793,-1.3312570563788673,0.71
10.1002_adfm.202111116_Fig5_A_stability_performance_curve_4962c740a2,1500,0.03641766396014057,0.9638766636842219,0.9932926436164746,0.029415979932252756,0.807739342217249,0.03612233586763247,0.9918905261789627,0.006706355935379715,0.18415118396171368,0.02386686887004441,0.6553651792758287,0.0002953280925080959,0.008109473821037366,0.03641766396014057,1.0,0.006706355935379715,0.18415118396171368,0.72,0.0,0.72,0.13333333333333333,0.1422737791565909,-0.01943212923467853,0.31333333333333335
10.1002_adfm.202215041_Fig3_E_stability_performance_curve_pce_5f0f1034cc,1500,0.18512190425795416,0.9983545427302731,0.8171328120790209,-0.18122173065125224,-0.9789318631831525,0.0016021173551901136,0.008654391070641091,0.18282384800644236,0.9875862542537936,0.03701776007210711,0.19996423556947374,0.035415642716916995,0.19130984449883265,0.0,0.0,0.14580608793433525,0.7876220186843199,0.006666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.344293260338192,-0.05417331429517022,0.7633333333333333
10.1002_adma.201706126_Fig5_C_stability_performance_curve_e3cc067d22,1500,0.1942198273034127,0.9981714536578461,0.8070624962173,-0.19110895744054612,-0.9839827379827357,0.0018282445620246834,0.009413274573499525,0.1929372020025708,0.9933960125562353,0.04391708778400938,0.22612051711590467,0.042088843221984695,0.21670724254240514,0.0,0.0,0.14902011421856143,0.7672754954403306,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.32171596143891723,-0.1529558546664952,0.98
10.1002_adma.201901242_Fig5_C_stability_performance_curve_pce_d1cdf55a17,1500,0.18339806014533955,0.997254095430613,0.8166087158178956,-0.18064537961271743,-0.9849906780342133,0.002745904569387614,0.01497237521057494,0.18339128418210504,0.9999630532447882,0.0468656214733284,0.2555404426643786,0.04411971690394079,0.24056806745380366,0.0,0.0,0.13652566270877664,0.7444226105804096,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.37617457502928425,-0.07086738490984593,0.83
10.1002_adma.201907769_Fig4_F_jv_curve_stability_performance_jsc_d71ae30e69,1500,0.5661586671778293,0.9945130587978738,0.43725374464267414,-0.5572593141551996,-0.9842811679153639,0.005433923712878763,0.0095978813500562,0.5626932378680785,0.9938790492654203,0.14700533163406515,0.2596539453627954,0.1415714079211864,0.2500560640127392,0.0,0.0,0.41568790623401325,0.7342251039026247,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-1.1373877840848676,-0.17651686401048253,0.91
10.1002_adma.202103231_Fig6_A_stability_performance_curve_4f7894bdf5,1500,0.09806565423849023,0.9985625975088249,0.9019359075956225,-0.09662668991320245,-0.9853265209265998,0.0014374024911759653,0.014657552660386909,0.09806409240437841,0.9999840735869867,0.026062483479104337,0.26576566160178594,0.02462508098792837,0.251108108941399,0.0017155961805368491,0.017494363279977866,0.07371720510581092,0.7517127752651787,0.0,0.13333333333333333,0.15333333333333332,0.13333333333333333,-0.2153364019556977,-0.08340126314009338,0.7066666666666667
10.1002_adma.202109348_Fig4_D_stability_performance_curve_pce_d0e3bbef03,1500,0.5312531837389023,0.9968895876078502,0.47975652803785857,-0.5171330595699917,-0.973421102026091,0.0031104123921511517,0.005854858826935223,0.5202434719621427,0.979275960853026,0.04503332820533501,0.08476810978975284,0.04192291581318386,0.07891325096281762,0.0,0.0,0.47521014375680776,0.8945078510632732,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.32195296309911264,-0.8370386041425131,0.9933333333333333
10.1002_adma.202302839_Fig2_G_stability_performance_curve_c4c7cb702d,1500,0.44731999136514966,0.9911927591987757,0.5531504131359385,-0.4380423460628372,-0.9792594887744709,0.008577967513865192,0.019176356253800767,0.4466203135767024,0.9984358450282717,0.21099224296791752,0.4716807811875402,0.20241427545405233,0.45250442493373944,0.0,0.0,0.23562807060878488,0.5267550638407316,0.0033333333333333335,0.13333333333333333,0.13333333333333333,0.13333333333333333,-2.1589768346645077,-0.0800057763311062,0.82
10.1002_adma.202302839_Fig2_H_stability_performance_curve_1bf3610108,1500,0.23386476700255054,0.9930035073655162,0.7671400000772731,-0.22586350728824311,-0.9657868099720204,0.006946105062230146,0.029701374650224207,0.23280961235047326,0.9954881846222446,0.0717049286622714,0.3066085138916603,0.06475882360004126,0.27690713924143606,0.0,0.0,0.16110468368820186,0.6888796707305844,0.02666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.6299426666189534,-0.07140990632513497,0.7133333333333334
10.1002_adma.202416932_Fig6_F_sem_image_stability_performance_curve_664c42250b,1500,0.19720716767710222,0.9999140870834302,0.8045287215718829,-0.19538536551154728,-0.9907619880807889,8.35852379595936e-05,0.0004238448274681991,0.19546895074950688,0.991185832908257,0.025108360040804634,0.1273197132566494,0.02502477480284504,0.1268958684291812,0.0,0.0,0.17036059070870224,0.8638661196516076,0.01,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.1851365032692911,-0.21025062079008164,0.9533333333333334
10.1002_admi.202001683_Fig4_C_stability_performance_curve_pce_40a7f5684a,1500,0.16006700262057205,0.9982386556757189,0.8418691522085396,-0.15636950346717926,-0.9769003036674744,0.0017613443242822102,0.01100379400779658,0.15813084779146147,0.987904097675271,0.01934660272042943,0.12086565253107935,0.01758525839614722,0.10986185852328277,0.0,0.0,0.13878424507103204,0.8670384451441916,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.18669684754498267,-0.11782577643763452,0.9333333333333333
10.1002_advs.202004662_Fig5_A_stability_performance_curve_pce_9ad105606e,1500,0.10322826463670731,0.9993549785452687,0.9018822543840935,-0.09747272416117514,-0.9442445293855541,0.0006450214547319977,0.006248496543093413,0.09811774561590714,0.9504930259286476,0.011815372720185735,0.11445869754536457,0.011170351265453737,0.10821020100227115,0.0,0.0,0.0863023728957214,0.8360343283832831,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,-0.0763452296581888,-0.20885184393798165,0.8766666666666667
