curve_id,window_hours,amplitude,start_value,end_value,end_minus_start,end_minus_start_ratio,gain_abs,gain_ratio,peak_drop_abs,peak_drop_ratio,early_peak_drop_abs,early_peak_drop_ratio,early_drop_abs,early_drop_ratio,recovery_abs,recovery_ratio,post_recovery_drop_abs,post_recovery_drop_ratio,t_peak_fraction,t_early_min_fraction,t_recovery_fraction,early_boundary_fraction,early_slope,late_slope,fraction_negative_steps
10.1002_adfm.201601119_Fig5_B_stability_performance_curve_88f89bfa55,750,0.39114068776356514,0.9941152428365259,0.6097877009846409,-0.384327541851885,-0.9825813418935375,0.005887526888567862,0.015052197515505537,0.39021506874045286,0.9976335394090431,0.24897527285112064,0.6365363682175147,0.24308774596255278,0.6214841707020091,0.0,0.0,0.14123979588933222,0.36109717119152834,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.8983820998067553,-0.15636074176248818,1.0
10.1002_adfm.201605988_Fig7_D_stability_performance_curve_pce_881b873df6,750,0.4318640234149952,0.9957027447929286,0.572612878155968,-0.4230898666369607,-0.9796830569292337,0.004276042392534096,0.009901362838054881,0.4273659090294948,0.9895844197672887,0.20053460012865987,0.4643466212881508,0.19625855773612577,0.4544452584500959,0.0,0.0,0.22683130890083492,0.5252377984791379,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.697914573648125,-0.4874133766291263,1.0
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_040e5db1fe,750,0.19102134300297358,0.814890021136574,0.8760746670683469,0.06118464593177286,0.32030266864378826,0.18509746535591431,0.9689883991289547,0.12391281942414145,0.6486857304851664,0.0034458651085310654,0.018039162820028046,0.005923877647059261,0.031011600871045316,0.19102134300297358,1.0,0.12391281942414145,0.6486857304851664,0.24333333333333335,0.04666666666666667,0.24333333333333335,0.26666666666666666,0.4609399331943477,-0.26916325880347874,0.6466666666666666
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_831a5dd1be,750,0.15136416153895804,0.9298173500286439,0.8503125644708257,-0.07950478555781815,-0.5252550190842582,0.0701825281549826,0.4636667454265193,0.14968731371280075,0.9889217645107775,0.012976009244398345,0.08572709096042253,0.00967205681040173,0.06389925271651797,0.07985458496538433,0.5275659981430373,0.14968731371280075,0.9889217645107775,0.15666666666666668,0.0,0.15666666666666668,0.26666666666666666,0.8021628431707423,-0.026674738296642415,0.6333333333333333
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_cd989bf404,750,0.8079986648377397,0.9509351712537025,0.23407729617313922,-0.7168578750805633,-0.8872018064838274,0.048998556282563555,0.06064187778379971,0.7658564313631269,0.9478436842676271,0.1226269256779694,0.1517662479090792,0.07362836939540585,0.09112437012527949,0.0,0.0,0.6432295056851575,0.7960774363585479,0.07,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.5927556446103288,-1.3115555179944156,0.9166666666666666
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_f25d13db2a,750,0.26684839312711295,0.9076457257778947,0.7339910094212243,-0.1736547163566704,-0.650761709005121,0.09231866705636693,0.3459592391564113,0.26597338341303733,0.9967209481615323,0.04406331492493576,0.16512490260320303,0.0017500194281635517,0.006558103676981603,0.09406868648453048,0.3525173428333929,0.26597338341303733,0.9967209481615323,0.17,0.0,0.17,0.26666666666666666,0.3865906993658759,-0.10377810523728977,0.7233333333333334
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_cc997f5bef,750,0.30928382408069766,0.9946255713757067,0.6925453358232478,-0.3020802355524589,-0.9767088092962818,0.005384822701329228,0.017410618603591218,0.3074650582537881,0.994119427899873,0.0993748383747417,0.3213062909776136,0.09399001567341247,0.3038956723740224,0.000345932608229238,0.0011184956382942874,0.20843615248727565,0.6739316325605537,0.0,0.26666666666666666,0.2866666666666667,0.26666666666666666,-0.33181457597272307,-0.3233514816110289,0.9866666666666667
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_d0e1835a21,750,0.22863723942317915,0.9915703019057451,0.772976260218838,-0.2185940416869071,-0.9560736572851838,0.008436664189641174,0.0368997815531964,0.22703070587654828,0.9929734388383802,0.08276513872656599,0.3619932559340344,0.07432847453692482,0.325093474380838,0.0,0.0,0.1442655671499823,0.6309801829043459,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.52068244188922,-0.13825585687702624,0.9533333333333334
10.1002_adfm.201706923_Fig5_B_stability_performance_curve_pce_3f1f6cf972,750,0.4129641963771852,0.9995507863124461,0.5916835293162365,-0.4078672569962096,-0.9876576724430604,0.00042626949393698155,0.0010322190099687088,0.4082935264901466,0.9886898914530291,0.09408215074055548,0.22782156798558043,0.0936558812466185,0.22678934897561173,0.0,0.0,0.3142113757495911,0.7608683234674487,0.0033333333333333335,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.3649019530560545,-0.41215095750444686,0.9966666666666667
10.1002_adfm.201808119_Fig7_B_stability_performance_curve_eb4e966527,750,0.4422392431442481,0.9982867863520019,0.5643522497562959,-0.4339345365957059,-0.9812212356155978,0.0017132136479988125,0.0038739521075021426,0.4356477502437047,0.9850951877230999,0.061212227050074786,0.13841428140765152,0.05949901340207597,0.1345403293001494,0.0,0.0,0.37443552319362994,0.8466809063154483,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.2769481211223704,-0.6163129764101256,1.0
10.1002_adfm.201900221_Fig5_D_stability_performance_curve_pce_1c51df031b,750,0.23549605200032553,0.9985996944046757,0.7657037282888292,-0.2328959661158465,-0.9889591105141948,0.00140030559532478,0.0059461956301621755,0.2342962717111713,0.994905306144357,0.10542468645261138,0.4476707170125538,0.1040243808572866,0.4417245213823916,0.0,0.0,0.1288715852585599,0.5472345891318032,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.30781301017080775,-0.0772809710161272,0.9633333333333334
10.1002_adfm.201900221_Fig5_D_stability_performance_curve_pce_d5da1a1364,750,0.026599606164197986,0.9999999999999799,0.9736695350795895,-0.026330464920390373,-0.9898817583182917,6.554049321594313e-06,0.00024639647974998227,0.026337018969711967,0.9901281547980416,0.019534307680358687,0.7343833423613275,0.0221900752683738,0.8342257073806137,0.010040943657224854,0.37748467384226037,0.014181333309241428,0.5331407247799382,0.06333333333333334,0.21666666666666667,0.39,0.26666666666666666,-0.025503994717199226,-0.010425330462808479,0.3933333333333333
10.1002_adfm.201901026_Fig7_C_stability_performance_curve_pce_baa1a01635,750,0.29103039454744395,0.9954034723887867,0.7111463584944868,-0.28425711389429986,-0.9767265523462708,0.004589233077739063,0.015768913363414776,0.2888463469720389,0.9924954657096856,0.12912802149121527,0.4436925623937356,0.12453878841347621,0.4279236490303209,0.0,0.0,0.15971832548082365,0.5488029033159499,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.5892503998459606,-0.22312909515133317,1.0
10.1002_adfm.201905951_Fig7_A_mppt_stability_4199b72c00,750,0.2686697274380776,0.9974854271284274,0.7344810207782445,-0.26300440635018285,-0.9789134371709203,0.002518152092949477,0.009372667761870773,0.26552255844313233,0.988286104932791,0.08656076152716552,0.3221827868460389,0.08404260943421604,0.3128101190841681,0.0,0.0,0.1789617969159668,0.6661033180867522,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,-0.4267219749967855,-0.34579546691996493,0.9966666666666667
