cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,0.9999999999999999,0.0
0,1,0.792809517229893,0.17017775573998165
0,2,0.9972124973066762,0.20764892811136895
0,3,0.9890444032911269,0.3386485681816308
0,4,0.9889679235549775,0.3919967973386391
0,5,0.9814390950789772,0.1912353288120581
0,6,0.9849492493097013,0.12981139603248695
0,7,0.9983894485477302,0.2843724685202582
0,8,0.8978733810947873,0.46755746196996006
0,9,0.9720587925610419,0.43222174848105704
1,0,0.792809517229893,0.17017775573998165
1,1,0.9999999999999998,0.0
1,2,0.7559905950838489,0.13471283552478652
1,3,0.7218987722060604,0.23103108365668512
1,4,0.7225314036339681,0.2770315607714189
1,5,0.875260758908637,0.3190124987587748
1,6,0.6934340214640546,0.15283686845994535
1,7,0.7629811015399851,0.1830366382499767
1,8,0.49749002296027645,0.3459665485422037
1,9,0.6551483320112526,0.3139911374853978
2,0,0.997212497306676,0.20764892811136895
2,1,0.7559905950838489,0.13471283552478652
2,2,1.0,0.0
2,3,0.9966361237090103,0.131323032434364
2,4,0.9969708877820815,0.18493103391986407
2,5,0.9654730308258836,0.3945944562056232
2,6,0.9941174262648605,0.09660765220918148
2,7,0.9997484304948919,0.0774912953930823
2,8,0.9258431440406739,0.26081920738545494
2,9,0.9857209668137115,0.22524391937078908
3,0,0.9890444032911269,0.3386485681816308
3,1,0.7218987722060604,0.23103108365668512
3,2,0.9966361237090103,0.131323032434364
3,3,0.9999999999999998,0.0
3,4,0.9977364203792969,0.053951898874131224
3,5,0.9433903521158875,0.5235226533633623
3,6,0.9988071570154403,0.22334863388017523
3,7,0.9954669271818263,0.05449962813281891
3,8,0.9514658184233713,0.12978525189367363
3,9,0.995265275890448,0.094093789318327
4,0,0.9889679235549775,0.3919967973386391
4,1,0.722531403633968,0.2770315607714189
4,2,0.9969708877820815,0.18493103391986407
4,3,0.997736420379297,0.053951898874131224
4,4,0.9999999999999999,0.0
4,5,0.9461449976791568,0.5756829760764692
4,6,0.9965331901053885,0.277080259542096
4,7,0.9951804585737066,0.10767674071266098
4,8,0.9449024064689094,0.07601456207680579
4,9,0.9919055241120027,0.04043285424382301
5,0,0.9814390950789772,0.1912353288120581
5,1,0.875260758908637,0.3190124987587748
5,2,0.9654730308258836,0.3945944562056232
5,3,0.9433903521158876,0.5235226533633623
5,4,0.9461449976791568,0.5756829760764692
5,5,0.9999999999999999,0.0
5,6,0.9338888362933949,0.32086032442302265
5,7,0.9692745589653811,0.4691822804774021
5,8,0.7971436926874454,0.6500369456993693
5,9,0.9092085734118515,0.6154708368685642
6,0,0.9849492493097013,0.12981139603248695
6,1,0.6934340214640546,0.15283686845994535
6,2,0.9941174262648605,0.09660765220918148
6,3,0.9988071570154403,0.22334863388017523
6,4,0.9965331901053884,0.277080259542096
6,5,0.9338888362933949,0.32086032442302265
6,6,1.0,0.0
6,7,0.9928854992639744,0.17175997819318195
6,8,0.9597986830565056,0.35280930181720194
6,9,0.9977995206022581,0.31704572820944366
7,0,0.99838944854773,0.2843724685202582
7,1,0.7629811015399851,0.1830366382499767
7,2,0.9997484304948917,0.0774912953930823
7,3,0.9954669271818262,0.05449962813281891
7,4,0.9951804585737066,0.10767674071266098
7,5,0.9692745589653811,0.4691822804774021
7,6,0.9928854992639744,0.17175997819318195
7,7,0.9999999999999999,0.0
7,8,0.9207238188868819,0.18342705099274415
7,9,0.9835229055104812,0.14793299132462254
8,0,0.8978733810947872,0.46755746196996006
8,1,0.49749002296027645,0.3459665485422037
8,2,0.9258431440406739,0.26081920738545494
8,3,0.9514658184233713,0.12978525189367363
8,4,0.9449024064689094,0.07601456207680579
8,5,0.7971436926874454,0.6500369456993693
8,6,0.9597986830565057,0.35280930181720194
8,7,0.9207238188868819,0.18342705099274415
8,8,0.9999999999999998,0.0
8,9,0.9759212606818636,0.03576683787635568
9,0,0.9720587925610419,0.43222174848105704
9,1,0.6551483320112524,0.3139911374853978
9,2,0.9857209668137114,0.22524391937078908
9,3,0.9952652758904481,0.094093789318327
9,4,0.991905524112003,0.04043285424382301
9,5,0.9092085734118515,0.6154708368685642
9,6,0.9977995206022581,0.31704572820944366
9,7,0.9835229055104812,0.14793299132462254
9,8,0.9759212606818636,0.03576683787635568
9,9,1.0,0.0
