seed_a,seed_b,ARI,NMI
7,21,0.9095472901094849,0.8726315501906055
7,42,0.9095472901094849,0.8726315501906055
7,84,0.9040239240036252,0.8633843725936128
7,168,0.5764608005915131,0.715072426497402
21,42,1.0,1.0
21,84,0.9707512798586083,0.9380004347348132
21,168,0.6034597852960203,0.7212821590606668
42,84,0.9707512798586083,0.9380004347348133
42,168,0.6034597852960203,0.721282159060667
84,168,0.6105786618324346,0.7513291069208643
