,c0,c1,c2,c3,c4,c5,c6,c7
c0,0.0,3.831671473042002,6.613031442808672,14.25331932924455,1.2344078643675513,1.6114234668351448,10.068354945456251,20.561793009636155
c1,3.831671473042002,0.0,2.798284172810351,10.453890042889345,5.061540474628857,2.2233937539051514,6.241225763171433,16.78684831900859
c2,6.613031442808672,2.798284172810351,0.0,7.661267386743106,7.835624015096543,5.012674984286151,3.5380555395711952,13.997180326734107
c3,14.25331932924455,10.453890042889345,7.661267386743106,0.0,15.46460992944981,12.66368563356464,4.5310128721739735,6.361553812527198
c4,1.2344078643675513,5.061540474628857,7.835624015096543,15.46460992944981,0.0,2.8437594396440233,11.29932417824371,21.76155980657626
c5,1.6114234668351448,2.2233937539051514,5.012674984286151,12.66368563356464,2.8437594396440233,0.0,8.457383347077352,18.984931942302186
c6,10.068354945456251,6.241225763171433,3.5380555395711952,4.5310128721739735,11.29932417824371,8.457383347077352,0.0,10.84257268013981
c7,20.561793009636155,16.78684831900859,13.997180326734107,6.361553812527198,21.76155980657626,18.984931942302186,10.84257268013981,0.0
