sample_id,source_path,figure_id,x_axis,y_axis,unit,hours_factor,original_n,clean_n,start,end,duration_native,duration_analysis,median_interval,missing_fraction,non_finite_values,parse_errors,exact_duplicate_records,duplicate_timestamps,conflicting_timestamps,negative_output_count,minimum_output,maximum_output,qc_flags,sha256
S0054,/Users/shunhao/Desktop/ML/method1/samples_test/图片15/accepted/samples_test__unknown__unknown__图片15__Series_1__Series_1.csv,图片15,"{""name"": ""Time (h)"", ""unit"": ""h""}","{""name"": ""Norm.PCE"", ""unit"": null}",hours,1.0,30,30,1.3682383510497331,141.47682246198443,140.1085841109347,140.1085841109347,4.831330486583955,0.0,0,0,0,0,0,0,0.0739935537819,0.9482433862618316,,a72331d7a5c98e62ef2d29b0498cdb14c2bef580ce4f7b5c9588e194f32b918d
S0055,/Users/shunhao/Desktop/ML/method1/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,图片157,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,74,74,5.3787571758462605,992.0706942830478,986.6919371072015,986.6919371072015,13.516327905578123,0.0,0,0,0,0,0,0,23.290057561059182,24.240636362271538,,5b44ed7b2359d6d22dc0a6c73e4dac5a442e093e93067de0af01c04d27214f40
S0056,/Users/shunhao/Desktop/ML/method1/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,图片159,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,35,35,4.594860112949775,483.59810507257464,479.00324495962485,479.00324495962485,14.08833073410662,0.0,0,0,0,0,0,0,0.7893093046607151,1.001554011630076,,0f6f4d9c0bfbbf0f0b4e5957299e147548f973b3386fcb59089fb461ee808675
S0057,/Users/shunhao/Desktop/ML/method1/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,图片159,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,35,35,4.594860112949775,483.59810507257464,479.00324495962485,479.00324495962485,14.08833073410662,0.0,0,0,0,0,0,0,0.9501007493344736,1.0031619260768136,,f4ced2054e948b6a67a7c517fd321380153401858c06a5e81c0bd184b6d2bbdf
S0058,/Users/shunhao/Desktop/ML/method1/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,图片16,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Maximum output power"", ""unit"": ""(Norm.)""}",hours,1.0,45,45,1.00533184798536,630.5673563733723,629.562024525387,629.562024525387,14.308227830122405,0.0,0,0,0,0,0,0,0.4969494785909033,0.910939232475203,,986c7a70bf4a9d7ca8a99c6e00151eccf7b558ccaa646866e9dfb563cef56497
S0059,/Users/shunhao/Desktop/ML/method1/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,图片16,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Maximum output power"", ""unit"": ""(Norm.)""}",hours,1.0,46,46,-1.856313718039118,642.0139386374702,643.8702523555094,643.8702523555094,14.308227830122405,0.0,0,0,0,0,0,0,0.3608432581357911,0.6557400691218677,negative_start_retained_shifted,be3f7bcc5e93c55eb87db83cf430f4faa51976cc31908a41805294fa9d092535
S0060,/Users/shunhao/Desktop/ML/method1/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,图片16,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Maximum output power"", ""unit"": ""(Norm.)""}",hours,1.0,50,50,1.00533184798536,702.1084955239844,701.1031636759991,701.1031636759991,14.308227830122405,0.0,0,0,0,0,0,0,0.854228307285573,1.013018897816537,,844f59e1bad5240d3d491d8f80605f8f680e6dfbe499f65e1ce30a436cce8a88
S0061,/Users/shunhao/Desktop/ML/method1/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,图片160,"{""name"": ""Time"", ""unit"": ""hour""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,34,34,9.31415078713087,984.9339707348988,975.619819947768,975.619819947768,29.564236968114187,0.0,0,0,0,0,0,0,0.735572056842688,1.0145086489612,,0829fcf4e98797d23e2df412903c26dff1fb0aa1a0885ff2c73f2dae241326ce
S0062,/Users/shunhao/Desktop/ML/method1/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,图片160,"{""name"": ""Time"", ""unit"": ""hour""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,34,34,-2.5115440001147817,973.1082759476532,975.619819947768,975.619819947768,29.564236968114187,0.0,0,0,0,0,0,0,0.9202733137860268,1.0032004087401791,negative_start_retained_shifted,d4c7f34b2049486b1503f77fb42ae2305bcfa0575109d9810e61a6294004598e
S0063,/Users/shunhao/Desktop/ML/method1/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,图片162,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,76,76,6.693371039119853,1483.1288503813762,1476.4354793422563,1476.4354793422563,19.68580639123006,0.0,0,0,0,0,0,0,0.1988447979336783,0.9655484648531408,,a19193b7d15bfdaf8ade52eeeab99682de9b8d2fcd685b2a60f81550d0e3c5d2
S0064,/Users/shunhao/Desktop/ML/method1/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,图片162,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,75,75,10.630532317365862,1467.380205268392,1456.7496729510262,1456.7496729510262,19.685806391230045,0.0,0,0,0,0,0,0,0.853558041595242,1.0215436764820904,,4b11fad2c3b29e92b77d3fb5d0a6d22567bc5a4ae2297e7445f9cf00b55675f6
S0065,/Users/shunhao/Desktop/ML/method1/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,图片162,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,75,75,12.599112956488852,1469.348785907515,1456.7496729510262,1456.7496729510262,19.685806391230074,0.0,0,0,0,0,0,0,0.9870850847104292,1.038772972367921,,080302ec8289523140ea52f9ec8977559e21ce8de29827bba25701b41cb243ec
S0066,/Users/shunhao/Desktop/ML/method1/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,图片163,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""SPO"", ""unit"": ""(Normalized)""}",hours,1.0,38,38,2.2435439036845537,583.2038046511099,580.9602607474253,580.9602607474253,15.701628668849338,0.0,0,0,0,0,0,0,0.4960152130926515,0.9769892325280488,,998b78c2dbee7775fd589ceda4c77a4b1d573c87f7df6917aa3ecc48e1870b15
S0067,/Users/shunhao/Desktop/ML/method1/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,图片163,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""SPO"", ""unit"": ""(Normalized)""}",hours,1.0,91,91,6.954032504339352,1420.1006127007795,1413.14658019644,1413.14658019644,15.701628668849366,0.0,0,0,0,0,0,0,0.8774773664379666,0.9894282157893092,,6af04df11e397e0cad3d197db7a52ce004e437dbefbfc7d3a6dd4191b3cff2e4
S0068,/Users/shunhao/Desktop/ML/method1/samples_test/图片165/accepted/samples_test__unknown__unknown__图片165__Series_1__Series_1.csv,图片165,"{""name"": null, ""unit"": null}","{""name"": ""PCE"", ""unit"": ""(a.u.)""}",unknown,,32,32,-0.964454752338554,1443.2180271663003,1444.1824819186388,1444.1824819186388,46.58653167479474,0.0,0,0,0,0,0,0,0.5939464387408394,1.0182061578729948,negative_start_retained_shifted,9758ad30e2f6924119afe9d78d85d51c96743f00230dc2428dfdf5f91b7e24dc
S0069,/Users/shunhao/Desktop/ML/method1/samples_test/图片166/accepted/samples_test__unknown__unknown__图片166__Series_1__Series_1.csv,图片166,"{""name"": null, ""unit"": null}","{""name"": ""PCE"", ""unit"": ""(%)""}",unknown,,32,32,2.7073978503332228,964.762491678819,962.0550938284857,962.0550938284857,31.034035284789866,0.0,0,0,0,0,0,0,13.152514943381044,14.9129739108633,,93d6f6ba502174a268e234a45120d819148a2c692c75e61669248883aebd7ba4
S0070,/Users/shunhao/Desktop/ML/method1/samples_test/图片168/accepted/samples_test__unknown__unknown__图片168__Series_1__Series_1.csv,图片168,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,31,31,-1.1556668929052876,940.1425197327262,941.2981866256315,941.2981866256315,31.3766062208544,0.0,0,0,0,0,0,0,5.77356724428944,11.40460126490096,negative_start_retained_shifted,2eb7a7fca4afa8995445848eac4b2ac46ddb0a81b6a882f051cdb550817e11d7
S0071,/Users/shunhao/Desktop/ML/method1/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,图片17,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Stabilized output power"", ""unit"": ""(Norm.)""}",hours,1.0,50,50,13.195846694149822,1144.3429396772715,1131.1470929831216,1131.1470929831216,23.084634550675958,0.0,0,0,0,0,0,0,0.972829842612897,1.0592242921721722,,3512b39769d7a58260122e0c72474bfdb2c0a39168e9ae281c4ea8f9cf895674
S0072,/Users/shunhao/Desktop/ML/method1/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,图片17,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Stabilized output power"", ""unit"": ""(Norm.)""}",hours,1.0,51,51,10.887383239082226,1165.11911077288,1154.2317275337978,1154.2317275337978,23.08463455067595,0.0,0,0,0,0,0,0,0.7597235337000181,1.0189068823778438,,2bbd262ada85a413b02bc677c0996d0d201ae892e9a89fcf958ba775295a7208
S0073,/Users/shunhao/Desktop/ML/method1/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_1__Series_1.csv,图片171,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,25,25,0.4276531921309896,75.57322836493739,75.1455751728064,75.1455751728064,3.131065632200265,0.0,0,0,0,0,0,0,0.4697458041933409,1.0014842123194216,,3c01d6d01186768b84b85a0aee7877a6e60203834841e1d651cd84721263223b
S0074,/Users/shunhao/Desktop/ML/method1/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_2__Series_2.csv,图片171,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,101,101,0.1145466289109649,313.22110984893766,313.1065632200267,313.1065632200267,3.1310656322002615,0.0,0,0,0,0,0,0,0.8577711290421025,1.0086698664832876,,73d82e20a45e35a1faa781e49e3745344d9dd9677c3c8d82fc4dd0b592b590e5
S0075,/Users/shunhao/Desktop/ML/method1/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,图片172,"{""name"": ""Time (h)"", ""unit"": ""(h)""}","{""name"": ""PCE (Norm.)"", ""unit"": ""(Norm.)""}",hours,1.0,42,42,1.132740867468499,162.03470509867685,160.90196423120835,160.90196423120835,3.924438151980695,0.0,0,0,0,0,0,0,0.6823927474173755,0.9733975321245636,,b18181b65f37832f0a3cf511a9f97492f836b78bd020d72aba27fc03c46d3890
S0076,/Users/shunhao/Desktop/ML/method1/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,图片172,"{""name"": ""Time (h)"", ""unit"": ""(h)""}","{""name"": ""PCE (Norm.)"", ""unit"": ""(Norm.)""}",hours,1.0,43,43,2.3100723130627117,167.13647469625175,164.82640238318905,164.82640238318905,3.924438151980695,0.0,0,0,0,0,0,0,0.8576214349829941,0.9921720343637368,,78e0aace524e87d0361af7410b7a2d9c15a3541f7b15059da45a3bed343fc5b0
S0077,/Users/shunhao/Desktop/ML/method1/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,图片172,"{""name"": ""Time (h)"", ""unit"": ""(h)""}","{""name"": ""PCE (Norm.)"", ""unit"": ""(Norm.)""}",hours,1.0,66,66,1.5251846826665698,256.6136645614115,255.08847987874492,255.08847987874492,3.924438151980695,0.0,0,0,0,0,0,0,0.923332192820101,1.0046883691898525,,47008fd2ee678478b0a53363af3aa0e605ded1f8a2c9fcc993b98b409049441c
S0078,/Users/shunhao/Desktop/ML/method1/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_1__Series_1.csv,图片175,"{""name"": null, ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": null}",unknown,,43,43,-2.9453016719780862,1177.4330128252627,1180.3783144972408,1180.3783144972408,28.104245583267584,0.0,0,0,0,0,0,0,0.6366144645079682,0.9999415045241564,negative_start_retained_shifted,c75589adc6cf69e9e6abc2789d699cce21d20cf035136ca768e651147203e2b7
S0079,/Users/shunhao/Desktop/ML/method1/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_2__Series_2.csv,图片175,"{""name"": null, ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": null}",unknown,,15,15,-2.9453016719780862,390.5141364937688,393.45943816574686,393.45943816574686,28.10424558326764,0.0,0,0,0,0,0,0,0.0504925414629851,0.9999415045241564,negative_start_retained_shifted,3ed7215da073859a6ff06703e324781aea6368e56d1f0bb30ba79cf5d3e51344
S0080,/Users/shunhao/Desktop/ML/method1/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,图片180,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,30,30,0.6751644366064369,199.06012913297616,198.3849646963697,198.3849646963697,6.840860851598961,0.0,0,0,0,0,0,0,0.7108457228836818,1.0031191577097762,,26be6164e0415e5a08a194b08e08c1ee99dd1a9fec36d5d012782bbb511baa69
S0081,/Users/shunhao/Desktop/ML/method1/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,图片180,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,59,59,2.043336606926232,398.8132659996657,396.76992939273947,396.76992939273947,6.840860851598961,0.0,0,0,0,0,0,0,0.9088374045400684,1.0078332453682617,,758b5e73117dcd951d0e18c616d53cbfc826f7dd389c34e66f3975c2c2038b77
S0082,/Users/shunhao/Desktop/ML/method1/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2-SSSO__Series_2.csv,图片181,"{""name"": ""UV Exposure Time"", ""unit"": ""(hours)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,36,36,0.0180913696998974,27.766872132758643,27.748780763058747,27.748780763058747,0.7928223075159639,0.0,0,0,0,0,0,0,0.8126054097631668,1.0031863875530311,,c18bc5f5df4291ac98c80572d5106b8aa6b345afc67488e00ad46daee9727f43
S0083,/Users/shunhao/Desktop/ML/method1/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2__Series_1.csv,图片181,"{""name"": ""UV Exposure Time"", ""unit"": ""(hours)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,36,36,-0.0611908610516991,27.687589902007048,27.748780763058747,27.748780763058747,0.7928223075159639,0.0,0,0,0,0,0,0,0.4293258877635507,1.0010688211331438,negative_start_retained_shifted,6259f7c22c83ec46dadcd53f0c7bf393f7b2855437a0abf44e8fd3441e090a08
S0084,/Users/shunhao/Desktop/ML/method1/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,图片183,"{""name"": ""Time"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,34,34,-1.4037927799667145,157.05574934240116,158.45954212236788,158.45954212236788,4.801804306738418,0.0,0,0,0,0,0,0,0.4982859868548663,0.988498759592244,negative_start_retained_shifted,614472b5faafa9629121bad2d1e725ea885bcb7df6d9eb0f8b9ea9ef9062fa0e
S0085,/Users/shunhao/Desktop/ML/method1/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,图片183,"{""name"": ""Time"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,34,34,-0.4434319186190265,158.01611020374884,158.45954212236785,158.45954212236785,4.801804306738418,0.0,0,0,0,0,0,0,0.7634830606308247,1.0005531720366057,negative_start_retained_shifted,cd0b36b16c09e580bc9e86ae35873a0f10c907739a0bbda8333f10a9ed464817
S0086,/Users/shunhao/Desktop/ML/method1/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,图片184,"{""name"": ""Time"", ""unit"": ""( h)""}","{""name"": ""PCE"", ""unit"": ""( %)""}",hours,1.0,48,48,9.467125631692284,1000.1511254084596,990.6839997767673,990.6839997767673,20.639249995349303,0.0,0,0,0,0,0,0,0.9351683769252296,1.0086795242871829,,4a7f768183460df2738eb0e8c190a94025f9edf217b6cb7899d3762149291c8d
S0087,/Users/shunhao/Desktop/ML/method1/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,图片184,"{""name"": ""Time"", ""unit"": ""( h)""}","{""name"": ""PCE"", ""unit"": ""( %)""}",hours,1.0,37,37,5.339275632622417,748.3522754651981,743.0129998325757,743.0129998325757,20.63924999534933,0.0,0,0,0,0,0,0,0.4156896022340947,0.9792750653424016,,90bcffb35e6beabb7bf836044f94e1d0424a0db43c1d9bc051ed76969cbde63d
S0088,/Users/shunhao/Desktop/ML/method1/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_1__Series_1.csv,图片186,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(Nor.)""}",hours,1.0,37,37,-0.2246939333197382,70.52990231854831,70.75459625186805,70.75459625186805,1.9654054514407804,0.0,0,0,0,0,0,0,0.8364326585990584,1.0012655939788877,negative_start_retained_shifted,971a25b52e3f1629192f2a6383f9a4ca5c506aeceb8735e90463beeabc0bb164
S0089,/Users/shunhao/Desktop/ML/method1/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_2__Series_2.csv,图片186,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(Nor.)""}",hours,1.0,37,37,-0.2246939333197382,70.52990231854831,70.75459625186805,70.75459625186805,1.9654054514407804,0.0,0,0,0,0,0,0,0.5246834112502505,1.0012655939788877,negative_start_retained_shifted,f649eb70ae64330e172f0eff5a97132e217561005af5b214d9c3c89ddd3850e0
S0090,/Users/shunhao/Desktop/ML/method1/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_3__Series_3.csv,图片186,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(Nor.)""}",hours,1.0,37,37,0.758008792400652,71.5126050442687,70.75459625186804,70.75459625186804,1.9654054514407786,0.0,0,0,0,0,0,0,0.8077660611416967,1.0012655939788877,,a1c609e084c74c19bbc9bd08a93d2eb3856c74ea4b4bb70545d51b40097cf356
S0091,/Users/shunhao/Desktop/ML/method1/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,图片19,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,31,31,13.075490699536488,1001.3316781661648,988.2561874666283,988.2561874666283,32.94187291555431,0.0,0,0,0,0,0,0,0.9816149687928072,1.00180362596591,,b671891f5c824961061d6736e367107dbb4f3b838e17908fd8667ad423d2d312
S0092,/Users/shunhao/Desktop/ML/method1/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,图片19,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,31,31,-3.395445758240669,984.860741708388,988.2561874666287,988.2561874666287,32.94187291555431,0.0,0,0,0,0,0,0,0.8421297010513698,0.999968293495628,negative_start_retained_shifted,69ad72ce277fa779a1b69b9450e0906293b53ad39609b36147942b62a81017dd
S0093,/Users/shunhao/Desktop/ML/method1/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,图片190,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,26,26,-9.840442929851548,702.4925430205868,712.3329859504383,712.3329859504383,28.493319438017526,0.0,0,0,0,0,0,0,17.205646113178055,18.697217330095683,negative_start_retained_shifted,43023e8f94bc408b2cb21ec64770367601d0adbce1e1f3a1746fe39707c300ec
S0094,/Users/shunhao/Desktop/ML/method1/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Target__Series_2.csv,图片190,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,6,6,-12.689774873653306,129.77682231643433,142.46659719008764,142.46659719008764,28.493319438017522,0.0,0,0,0,0,0,0,15.403330892735916,19.00796133362019,negative_start_retained_shifted,9688ea0b5eb966cfff4a9dc0764393282361e2d491ca6321b3fe1d2142ca574c
S0095,/Users/shunhao/Desktop/ML/method1/samples_test/图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,图片193,"{""name"": ""Time"", ""unit"": ""(hr)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,40,40,-2.763894833864484,443.4409561379175,446.204850971782,446.204850971782,11.441150024917476,0.0,0,0,0,0,0,0,10.25509419331358,15.70206810464778,negative_start_retained_shifted,17d0c17fae7c8cd2a9b075c726a90226d335f4e3942c13307343a2fd7385f02e
S0096,/Users/shunhao/Desktop/ML/method1/samples_test/图片194/accepted/samples_test__unknown__unknown__图片194__Series_1__Series_1.csv,图片194,"{""name"": ""Time"", ""unit"": ""(hr)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,39,39,-0.4524582201495875,100.25153525282084,100.70399347297044,100.70399347297044,2.6501050913939546,0.0,0,0,0,0,0,0,18.82754896103546,19.574365746558748,negative_start_retained_shifted,fbacd9a5d9d1b7e7435fa0c6952640afb33e0782b117222bb626c375d9f83d05
S0097,/Users/shunhao/Desktop/ML/method1/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_1__Series_1.csv,图片196,"{""name"": ""HF Cycle"", ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": ""(a.u.)""}",cycles,,30,30,-0.3540015494049982,33.34128955299012,33.69529110239512,33.69529110239512,1.1619065897377627,0.0,0,0,0,0,0,0,0.6680807324431222,1.141364106882775,negative_start_retained_shifted,0f9e4d52e0973f84e257e93dbc371e27d6f20e681e14444429e05e6cd94c170e
S0098,/Users/shunhao/Desktop/ML/method1/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_2__Series_2.csv,图片196,"{""name"": ""HF Cycle"", ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": ""(a.u.)""}",cycles,,27,27,-0.3540015494049982,29.85556978377683,30.209571333181827,30.209571333181827,1.1619065897377627,0.0,0,0,0,0,0,0,1.0039592562390047,1.2253337378317457,negative_start_retained_shifted,7cf7f6df4c0441e6fe4959170ecdc455fc87245b1375b2c1e7e6703ec8e5aa4c
S0099,/Users/shunhao/Desktop/ML/method1/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,图片197,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,38,38,-6.900447957970613,493.13118991227776,500.03163787024835,500.03163787024835,13.514368591087788,0.0,0,0,0,0,0,0,21.6202806858646,23.231780977224886,negative_start_retained_shifted,83c42067ef90a71eee899ac70adcd185bbee3488fa818d500f43aa5668962949
S0100,/Users/shunhao/Desktop/ML/method1/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,图片197,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,39,39,-6.900447957970613,506.6455585033655,513.5460064613361,513.5460064613361,13.514368591087788,0.0,0,0,0,0,0,0,20.558155493831684,22.16965578519197,negative_start_retained_shifted,f0d8619ed295a27eea49d74c619682f5ec6c665bd4be7a4c3fb7e391afa7cd20
S0101,/Users/shunhao/Desktop/ML/method1/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_1__Series_1.csv,图片200,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,37,37,-3.5596083717893237,726.3060662112317,729.865674583021,729.865674583021,20.27404651619503,0.0,0,0,0,0,0,0,0.7918564701021664,1.062788298220378,negative_start_retained_shifted,f9bd9ad3fe13814e48ced001ea78fc3007d182ac6c6933edf9a5fb02973c7324
S0102,/Users/shunhao/Desktop/ML/method1/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_2__Series_2.csv,图片200,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,37,37,-3.5596083717893237,726.3060662112317,729.865674583021,729.865674583021,20.27404651619503,0.0,0,0,0,0,0,0,0.7422957698366399,1.0132275979548515,negative_start_retained_shifted,64ad9f00faad7c6ca2ccb1a0ae7532f8a357bca1cf096c06d5665f589009c148
S0103,/Users/shunhao/Desktop/ML/method1/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,图片202,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,35,35,0.1150119331678638,490.42998444213384,490.314972508966,490.314972508966,14.421028603204888,0.0,0,0,0,0,0,0,10.64729143125671,18.33935196833391,,d892de862dfd49dd2f3db7373db0866e6f6132ec05e1ad015f7d47e3954a8c23
S0104,/Users/shunhao/Desktop/ML/method1/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,图片202,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,35,35,0.1150119331678638,490.42998444213384,490.314972508966,490.314972508966,14.421028603204888,0.0,0,0,0,0,0,0,14.9206583962996,18.852156004139054,,04be64ccf33ff7c6a9bd6f95d22fa95fb7b4f203e4eb297ffcbd36a33c71f813
S0105,/Users/shunhao/Desktop/ML/method1/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__0--Control__Series_1.csv,图片203,"{""name"": ""Time"", ""unit"": ""(d)""}","{""name"": ""Normalized PCE"", ""unit"": ""(%)""}",days,24.0,46,46,0.3908676218915285,65.87078911965631,65.47992149776478,1571.5181159463546,34.922624798807874,0.0,0,0,0,0,0,0,0.3813378816781307,0.967976560051057,,f02d7fddd1493f36acc16d8dd473212c37f2404661f5ebc9c47d5268ff740862
S0106,/Users/shunhao/Desktop/ML/method1/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,图片203,"{""name"": ""Time"", ""unit"": ""(d)""}","{""name"": ""Normalized PCE"", ""unit"": ""(%)""}",days,24.0,46,46,0.0998457485681303,65.57976724633292,65.47992149776479,1571.518115946355,34.922624798807874,0.0,0,0,0,0,0,0,0.94265402717165,1.0059603593701674,,7f9f6ed443cf880ba24110ff0b45910de383b255e6f1f314f6ec95f139f58745
