dataset,n_nodes,topology,primary_seed,qe_primary_seed,qe_mean_across_seeds,qe_std_across_seeds,te_primary_seed,te_mean_across_seeds,mean_pairwise_seed_ARI,min_pairwise_seed_ARI,silhouette_pca20,davies_bouldin_pca20,calinski_harabasz_pca20,max_centroid_correlation,min_centroid_rmse,n_empty_nodes,min_cluster_size,min_cluster_fraction,max_cluster_size,max_cluster_fraction
main_high_quality_min10,16,4x4,42,0.7378476707983197,0.7450334916521152,0.007804116469381606,0.42163661581137307,0.3001386962552012,0.678066182907104,0.5284840766215018,0.29335301180550694,1.0144534827964864,1764.4609049277626,0.9997318571642272,0.02019017808954339,0,4,0.0027739251040221915,229,0.15880721220527047
