seed_a,seed_b,ARI,NMI
7,21,0.5284840766215018,0.7052340420691046
7,42,0.5874576611233726,0.7535346120159001
7,84,0.6043876527190619,0.7591538402062092
7,168,0.6251319648655869,0.8010094759918936
21,42,0.6506885767235668,0.7658193076814006
21,84,0.7949825465887956,0.8082474936612305
21,168,0.6726274153787746,0.7694106868017638
42,84,0.703913861584612,0.7889674432122825
42,168,0.858593653903609,0.8520319322614635
84,168,0.754394419562159,0.8256942943662824
