cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,1.0,0.0
0,1,-0.31203358665086095,0.25041229263052855
0,2,-0.4282056824873622,0.3560402422058609
0,3,-0.3253841101122204,0.4726790543744821
0,4,-0.5908314521834853,0.28856675280360694
0,5,-0.3441923402776037,0.236019086382029
0,6,-0.4347291505939972,0.25505881863934443
0,7,-0.5720139734823512,0.3448880856184159
0,8,-0.5750497034171557,0.3029310746311492
0,9,-0.4948620675402671,0.2815093268086762
0,10,-0.48112990069511347,0.2656713671351396
0,11,-0.6287714226520548,0.3287044566064373
0,12,-0.6353124923845307,0.3273689003872832
0,13,-0.7788263793618676,0.336455148154607
0,14,-0.5814241150732666,0.3135295817012806
0,15,-0.6340780847895697,0.29986042773017807
1,0,-0.3120335866508609,0.25041229263052855
1,1,1.0,0.0
1,2,0.9901116968804325,0.1360701167132305
1,3,0.996263614186909,0.30267740203396165
1,4,0.9260022421084488,0.16863855745584788
1,5,0.9985429824553415,0.15308129174412238
1,6,0.9866143918027167,0.09038750783072777
1,7,0.9426327667828887,0.10021108411013484
1,8,0.9331384041526255,0.28399084967234106
1,9,0.9734501966192738,0.24767046716233537
1,10,0.9769709231113196,0.19851035513364562
1,11,0.8876329369650873,0.13653573917872588
1,12,0.8838422636756535,0.3351185452359519
1,13,0.6041223960103816,0.3539173856716582
1,14,0.9280729142104315,0.3106959452368554
1,15,0.8792891063606779,0.23954067737030454
2,0,-0.42820568248736224,0.3560402422058609
2,1,0.9901116968804325,0.1360701167132305
2,2,1.0,0.0
2,3,0.9887305236667531,0.17630266600946085
2,4,0.9665946915448442,0.2872542602956643
2,5,0.994447082343235,0.2847459389090291
2,6,0.9987873447118225,0.21499400279060535
2,7,0.9785648045098818,0.11989468783653233
2,8,0.9716153170994609,0.4131480799424173
2,9,0.9952882182772935,0.3770970947615728
2,10,0.9968123368915006,0.32678841561920946
2,11,0.9367689249797204,0.2226950454018709
2,12,0.9342076943776275,0.4656174043538642
2,13,0.6958105868118544,0.48499418200852046
2,14,0.9670543569137902,0.44083896076800816
2,15,0.9300565057377864,0.3641967914292195
3,0,-0.3253841101122204,0.4726790543744821
3,1,0.9962636141869091,0.30267740203396165
3,2,0.9887305236667531,0.17630266600946085
3,3,1.0,0.0
3,4,0.9175541669138225,0.4626246890052204
3,5,0.9978888553234704,0.4551445057807188
3,6,0.9876205091589478,0.38779374559968316
3,7,0.9374628689960355,0.2931181870135315
3,8,0.9258910363441981,0.5855815204732676
3,9,0.9715897551203474,0.5492109120933709
3,10,0.9746754196887228,0.4993817397349682
3,11,0.8741774167094074,0.39829308299315574
3,12,0.8705555288715527,0.6372212630674222
3,13,0.5817825891944035,0.6561321476495908
3,14,0.9182434062860325,0.612688193757057
3,15,0.8648140232870053,0.5386234944338665
4,0,-0.5908314521834852,0.28856675280360694
4,1,0.926002242108449,0.16863855745584788
4,2,0.9665946915448443,0.2872542602956643
4,3,0.9175541669138226,0.4626246890052204
4,4,1.0,0.0
4,5,0.9355923563718546,0.05745771517477756
4,6,0.9657919578991483,0.08017425222575576
4,7,0.9982275831411506,0.18413512241684296
4,8,0.9992526269275447,0.13260112357024825
4,9,0.9841071129847295,0.10015063797366917
4,10,0.9826229762442946,0.054997627281187775
4,11,0.9946928777193141,0.08967868573380773
4,12,0.9940941515330521,0.18577584713199133
4,13,0.8550882495495576,0.2059004705541239
4,14,0.9997318571642272,0.16112528179105218
4,15,0.9925971552157012,0.07869453179113904
5,0,-0.3441923402776037,0.236019086382029
5,1,0.9985429824553415,0.15308129174412238
5,2,0.994447082343235,0.2847459389090291
5,3,0.9978888553234705,0.4551445057807188
5,4,0.9355923563718546,0.05745771517477756
5,5,1.0,0.0
5,6,0.9930327553311539,0.07211938174794841
5,7,0.9522713422143114,0.1994269037395172
5,8,0.9431635932328625,0.1313300430511366
5,9,0.9812337211186679,0.09498679003216608
5,10,0.9839323983127005,0.04826225828088799
5,11,0.8975241575406332,0.12735923831600207
5,12,0.8940163064556773,0.1821529348468543
5,13,0.6225440053165048,0.20103053582256644
5,14,0.93701123678624,0.1577458033039724
5,15,0.8891588905288909,0.0933902119455205
6,0,-0.4347291505939972,0.25505881863934443
6,1,0.9866143918027166,0.09038750783072777
6,2,0.9987873447118226,0.21499400279060535
6,3,0.9876205091589478,0.38779374559968316
6,4,0.9657919578991483,0.08017425222575576
6,5,0.9930327553311539,0.07211938174794841
6,6,0.9999999999999999,0.0
6,7,0.9785184274440965,0.12912303512874174
6,8,0.9721207229174434,0.19840858598640412
6,9,0.9960088325191213,0.16227035860149167
6,10,0.9970479048178691,0.11201131869507397
6,11,0.934944530563212,0.08422029461253774
6,12,0.9326079282208237,0.25086617266057326
6,13,0.6978587287112451,0.27029533794760213
6,14,0.9661402992082551,0.2260859987206998
6,15,0.9280094835101782,0.15173303372839533
7,0,-0.5720139734823512,0.3448880856184159
7,1,0.9426327667828885,0.10021108411013484
7,2,0.9785648045098817,0.11989468783653233
7,3,0.9374628689960355,0.2931181870135315
7,4,0.9982275831411506,0.18413512241684296
7,5,0.9522713422143114,0.1994269037395172
7,6,0.9785184274440966,0.12912303512874174
7,7,0.9999999999999999,0.0
7,8,0.9989751258032098,0.3161292159600323
7,9,0.9923821758998536,0.2819304924739364
7,10,0.9911488980186386,0.23229362514742719
7,11,0.9870983207553308,0.10736653600610001
7,12,0.9862037404628251,0.36943052421703554
7,13,0.8266721539082819,0.38946362428531256
7,14,0.9978171580586234,0.3446295839882215
7,15,0.9837643288452035,0.26271810016749614
8,0,-0.5750497034171557,0.3029310746311492
8,1,0.9331384041526255,0.28399084967234106
8,2,0.9716153170994608,0.4131480799424173
8,3,0.925891036344198,0.5855815204732676
8,4,0.9992526269275446,0.13260112357024825
8,5,0.9431635932328625,0.1313300430511366
8,6,0.9721207229174434,0.19840858598640412
8,7,0.9989751258032098,0.3161292159600323
8,8,1.0,0.0
8,9,0.9883287472178602,0.03652066520191745
8,10,0.9868291017964378,0.08641528871756468
8,11,0.9915105455048037,0.22021202692096256
8,12,0.9906581953168592,0.053328241267216636
8,13,0.8448355157143347,0.07338326909451898
8,14,0.9992494144136206,0.028578807307783116
8,15,0.9888106463949144,0.05675443755018774
9,0,-0.49486206754026707,0.2815093268086762
9,1,0.9734501966192738,0.24767046716233537
9,2,0.9952882182772935,0.3770970947615728
9,3,0.9715897551203475,0.5492109120933709
9,4,0.9841071129847295,0.10015063797366917
9,5,0.9812337211186678,0.09498679003216608
9,6,0.9960088325191214,0.16227035860149167
9,7,0.9923821758998537,0.2819304924739364
9,8,0.9883287472178603,0.03652066520191745
9,9,0.9999999999999999,0.0
9,10,0.9996909654669275,0.05044116835893925
9,11,0.9616715327120013,0.18933242044094767
9,12,0.9594461157058298,0.08867818814028354
9,13,0.7560753023374154,0.10831690489828406
9,14,0.9843864039434098,0.06386542421396722
9,15,0.9559173980268668,0.035212089825236395
10,0,-0.4811299006951134,0.2656713671351396
10,1,0.9769709231113195,0.19851035513364562
10,2,0.9968123368915006,0.32678841561920946
10,3,0.9746754196887228,0.4993817397349682
10,4,0.9826229762442946,0.054997627281187775
10,5,0.9839323983127006,0.04826225828088799
10,6,0.9970479048178691,0.11201131869507397
10,7,0.9911488980186387,0.23229362514742719
10,8,0.9868291017964377,0.08641528871756468
10,9,0.9996909654669275,0.05044116835893925
10,10,0.9999999999999998,0.0
10,11,0.9592265273959947,0.14399533020225935
10,12,0.9572207221190596,0.13907303469687854
10,13,0.7480444989041243,0.15871706702473426
10,14,0.982913399253037,0.11422751546446218
10,15,0.9535842281627347,0.04637745901564104
11,0,-0.6287714226520548,0.3287044566064373
11,1,0.8876329369650873,0.13653573917872588
11,2,0.9367689249797204,0.2226950454018709
11,3,0.8741774167094073,0.39829308299315574
11,4,0.9946928777193143,0.08967868573380773
11,5,0.8975241575406332,0.12735923831600207
11,6,0.934944530563212,0.08422029461253774
11,7,0.9870983207553309,0.10736653600610001
11,8,0.9915105455048037,0.22021202692096256
11,9,0.9616715327120015,0.18933242044094767
11,10,0.9592265273959947,0.14399533020225935
11,11,1.0,0.0
11,12,0.9996119315429352,0.2727123844656806
11,13,0.9002624606644303,0.2928404539930825
11,14,0.9947462802512885,0.24849382072940165
11,15,0.9996234291557575,0.16414247345834046
12,0,-0.6353124923845308,0.3273689003872832
12,1,0.8838422636756535,0.3351185452359519
12,2,0.9342076943776275,0.4656174043538642
12,3,0.8705555288715527,0.6372212630674222
12,4,0.9940941515330521,0.18577584713199133
12,5,0.8940163064556773,0.1821529348468543
12,6,0.9326079282208237,0.25086617266057326
12,7,0.9862037404628251,0.36943052421703554
12,8,0.9906581953168591,0.053328241267216636
12,9,0.9594461157058298,0.08867818814028354
12,10,0.9572207221190596,0.13907303469687854
12,11,0.9996119315429353,0.2727123844656806
12,12,0.9999999999999998,0.0
12,13,0.9031018140286148,0.02019017808954339
12,14,0.9938916846540362,0.02489597842621046
12,15,0.9997139926529803,0.10860351816998609
13,0,-0.7788263793618676,0.336455148154607
13,1,0.6041223960103816,0.3539173856716582
13,2,0.6958105868118544,0.48499418200852046
13,3,0.5817825891944035,0.6561321476495908
13,4,0.8550882495495578,0.2059004705541239
13,5,0.6225440053165048,0.20103053582256644
13,6,0.6978587287112452,0.27029533794760213
13,7,0.826672153908282,0.38946362428531256
13,8,0.8448355157143348,0.07338326909451898
13,9,0.7560753023374155,0.10831690489828406
13,10,0.7480444989041242,0.15871706702473426
13,11,0.9002624606644302,0.2928404539930825
13,12,0.9031018140286147,0.02019017808954339
13,13,1.0,0.0
13,14,0.8547609056366914,0.04485284954695325
13,15,0.907021181581541,0.1287219152895062
14,0,-0.5814241150732665,0.3135295817012806
14,1,0.9280729142104314,0.3106959452368554
14,2,0.9670543569137902,0.44083896076800816
14,3,0.9182434062860324,0.612688193757057
14,4,0.9997318571642272,0.16112528179105218
14,5,0.93701123678624,0.1577458033039724
14,6,0.9661402992082551,0.2260859987206998
14,7,0.9978171580586235,0.3446295839882215
14,8,0.9992494144136206,0.028578807307783116
14,9,0.9843864039434098,0.06386542421396722
14,10,0.9829133992530371,0.11422751546446218
14,11,0.9947462802512885,0.24849382072940165
14,12,0.9938916846540363,0.02489597842621046
14,13,0.8547609056366913,0.04485284954695325
14,14,1.0,0.0
14,15,0.9925610835296723,0.08456845184108272
15,0,-0.6340780847895697,0.29986042773017807
15,1,0.879289106360678,0.23954067737030454
15,2,0.9300565057377864,0.3641967914292195
15,3,0.8648140232870053,0.5386234944338665
15,4,0.9925971552157012,0.07869453179113904
15,5,0.8891588905288909,0.0933902119455205
15,6,0.9280094835101782,0.15173303372839533
15,7,0.9837643288452035,0.26271810016749614
15,8,0.9888106463949144,0.05675443755018774
15,9,0.9559173980268669,0.035212089825236395
15,10,0.9535842281627347,0.04637745901564104
15,11,0.9996234291557575,0.16414247345834046
15,12,0.9997139926529806,0.10860351816998609
15,13,0.9070211815815409,0.1287219152895062
15,14,0.9925610835296722,0.08456845184108272
15,15,0.9999999999999998,0.0
