raw_cluster_id,n_samples,pce_norm_0h,pce_norm_10h,pce_norm_200h,delta_0_10h,delta_0_200h,slope_100_200h_per_h,suggested_shape_name,naming_basis
0,387,0.9950215979050522,0.9919561414842141,0.9116057491370981,-0.0030654564208381085,-0.08341584876795405,-0.000431196548623022,no_initial_change_stable_decelerating_loss,"PCE@200h=0.912, slope_0_10h=-0.00031/h, slope_100_200h=-0.00043/h, Δ200h=-0.083, n=387"
1,296,0.9948150528982959,0.9882387517819424,0.835693295982404,-0.0065763011163534335,-0.1591217569158918,-0.0008003363179877356,initial_drop_moderate_degradation_decelerating_loss,"PCE@200h=0.836, slope_0_10h=-0.00066/h, slope_100_200h=-0.00080/h, Δ200h=-0.159, n=296"
2,129,0.999484206945342,0.9727533223813346,0.6289740694992269,-0.026730884564007407,-0.37051013744611516,-0.0015267617919599871,initial_drop_moderate_degradation_steady_loss,"PCE@200h=0.629, slope_0_10h=-0.00267/h, slope_100_200h=-0.00153/h, Δ200h=-0.371, n=129"
3,63,0.9956131566367287,0.9748400398690683,0.41202161029542855,-0.02077311676766036,-0.5835915463413002,-0.003027476987483725,initial_drop_rapid_degradation_steady_loss,"PCE@200h=0.412, slope_0_10h=-0.00208/h, slope_100_200h=-0.00303/h, Δ200h=-0.584, n=63"
4,18,0.9998396196312694,0.8734239568864252,0.15027478056245822,-0.12641566274484428,-0.8495648390688112,-0.001650099886595609,initial_drop_rapid_degradation_steady_loss,"PCE@200h=0.150, slope_0_10h=-0.01264/h, slope_100_200h=-0.00165/h, Δ200h=-0.850, n=18"
5,569,0.9868542597744618,0.9887352153155609,0.9696983437962882,0.0018809555410990164,-0.017155915978173675,-0.00016175233905576166,no_initial_change_stable_decelerating_loss,"PCE@200h=0.970, slope_0_10h=0.00019/h, slope_100_200h=-0.00016/h, Δ200h=-0.017, n=569"
6,10,0.7500721152690245,0.7610040128253079,0.9765479345931745,0.010931897556283432,0.22647581932414995,0.0005973326639410486,initial_gain_moderate_degradation_decelerating_loss,"PCE@200h=0.977, slope_0_10h=0.00109/h, slope_100_200h=0.00060/h, Δ200h=0.226, n=10"
7,245,0.9956341162211038,0.9807648643568798,0.744841259713781,-0.014869251864223942,-0.25079285650732275,-0.0010824863293005362,initial_drop_moderate_degradation_steady_loss,"PCE@200h=0.745, slope_0_10h=-0.00149/h, slope_100_200h=-0.00108/h, Δ200h=-0.251, n=245"
8,41,1.0001886487132978,0.9132476451390295,0.5724864901481022,-0.08694100357426837,-0.42770215856519567,-0.0006744030338096366,initial_drop_rapid_degradation_decelerating_loss,"PCE@200h=0.572, slope_0_10h=-0.00869/h, slope_100_200h=-0.00067/h, Δ200h=-0.428, n=41"
9,54,0.9995436146175,0.9287147464218757,0.30360975409686763,-0.07082886819562428,-0.6959338605206323,-0.00230677727023931,initial_drop_rapid_degradation_steady_loss,"PCE@200h=0.304, slope_0_10h=-0.00708/h, slope_100_200h=-0.00231/h, Δ200h=-0.696, n=54"
