candidate,mode,replicates,ARI_mean,ARI_median,ARI_p025,ARI_p975,ARI_min,actual_deleted_fraction
M026038,bootstrap90,50,0.6029017542008863,0.6536993411379203,-0.01821565783888037,1.0,-0.03287193363000067,
M026038,bootstrap95,50,0.5515994146000922,0.6057497904235909,-0.0342252657592446,1.0,-0.0611022977329717,
M026038,drop05,50,0.7184334460476856,0.7033184164980443,0.36999504649267095,1.0,0.11411384449631891,0.05124236940447444
M026038,drop10,50,0.7038875784270181,0.6836957504154506,0.2794270233694981,1.0,0.16509470329726814,0.09678866384522865
M027091,bootstrap90,50,0.6025276711778631,0.6564714115110373,0.11307515409727027,1.0,0.08386830318656247,
M027091,bootstrap95,50,0.7568847981313744,0.947714384135651,0.11011425068335373,1.0,0.10534469403563129,
M027091,drop05,50,0.47717665128488984,0.5088674967816904,0.11578947368421053,0.8455254363163758,0.11578947368421053,0.05124236940447444
M027091,drop10,50,0.4043706862245531,0.3932406088184911,0.08391315025562611,0.8455254363163758,-0.0747412286597661,0.09678866384522865
M027118,bootstrap90,50,0.5756260598306443,0.626702857745602,0.0421052811032012,1.0,-0.09853068280034573,
M027118,bootstrap95,50,0.7363345750351058,0.9400974616670735,0.09812851721927476,1.0,0.008110225335238008,
M027118,drop05,50,0.5352751278851551,0.6019951301663926,0.13206870033324788,0.919268684587658,0.13206870033324788,0.05124236940447444
M027118,drop10,50,0.47588801305459955,0.4800982742939488,0.13206870033324788,0.8252795399947193,0.12376125274226492,0.09678866384522865
M027541,bootstrap90,50,0.8922061742378454,1.0,0.08049245452147129,1.0,0.048223350253807105,
M027541,bootstrap95,50,0.7676795978896161,1.0,0.0731258389261745,1.0,0.04866180048661801,
M027541,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M027541,drop10,50,0.9938294814882613,1.0,0.9228685186032676,1.0,0.9228685186032676,0.09635554378435755
M028351,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M028351,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M028351,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M028351,drop10,50,0.9596106126902133,1.0,0.25987793564108486,1.0,0.06739679865206402,0.09635554378435755
M028522,bootstrap90,50,0.8108244493856864,1.0,0.10902980760886327,1.0,0.09836065573770492,
M028522,bootstrap95,50,0.793001690231103,1.0,0.11028192371475953,1.0,0.10468972051160587,
M028522,drop05,50,0.9502051123183307,1.0,0.18688723189599882,1.0,0.10380205190102595,0.051714293272116345
M028522,drop10,50,0.9564498475813563,1.0,0.3997166385452604,1.0,0.22083680120720903,0.09635554378435755
M028675,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M028675,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M028675,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M028675,drop10,50,0.9596106126902133,1.0,0.25987793564108486,1.0,0.06739679865206402,0.09635554378435755
M028837,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M028837,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M028837,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M028837,drop10,50,0.9596106126902133,1.0,0.25987793564108486,1.0,0.06739679865206402,0.09635554378435755
M028999,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M028999,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M028999,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M028999,drop10,50,0.9596106126902133,1.0,0.25987793564108486,1.0,0.06739679865206402,0.09635554378435755
M029161,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M029161,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M029161,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M029161,drop10,50,0.9596106126902133,1.0,0.25987793564108486,1.0,0.06739679865206402,0.09635554378435755
M029323,bootstrap90,50,0.8866708707886888,1.0,0.08049245452147129,1.0,0.048223350253807105,
M029323,bootstrap95,50,0.6744614943903794,1.0,0.06682084019769358,1.0,0.04866180048661801,
M029323,drop05,50,1.0,1.0,1.0,1.0,1.0,0.051714293272116345
M029323,drop10,50,0.9782626767171719,1.0,0.9228685186032676,1.0,0.06739679865206402,0.09635554378435755
M029899,bootstrap90,50,0.5419823858050684,0.6432156552508376,-0.010054890219560877,1.0,-0.02582496413199426,
M029899,bootstrap95,50,0.5188759710916702,0.5960532884157027,-0.01400114451744747,1.0,-0.01793598233995585,
M029899,drop05,50,0.6866531843426326,0.6990828359295385,0.33198188578673377,0.9615611125752628,0.26259919612490984,0.051714293272116345
M029899,drop10,50,0.6871323091389356,0.6990828359295385,0.0062527747195972585,1.0,0.0004508918119781144,0.09635554378435755
M030421,bootstrap90,50,0.5752609117425408,0.5859305431878896,-0.03876675582844463,1.0,-0.04294478527607362,
M030421,bootstrap95,50,0.6011362873655954,0.7103588074081786,-0.04544937353812362,1.0,-0.06797138047138047,
M030421,drop05,50,0.4607899362932097,0.3492979704711439,-0.04754158363495872,1.0,-0.04754158363495872,0.051714293272116345
M030421,drop10,50,0.41930590525486927,0.5080102441111967,-0.028611413466023947,1.0,-0.028611413466023947,0.09635554378435755
M031627,bootstrap90,50,0.5203495179873473,0.5219860874177167,-0.012934615100769029,1.0,-0.07799304520615996,
M031627,bootstrap95,50,0.5450716818328039,0.725203315714096,0.016103148134611375,1.0,-0.09751693002257336,
M031627,drop05,50,0.486007104908552,0.39669742476831116,0.09262702211854223,0.8995806758705246,0.09262702211854223,0.051714293272116345
M031627,drop10,50,0.46772680126936045,0.48347792808996914,0.08227461491426048,0.8906252027982919,0.025999791166336012,0.09635554378435755
M031681,bootstrap90,50,0.31274501351642947,0.09872203391028862,0.0034988378933681875,1.0,-0.04610226320201174,
M031681,bootstrap95,50,0.40256451206348176,0.11880676347046812,-0.015242042461119362,1.0,-0.09098360655737706,
M031681,drop05,50,0.539283003999327,0.4575067149242432,0.07284842482826517,0.9753906706296155,0.05943350267937922,0.051714293272116345
M031681,drop10,50,0.5231270240783082,0.5652887139107612,0.10029902593683207,0.8877818413032846,0.0113371763454176,0.09635554378435755
M032077,bootstrap90,50,0.7250139017522769,1.0,0.10933940774487472,1.0,0.0995712243925679,
M032077,bootstrap95,50,0.739838487004837,1.0,0.08671239704107864,1.0,0.06779661016949153,
M032077,drop05,50,0.9555326612975767,1.0,0.27675599824894914,1.0,0.0970873786407767,0.05271405081592226
M032077,drop10,50,0.9247222932271424,1.0,0.0970873786407767,1.0,0.0970873786407767,0.09594993892076774
M032087,bootstrap90,50,0.7502033452078645,0.7830324130902165,0.4444855294196729,0.9945211038961038,0.2382205214063621,
M032087,bootstrap95,50,0.7774355433895193,0.7955838337229618,0.44220130875127694,1.0,0.32225623087013555,
M032087,drop05,50,0.8063707960109496,0.8530450755970044,0.6451388572951262,1.0,0.6451388572951262,0.05271405081592226
M032087,drop10,50,0.7937189779160905,0.8530450755970044,0.6451388572951262,1.0,0.6451388572951262,0.09594993892076774
M033076,bootstrap90,50,0.7563419150394433,1.0,-0.06006964661620459,1.0,-0.06153846153846154,
M033076,bootstrap95,50,0.827644529639635,1.0,-0.05988620547170632,1.0,-0.06726457399103139,
M033076,drop05,50,0.8757238307349666,1.0,-0.035634743875278395,1.0,-0.035634743875278395,0.05271405081592226
M033076,drop10,50,0.6869837820761888,1.0,-0.035634743875278395,1.0,-0.035634743875278395,0.09594993892076774
M033211,bootstrap90,50,0.690370958094378,1.0,0.10933940774487472,1.0,0.08226221079691516,
M033211,bootstrap95,50,0.7520421213759437,1.0,0.10554131452327566,1.0,0.10204081632653061,
M033211,drop05,50,0.907621029402064,1.0,0.0970873786407767,1.0,0.0970873786407767,0.05271405081592226
M033211,drop10,50,0.7971309195254678,1.0,0.0970873786407767,1.0,0.0970873786407767,0.09594993892076774
M033221,bootstrap90,50,0.8263443900086456,0.8371979940608345,0.4848330118828488,1.0,0.4444444444444444,
M033221,bootstrap95,50,0.8168142138730409,0.8063256907701353,0.5554573885414024,1.0,0.535695674830641,
M033221,drop05,50,0.8264954313024314,0.8530450755970044,0.6247964211350939,1.0,0.6247964211350939,0.05271405081592226
M033221,drop10,50,0.8093509891339268,0.8530450755970044,0.6247964211350939,1.0,0.6247964211350939,0.09594993892076774
M034102,bootstrap90,50,0.7824559816760583,1.0,0.0,1.0,0.0,
M034102,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M034102,drop05,50,0.8483672733188499,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M034102,drop10,50,0.8455479034740006,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M034426,bootstrap90,50,0.7824559816760583,1.0,0.0,1.0,0.0,
M034426,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M034426,drop05,50,0.8483672733188499,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M034426,drop10,50,0.8455479034740006,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M034588,bootstrap90,50,0.7824559816760583,1.0,0.0,1.0,0.0,
M034588,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M034588,drop05,50,0.8483672733188499,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M034588,drop10,50,0.8455479034740006,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M034750,bootstrap90,50,0.7824559816760583,1.0,0.0,1.0,0.0,
M034750,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M034750,drop05,50,0.8483672733188499,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M034750,drop10,50,0.8541881046595584,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M034912,bootstrap90,50,0.7824559816760583,1.0,0.0,1.0,0.0,
M034912,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M034912,drop05,50,0.8483672733188499,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M034912,drop10,50,0.8541881046595584,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M035056,bootstrap90,50,0.7437822152276897,0.7839934667211107,-0.03187660668380462,1.0,-0.05828220858895705,
M035056,bootstrap95,50,0.7471785628884775,0.7839934667211107,0.048854171740295174,1.0,-0.012895662368112544,
M035056,drop05,50,0.8402952634667901,0.8177701099849041,0.4025012256209313,1.0,0.33085253353536254,0.05271405081592226
M035056,drop10,50,0.7285923732296569,0.8177701099849041,0.12295176670281509,1.0,0.011820055212100004,0.09594993892076774
M035074,bootstrap90,50,0.7717604825172683,1.0,0.0,1.0,0.0,
M035074,bootstrap95,50,0.7844106884992087,1.0,0.0,1.0,0.0,
M035074,drop05,50,0.8548027072872588,1.0,0.4043935127104829,1.0,0.3903273082559844,0.05271405081592226
M035074,drop10,50,0.8714685070306739,1.0,0.4528437724982001,1.0,0.3287747697460229,0.09594993892076774
M035596,bootstrap90,50,0.4127239274552315,0.1171385024483575,-0.0081141520503482,1.0,-0.012935016938712659,
M035596,bootstrap95,50,0.43101489527344994,0.11531814833701626,0.01759296281487405,1.0,-0.021120614417873974,
M035596,drop05,50,0.29416088492369385,0.10756894191277137,0.01112797167425392,1.0,0.01112797167425392,0.05271405081592226
M035596,drop10,50,0.2701635874823554,0.14473684210526316,0.01112797167425392,1.0,0.01112797167425392,0.09594993892076774
M036235,bootstrap90,50,0.7721146351105646,1.0,-0.08308942746157744,1.0,-0.09953131657435023,
M036235,bootstrap95,50,0.7831075343447915,1.0,0.20194172137175398,1.0,-0.05828220858895705,
M036235,drop05,50,0.5082957443693938,0.3416370106761566,0.24975953831356204,1.0,-0.03795966785290629,0.05271405081592226
M036235,drop10,50,0.40286815805164716,0.3416370106761566,0.24975953831356204,0.8401821271808337,-0.07936165624326073,0.09594993892076774
M037288,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M037288,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M037288,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M037288,drop10,50,0.9424354243542435,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M037477,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M037477,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M037477,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M037477,drop10,50,0.9539483394833949,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M037594,bootstrap90,50,0.96,1.0,0.2250000000000001,1.0,0.0,
M037594,bootstrap95,50,0.944974305649743,1.0,0.12328767123287676,1.0,0.0,
M037594,drop05,50,0.9833120904439195,1.0,0.7994689659564982,1.0,0.42435424354243545,0.04578660860734798
M037594,drop10,50,0.9579702287461707,1.0,0.42435424354243545,1.0,0.30855267157011734,0.08732386362710708
M037801,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M037801,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M037801,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M037801,drop10,50,0.9539483394833949,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M037963,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M037963,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M037963,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M037963,drop10,50,0.9539483394833949,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M038125,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M038125,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M038125,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M038125,drop10,50,0.9539483394833949,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M038287,bootstrap90,50,0.881491634020609,1.0,0.08653846153846158,1.0,0.0,
M038287,bootstrap95,50,0.8806835399135658,1.0,0.084718826405868,1.0,0.0,
M038287,drop05,50,0.9769741697416974,1.0,0.5538745387453875,1.0,0.42435424354243545,0.04578660860734798
M038287,drop10,50,0.9539483394833949,1.0,0.42435424354243545,1.0,0.42435424354243545,0.08732386362710708
M038503,bootstrap90,50,0.8937993263283015,1.0,0.1297379032258065,1.0,0.0,
M038503,bootstrap95,50,0.9179301075268816,1.0,0.1297379032258065,1.0,0.0,
M038503,drop05,50,1.0,1.0,1.0,1.0,1.0,0.04578660860734798
M038503,drop10,50,1.0,1.0,1.0,1.0,1.0,0.08732386362710708
M039052,bootstrap90,50,0.29799247710012233,0.05043290272670432,-0.06399543378995434,1.0,-0.08069164265129683,
M039052,bootstrap95,50,0.251990298944879,0.03614457831325301,-0.07124769421159548,1.0,-0.08069164265129683,
M039052,drop05,50,0.2817853808916134,0.012885411872986655,0.012885411872986655,1.0,0.012885411872986655,0.04578660860734798
M039052,drop10,50,0.27175934679647,0.012885411872986655,0.012885411872986655,0.8460448017101384,0.012885411872986655,0.08732386362710708
M040133,bootstrap90,50,0.7455715925385401,0.7792863763910509,0.32799186409899356,1.0,0.31543624161073824,
M040133,bootstrap95,50,0.831145579827889,0.8489770102500073,0.4230578266641837,1.0,0.4005876591576885,
M040133,drop05,50,0.4751140551438351,0.46034895840112294,0.12922208715581918,0.8696548958194076,0.11903800680546744,0.04578660860734798
M040133,drop10,50,0.4879826106843964,0.4987570990510406,0.14937687414417694,0.842611128903889,0.06429347722462676,0.08732386362710708
M040672,bootstrap90,50,0.417848342736437,0.32451342358357266,-0.12650595798681502,1.0,-0.13655287260616153,
M040672,bootstrap95,50,0.5715158325421165,0.6926229508196722,-0.1263300872311626,1.0,-0.142433234421365,
M040672,drop05,50,0.5924279106517595,0.7630073091860208,-0.11641270627717921,1.0,-0.11876075731497418,0.04578660860734798
M040672,drop10,50,0.33137335876299095,0.1702127659574468,-0.11876075731497418,1.0,-0.1189358372456964,0.08732386362710708
