candidate,mode,replicates,ARI_mean,ARI_median,ARI_p025,ARI_p975,ARI_min,actual_deleted_fraction
M012070,bootstrap95,50,0.8601131879101388,0.8901736434637813,0.4942165173969718,1.0,0.3484636406052123,
M012070,drop05,50,0.8865425520095077,0.9316723726229178,0.7311540918098295,1.0,0.4373873487254313,0.08819196550936834
M012070,drop10,50,0.9110265717649633,0.929911212782492,0.7901981545908334,1.0,0.7311540918098295,0.09731037417565522
M012232,bootstrap90,50,0.8118980464840923,0.8049034474288066,0.5409445657105225,1.0,0.4107020494611599,
M012232,bootstrap95,50,0.862105341943597,0.8901736434637813,0.4942165173969718,1.0,0.3484636406052123,
M012232,drop05,50,0.8927246344339457,0.9316723726229178,0.7311540918098295,1.0,0.4373873487254313,0.08819196550936834
M012232,drop10,50,0.9123375692171629,0.9316723726229178,0.7901981545908334,1.0,0.7311540918098295,0.09731037417565522
M012367,bootstrap90,50,0.855313291166662,0.8895787788058532,0.4250153637587006,1.0,0.3434436906956714,
M012367,bootstrap95,50,0.9106210912861958,0.9578152719868853,0.6258176301260537,1.0,0.5827591056110252,
M012367,drop05,50,0.9137782478598229,0.9316723726229178,0.7447409073288621,1.0,0.396081070974497,0.08819196550936834
M012367,drop10,50,0.9328938238906117,0.9316723726229178,0.8633563352718552,1.0,0.861978246358032,0.09731037417565522
M013970,bootstrap90,50,0.5964701277402814,0.5288894653277223,0.3554717765243005,1.0,0.33881832978887716,
M013970,bootstrap95,50,0.5641859532489244,0.5484498477693496,0.3711585758917156,0.8790184972220892,0.35589795402879515,
M013970,drop05,50,0.5087307609776518,0.4259358204733319,0.3544598434873143,0.8916187429815905,0.3544598434873143,0.06736514734928056
M013970,drop10,50,0.5636431544951276,0.5622330539632197,0.3544598434873143,0.9476754597786475,0.3544598434873143,0.09749591005290453
M014608,bootstrap90,50,0.9144594428036303,1.0,0.2043360436475555,1.0,0.08435072142064373,
M014608,bootstrap95,50,0.8854326971790014,1.0,0.10552620089246306,1.0,0.08253094910591471,
