candidate,window,mode,replicate,ARI,unique_curves,actual_deleted_fraction
M014914,coverage070,drop05,12,1.0,91,0.06736514734928058
M014914,coverage070,drop05,13,0.89194300290263,91,0.06736514734928058
M014914,coverage070,drop05,14,1.0,91,0.06736514734928058
M014914,coverage070,drop05,15,0.89194300290263,91,0.06736514734928058
M014914,coverage070,drop05,16,1.0,91,0.06736514734928058
M014914,coverage070,drop05,17,1.0,91,0.06736514734928058
M014914,coverage070,drop05,18,1.0,91,0.06736514734928058
M014914,coverage070,drop05,19,0.26536104051427717,91,0.06736514734928058
M014914,coverage070,drop05,20,1.0,91,0.06736514734928058
M014914,coverage070,drop05,21,1.0,91,0.06736514734928058
M014914,coverage070,drop05,22,1.0,91,0.06736514734928058
M014914,coverage070,drop05,23,1.0,91,0.06736514734928058
M014914,coverage070,drop05,24,1.0,91,0.06736514734928058
M014914,coverage070,drop05,25,1.0,91,0.06736514734928058
M014914,coverage070,drop05,26,1.0,91,0.06736514734928058
M014914,coverage070,drop05,27,1.0,91,0.06736514734928058
M014914,coverage070,drop05,28,1.0,91,0.06736514734928058
M014914,coverage070,drop05,29,1.0,91,0.06736514734928058
M014914,coverage070,drop05,30,1.0,91,0.06736514734928058
M014914,coverage070,drop05,31,1.0,91,0.06736514734928058
M014914,coverage070,drop05,32,1.0,91,0.06736514734928058
M014914,coverage070,drop05,33,0.26536104051427717,91,0.06736514734928058
M014914,coverage070,drop05,34,0.89194300290263,91,0.06736514734928058
M014914,coverage070,drop05,35,1.0,91,0.06736514734928058
M014914,coverage070,drop05,36,1.0,91,0.06736514734928058
M014914,coverage070,drop05,37,0.26536104051427717,91,0.06736514734928058
M014914,coverage070,drop05,38,1.0,91,0.06736514734928058
M014914,coverage070,drop05,39,1.0,91,0.06736514734928058
M014914,coverage070,drop05,40,1.0,91,0.06736514734928058
M014914,coverage070,drop05,41,1.0,91,0.06736514734928058
M014914,coverage070,drop05,42,1.0,91,0.06736514734928058
M014914,coverage070,drop05,43,1.0,91,0.06736514734928058
M014914,coverage070,drop05,44,0.89194300290263,91,0.06736514734928058
M014914,coverage070,drop05,45,1.0,91,0.06736514734928058
M014914,coverage070,drop05,46,1.0,91,0.06736514734928058
M014914,coverage070,drop05,47,1.0,91,0.06736514734928058
M014914,coverage070,drop05,48,1.0,91,0.06736514734928058
M014914,coverage070,drop05,49,1.0,91,0.06736514734928058
M014914,coverage070,drop10,0,1.0,91,0.09749591005290453
M014914,coverage070,drop10,1,1.0,91,0.09749591005290453
M014914,coverage070,drop10,2,1.0,91,0.09749591005290453
M014914,coverage070,drop10,3,1.0,91,0.09749591005290453
M014914,coverage070,drop10,4,1.0,91,0.09749591005290453
M014914,coverage070,drop10,5,1.0,91,0.09749591005290453
M014914,coverage070,drop10,6,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,7,1.0,91,0.09749591005290453
M014914,coverage070,drop10,8,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,9,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,10,1.0,91,0.09749591005290453
M014914,coverage070,drop10,11,1.0,91,0.09749591005290453
M014914,coverage070,drop10,12,1.0,91,0.09749591005290453
M014914,coverage070,drop10,13,1.0,91,0.09749591005290453
M014914,coverage070,drop10,14,0.24589107315501127,91,0.09749591005290453
M014914,coverage070,drop10,15,1.0,91,0.09749591005290453
M014914,coverage070,drop10,16,1.0,91,0.09749591005290453
M014914,coverage070,drop10,17,1.0,91,0.09749591005290453
M014914,coverage070,drop10,18,1.0,91,0.09749591005290453
M014914,coverage070,drop10,19,1.0,91,0.09749591005290453
M014914,coverage070,drop10,20,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,21,1.0,91,0.09749591005290453
M014914,coverage070,drop10,22,0.30928498712497754,91,0.09749591005290453
M014914,coverage070,drop10,23,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,24,1.0,91,0.09749591005290453
M014914,coverage070,drop10,25,1.0,91,0.09749591005290453
M014914,coverage070,drop10,26,1.0,91,0.09749591005290453
M014914,coverage070,drop10,27,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,28,1.0,91,0.09749591005290453
M014914,coverage070,drop10,29,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,30,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,31,0.8723251681025972,91,0.09749591005290453
M014914,coverage070,drop10,32,0.2056679808545616,91,0.09749591005290453
M014914,coverage070,drop10,33,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,34,1.0,91,0.09749591005290453
M014914,coverage070,drop10,35,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,36,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,37,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,38,0.28642506946768115,91,0.09749591005290453
M014914,coverage070,drop10,39,0.3055263157894737,91,0.09749591005290453
M014914,coverage070,drop10,40,0.8723251681025972,91,0.09749591005290453
M014914,coverage070,drop10,41,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,42,1.0,91,0.09749591005290453
M014914,coverage070,drop10,43,0.28642506946768115,91,0.09749591005290453
M014914,coverage070,drop10,44,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,45,0.89194300290263,91,0.09749591005290453
M014914,coverage070,drop10,46,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,47,0.26536104051427717,91,0.09749591005290453
M014914,coverage070,drop10,48,0.28642506946768115,91,0.09749591005290453
M014914,coverage070,drop10,49,0.26536104051427717,91,0.09749591005290453
M015121,coverage070,bootstrap90,0,0.9142707403555607,58,
M015121,coverage070,bootstrap90,1,1.0,53,
M015121,coverage070,bootstrap90,2,1.0,55,
M015121,coverage070,bootstrap90,3,0.9156305439737706,52,
M015121,coverage070,bootstrap90,4,1.0,51,
M015121,coverage070,bootstrap90,5,1.0,52,
M015121,coverage070,bootstrap90,6,0.8920221310012494,56,
M015121,coverage070,bootstrap90,7,1.0,53,
M015121,coverage070,bootstrap90,8,1.0,55,
M015121,coverage070,bootstrap90,9,0.5900439238653001,56,
M015121,coverage070,bootstrap90,10,1.0,60,
M015121,coverage070,bootstrap90,11,0.9176785487510624,54,
M015121,coverage070,bootstrap90,12,0.9101681401284745,53,
M015121,coverage070,bootstrap90,13,1.0,54,
M015121,coverage070,bootstrap90,14,0.7937961023185395,53,
M015121,coverage070,bootstrap90,15,0.9204086430571288,57,
M015121,coverage070,bootstrap90,16,1.0,58,
M015121,coverage070,bootstrap90,17,1.0,55,
M015121,coverage070,bootstrap90,18,1.0,55,
M015121,coverage070,bootstrap90,19,1.0,50,
M015121,coverage070,bootstrap90,20,0.9166794573048498,53,
M015121,coverage070,bootstrap90,21,1.0,51,
M015121,coverage070,bootstrap90,22,0.9148083206872576,54,
M015121,coverage070,bootstrap90,23,1.0,55,
M015121,coverage070,bootstrap90,24,1.0,57,
M015121,coverage070,bootstrap90,25,1.0,55,
M015121,coverage070,bootstrap90,26,1.0,52,
M015121,coverage070,bootstrap90,27,1.0,53,
M015121,coverage070,bootstrap90,28,0.16553779463560012,55,
M015121,coverage070,bootstrap90,29,1.0,55,
M015121,coverage070,bootstrap90,30,1.0,52,
M015121,coverage070,bootstrap90,31,1.0,54,
M015121,coverage070,bootstrap90,32,0.3379744569109573,53,
M015121,coverage070,bootstrap90,33,1.0,58,
M015121,coverage070,bootstrap90,34,1.0,56,
M015121,coverage070,bootstrap90,35,1.0,52,
M015121,coverage070,bootstrap90,36,0.08435072142064373,50,
M015121,coverage070,bootstrap90,37,1.0,53,
M015121,coverage070,bootstrap90,38,1.0,56,
M015121,coverage070,bootstrap90,39,0.9176785487510624,54,
M015121,coverage070,bootstrap90,40,0.18340953625081646,57,
M015121,coverage070,bootstrap90,41,1.0,55,
M015121,coverage070,bootstrap90,42,1.0,57,
M015121,coverage070,bootstrap90,43,0.8240908898931453,51,
M015121,coverage070,bootstrap90,44,0.3605245336452626,52,
M015121,coverage070,bootstrap90,45,0.5315161839863713,50,
M015121,coverage070,bootstrap90,46,1.0,59,
M015121,coverage070,bootstrap90,47,1.0,53,
M015121,coverage070,bootstrap90,48,1.0,56,
M015121,coverage070,bootstrap90,49,1.0,52,
M015121,coverage070,bootstrap95,0,1.0,57,
M015121,coverage070,bootstrap95,1,1.0,57,
M015121,coverage070,bootstrap95,2,1.0,54,
M015121,coverage070,bootstrap95,3,0.9188361408882083,53,
M015121,coverage070,bootstrap95,4,0.9084652443220922,57,
M015121,coverage070,bootstrap95,5,0.8257074553844443,57,
M015121,coverage070,bootstrap95,6,0.9138600911696255,53,
M015121,coverage070,bootstrap95,7,0.1957624589674724,55,
M015121,coverage070,bootstrap95,8,1.0,58,
M015121,coverage070,bootstrap95,9,1.0,57,
M015121,coverage070,bootstrap95,10,1.0,52,
M015121,coverage070,bootstrap95,11,0.9127397853007232,56,
M015121,coverage070,bootstrap95,12,1.0,58,
M015121,coverage070,bootstrap95,13,1.0,51,
M015121,coverage070,bootstrap95,14,1.0,58,
M015121,coverage070,bootstrap95,15,0.9174016871585204,57,
M015121,coverage070,bootstrap95,16,1.0,55,
M015121,coverage070,bootstrap95,17,0.9181911244129437,58,
M015121,coverage070,bootstrap95,18,1.0,55,
M015121,coverage070,bootstrap95,19,0.9212389313953401,58,
M015121,coverage070,bootstrap95,20,1.0,52,
M015121,coverage070,bootstrap95,21,0.9110653791356657,54,
M015121,coverage070,bootstrap95,22,0.9110653791356657,54,
M015121,coverage070,bootstrap95,23,0.640625,49,
M015121,coverage070,bootstrap95,24,0.08253094910591471,58,
M015121,coverage070,bootstrap95,25,1.0,55,
M015121,coverage070,bootstrap95,26,1.0,52,
M015121,coverage070,bootstrap95,27,0.826010281926326,52,
M015121,coverage070,bootstrap95,28,0.9101681401284745,53,
M015121,coverage070,bootstrap95,29,1.0,59,
M015121,coverage070,bootstrap95,30,0.5946064401309542,57,
M015121,coverage070,bootstrap95,31,1.0,57,
M015121,coverage070,bootstrap95,32,1.0,57,
M015121,coverage070,bootstrap95,33,1.0,56,
M015121,coverage070,bootstrap95,34,0.7525451346895893,58,
M015121,coverage070,bootstrap95,35,1.0,57,
M015121,coverage070,bootstrap95,36,1.0,56,
M015121,coverage070,bootstrap95,37,1.0,58,
M015121,coverage070,bootstrap95,38,0.7657986204469126,59,
M015121,coverage070,bootstrap95,39,1.0,55,
M015121,coverage070,bootstrap95,40,1.0,56,
M015121,coverage070,bootstrap95,41,1.0,56,
M015121,coverage070,bootstrap95,42,1.0,53,
M015121,coverage070,bootstrap95,43,1.0,57,
M015121,coverage070,bootstrap95,44,1.0,55,
M015121,coverage070,bootstrap95,45,1.0,56,
M015121,coverage070,bootstrap95,46,1.0,57,
M015121,coverage070,bootstrap95,47,1.0,58,
M015121,coverage070,bootstrap95,48,0.6250958834057786,51,
M015121,coverage070,bootstrap95,49,1.0,55,
M015121,coverage070,drop05,0,1.0,91,0.06736514734928058
M015121,coverage070,drop05,1,1.0,91,0.06736514734928058
M015121,coverage070,drop05,2,1.0,91,0.06736514734928058
M015121,coverage070,drop05,3,0.9489989089876502,91,0.06736514734928058
M015121,coverage070,drop05,4,1.0,91,0.06736514734928058
M015121,coverage070,drop05,5,1.0,91,0.06736514734928058
M015121,coverage070,drop05,6,1.0,91,0.06736514734928058
M015121,coverage070,drop05,7,1.0,91,0.06736514734928058
M015121,coverage070,drop05,8,1.0,91,0.06736514734928058
M015121,coverage070,drop05,9,1.0,91,0.06736514734928058
M015121,coverage070,drop05,10,1.0,91,0.06736514734928058
M015121,coverage070,drop05,11,0.9489989089876502,91,0.06736514734928058
M015121,coverage070,drop05,12,1.0,91,0.06736514734928058
M015121,coverage070,drop05,13,1.0,91,0.06736514734928058
M015121,coverage070,drop05,14,1.0,91,0.06736514734928058
M015121,coverage070,drop05,15,1.0,91,0.06736514734928058
M015121,coverage070,drop05,16,1.0,91,0.06736514734928058
M015121,coverage070,drop05,17,1.0,91,0.06736514734928058
M015121,coverage070,drop05,18,1.0,91,0.06736514734928058
M015121,coverage070,drop05,19,1.0,91,0.06736514734928058
M015121,coverage070,drop05,20,1.0,91,0.06736514734928058
M015121,coverage070,drop05,21,1.0,91,0.06736514734928058
M015121,coverage070,drop05,22,0.897929348305544,91,0.06736514734928058
M015121,coverage070,drop05,23,1.0,91,0.06736514734928058
M015121,coverage070,drop05,24,1.0,91,0.06736514734928058
M015121,coverage070,drop05,25,1.0,91,0.06736514734928058
M015121,coverage070,drop05,26,1.0,91,0.06736514734928058
M015121,coverage070,drop05,27,1.0,91,0.06736514734928058
M015121,coverage070,drop05,28,1.0,91,0.06736514734928058
M015121,coverage070,drop05,29,1.0,91,0.06736514734928058
M015121,coverage070,drop05,30,1.0,91,0.06736514734928058
M015121,coverage070,drop05,31,1.0,91,0.06736514734928058
M015121,coverage070,drop05,32,1.0,91,0.06736514734928058
M015121,coverage070,drop05,33,1.0,91,0.06736514734928058
M015121,coverage070,drop05,34,1.0,91,0.06736514734928058
M015121,coverage070,drop05,35,1.0,91,0.06736514734928058
M015121,coverage070,drop05,36,1.0,91,0.06736514734928058
M015121,coverage070,drop05,37,1.0,91,0.06736514734928058
M015121,coverage070,drop05,38,1.0,91,0.06736514734928058
M015121,coverage070,drop05,39,1.0,91,0.06736514734928058
M015121,coverage070,drop05,40,1.0,91,0.06736514734928058
M015121,coverage070,drop05,41,1.0,91,0.06736514734928058
M015121,coverage070,drop05,42,1.0,91,0.06736514734928058
M015121,coverage070,drop05,43,1.0,91,0.06736514734928058
M015121,coverage070,drop05,44,1.0,91,0.06736514734928058
M015121,coverage070,drop05,45,1.0,91,0.06736514734928058
M015121,coverage070,drop05,46,1.0,91,0.06736514734928058
M015121,coverage070,drop05,47,1.0,91,0.06736514734928058
M015121,coverage070,drop05,48,1.0,91,0.06736514734928058
M015121,coverage070,drop05,49,1.0,91,0.06736514734928058
M015121,coverage070,drop10,0,0.12902546563638567,91,0.09749591005290453
M015121,coverage070,drop10,1,1.0,91,0.09749591005290453
M015121,coverage070,drop10,2,1.0,91,0.09749591005290453
M015121,coverage070,drop10,3,1.0,91,0.09749591005290453
M015121,coverage070,drop10,4,0.9489989089876502,91,0.09749591005290453
M015121,coverage070,drop10,5,1.0,91,0.09749591005290453
M015121,coverage070,drop10,6,1.0,91,0.09749591005290453
M015121,coverage070,drop10,7,1.0,91,0.09749591005290453
M015121,coverage070,drop10,8,1.0,91,0.09749591005290453
M015121,coverage070,drop10,9,1.0,91,0.09749591005290453
M015121,coverage070,drop10,10,1.0,91,0.09749591005290453
M015121,coverage070,drop10,11,1.0,91,0.09749591005290453
M015121,coverage070,drop10,12,1.0,91,0.09749591005290453
M015121,coverage070,drop10,13,1.0,91,0.09749591005290453
M015121,coverage070,drop10,14,1.0,91,0.09749591005290453
M015121,coverage070,drop10,15,1.0,91,0.09749591005290453
M015121,coverage070,drop10,16,0.9489989089876502,91,0.09749591005290453
M015121,coverage070,drop10,17,1.0,91,0.09749591005290453
M015121,coverage070,drop10,18,1.0,91,0.09749591005290453
M015121,coverage070,drop10,19,1.0,91,0.09749591005290453
M015121,coverage070,drop10,20,1.0,91,0.09749591005290453
M015121,coverage070,drop10,21,1.0,91,0.09749591005290453
M015121,coverage070,drop10,22,1.0,91,0.09749591005290453
M015121,coverage070,drop10,23,1.0,91,0.09749591005290453
M015121,coverage070,drop10,24,1.0,91,0.09749591005290453
M015121,coverage070,drop10,25,1.0,91,0.09749591005290453
M015121,coverage070,drop10,26,1.0,91,0.09749591005290453
M015121,coverage070,drop10,27,1.0,91,0.09749591005290453
M015121,coverage070,drop10,28,1.0,91,0.09749591005290453
M015121,coverage070,drop10,29,1.0,91,0.09749591005290453
M015121,coverage070,drop10,30,1.0,91,0.09749591005290453
M015121,coverage070,drop10,31,1.0,91,0.09749591005290453
M015121,coverage070,drop10,32,1.0,91,0.09749591005290453
M015121,coverage070,drop10,33,1.0,91,0.09749591005290453
M015121,coverage070,drop10,34,0.12902546563638567,91,0.09749591005290453
M015121,coverage070,drop10,35,1.0,91,0.09749591005290453
M015121,coverage070,drop10,36,0.897929348305544,91,0.09749591005290453
M015121,coverage070,drop10,37,1.0,91,0.09749591005290453
M015121,coverage070,drop10,38,1.0,91,0.09749591005290453
M015121,coverage070,drop10,39,1.0,91,0.09749591005290453
M015121,coverage070,drop10,40,1.0,91,0.09749591005290453
M015121,coverage070,drop10,41,1.0,91,0.09749591005290453
M015121,coverage070,drop10,42,1.0,91,0.09749591005290453
M015121,coverage070,drop10,43,1.0,91,0.09749591005290453
M015121,coverage070,drop10,44,1.0,91,0.09749591005290453
M015121,coverage070,drop10,45,1.0,91,0.09749591005290453
M015121,coverage070,drop10,46,1.0,91,0.09749591005290453
M015121,coverage070,drop10,47,1.0,91,0.09749591005290453
M015121,coverage070,drop10,48,1.0,91,0.09749591005290453
M015121,coverage070,drop10,49,0.12902546563638567,91,0.09749591005290453
M015670,coverage070,bootstrap90,0,0.47787359044821376,58,
M015670,coverage070,bootstrap90,1,0.37809647979139505,53,
M015670,coverage070,bootstrap90,2,0.8227783970007093,55,
M015670,coverage070,bootstrap90,3,0.6519999015836826,52,
M015670,coverage070,bootstrap90,4,1.0,51,
M015670,coverage070,bootstrap90,5,0.8321943811693242,52,
M015670,coverage070,bootstrap90,6,0.8920221310012494,56,
M015670,coverage070,bootstrap90,7,0.7601809954751131,53,
M015670,coverage070,bootstrap90,8,0.8312460199533008,55,
M015670,coverage070,bootstrap90,9,0.4095156255098822,56,
M015670,coverage070,bootstrap90,10,0.7677454108482161,60,
M015670,coverage070,bootstrap90,11,0.4181496001726812,54,
M015670,coverage070,bootstrap90,12,0.8987846702337433,53,
M015670,coverage070,bootstrap90,13,0.9110653791356657,54,
M015670,coverage070,bootstrap90,14,0.3599538340276996,53,
M015670,coverage070,bootstrap90,15,0.6514932643531427,57,
M015670,coverage070,bootstrap90,16,1.0,58,
M015670,coverage070,bootstrap90,17,0.6605531726076024,55,
M015670,coverage070,bootstrap90,18,0.7654455986878076,55,
M015670,coverage070,bootstrap90,19,0.751269035532995,50,
M015670,coverage070,bootstrap90,20,0.8341318580687188,53,
M015670,coverage070,bootstrap90,21,0.8572132506103434,51,
M015670,coverage070,bootstrap90,22,0.657830679986801,54,
M015670,coverage070,bootstrap90,23,0.8377400500974116,55,
M015670,coverage070,bootstrap90,24,0.3726289166783757,57,
M015670,coverage070,bootstrap90,25,0.3312117913072607,55,
M015670,coverage070,bootstrap90,26,0.826010281926326,52,
M015670,coverage070,bootstrap90,27,1.0,53,
M015670,coverage070,bootstrap90,28,0.7965916403699884,55,
M015670,coverage070,bootstrap90,29,0.8312460199533008,55,
M015670,coverage070,bootstrap90,30,0.7573550830177687,52,
M015670,coverage070,bootstrap90,31,0.42946292757127813,54,
M015670,coverage070,bootstrap90,32,1.0,53,
M015670,coverage070,bootstrap90,33,0.4883936861652739,58,
M015670,coverage070,bootstrap90,34,0.6583755832930263,56,
M015670,coverage070,bootstrap90,35,0.7923010413142363,52,
M015670,coverage070,bootstrap90,36,0.7437683300771254,50,
M015670,coverage070,bootstrap90,37,0.8195733100562245,53,
M015670,coverage070,bootstrap90,38,0.6631578947368421,56,
M015670,coverage070,bootstrap90,39,1.0,54,
M015670,coverage070,bootstrap90,40,1.0,57,
M015670,coverage070,bootstrap90,41,0.9069529438793625,55,
M015670,coverage070,bootstrap90,42,0.8143542369870315,57,
M015670,coverage070,bootstrap90,43,1.0,51,
M015670,coverage070,bootstrap90,44,1.0,52,
M015670,coverage070,bootstrap90,45,0.6777668952007836,50,
M015670,coverage070,bootstrap90,46,0.3267839801761377,59,
M015670,coverage070,bootstrap90,47,0.6705504649823862,53,
M015670,coverage070,bootstrap90,48,0.4778185928228313,56,
M015670,coverage070,bootstrap90,49,0.7923010413142363,52,
M015670,coverage070,bootstrap95,0,0.41460631418790417,57,
M015670,coverage070,bootstrap95,1,0.770247886883393,57,
M015670,coverage070,bootstrap95,2,0.762874963582625,54,
M015670,coverage070,bootstrap95,3,0.4601253700156713,53,
M015670,coverage070,bootstrap95,4,0.6154181897539418,57,
M015670,coverage070,bootstrap95,5,0.41460631418790417,57,
M015670,coverage070,bootstrap95,6,0.558267061343082,53,
M015670,coverage070,bootstrap95,7,0.7758362882898279,55,
M015670,coverage070,bootstrap95,8,0.842568215677871,58,
M015670,coverage070,bootstrap95,9,0.901766479965532,57,
M015670,coverage070,bootstrap95,10,0.34280211844005776,52,
M015670,coverage070,bootstrap95,11,0.7341541267669859,56,
M015670,coverage070,bootstrap95,12,0.3500801942000087,58,
M015670,coverage070,bootstrap95,13,0.9034801646060628,51,
M015670,coverage070,bootstrap95,14,0.8270791302398566,58,
M015670,coverage070,bootstrap95,15,0.8343561060664387,57,
M015670,coverage070,bootstrap95,16,0.7571194021400668,55,
M015670,coverage070,bootstrap95,17,0.8358112063002182,58,
M015670,coverage070,bootstrap95,18,0.7654455986878076,55,
M015670,coverage070,bootstrap95,19,0.4323051367774764,58,
M015670,coverage070,bootstrap95,20,0.8069986987695076,52,
M015670,coverage070,bootstrap95,21,0.35551625027636524,54,
M015670,coverage070,bootstrap95,22,1.0,54,
M015670,coverage070,bootstrap95,23,1.0,49,
M015670,coverage070,bootstrap95,24,0.6974190005491488,58,
M015670,coverage070,bootstrap95,25,0.41579433497536944,55,
M015670,coverage070,bootstrap95,26,0.749496865530084,52,
M015670,coverage070,bootstrap95,27,0.6464461784583239,52,
M015670,coverage070,bootstrap95,28,0.45143312101910826,53,
M015670,coverage070,bootstrap95,29,0.8283939125737482,59,
M015670,coverage070,bootstrap95,30,0.4730330718848549,57,
M015670,coverage070,bootstrap95,31,0.8410300988807997,57,
M015670,coverage070,bootstrap95,32,0.7505537846453076,57,
M015670,coverage070,bootstrap95,33,0.8328358208955224,56,
M015670,coverage070,bootstrap95,34,0.7525451346895893,58,
M015670,coverage070,bootstrap95,35,0.8343561060664387,57,
M015670,coverage070,bootstrap95,36,0.41721854304635764,56,
M015670,coverage070,bootstrap95,37,0.6974190005491488,58,
M015670,coverage070,bootstrap95,38,0.8440408931504133,59,
M015670,coverage070,bootstrap95,39,0.732126131751483,55,
M015670,coverage070,bootstrap95,40,0.7089455272363818,56,
M015670,coverage070,bootstrap95,41,0.7484745762711864,56,
M015670,coverage070,bootstrap95,42,1.0,53,
M015670,coverage070,bootstrap95,43,0.7045043282633149,57,
M015670,coverage070,bootstrap95,44,1.0,55,
M015670,coverage070,bootstrap95,45,0.3527176902511097,56,
M015670,coverage070,bootstrap95,46,0.7616487455197133,57,
M015670,coverage070,bootstrap95,47,0.7379570943112349,58,
M015670,coverage070,bootstrap95,48,0.5483528161530287,51,
M015670,coverage070,bootstrap95,49,0.9069529438793625,55,
M015670,coverage070,drop05,0,1.0,91,0.06736514734928058
M015670,coverage070,drop05,1,1.0,91,0.06736514734928058
M015670,coverage070,drop05,2,1.0,91,0.06736514734928058
M015670,coverage070,drop05,3,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,4,0.5941845622254098,91,0.06736514734928058
M015670,coverage070,drop05,5,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,6,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,7,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,8,0.9422385760739346,91,0.06736514734928058
M015670,coverage070,drop05,9,1.0,91,0.06736514734928058
M015670,coverage070,drop05,10,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,11,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,12,0.9422385760739346,91,0.06736514734928058
M015670,coverage070,drop05,13,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,14,1.0,91,0.06736514734928058
M015670,coverage070,drop05,15,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,16,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,17,1.0,91,0.06736514734928058
M015670,coverage070,drop05,18,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,19,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,20,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,21,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,22,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,23,1.0,91,0.06736514734928058
M015670,coverage070,drop05,24,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,25,1.0,91,0.06736514734928058
M015670,coverage070,drop05,26,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,27,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,28,1.0,91,0.06736514734928058
M015670,coverage070,drop05,29,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,30,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,31,1.0,91,0.06736514734928058
M015670,coverage070,drop05,32,1.0,91,0.06736514734928058
M015670,coverage070,drop05,33,1.0,91,0.06736514734928058
M015670,coverage070,drop05,34,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,35,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,36,1.0,91,0.06736514734928058
M015670,coverage070,drop05,37,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,38,1.0,91,0.06736514734928058
M015670,coverage070,drop05,39,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,40,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,41,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,42,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,43,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,44,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,45,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,46,0.7953163457362097,91,0.06736514734928058
M015670,coverage070,drop05,47,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,48,0.43656422379826637,91,0.06736514734928058
M015670,coverage070,drop05,49,1.0,91,0.06736514734928058
M015670,coverage070,drop10,0,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,1,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,2,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,3,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,4,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,5,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,6,1.0,91,0.09749591005290453
M015670,coverage070,drop10,7,1.0,91,0.09749591005290453
M015670,coverage070,drop10,8,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,9,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,10,0.49526739233317557,91,0.09749591005290453
M015670,coverage070,drop10,11,1.0,91,0.09749591005290453
M015670,coverage070,drop10,12,0.5665061133753242,91,0.09749591005290453
M015670,coverage070,drop10,13,1.0,91,0.09749591005290453
M015670,coverage070,drop10,14,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,15,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,16,0.43656422379826637,91,0.09749591005290453
M015670,coverage070,drop10,17,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,18,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,19,0.3828788438208766,91,0.09749591005290453
M015670,coverage070,drop10,20,1.0,91,0.09749591005290453
M015670,coverage070,drop10,21,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,22,0.7953163457362097,91,0.09749591005290453
M015670,coverage070,drop10,23,1.0,91,0.09749591005290453
