n_samples,percentage,mean_pce_t0,mean_pce_t10,mean_pce_t50,mean_pce_t100,mean_pce_t200,median_pce_t0,median_pce_t200,std_pce_t0,std_pce_t200,mean_initial_slope,mean_late_slope,mean_total_change,som_x,som_y,raw_cluster_id,shape_hint,t_max_mean
257,15.416916616676666,0.9977208141345201,0.9403918496859072,0.7920450214788103,0.640416931409436,0.44026935751886837,1.0000000000000004,0.44705168552322305,0.017466782737831085,0.13559431134818664,-0.0057328964448612905,-0.0020014757389056766,-0.5574514566156517,0,0,0,initial_decay_fast_decay,0.0
101,6.05878824235153,0.9985930448623528,0.8550428325166141,0.5306249674361181,0.26300116580164823,0.1277774581889199,1.0000632983559608,0.11765128891177531,0.010875017510643934,0.09063890166738003,-0.014355021234573873,-0.0013522370761272834,-0.8708155866734328,0,1,1,initial_decay_fast_decay,0.0
855,51.289742051589684,0.9901141787185702,0.9878700176482671,0.9761514737865334,0.9581075665091674,0.9221216760683301,0.9999883252935751,0.9280922588197271,0.03327507202691214,0.050636585370001555,-0.0002244161070303119,-0.0003598589044083733,-0.06799250265024015,1,0,2,stable_then_decay_slow_decay,0.0
454,27.234553089382125,0.9957693850043718,0.9759544255166694,0.9085951207274217,0.8376757564601636,0.7338763559213192,0.9999999999999998,0.7440175826504019,0.021250801676562986,0.07644354479570144,-0.00198149594877024,-0.001037994005388444,-0.2618930290830527,1,1,3,initial_decay_medium_decay,0.0
