seed_a,seed_b,ARI,NMI
7,21,1.0,1.0
7,42,0.9981348735494102,0.9892916820217226
7,84,1.0,1.0
7,168,1.0,1.0
21,42,0.9981348735494102,0.9892916820217225
21,84,1.0,1.0
21,168,1.0,1.0
42,84,0.9981348735494102,0.9892916820217226
42,168,0.9981348735494102,0.9892916820217226
84,168,1.0,1.0
