cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,1.0,0.0
0,1,0.9907501293393354,0.10846897353057695
0,2,0.9971143747412118,0.17514657384700275
0,3,0.9875181857799165,0.2917887979343691
0,4,0.8553057234250292,0.1074375089230574
0,5,0.9871299671147393,0.15158293324658614
0,6,0.9333774692361602,0.34998452269559843
0,7,0.9987598585391835,0.23940570625027432
1,0,0.9907501293393355,0.10846897353057695
1,1,0.9999999999999999,0.0
1,2,0.9973033879377178,0.07024109036964173
1,3,0.9579121215467343,0.1872274173939138
1,4,0.9144440557432512,0.13120820297438598
1,5,0.9996585085173354,0.2482399011019841
1,6,0.9729852213322997,0.43889259620598753
1,7,0.9901984819312727,0.1350230461178129
2,0,0.9971143747412117,0.17514657384700275
2,1,0.9973033879377179,0.07024109036964173
2,2,0.9999999999999998,0.0
2,3,0.975054294478866,0.11731118762527062
2,4,0.8904273578689481,0.19524339645017802
2,5,0.995155493981432,0.3183917482293066
2,6,0.9551059076721012,0.508581617158128
2,7,0.9971458654228759,0.06493837068307243
3,0,0.9875181857799165,0.2917887979343691
3,1,0.9579121215467344,0.1872274173939138
3,2,0.9750542944788659,0.11731118762527062
3,3,1.0,0.0
3,4,0.7717800215455011,0.305347885020908
3,5,0.9505022845947996,0.4354295994001936
3,6,0.8668353242429544,0.6234793409639743
3,7,0.9870446820011436,0.05247311541306724
4,0,0.8553057234250293,0.1074375089230574
4,1,0.914444055743251,0.13120820297438598
4,2,0.8904273578689481,0.19524339645017802
4,3,0.7717800215455011,0.305347885020908
4,4,0.9999999999999999,0.0
4,5,0.922493957814457,0.1540058713203266
4,6,0.9777611032548433,0.32134863177382117
4,7,0.8578806836826309,0.2560353158840138
5,0,0.9871299671147394,0.15158293324658614
5,1,0.9996585085173355,0.2482399011019841
5,2,0.995155493981432,0.3183917482293066
5,3,0.9505022845947995,0.4354295994001936
5,4,0.922493957814457,0.1540058713203266
5,5,0.9999999999999999,0.0
5,6,0.978297780104088,0.19942266827898047
5,7,0.9862918654334178,0.3832486361042687
6,0,0.9333774692361602,0.34998452269559843
6,1,0.9729852213322997,0.43889259620598753
6,2,0.9551059076721011,0.508581617158128
6,3,0.8668353242429543,0.6234793409639743
6,4,0.9777611032548433,0.32134863177382117
6,5,0.978297780104088,0.19942266827898047
6,6,0.9999999999999999,0.0
6,7,0.9323806266424581,0.5724311281557867
7,0,0.9987598585391834,0.23940570625027432
7,1,0.9901984819312727,0.1350230461178129
7,2,0.9971458654228759,0.06493837068307243
7,3,0.9870446820011436,0.05247311541306724
7,4,0.8578806836826308,0.2560353158840138
7,5,0.9862918654334178,0.3832486361042687
7,6,0.9323806266424581,0.5724311281557867
7,7,1.0,0.0
