curve_id,strict_class,strict_topology_match,window_hours,confidence_level,source_csv,source_png,exported_csv,exported_png,csv_sha256,png_sha256,duration_hours,gain_ratio,early_peak_drop_ratio,early_drop_ratio,recovery_ratio,post_recovery_drop_ratio,early_slope,late_slope
图片17_11b78bf64d,IFO-Bridge,True,750,high,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.png,csv/IFO-Bridge/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,png/IFO-Bridge/samples_test__unknown__unknown__图片17__Series_1__Series_1.png,3512b39769d7a58260122e0c72474bfdb2c0a39168e9ae281c4ea8f9cf895674,f2a8f58aed06c0501f5fa8c1dd9b8079e950f76f38650e0ce0a5f71ae11d258d,1131.147093,0.3019441432,0.1831630434,0.05846494147,0.3604090847,0.9867809821,0.2106552474,-0.1182678051
图片48_8c2ec3e669,IFO-Bridge,True,750,high,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.png,csv/IFO-Bridge/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,png/IFO-Bridge/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.png,643df732762fd1143140f8b47b59b9c7ccf42cb939a22284ff2622f9ccec480b,ce482c947b7f87bc7ee9ab67c6a172a8049bc9fbe5ae9850a257164128373881,1845.362518,0.9023068418,0.09662721751,0.09769315825,1,0.8230454547,0.3187619629,-0.04460188119
图片90_69887e1835,IFO-Bridge,True,750,high,lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.png,csv/IFO-Bridge/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,png/IFO-Bridge/samples_test__unknown__unknown__图片90__Series_1__Series_1.png,893f7b4965ce8ff75d17b320247ba8248b030a2c1ee608a0858c326293e161f8,1801d16e010c28ff305bd7958bdbd18b43cb79160969cf62f75f67c26009b6ab,1781.270436,0.5535791209,0.09503602234,0.08344961539,0.6370287363,0.9934436207,0.5109751631,-0.02546638021
图片105_59069294b1,IFO-Hill,True,750,high,lab-v2/som_references/accepted/samples_test/图片105/accepted/samples_test__unknown__unknown__图片105__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片105/accepted/samples_test__unknown__unknown__图片105__Series_2__Series_2.png,csv/IFO-Hill/samples_test__unknown__unknown__图片105__Series_2__Series_2.csv,png/IFO-Hill/samples_test__unknown__unknown__图片105__Series_2__Series_2.png,f1e634a64ab60eeefe174ee6aa008663c9777cef99942dc363d7f84ee22e37f7,e1701235415e381e24471e5858a74b2420a0a18fcf9aaa8dde2724a98d261872,1071.467998,0.6787951459,0.2317715777,0.3212048541,1,0.8494621387,0.6311874146,-0.05245975481
图片141_a26b87de5f,IFO-Hill,True,750,low_review,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.png,csv/IFO-Hill/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,png/IFO-Hill/samples_test__unknown__unknown__图片141__Cell3__Series_3.png,80dfc065f10d952747f1fd1b8d67d98970a4dbaf5aa2bc6a6d34ad2dda3a23a6,48ae8052e0ccd28afdb6feb3d59527a0c15ed1b242015ad5a7f7668492e41f19,2411.859922,0.2134572783,0.5386433555,0.3251860772,0,0.2033243166,0.03551874167,2.59052156e-14
图片89_0951cf1bdf,IFO-Hill,True,750,high,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.png,csv/IFO-Hill/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,png/IFO-Hill/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.png,7a823928485213b57a9308128090ec1bf3ca729c1a3b953fc045676975301648,dd4cfeaee9e8e3d7cb162fee7fee0121d468e2c091cdb0f0be56a116d7df8ac2,1002.752268,0.400583457,0.3385646289,0.0073469615,0.4079304185,0.9580074156,0.09683158931,-0.04969067097
图片103_129eb17332,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__Control__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__Control__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片103__Control__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片103__Control__Series_2.png,868939c9fe3c80dffed0b6e4bbed3664fa18902f09074bc9ba915b861b7dc78e,0cc4c73d43ce503cdd96dca9cbd19b7933f22145e4444cf210602f04a3b8bbec,1001.873111,0.068160082,0.3209559986,0.2527959166,0,0.6749171614,-0.7220095266,-0.120637703
图片103_bbae347332,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__。Target__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片103/accepted/samples_test__unknown__unknown__图片103__。Target__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片103__。Target__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片103__。Target__Series_1.png,e2cb88401758db4e89f2c2869672d0eebecec96e142b50f31750ff54e4c548f6,5db0fc09bffc2c10921238c4d8f93ff8c254e5438cd315a245b125f72509bf25,1001.873111,0.01426634404,0.4966130955,0.4885192288,0.006172477369,0.4495288279,-0.2891491821,-0.08984733528
图片107_f3e8ef4f1f,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片107__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片107__Series_1__Series_1.png,a6e7815481ce7eb845b103a8578f6eec23e1d68c712154e08447a70b58d5aa93,0752ab5cadc5cd91229b79aa40d8317c07add8da4492222529f7a0b17111ff4d,1309.721389,0.02882869473,0.6877026876,0.6588739929,0,0.3088881697,-1.529185337,-0.1388875397
图片107_64985ae00f,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片107/accepted/samples_test__unknown__unknown__图片107__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片107__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片107__Series_2__Series_2.png,d483100ede5c41847d4a461438ecc71b19f27e250725bced27c957e3060c8055,a03e5d0ad639d43c0f7a48f6bf2c264bbb4e4c62a2d5ac54a2a29675a45bea8d,1309.721389,0.02147712579,0.7667708373,0.7452937115,0,0.2312036553,-1.074725588,-0.09620800717
图片113_a2c8fdf9a4,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片113/accepted/samples_test__unknown__unknown__图片113__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片113/accepted/samples_test__unknown__unknown__图片113__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片113__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片113__Series_1__Series_1.png,295ee751e0a19311f0ddcb2de32310602826c384572cd93547e1b208021a50f3,023444e6eec79a7f62cd87e2df9724370b080d4bad081780ef0b9f9e1521ce5c,995.8466824,0.0443144254,0.5658530687,0.5215386433,0.1352812476,0.5139579366,-0.1106172178,-0.003704050022
图片115_b130dc5a9e,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片115__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片115__Series_1__Series_1.png,e74488786729fa8202a79cc1271cb02f661945183e37c74d5a5699ad3f223514,32d794e38390e584b84af4c29847bca1c6efabf0c9abadd0c55b089c34598489,1288.487725,0.02672974452,0.703417403,0.6766876585,0,0.2930530562,-1.560602602,-0.1209307718
图片115_9640dfe869,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片115__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片115__Series_2__Series_2.png,4898e7a549afe6fccdc24b7fcb5128119ea1f1043a0caed33a826403eefb141c,ea4e4ede7f656e9b3d0ceb00c4fa8b0f765aecde150b420bb06ec0102ec928eb,1332.918336,0.02330369854,0.7593901181,0.7360864195,0,0.2385053543,-1.039316828,-0.08714258373
图片116_91935f1b71,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片116__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片116__Series_1__Series_1.png,5b2496b8eb2cfefb6144930018153b6fe8ec2d720e60b9906bb0e1b3c6c0fd7a,1edfb0c3a5d4cc6e344389089899713ce616bc9231a4302acbde63cc48095e33,988.4424698,0.005301933192,0.5692788941,0.5639769609,0,0.4268820538,-1.98044242,-0.3497090636
图片116_ee1732337d,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片116__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片116__Series_2__Series_2.png,c19143a569dc9b69050e8d8622e5ae584706af84f4b3fccef41a03ff0eee2ab9,15b465b6f3b677b45d42f5c3b3e6ebf8f24c169be7f2f0c5542dcc5f7ace7b15,1007.092328,0.07638527646,0.5494794157,0.4784704416,0.005376302366,0.4413420186,-0.8997130309,-0.07525241655
图片116_d9761adfd7,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.png,csv/IFO-Slope/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,png/IFO-Slope/samples_test__unknown__unknown__图片116__Series_4__Series_4.png,bc7efafb1c02b9e7cc9c405f5c4f38ec76d2d4aca08fd3ffdf3793f08501bff0,67140ffbb00be4bf81d9f68ef23a9d47c29145e04c6a3e85c0353427c7fddb84,1007.092328,0.02766350993,0.6110951459,0.5834316359,0,0.2905523734,-0.4785144976,-0.01469434708
图片12_353c32e27e,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片12__Target__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片12__Target__Series_2.png,4914ebac561cc10d7d84ff44f859a3587d78ccca706cfaf2e439ff90b697cc49,9fdf63b6971ac7c12547b22d0be8d274fb6fcba8d620c64cf4854281811ce642,1561.880162,0.005018092597,0.3121928936,0.307174801,0,0.6877544505,-0.06073229247,-0.006626466456
图片121_3847c97967,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片121__2PaCz__Series_1.png,5cbc875d8b0ba8a863715ea33ba183f60aff8f6b8d8ca840936aa4c514204caf,c5287643f6858ab583f606e4d9352cddaaa123f35ea9d1a4c8ffdfc1b6cf5a45,855.9214489,0.01383333151,0.2282323661,0.2143990346,0,0.7609423218,-0.1812216035,-0.1348925211
图片122_839b6dd4d3,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.png,4481a3242fb4855c22b01720c2c0d974d3582a076feb84ded81b5debae63f75e,8cdc38c2526fb74d824677123289424607c9d11b83da9c4856d5316539419d11,997.8628279,0.02909751916,0.5267126683,0.4976151492,0,0.453323706,-0.1092953091,-0.02801949753
图片127_e6b6963001,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片127__Series_1__Series_1.png,a5832d7e04d287bb4a923ec4642bce5a863f4c308786be575edd6f931363cdc2,8445896054152ddfd2f3df7a3dc0512611992f7950faadfe2b5ac05cc5ad6857,2118.153166,0.03564221479,0.6879892743,0.6523470595,0,0.3111464601,-0.5274196459,-0.04056286505
图片127_fa3bbaf3ca,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片127__Series_2__Series_2.png,44483d7df3103f42ca3ca3503e712968a8a388e4ff90a7b751bb8b575e2e9d64,26063fc067f2d9e7ff9a16b7a80dab3317a4befb23873c8ba31dd529a2593e79,2118.153166,0.03903372931,0.786483178,0.7474494487,0,0.1608020776,-0.2503511026,0.008374762289
图片127_bf5402f13a,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.png,csv/IFO-Slope/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,png/IFO-Slope/samples_test__unknown__unknown__图片127__Series_3__Series_3.png,f3141d0a9372b13bbf59d230c3ee9bd9bf14bce542c9c4392dc909a08fdabcd7,27e0653c7dc2a37ce77b401521750a7cad241489b11f1b0ac667bdf1b71349a4,2118.153166,0.07707261687,0.8729327584,0.7958601415,0,0.1195323953,-1.717259703,-0.01497689616
图片132_03c9048497,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.png,8794b6739168f06fc7fd42de4964162b1b603e33619400fd5da97aacbd45bfcf,aa1f9ae4769ffcfcd7091fed83286fb15ba7dc461f8c0dfd593666fd69b1d489,986.2603191,0.01661561845,0.2764499605,0.259834342,0,0.7184339472,-0.02490011803,-0.1533344056
图片132_74754f7a23,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.png,ad7a52320debc20c1d60571fa1df38dfed157f6d2fe8c6e4f4449923f2416626,37e8cb1b6e5c405bf1ba5f27213f84bc2e2877a7a0689d95332fc30ed381e6ed,986.2603191,0.003749182681,0.2510240389,0.2472748563,0,0.7433051191,-0.4922526252,-0.4221815827
图片135_d9d595e475,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片135__Series_2__Series_2.png,f30630cfc9e266d713177bc07f64827e35489b83ed5c05370ad9b34e6d8bde0f,80c02c42e435bca4abb6cbbb057b38a76e383b369dc35e963c7761dfae706986,1011.057273,0.01370120863,0.3564357556,0.342734547,0,0.6374392135,-0.3087810527,-0.187307879
图片141_fcf9b338aa,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.png,csv/IFO-Slope/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,png/IFO-Slope/samples_test__unknown__unknown__图片141__Cell4__Series_4.png,119b527e68a2b86afb6b3a7e15d9c43cd4a0be269d26c6185e4d587acd0eaf3f,c48033e4f082f9472667e33c0a355b5eaac02bd6102f4ba9f78ed786db56161a,2348.389924,0.02551294453,0.4098990596,0.3843861151,0.0216653537,0.6029750029,-0.007723579178,-0.04333398918
图片160_081675db60,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片160__Series_2__Series_2.png,d4c7f34b2049486b1503f77fb42ae2305bcfa0575109d9810e61a6294004598e,7ddbfec093e8e0549ab804897659021f0641936d6a1fcb841f7db60567b88683,975.6198199,0.00622112716,0.3475855013,0.3505379178,0.009173543587,0.6408266053,-0.1223297165,-0.1558130917
图片162_09ccd333ad,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.png,csv/IFO-Slope/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,png/IFO-Slope/samples_test__unknown__unknown__图片162__Series_1__Series_1.png,a19193b7d15bfdaf8ade52eeeab99682de9b8d2fcd685b2a60f81550d0e3c5d2,1031291c16431359ee31b11b40a62a84866a4cc4eb432c7fee54c0d70e3b1f30,1476.435479,0.03102626627,0.4793055076,0.4482792413,0,0.515724727,-1.591610987,-0.4197406763
图片162_5bd5654536,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片162__Series_2__Series_2.png,4b11fad2c3b29e92b77d3fb5d0a6d22567bc5a4ae2297e7445f9cf00b55675f6,a4f1fc35ef81769d7cfedc9d2a578f4f470b477d760f0349dfcb588928216d99,1456.749673,0.03365447012,0.5364891701,0.5028347,0,0.4138131794,-0.3457307975,-0.0879919207
图片162_ce1b0fab57,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.png,csv/IFO-Slope/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,png/IFO-Slope/samples_test__unknown__unknown__图片162__Series_3__Series_3.png,080302ec8289523140ea52f9ec8977559e21ce8de29827bba25701b41cb243ec,c2f5e564ab49841db0fe9068836315f91ff2e5f535cc21faea8c2f736fc19241,1456.749673,0.06529479952,0.6354043349,0.5767515772,0.006839635479,0.2914264759,-0.1303956677,-0.02102346564
图片163_7409b913fe,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片163__Target__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片163__Target__Series_2.png,6af04df11e397e0cad3d197db7a52ce004e437dbefbfc7d3a6dd4191b3cff2e4,c31cfe74f979a0ef87b8329c4e6caeb190ab2e2206357e789cb75391315da28b,1413.14658,0.04689117128,0.8052775103,0.758386339,0.08898061675,0.09716854156,-0.6396053943,0.006201290763
图片17_5dc9e03dc9,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片17__Series_2__Series_2.png,2bbd262ada85a413b02bc677c0996d0d201ae892e9a89fcf958ba775295a7208,f07480627cba48a8325f2383b4dcfb800c7e043fc67f51cd6c09b2858b580977,1154.231728,0.0602906098,0.4094294336,0.3510135689,0.00457024468,0.5931636373,-0.7003760275,-0.1869347892
图片184_80e88bd7f4,IFO-Slope,True,750,high,lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.png,csv/IFO-Slope/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,png/IFO-Slope/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.png,4a7f768183460df2738eb0e8c190a94025f9edf217b6cb7899d3762149291c8d,a0d0c1443168372062dbbdfb1bfc07922b71d7767f61301cc4df6b8e83982ae4,990.6839998,0.02285314926,0.5866724258,0.5638192766,0,0.3989827733,-0.1268463805,-0.008509390736
