,c0,c1,c2,c3,c4,c5
c0,0.0,7.104292424398639,12.393402081074225,2.1728701856747827,2.939889678707365,19.351800197129702
c1,7.104292424398639,0.0,5.332808696424833,9.272158802159284,4.166542434305827,12.375550850213429
c2,12.393402081074225,5.332808696424833,0.0,14.545836990512747,9.458196451572128,7.069412505303008
c3,2.1728701856747827,9.272158802159284,14.545836990512747,0.0,5.106294927202957,21.474408144004222
c4,2.939889678707365,4.166542434305827,9.458196451572128,5.106294927202957,0.0,16.4393845219992
c5,19.351800197129702,12.375550850213429,7.069412505303008,21.474408144004222,16.4393845219992,0.0
