,c0,c1,c2,c3,c4,c5
c0,0.0,7.104340545088706,12.393461459091782,2.1728761354953807,2.9399129888544637,19.351797742605427
c1,7.104340545088706,0.0,5.332824593021215,9.272212834126066,4.166567467151999,12.375517335163796
c2,12.393461459091782,5.332824593021215,0.0,14.545902236945045,9.45823324664299,7.069376594180009
c3,2.1728761354953807,9.272212834126066,14.545902236945045,0.0,5.106324015483884,21.4744089723399
c4,2.9399129888544637,4.166567467151999,9.45823324664299,5.106324015483884,0.0,16.439363158647314
c5,19.351797742605427,12.375517335163796,7.069376594180009,21.4744089723399,16.439363158647314,0.0
