curve_id,shape_guided,feature_kmeans,feature_gmm,feature_ward
10.1021_acsami.2c14658_Fig4_A_stability_performance_curve_pce_a7e193279e,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acsami.3c08746_Fig4_E_stability_performance_curve_15e82eb6f8,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsami.6b03724_Fig5_D_chart_28e29ed1cf,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.6b03724_Fig5_D_chart_2969a97c30,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.6b03724_Fig5_D_chart_9910eb5b02,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.6b09532_Fig7_D_stability_performance_curve_pce_4156d8e91b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.7b01136_Fig5_D_stability_performance_curve_pce_013a0e7999,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.7b08488_Fig7_A_stability_performance_curve_pce_78dd3f99ab,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.7b16912_Fig5_C_stability_performance_curve_pce_ad7d50c7c1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.8b02035_Fig5_A_stability_performance_curve_pce_23a2b5df6b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.8b02035_Fig5_A_stability_performance_curve_pce_4a514c16a4,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.8b02035_Fig5_A_stability_performance_curve_pce_52c14ca5d3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.8b02035_Fig5_A_stability_performance_curve_pce_8601597159,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1021_acsami.8b04003_Fig7_B_stability_performance_curve_retention_86aa58025b,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.8b06619_Fig4_F_stability_performance_curve_ff_087d007225,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.8b07346_Fig5_A_schematic_diagram_stability_performance_curve_pce_58bdda8360,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.8b08658_Fig7_D_stability_performance_curve_pce_a65ad77fea,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsami.8b08888_Fig3_B_stability_performance_curve_pce_59fbf6ccef,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.8b09461_Fig8_A_stability_performance_curve_pce_c471593e18,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.8b10062_Fig9_C_stability_performance_curve_pce_a55ef1a9f8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.8b18200_Fig7_C_eqe_a379fd9987,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.8b18200_Fig7_C_eqe_f3430d2a10,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.8b18807_Fig9_B_pce_d0eec40b26,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.8b22040_Fig5_A_stability_performance_curve_pce_c5345974f0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b00923_Fig9_A_stability_performance_curve_pce_57c0442b90,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.9b00923_Fig9_A_stability_performance_curve_pce_761bd5b2e1,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1021_acsami.9b01740_Fig5_E_stability_performance_curve_pce_e24e5b8818,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b06305_Fig8_D_stability_performance_curve_pce_e175e86c1c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b06513_Fig4_E_jv_curve_stability_performance_8fe4854ab9,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1021_acsami.9b06933_Fig4_F_stability_performance_curve_pce_c4e6b55ca0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b07149_Fig4_D_stability_performance_curve_pce_36ee86ff40,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b07149_Fig4_D_stability_performance_curve_pce_dd9bd1fe01,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b07149_Fig4_D_stability_performance_curve_pce_f478c634f3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b07318_Fig8_A_stability_performance_curve_pce_ed5620e6c6,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acsami.9b08714_Fig5_D_stability_performance_curve_pce_677baa23eb,IFO-Bridge,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acsami.9b09171_Fig6_H_stability_performance_curve_pce_92ab64c8f6,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsami.9b09171_Fig6_H_stability_performance_curve_pce_b5b738948f,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsami.9b12961_Fig6_A_stability_performance_curve_pce_6f42320426,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsami.9b12961_Fig6_A_stability_performance_curve_pce_d3f0e67040,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b14740_Fig4_A_stability_performance_curve_pce_507965f81b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b15320_Fig5_A_xrd_pattern_stability_performance_curve_pce_structure_3e7af1746e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b15320_Fig6_B_stability_performance_curve_ff_b251ac051e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b16194_Fig4_C_stability_performance_curve_d92e58eee1,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Hill
10.1021_acsami.9b17580_Fig5_D_stability_performance_curve_pce_f956891e86,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b17851_Fig5_A_stability_performance_curve_fa48a51092,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b17930_Fig8_B_stability_performance_curve_pce_52e78116c7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.9b17930_Fig8_B_stability_performance_curve_pce_969677b6e2,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b17930_Fig8_C_pce_1c6188e0d8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b18572_Fig4_K_stability_performance_curve_pce_2_4b15470ac3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b19691_Fig7_C_stability_performance_curve_pce_9199c2e374,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.9b20831_Fig5_A_photovoltaic_parameter_d854196211,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.9b22627_Fig9_A_chart_fd6dd004f1,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.9b22719_Fig6_F_stability_performance_curve_pce_2ab44266b3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.9b22719_Fig6_F_stability_performance_curve_pce_e5de39ddc0,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1021_acsami.9b23532_Fig5_C_stability_performance_curve_pce_f97133db0e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.0c00596_Fig4_A_stability_performance_curve_pce_f70385c7e1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.0c01848_Fig4_A_stability_performance_curve_pce_b3cff56be1,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1021_acsenergylett.1c00342_Fig5_D_stability_ae44d7a97c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsenergylett.1c00452_Fig4_A_stability_performance_curve_pce_399f4062a8,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsenergylett.1c00452_Fig4_A_stability_performance_curve_pce_838beb805b,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsenergylett.1c00531_Fig6_B_stability_performance_curve_pce_80d317861b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsenergylett.1c00685_Fig5_D_stability_performance_curve_43c47228d9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.1c00685_Fig5_D_stability_performance_curve_868214e040,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.1c00794_Fig5_E_stability_performance_curve_pce_ada8e2b43b,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsenergylett.1c00794_Fig5_F_stability_performance_curve_pce_4647eb98c6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsenergylett.1c01126_Fig5_A_stability_performance_curve_pce_pattern_574193cf37,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsenergylett.1c01126_Fig5_A_stability_performance_curve_pce_pattern_e08ec74e0a,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1021_acsenergylett.1c01817_Fig5_D_stability_performance_curve_209897f9b8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsenergylett.4c00306_Fig6_B_stability_performance_curve_retention_09a18ef593,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsenergylett.4c00306_Fig6_B_stability_performance_curve_retention_aaecfab319,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsenergylett.7b00202_Fig10_E_stability_performance_curve_pce_091d4b97fd,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsenergylett.7b00202_Fig10_E_stability_performance_curve_pce_a2bacce82b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.9b00930_Fig6_B_stability_performance_curve_7c2da933fd,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsenergylett.9b02112_Fig5_D_stability_performance_curve_b8e810ef64,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.9b02716_Fig5_B_stability_performance_curve_5fa1e2492d,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsenergylett.9b02716_Fig5_B_stability_performance_curve_7d0c001cd5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsenergylett.9b02716_Fig5_B_stability_performance_curve_8aa2f6fb23,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsmaterialslett.0c00134_Fig7_whole_mppt_785aff3455,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsomega.0c03184_Fig3_C_stability_performance_curve_5fccd3ae3f,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsomega.0c04593_Fig10_A_stability_performance_curve_cc00d6a8d5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsomega.4c02656_Fig7_B_stability_performance_curve_pce_1b23bc9358,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acssuschemeng.0c01794_Fig7_F_stability_performance_curve_pce_2_e528a03a68,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acssuschemeng.0c01794_Fig7_F_stability_performance_curve_pce_6a638dc569,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acssuschemeng.0c02983_Fig5_A_stability_performance_curve_pce_182b2f30e1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acssuschemeng.0c02983_Fig5_A_stability_performance_curve_pce_ce52da6b8d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acssuschemeng.0c09015_Fig5_A_stability_performance_curve_pce_10c00ef2f6,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acssuschemeng.0c09015_Fig5_A_stability_performance_curve_pce_9bfd5cc94c,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acssuschemeng.7b01556_Fig8_A_stability_performance_curve_pce_568cb8349f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acssuschemeng.9b02336_Fig6_whole_figure_7b7fa9c8ca,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_jacs.0c09560_Fig5_A_stability_performance_curve_pce_d7c6613062,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_jacs.0c12802_Fig5_D_stability_performance_curve_pce_34424f6859,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_jacs.0c13069_Fig4_A_stability_performance_curve_pce_51d74b3fe8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_jacs.1c02118_Fig5_D_stability_performance_curve_2dc16f1db0,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_jacs.1c02118_Fig5_D_stability_performance_curve_47aa3998aa,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_jacs.1c12732_Fig6_A_stability_performance_curve_09afe524d1,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_jacs.1c12732_Fig6_A_stability_performance_curve_ed28669417,IFO-Valley,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_jacs.1c12732_Fig6_C_stability_performance_curve_pce_556403987f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_jacs.1c12732_Fig6_C_stability_performance_curve_pce_a72537f6e1,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_jacs.6b10227_Fig3_C_jv_curve_stability_performance_photovoltaic_parameter_153d37d2e4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_jacs.6b10227_Fig3_C_jv_curve_stability_performance_photovoltaic_parameter_2c77da8c57,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_jacs.9b13418_Fig3_F_stability_performance_curve_pce_d9a30405c2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_ncomms11105_Fig3_D_eqe_curve_stability_performance_pce_2dc286e19f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_ncomms11105_Fig3_D_eqe_curve_stability_performance_pce_735fa0112c,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1038_ncomms15330_Fig3_D_stability_performance_curve_pce_16132a5941,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_nenergy.2017.102_Fig4_A_pce_b93141c953,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41427-018-0055-0_Fig5_A_stability_performance_curve_b80832cde3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-018-05454-4_Fig5_A_mppt_stability_performance_curve_pce_ea79fd3c65,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-018-05760-x_Fig6_A_jv_curve_stability_performance_pce_8df2fe2d8e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41467-018-05760-x_Fig6_A_jv_curve_stability_performance_pce_cc738aa303,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-018-06204-2_Fig5_A_mppt_stability_performance_curve_982f2cfcf2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-018-06317-8_Fig6_A_stability_performance_curve_1a9224da65,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1038_s41467-018-06317-8_Fig6_A_stability_performance_curve_fc1c5193b0,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1038_s41467-019-09167-0_Fig6_A_jv_curve_stability_performance_jsc_e6d4f0160a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-019-12613-8_Fig5_A_modeling_structure_stability_performance_curve_pce_76b97f660e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-019-12613-8_Fig5_A_modeling_structure_stability_performance_curve_pce_791b31525c,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-019-12613-8_Fig5_A_modeling_structure_stability_performance_curve_pce_b72d8a6e35,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-020-18015-5_Fig4_A_pl_spectrum_stability_performance_curve_pce_28a702aa73,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1038_s41467-021-26754-2_Fig5_E_mppt_stability_performance_curve_pattern_0451ad6228,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41467-021-26754-2_Fig5_E_mppt_stability_performance_curve_pattern_3ac45b2e7b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-023-36918-x_Fig5_B_jv_curve_stability_performance_pce_03c2f576f5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-023-36918-x_Fig5_B_jv_curve_stability_performance_pce_67f4c7525a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41467-023-36918-x_Fig5_F_jv_curve_stability_performance_pce_6cfd643b1f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41467-023-36918-x_Fig5_F_jv_curve_stability_performance_pce_9c2456a238,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1038_s41467-023-43016-5_Fig5_E_mppt_stability_performance_curve_pce_5cefda411b,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1038_s41467-024-45228-9_Fig6_A_mppt_stability_performance_curve_image_3075408420,IFO-Bridge,IFO-Hill,IFO-Bridge,IFO-Valley
10.1038_s41467-024-45228-9_Fig6_A_mppt_stability_performance_curve_image_9d8b88e71c,IFO-Bridge,IFO-Hill,IFO-Bridge,IFO-Valley
10.1038_s41467-024-49617-y_Fig6_D_xrd_pattern_stability_performance_curve_pce_84ed143d71,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-024-49617-y_Fig6_F_xrd_pattern_stability_performance_curve_pce_9c068f5a14,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1038_s41467-024-51760-5_Fig4_E_jv_curve_stability_performance_eqe_09a9539919,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41467-025-56409-5_Fig4_A_stability_performance_curve_pce_mapping_3cffae6f3b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41467-025-56409-5_Fig4_A_stability_performance_curve_pce_mapping_888136cb8e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-018-0192-2_Fig5_B_statistics_plot_stability_performance_curve_pce_39bb56753d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_A_mppt_stability_performance_curve_25557f593e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_A_mppt_stability_performance_curve_2f78d70ac2,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_B_mppt_stability_performance_curve_2a7322d0d4,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_B_mppt_stability_performance_curve_65016d5445,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_C_mppt_stability_performance_curve_008a27f57f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41560-019-0382-6_Fig5_C_mppt_stability_performance_curve_e46b9c6d0c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-019-0382-6_Fig5_D_mppt_stability_performance_curve_470271d944,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1038_s41560-019-0382-6_Fig5_D_mppt_stability_performance_curve_bf9c479c2a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41560-019-0538-4_Fig6_B_mppt_stability_performance_curve_pce_61c534ccca,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-020-00721-5_Fig4_E_mppt_stability_performance_curve_jsc_aaa3525649,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-020-00721-5_Fig4_G_stability_performance_curve_pce_spectrum_8a5d43a893,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-021-00802-z_Fig5_C_jv_curve_stability_performance_pce_15dac8a0fd,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1038_s41560-023-01205-y_Fig4_A_stability_performance_curve_ca3555ead1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41560-023-01205-y_Fig4_B_stability_performance_curve_7b3f633d3b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41560-023-01205-y_Fig4_B_stability_performance_curve_a47a72051b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1038_s41560-023-01249-0_Fig5_A_mppt_stability_performance_curve_pce_9a38ac3eda,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1038_s41560-023-01295-8_Fig3_E_mppt_stability_performance_curve_pce_f5f6b9072e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41560-023-01295-8_Fig3_F_mppt_stability_performance_curve_pce_042c71fe67,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41560-023-01358-w_Fig4_F_stability_performance_curve_pce_cd3aff8fb3,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1038_s41560-023-01421-6_Fig4_D_mppt_stability_performance_curve_pce_a2804923e9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41565-020-0765-7_Fig3_A_mppt_stability_performance_curve_pce_32e76a335e,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1038_s41586-021-03406-5_Fig4_A_stability_performance_curve_37e0dc5587,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1038_s41586-021-03406-5_Fig4_B_stability_performance_curve_0ece04abfc,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1038_s41586-023-06892-x_Fig4_B_mppt_stability_performance_curve_pce_c36cbed22a,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1038_s41586-023-06892-x_Fig4_B_mppt_stability_performance_curve_pce_d749bbe3bd,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1038_s41598-018-25975-8_Fig6_A_stability_performance_curve_a6513a6c11,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Hill
10.1038_s41598-020-72210-4_Fig8_E_stability_performance_curve_188f56a6fc,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1038_s41598-024-74735-4_Fig4_C_stability_performance_curve_pce_1b5e600aa7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1038_s41598-024-74735-4_Fig4_C_stability_performance_curve_pce_3b11ee195b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_C9TA04366G_Fig2_D_stability_performance_curve_eqe_5a1e94a4d0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_D5EE03888J_Fig5_F_mppt_stability_performance_curve_pce_07778b75ed,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_D5EE03888J_Fig5_F_mppt_stability_performance_curve_pce_72bf9c50b1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_D5EE03984C_Fig5_L_mppt_stability_performance_curve_pce_5b0fb8e3bc,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_D5EE05397H_Fig3_A_stability_performance_curve_8eab3cf38a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_D5EE05397H_Fig3_A_stability_performance_curve_f60c8bbfd7,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_D5QM00763A_Fig11_C_stability_performance_curve_pce_cf1b24975d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_D5SC04399A_Fig5_A_stability_performance_curve_pce_03c41ec112,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_D5SC04399A_Fig5_A_stability_performance_curve_pce_4373cc0b35,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1039_D5SC04399A_Fig5_A_stability_performance_curve_pce_49ddd17e69,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_D5SC05095B_Fig5_I_eis_plot_stability_performance_curve_pce_device_structure_afb4a68f13,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_D5SC08439C_Fig4_F_stability_performance_curve_pce_0aabcc287c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_D5SC08439C_Fig4_F_stability_performance_curve_pce_2ac17277af,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_D5TA07147J_Fig8_A_stability_performance_curve_pce_0ddd7dbf1c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c5nr05271h_Fig7_A_stability_performance_curve_pce_33bc7ac0c3,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_c5nr05271h_Fig7_A_stability_performance_curve_pce_75a652a095,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6ee02687g_Fig6_D_stability_performance_curve_pce_53234bf2a0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6nr06670d_Fig7_whole_stability_performance_curve_pce_ee04fb23af,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6nr07689k_Fig10_D_stability_performance_curve_2e38ff04d4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6ra21775c_Fig5_B_stability_performance_curve_jsc_pce_c511b237e6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6ta01715k_Fig7_A_stability_performance_curve_0421f4ba20,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6ta02851a_Fig7_A_stability_performance_curve_pce_8066a9a421,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_c6ta03164a_Fig7_A_stability_performance_curve_pce_25554d464a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c6ta03164a_Fig7_A_stability_performance_curve_pce_3d5492756f,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_c6ta09174a_Fig4_B_stability_performance_curve_pce_db5d8c994e,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_c6ta09687e_Fig1_C_jv_curve_stability_performance_ff_8ea332619d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
