time_h,normalised_pce
0.0,0.998228
0.1667,0.998216
0.3333,0.998201
0.5,0.998183
0.6667,0.998163
0.8333,0.998141
1.0,0.998116
1.1667,0.998088
1.3333,0.998058
1.5,0.998025
1.6667,0.99799
1.8333,0.997953
2.0,0.997912
2.1667,0.99787
2.3333,0.997825
2.5,0.997777
2.6667,0.997727
2.8333,0.997674
3.0,0.997619
3.1667,0.997561
3.3333,0.9975
3.5,0.997438
3.6667,0.997372
3.8333,0.997304
4.0,0.997234
4.1667,0.997161
4.3333,0.997086
4.5,0.997008
4.6667,0.996927
4.8333,0.996844
5.0,0.996759
5.1667,0.996671
5.3333,0.996581
5.5,0.996487
5.6667,0.996392
5.8333,0.996294
6.0,0.996184
6.1667,0.99607
6.3333,0.995955
6.5,0.995837
6.6667,0.995716
6.8333,0.995594
7.0,0.995469
7.1667,0.995342
7.3333,0.995214
7.5,0.995084
7.6667,0.994952
7.8333,0.994819
8.0,0.994684
8.1667,0.994548
8.3333,0.994412
8.5,0.994274
8.6667,0.994136
8.8333,0.993997
9.0,0.993857
9.1667,0.993716
9.3333,0.993575
9.5,0.993433
9.6667,0.993291
9.8333,0.993148
10.0,0.993005
10.1667,0.992861
10.3333,0.992716
10.5,0.992569
10.6667,0.992422
10.8333,0.992273
11.0,0.992124
11.1667,0.991973
11.3333,0.991822
11.5,0.991669
11.6667,0.991515
11.8333,0.99136
12.0,0.991204
12.1667,0.991048
12.3333,0.99089
12.5,0.990731
12.6667,0.990572
12.8333,0.990412
13.0,0.990251
13.1667,0.99009
13.3333,0.989928
13.5,0.989765
13.6667,0.989602
13.8333,0.989437
14.0,0.989271
14.1667,0.989105
14.3333,0.988937
14.5,0.988769
14.6667,0.988599
14.8333,0.988429
15.0,0.988258
15.1667,0.988086
15.3333,0.987913
15.5,0.98774
15.6667,0.987566
15.8333,0.987392
16.0,0.987217
16.1667,0.987042
16.3333,0.986866
16.5,0.98669
16.6667,0.986514
16.8333,0.986338
17.0,0.986161
17.1667,0.985984
17.3333,0.985806
17.5,0.985629
17.6667,0.985451
17.8333,0.985273
18.0,0.985095
18.1667,0.984917
18.3333,0.984738
18.5,0.984559
18.6667,0.984379
18.8333,0.9842
19.0,0.98402
19.1667,0.98384
19.3333,0.98366
19.5,0.98348
19.6667,0.983299
19.8333,0.983118
20.0,0.982936
20.1667,0.982754
20.3333,0.982572
20.5,0.982389
20.6667,0.982205
20.8333,0.982021
21.0,0.981837
21.1667,0.981651
21.3333,0.981466
21.5,0.981279
21.6667,0.981092
21.8333,0.980905
22.0,0.980717
22.1667,0.980528
22.3333,0.980338
22.5,0.980148
22.6667,0.979957
22.8333,0.979766
23.0,0.979574
23.1667,0.979382
23.3333,0.979189
23.5,0.978995
23.6667,0.978801
23.8333,0.978606
24.0,0.978411
24.1667,0.978216
24.3333,0.97802
24.5,0.977823
24.6667,0.977627
24.8333,0.977429
25.0,0.977231
25.1667,0.977033
25.3333,0.976834
25.5,0.976635
25.6667,0.976435
25.8333,0.976234
26.0,0.976033
26.1667,0.975831
26.3333,0.975629
26.5,0.975426
26.6667,0.975223
26.8333,0.97502
27.0,0.974816
27.1667,0.974611
27.3333,0.974406
27.5,0.974201
27.6667,0.973995
27.8333,0.973789
28.0,0.973583
28.1667,0.973376
28.3333,0.973169
28.5,0.972961
28.6667,0.972753
28.8333,0.972544
