kept_index,curve_id,som_cluster_id,som_coord,doi,figure_label,series_id,legend_hint,abs_max_pce,delta_pce_rel_pct,max_pce_bin,max_pce_bin_absolute
404,416,0,"(0,0)",10.1021/acsami.0c09046,Fig6_A,Series_2,With_0.02Wt%,1.0015147142330254,2.707076072692871,Q3,n/a
405,417,0,"(0,0)",10.1021/acsami.0c15042,Fig4_F,Series_1,w_o_F8IC,1.007560236754161,9.286111831665039,Q4,n/a
406,418,0,"(0,0)",10.1021/acsami.0c16939,Fig8_D,Series_1,Pristine,1.0017451015393937,12.045372009277344,Q3,n/a
407,419,0,"(0,0)",10.1021/acsami.0c19784,Fig5_C,Series_1,Control,0.9994905302356076,6.12054443359375,Q2,n/a
408,420,0,"(0,0)",10.1021/acsami.0c19968,Fig6_F,Series_1,HTM,1.0084863162939375,7.976561546325684,Q4,n/a
409,421,0,"(0,0)",10.1021/acsami.0c19968,Fig6_F,Series_2,HTM_Zn-CBOB-0.6,1.0044640429015645,4.071026802062988,Q3,n/a
410,422,0,"(0,0)",10.1021/acsami.0c20126,Fig5_F,Series_1,Ref,1.0029229724823832,9.845315933227539,Q3,n/a
411,423,1,"(0,1)",10.1021/acsami.0c22817,Fig5_F,Series_2,Ambient_stability,1.0078273445810075,59.588645935058594,Q4,n/a
412,424,2,"(1,0)",10.1021/acsami.1c02218,Fig8_F,Series_1,W_O_5-TFMAP,1.0055774600557943,22.982799530029297,Q4,n/a
413,425,0,"(0,0)",10.1021/acsami.1c02218,Fig8_F,Series_2,With5-TFMAP,0.9928296370624563,2.560192346572876,Q1,n/a
414,426,1,"(0,1)",10.1021/acsami.1c02377,Fig8_D,Series_1,Cs-0,1.0040127034621167,46.80552673339844,Q3,n/a
415,427,0,"(0,0)",10.1021/acsami.1c04601,Fig6_A,Series_1,W_O4-ABSA,1.0043564975899335,11.470502853393555,Q3,n/a
416,428,0,"(0,0)",10.1021/acsami.1c05055,Fig10_D,Series_2,Reference,0.9996148421188665,6.446278095245361,Q2,n/a
417,429,0,"(0,0)",10.1021/acsami.1c16519,Fig5_E,Series_1,SnO2,1.002262711563172,11.24361801147461,Q3,n/a
418,430,2,"(1,0)",10.1021/acsami.6b09532,Fig7_D,Series_1,FAₓMA₁₋ₓPbI₃,1.0021388583483648,28.332733154296875,Q3,n/a
419,431,2,"(1,0)",10.1021/acsami.6b11757,Fig6_A,Series_1,n-PEDOT_PSS,1.0016550717033867,20.800907135009766,Q3,n/a
420,432,2,"(1,0)",10.1021/acsami.6b11757,Fig6_A,Series_2,a-PEDOT_PSS,1.0016550717033867,31.583255767822266,Q3,n/a
421,433,1,"(0,1)",10.1021/acsami.7b01136,Fig5_D,Series_1,Pristine_PVK,12.88717078935285,34.97301483154297,Q5,Q2
422,434,0,"(0,0)",10.1021/acsami.7b01864,Fig6_B,Series_1,N-MAPbl3,100.15559578943741,3.034895658493042,Q5,Q5
423,435,2,"(1,0)",10.1021/acsami.7b01864,Fig6_B,Series_2,I-MAPbl3,100.37341218153352,16.870885848999023,Q5,Q5
424,436,0,"(0,0)",10.1021/acsami.7b08488,Fig7_A,Series_1,MAPbI₃,1.0079121654336123,22.7666015625,Q4,n/a
425,437,2,"(1,0)",10.1021/acsami.7b10994,Fig5_A,Series_1,WithPCBM,18.261125357983346,30.4816837310791,Q5,Q3
426,438,1,"(0,1)",10.1021/acsami.7b10994,Fig5_A,Series_2,Without_PCBM,17.509985669334384,52.170719146728516,Q5,Q3
427,439,1,"(0,1)",10.1021/acsami.7b10994,Fig5_B,Series_1,WithoutPCBM,1.004385490594685,51.47954177856445,Q3,n/a
428,440,2,"(1,0)",10.1021/acsami.7b10994,Fig5_B,Series_2,With_PCBM,1.006566685669699,30.541301727294922,Q4,n/a
429,441,0,"(0,0)",10.1021/acsami.7b16912,Fig5_C,Series_2,CH3NH3Pbl3,17.42071862914308,4.906582832336426,Q5,Q3
430,442,1,"(0,1)",10.1021/acsami.8b05956,Fig4_A,Series_2,PEDOT_PSS,1.0051606571348435,52.98179244995117,Q4,n/a
431,443,0,"(0,0)",10.1021/acsami.8b08658,Fig7_D,Series_2,MAPbI₃₋ₓClₓ,1.0133260488464602,3.711634874343872,Q4,n/a
432,444,0,"(0,0)",10.1021/acsami.8b09461,Fig8_A,Series_1,3D,1.0024031941047704,3.3991634845733643,Q3,n/a
433,445,0,"(0,0)",10.1021/acsami.8b10062,Fig9_C,Series_2,TiO2,1.0059522812230826,11.108040809631348,Q4,n/a
434,446,1,"(0,1)",10.1021/acsami.8b18200,Fig7_C,Series_1,PEDOT_PSS(NoPVP),0.7602332809869459,49.56178665161133,Q1,n/a
435,447,0,"(0,0)",10.1021/acsami.8b18200,Fig7_C,Series_2,NiO_(No_PVP),0.9970866469219897,3.086209297180176,Q2,n/a
436,448,0,"(0,0)",10.1021/acsami.8b18807,Fig9_B,Series_1,control,0.9949954443928465,8.69932746887207,Q1,n/a
437,449,0,"(0,0)",10.1021/acsami.8b22040,Fig5_A,Series_2,Control,1.0001563126790718,0.48413872718811035,Q2,n/a
438,450,2,"(1,0)",10.1021/acsami.9b01740,Fig5_E,Series_2,w_o_EC,1.0036442858963526,30.771995544433594,Q3,n/a
439,451,2,"(1,0)",10.1021/acsami.9b07149,Fig4_D,Series_1,PVK,0.9980166248690544,18.33880615234375,Q2,n/a
440,452,0,"(0,0)",10.1021/acsami.9b07149,Fig4_D,Series_2,PVK_C60-PEG,1.0056921525570506,1.5317678451538086,Q4,n/a
441,453,0,"(0,0)",10.1021/acsami.9b07149,Fig4_D,Series_3,PVK_PCBM,1.0056921525570506,6.374639511108398,Q4,n/a
442,454,0,"(0,0)",10.1021/acsami.9b07318,Fig8_A,Series_1,PSK_C,1.2771986594669642,0.020188093185424805,Q5,n/a
443,455,0,"(0,0)",10.1021/acsami.9b08714,Fig5_D,Series_1,Spiro-OMeTAD,1.004746415421216,0.3151059150695801,Q3,n/a
444,456,0,"(0,0)",10.1021/acsami.9b09171,Fig6_H,Series_1,Control,1.0103426367027604,2.96747088432312,Q4,n/a
445,457,0,"(0,0)",10.1021/acsami.9b09171,Fig6_H,Series_2,GAI-DEE,1.0298121904863227,3.508669137954712,Q4,n/a
446,458,2,"(1,0)",10.1021/acsami.9b12323,Fig4_F,Series_2,0%,1.0091796794397032,21.626949310302734,Q4,n/a
447,459,0,"(0,0)",10.1021/acsami.9b12961,Fig6_A,Series_1,Control_device,0.9907125738421653,10.77103042602539,Q1,n/a
448,460,0,"(0,0)",10.1021/acsami.9b12961,Fig6_A,Series_2,TFTPA_device,1.000723153483045,4.3268022537231445,Q2,n/a
449,461,0,"(0,0)",10.1021/acsami.9b17851,Fig5_A,Series_1,Pristine,0.9987684126353921,4.411435127258301,Q2,n/a
450,462,0,"(0,0)",10.1021/acsami.9b17930,Fig8_B,Series_1,3D,1.0006063349096557,5.704230308532715,Q2,n/a
451,463,0,"(0,0)",10.1021/acsami.9b17930,Fig8_B,Series_3,3D+BAI,1.0033055283688588,2.4482429027557373,Q3,n/a
452,464,0,"(0,0)",10.1021/acsami.9b18572,Fig4_K,Series_1,Control,1.0102405513531423,4.0352702140808105,Q4,n/a
453,465,0,"(0,0)",10.1021/acsami.9b20831,Fig5_A,Series_1,Pristine,100.45107274968683,1.6414344310760498,Q5,Q5
454,466,0,"(0,0)",10.1021/acsami.9b22627,Fig9_A,Series_2,MAPbI₃₋ₓClₓ,1.0079683598053233,1.6550540924072266,Q4,n/a
455,467,0,"(0,0)",10.1021/acsenergylett.1c00342,Fig5_D,Series_1,CsSnl₃,1.001869197742947,2.9539525508880615,Q3,n/a
456,468,2,"(1,0)",10.1021/acsenergylett.1c00531,Fig6_B,Series_2,o-Pristine_PSC,1.0068176842588417,15.508156776428223,Q4,n/a
457,470,2,"(1,0)",10.1021/acsomega.0c04593,Fig10_A,Series_2,Aged,18.92443193983457,15.70863151550293,Q5,Q3
458,471,0,"(0,0)",10.1021/acsomega.4c02656,Fig7_B,Series_2,Control,18.683621413944064,1.3437390327453613,Q5,Q3
459,472,0,"(0,0)",10.1021/acssuschemeng.0c02983,Fig5_A,Series_1,w_PTABr,0.9992374269442375,1.5171289443969727,Q2,n/a
460,473,0,"(0,0)",10.1021/acssuschemeng.0c02983,Fig5_A,Series_2,w_o_PTABr,1.0021320685765855,2.9623031616210938,Q3,n/a
461,474,2,"(1,0)",10.1021/acssuschemeng.1c02537,Fig6_A,Series_1,o—Control,1.0014526536258084,33.61742401123047,Q3,n/a
462,475,0,"(0,0)",10.1021/acssuschemeng.1c02537,Fig6_A,Series_2,0.1MABr,1.0039323056854883,10.58407974243164,Q3,n/a
463,476,2,"(1,0)",10.1021/acssuschemeng.9b00368,Fig7_A,Series_2,MAPbI3,1.0004304794858911,18.73534393310547,Q2,n/a
464,477,2,"(1,0)",10.1021/acssuschemeng.9b02336,Fig6,Series_2,PEDOT_PSS,1.0025931430575383,22.457908630371094,Q3,n/a
465,478,0,"(0,0)",10.1038/nenergy.2017.102,Fig4_A,Series_1,L-α-phosphatidylcholine,19.595919828065398,2.5121212005615234,Q5,Q4
466,479,2,"(1,0)",10.1038/s41427-018-0055-0,Fig5_A,Series_1,W_O_QDs,1.004938509099256,28.141986846923828,Q4,n/a
467,480,0,"(0,0)",10.1038/s41560-018-0192-2,Fig5_B,Series_1,CsMAFA,0.9970784238988168,8.791518211364746,Q2,n/a
468,481,0,"(0,0)",10.1038/s41598-018-25975-8,Fig6_A,Series_1,w_o_Cu₂O_60,0.9948436868707194,0.021350383758544922,Q1,n/a
469,482,2,"(1,0)",10.1038/s41598-024-78155-2,Fig8_C,Series_1,Control,1.0001136029035484,31.52942657470703,Q2,n/a
470,483,0,"(0,0)",10.1038/s41598-024-78155-2,Fig8_C,Series_2,GAI,1.0067444855117405,14.20605754852295,Q4,n/a
471,484,1,"(0,1)",10.1038/s41598-024-78155-2,Fig8_D,Series_1,Control,1.0021513360756988,55.372047424316406,Q3,n/a
472,485,2,"(1,0)",10.1038/s41598-024-78155-2,Fig8_D,Series_2,GAI,1.003809023391652,32.826412200927734,Q3,n/a
473,486,0,"(0,0)",10.1039/C9TA04366G,Fig2_D,Series_1,PCBM,0.997797979041075,13.321489334106445,Q2,n/a
474,487,2,"(1,0)",10.1039/D5SC05095B,Fig5_I,Series_1,W_O_AMPM,1.00832067915644,17.571853637695312,Q4,n/a
475,488,1,"(0,1)",10.1039/c5ta06008g,Fig4_F,Series_2,Without_PEI,0.9975469562316532,44.366092681884766,Q2,n/a
476,489,0,"(0,0)",10.1039/c6ee02687g,Fig6_D,Series_2,Without_ALD_AI203,0.8088294352676835,4.189258575439453,Q1,n/a
477,490,0,"(0,0)",10.1039/c6nr06670d,Fig7,Series_2,ITO_PEDOT_PSS_MAPb(I1.BrJ₃_PCBM_Al,0.9676740873492792,5.362624168395996,Q1,n/a
478,491,0,"(0,0)",10.1039/c6nr07689k,Fig10_D,Series_1,PSC-0,1.0031926727757512,7.969188690185547,Q3,n/a
479,492,0,"(0,0)",10.1039/c6ta03164a,Fig7_A,Series_1,LP-P3HT,10.923539059809482,5.538451671600342,Q5,Q1
480,493,0,"(0,0)",10.1039/c6ta03164a,Fig7_A,Series_2,LN-P3HT,13.140453210670158,2.340036630630493,Q5,Q2
481,494,0,"(0,0)",10.1039/c6ta09174a,Fig4_B,Series_2,b,1.010689468759395,14.013111114501953,Q4,n/a
482,495,2,"(1,0)",10.1039/c6ta09687e,Fig1_C,Series_1,FAPbI3,0.9983247245487318,23.534976959228516,Q2,n/a
483,496,1,"(0,1)",10.1039/c6ta09687e,Fig1_C,Series_2,MAPbI3,0.9951551639722952,65.86541748046875,Q1,n/a
484,497,1,"(0,1)",10.1039/c7nr03963h,Fig5,Series_2,PEDOT,11.722137935150243,50.51748275756836,Q5,Q1
485,498,0,"(0,0)",10.1039/c7nr06812c,Fig8_A,Series_1,ZnO_Device,1.0022268534617746,3.7673890590667725,Q3,n/a
486,499,1,"(0,1)",10.1039/c7nr07753j,Fig5,Series_2,Conventional_device,0.9996444935608864,46.046714782714844,Q2,n/a
487,500,0,"(0,0)",10.1039/c7se00036g,Fig5_C,Series_2,Conventional_dripping,18.921843326338518,4.378217697143555,Q5,Q3
488,501,0,"(0,0)",10.1039/c7se00080d,Fig8_D,Series_2,PSC_based_on_C-Pbl2,1.0047588241895642,5.952328681945801,Q3,n/a
489,502,0,"(0,0)",10.1039/c7ta00894e,Fig6_G,Series_1,CH3NH3PbI3,0.9994182060366822,9.91196060180664,Q2,n/a
490,503,2,"(1,0)",10.1039/c7ta00894e,Fig6_H,Series_2,CH3NH3PbI3,0.9995395707684221,23.554325103759766,Q2,n/a
491,504,3,"(1,1)",10.1039/c7ta06088b,Fig6_A,Series_2,perovskite_spiro-OMeTAD,0.9934001255209464,90.54405975341797,Q1,n/a
492,505,2,"(1,0)",10.1039/c7ta08947c,Fig6_F,Series_3,unsealed_cell_from_3MAI_PbAc2._2.8H2O_by_CP,11.384000650831023,24.715078353881836,Q5,Q1
493,506,2,"(1,0)",10.1039/c7tc01973d,Fig5_D,Series_1,Mesoporous_Pbl,1.0024899874683573,14.878999710083008,Q3,n/a
494,507,1,"(0,1)",10.1039/c7tc01973d,Fig5_D,Series_2,Compact_Pbl2,1.0024899874683573,59.22891616821289,Q3,n/a
495,508,0,"(0,0)",10.1039/c8ee02542h,Fig2_H,Series_1,Control_FA,0.9955428133388902,11.06916618347168,Q1,n/a
496,509,0,"(0,0)",10.1039/c8ee02542h,Fig2_H,Series_2,IDTBR-FABABr,1.0054204003130176,3.9260447025299072,Q4,n/a
497,510,1,"(0,1)",10.1039/c8nj06146g,Fig6_A,Series_2,Pure_PCBM,0.9963015609459189,39.97629928588867,Q2,n/a
498,511,3,"(1,1)",10.1039/c8ra03162b,Fig10_A,Series_1,ZnO_NPs,0.9708983693999707,76.9245834350586,Q1,n/a
499,512,2,"(1,0)",10.1039/c8ra03162b,Fig10_A,Series_2,ZnO_NPs_TiO₂,1.2507866158340488,25.106185913085938,Q5,n/a
500,513,2,"(1,0)",10.1039/c8ra03162b,Fig10_B,Series_2,ZnO_sol-gel_TiO2,1.3079351371850232,26.098472595214844,Q5,n/a
501,514,0,"(0,0)",10.1039/c8ta00457a,Fig9_D,Series_1,WithoutOTAB,0.9984053012202938,5.098521709442139,Q2,n/a
502,515,2,"(1,0)",10.1039/c8ta00457a,Fig9_H,Series_2,WithoutOTAB,0.9957513151747335,25.148725509643555,Q2,n/a
503,516,0,"(0,0)",10.1039/c8ta00583d,Fig5,Series_1,MAPbI₃_(IT-4F),18.369921364114283,2.9648303985595703,Q5,Q3
504,517,0,"(0,0)",10.1039/c8ta00583d,Fig5,Series_2,MAPbI₃,16.902392194633,7.502836227416992,Q5,Q3
505,518,1,"(0,1)",10.1039/c8ta03608j,Fig4_B,Series_1,PEDOT_PSS,1.0015568339016243,75.22756958007812,Q3,n/a
506,519,0,"(0,0)",10.1039/c8ta11925b,Fig6_E,Series_1,ABS-0,1.0077392191840242,6.241804122924805,Q4,n/a
507,520,2,"(1,0)",10.1039/c8ta12100a,Fig5_C,Series_2,PEDOT_PSS,0.981833060506231,32.576908111572266,Q1,n/a
508,521,0,"(0,0)",10.1039/c8ta12206g,Fig8_A,Series_1,Control,1.0225278842983305,8.597051620483398,Q4,n/a
509,523,1,"(0,1)",10.1039/c9nr05719f,Fig6_A,Series_1,TFB_(LiTFSI_+TBP),1.0053776389886664,51.85117721557617,Q4,n/a
510,524,1,"(0,1)",10.1039/c9nr05719f,Fig6_A,Series_2,Spiro-OMeTAD_(LiTFSI_+TBP),1.002281049384218,63.693843841552734,Q3,n/a
511,525,0,"(0,0)",10.1039/c9se00003h,Fig4_D,Series_2,spiro-OMeTAD,1.0002390050833483,7.436519622802734,Q2,n/a
512,526,0,"(0,0)",10.1039/c9se01133a,Fig6_C,Series_2,r-TiO2CL,1.008221742590068,14.144510269165039,Q4,n/a
513,527,0,"(0,0)",10.1039/c9ta00118b,Fig6_A,Series_1,C60,12.278051539827393,5.257087707519531,Q5,Q1
514,528,0,"(0,0)",10.1039/c9ta00551j,Fig5_A,Series_2,Control_device,16.66741784506482,4.4679460525512695,Q5,Q3
515,529,0,"(0,0)",10.1039/c9ta01893j,Fig7_D,Series_3,w_o_GA,0.9856689625054789,8.582419395446777,Q1,n/a
516,530,2,"(1,0)",10.1039/c9ta01893j,Fig7_E,Series_1,w_o_GA,0.9385695737573472,33.05497741699219,Q1,n/a
517,531,0,"(0,0)",10.1039/c9ta02772f,Fig3_I,Series_2,MAPbI₃,1.0149793468022472,4.717087745666504,Q4,n/a
518,532,2,"(1,0)",10.1039/c9ta03022k,Fig1_F,Series_2,PTAA,1.0092636505166008,25.99979019165039,Q4,n/a
519,533,0,"(0,0)",10.1039/c9ta08084h,Fig7_D,Series_2,0—NiOx_PS_MAPbl3,1.005019135596909,2.106356620788574,Q4,n/a
520,534,0,"(0,0)",10.1039/c9ta08084h,Fig7_D,Series_3,NiOx_MAPbl₃,1.002883051097358,2.3448169231414795,Q3,n/a
521,535,2,"(1,0)",10.1039/c9ta08177a,Fig6_B,Series_1,without_PEVCNT,1.0072847720840887,17.971689224243164,Q4,n/a
522,536,2,"(1,0)",10.1039/c9ta08177a,Fig6_B,Series_2,withPEVCNT,1.0039954051627793,24.546873092651367,Q3,n/a
523,537,0,"(0,0)",10.1039/c9ta11744j,Fig6_A,Series_1,Spiro-OMeTAD,1.0000527886596193,16.339826583862305,Q2,n/a
524,538,0,"(0,0)",10.1039/c9ta13922b,Fig4_E,Series_1,w_o_t-BCA,0.9995495008833273,3.7601113319396973,Q2,n/a
525,539,0,"(0,0)",10.1039/c9tc00374f,Fig4_F,Series_1,Reference-PSC,1.0031690964418485,2.7713239192962646,Q3,n/a
526,540,0,"(0,0)",10.1039/c9tc02526j,Fig7,Series_3,NiOX,0.9989493198288163,2.0780861377716064,Q2,n/a
527,541,2,"(1,0)",10.1039/c9tc03120k,Fig7_D,Series_1,NPB,0.9990344443170375,27.519208908081055,Q2,n/a
528,542,0,"(0,0)",10.1039/c9tc04269e,Fig4_D,Series_2,SnO2,1.0025260076016205,5.684554576873779,Q3,n/a
529,543,0,"(0,0)",10.1039/c9tc05227e,Fig6_A,Series_1,Control,0.997730203949015,2.3003458976745605,Q2,n/a
530,544,1,"(0,1)",10.1039/c9tc05410c,Fig5_F,Series_1,Z8,15.024286782133451,46.38340377807617,Q5,Q2
531,545,0,"(0,0)",10.1039/c9tc05410c,Fig5_F,Series_2,Z8@MWCNT,15.457632738835818,10.70386791229248,Q5,Q2
532,546,0,"(0,0)",10.1039/d0dt03201h,Fig6_E,Series_2,HTMwithout_BiWg-Zn,17.586562300360626,4.89066219329834,Q5,Q3
533,547,0,"(0,0)",10.1039/d0ma00967a,Fig6_C,Series_1,MO,1.004502729457568,6.2097907066345215,Q3,n/a
534,548,0,"(0,0)",10.1039/d0ma00967a,Fig6_C,Series_2,Rb5,1.0021933227818505,4.622501373291016,Q3,n/a
535,549,0,"(0,0)",10.1039/d0qm00983k,Fig10_B,Series_1,o—Pristine,16.40696382031234,12.821918487548828,Q5,Q2
536,550,0,"(0,0)",10.1039/d0ra07254k,Fig6_C,Series_1,W_O_DDQ,18.351827330153107,10.231203079223633,Q5,Q3
537,551,0,"(0,0)",10.1039/d0ta01279c,Fig3_F,Series_1,TB(K),1.0011558679072872,2.722299098968506,Q3,n/a
538,552,0,"(0,0)",10.1039/d0ta01279c,Fig3_F,Series_2,TB(Na),1.0065835872164584,1.6237258911132812,Q4,n/a
539,553,0,"(0,0)",10.1039/d0ta02437f,Fig6_A,Series_1,3D,1.0020808812918358,2.9387950897216797,Q3,n/a
540,554,0,"(0,0)",10.1039/d0ta03951a,Fig7_A,Series_1,PSK_spiro_C,1.0137749677850383,0.2580404281616211,Q4,n/a
541,555,0,"(0,0)",10.1039/d0ta06646j,Fig4_G,Series_1,5nmPPX,1.0017599499090628,1.1494040489196777,Q3,n/a
542,556,0,"(0,0)",10.1039/d0ta06646j,Fig4_G,Series_2,1nmFPPX,1.0040627995859,11.153739929199219,Q3,n/a
543,557,0,"(0,0)",10.1039/d0ta06646j,Fig4_G,Series_3,Uncoated,1.0040627995859,18.278318405151367,Q3,n/a
544,558,0,"(0,0)",10.1039/d0ta10871e,Fig5_F,Series_1,pristine,1.0013956143415847,1.016610860824585,Q3,n/a
545,559,0,"(0,0)",10.1039/d0ta12509a,Fig6_E,Series_1,Reference,1.0064016672820986,6.295967102050781,Q4,n/a
546,560,0,"(0,0)",10.1039/d0ta12509a,Fig6_E,Series_2,Optimized,1.0093846697090312,1.1891543865203857,Q4,n/a
547,561,0,"(0,0)",10.1039/d0tc01464h,Fig5_C,Series_1,pristine,1.0202483029770724,0.8509457111358643,Q4,n/a
548,562,0,"(0,0)",10.1039/d0tc01464h,Fig5_C,Series_2,with_NH₂GACl,1.0496921337664702,1.1242687702178955,Q4,n/a
549,563,2,"(1,0)",10.1039/d0tc02535f,Fig6,Series_2,Control,1.006389747477243,24.99178695678711,Q4,n/a
550,564,2,"(1,0)",10.1039/d0tc03133j,Fig6_D,Series_1,Without_CB,1.0020449800829057,15.964555740356445,Q3,n/a
551,565,0,"(0,0)",10.1039/d0tc04186f,Fig7_A,Series_1,Pristine,1.0421470691824721,2.987790107727051,Q4,n/a
552,566,0,"(0,0)",10.1039/d0tc04186f,Fig7_B,Series_1,Pristine,0.9995258076046052,8.541131019592285,Q2,n/a
553,567,0,"(0,0)",10.1039/d0tc04624h,Fig6_E,Series_2,without_CoBr2,1.0055284919060894,0.3110170364379883,Q4,n/a
554,568,0,"(0,0)",10.1039/d0tc05455k,Fig6_A,Series_2,CsPbIBr₂,1.0190237466539787,6.162118911743164,Q4,n/a
555,569,0,"(0,0)",10.1039/d0tc05877g,Fig9,Series_2,o—ITO_SnO2_Perovskite,18.61586874614535,7.43027925491333,Q5,Q3
556,570,0,"(0,0)",10.1039/d1na00172h,Fig6_A,Series_1,PSC-2,0.9994127423089071,2.3456335067749023,Q2,n/a
557,571,0,"(0,0)",10.1039/d1na00172h,Fig6_A,Series_2,PSC-Ref,0.9994127423089071,6.684332847595215,Q2,n/a
558,572,0,"(0,0)",10.1039/d1nr03624f,Fig6_D,Series_1,3D,1.0134548145934739,11.700666427612305,Q4,n/a
559,573,0,"(0,0)",10.1039/d1qm00149c,Fig5_A,Series_1,MAPbI3,0.9957662153313503,4.674929618835449,Q2,n/a
560,574,0,"(0,0)",10.1039/d1qm00149c,Fig5_A,Series_2,FA0.3MA0.7PbI3,1.002080464188539,2.5276601314544678,Q3,n/a
561,575,2,"(1,0)",10.1039/d1ra05399j,Fig5_C,Series_2,Control,1.005234610364729,17.562580108642578,Q4,n/a
562,576,0,"(0,0)",10.1039/d1sc01416a,Fig5_B,Series_1,Spiro-OMeTAD,1.0040943785679755,8.440435409545898,Q3,n/a
563,577,0,"(0,0)",10.1039/d1se00188d,Fig5_D,Series_1,Pristine,0.9998903957599715,0.9301424026489258,Q2,n/a
564,578,0,"(0,0)",10.1039/d1se00192b,Fig6_A,Series_1,Control,1.0076295815280498,13.211875915527344,Q4,n/a
565,579,0,"(0,0)",10.1039/d1ta04520b,Fig5_A,Series_1,Pristine,1.0011812509827531,2.7507781982421875,Q3,n/a
566,580,0,"(0,0)",10.1039/d2cp02033e,Fig5_A,Series_1,NiOx_C60_C70,1.0026317440109853,8.48863697052002,Q3,n/a
567,581,2,"(1,0)",10.1039/d2cp02033e,Fig5_A,Series_2,PEDOT_PSS_PCBM,1.0026317440109853,17.803787231445312,Q3,n/a
568,582,2,"(1,0)",10.1039/d2ra03411e,Fig8_F,Series_1,NiOx,0.9785965678130429,23.73538589477539,Q1,n/a
569,586,0,"(0,0)",10.1039/d2ta06092b,Fig5_E,Series_1,CsPbBr3,1.0585575123515567,0.3423452377319336,Q4,n/a
570,587,0,"(0,0)",10.1039/d3ra00809f,Fig4_C,Series_1,Control,1.0033937160056066,11.932289123535156,Q3,n/a
571,588,2,"(1,0)",10.1039/d3ta01935g,Fig5_E,Series_1,Pure_iso-BA,1.001838340541796,24.40776824951172,Q3,n/a
572,589,2,"(1,0)",10.1039/d3ta01935g,Fig5_E,Series_3,Pure_F-PEA,1.001838340541796,21.201461791992188,Q3,n/a
573,590,0,"(0,0)",10.1039/d3ta03423b,Fig3_C,Series_1,Reference,1.0063703917769813,0.8935511112213135,Q4,n/a
574,591,0,"(0,0)",10.1039/d4ra00583j,Fig7,Series_2,W_O_BA,0.9993759125326134,6.961816787719727,Q2,n/a
575,592,2,"(1,0)",10.1039/d4sc02020k,Fig4_A,Series_1,PTAA_Li-TFSI,1.0001006956233862,19.338834762573242,Q2,n/a
576,593,0,"(0,0)",10.1039/d4sc02020k,Fig4_A,Series_2,PTAA_Li-CYCLIC,1.004716563803922,9.440046310424805,Q3,n/a
577,594,2,"(1,0)",10.1039/d5sc04440e,Fig4_A,Series_1,PTAA_Li-TFSI,1.0003719742145072,24.694257736206055,Q2,n/a
578,595,0,"(0,0)",10.1063/5.0012646,Fig4_B,Series_1,PCBM_Ag,9.05164177662655,15.926819801330566,Q5,Q1
579,596,0,"(0,0)",10.1088/1402-4896_ab90be,Fig9_A,Series_1,ImEu5,1.0010298128224977,7.085978984832764,Q3,n/a
580,597,0,"(0,0)",10.1088/1402-4896_ab90be,Fig9_A,Series_2,ImEu3,1.0010298128224977,2.5735437870025635,Q3,n/a
581,598,0,"(0,0)",10.1088/1402-4896_ab90be,Fig9_A,Series_3,ImEu1,0.9986861224177911,4.920679092407227,Q2,n/a
582,599,0,"(0,0)",10.1088/1402-4896_ab90be,Fig9_B,Series_2,ImSb5,1.0020861746850058,9.747516632080078,Q3,n/a
583,600,0,"(0,0)",10.1088/1402-4896_ab90be,Fig9_B,Series_3,ImSb3,0.9997537205645513,3.030139207839966,Q2,n/a
584,601,0,"(0,0)",10.1109/jphotov.2016.2600341,Fig8_D,Series_1,"ZnO_CH,NH,PbI",7.888457902857415,0.010251998901367188,Q5,Q1
585,602,0,"(0,0)",10.1109/jphotov.2016.2600341,Fig8_D,Series_2,ZnO_PCBM_CHNHPbI,11.59722659880209,0.013065338134765625,Q5,Q1
586,603,1,"(0,1)",10.1109/jphotov.2017.2775162,Fig6_A,Series_2,without_substrate-preheating,0.9857399669460698,54.804420471191406,Q1,n/a
587,604,0,"(0,0)",10.1134/s1063785020030153,Fig3_A,Series_1,PSC(CH3NH3PbI3),10.42817694927899,7.110935211181641,Q5,Q1
588,605,2,"(1,0)",10.1142/s0218625x18501378,Fig9,Series_1,x=0,1.0011035742258592,19.92350196838379,Q3,n/a
589,606,0,"(0,0)",10.1186/s11671-019-2936-8,Fig4_A,Series_1,Series_1,1.0036023096078894,5.43442964553833,Q3,n/a
590,607,0,"(0,0)",10.1186/s11671-020-03406-w,Fig4_D,Series_2,x=0,1.0011611919619996,13.384324073791504,Q3,n/a
591,608,0,"(0,0)",10.3390/coatings14040409,Fig10_D,Series_2,Reference,1.0037620475461637,12.513899803161621,Q3,n/a
592,609,0,"(0,0)",10.3390/cryst11121588,Fig4_A,Series_1,Control,1.0045744774053504,1.3483881950378418,Q3,n/a
593,610,0,"(0,0)",10.3390/cryst11121588,Fig4_A,Series_2,OABr,1.0045744774053504,4.418182373046875,Q3,n/a
594,611,0,"(0,0)",10.3390/cryst12020290,Fig10,Series_1,PSC_0.0wt%,10.069903234391475,6.963997840881348,Q5,Q1
595,612,0,"(0,0)",10.3390/cryst12081090,Fig6_D,Series_1,FTO_TiO2,1.0046848288618264,11.534828186035156,Q3,n/a
596,613,2,"(1,0)",10.3390/cryst12081090,Fig6_D,Series_2,FTO_PEIE,1.0002253951370972,21.51119041442871,Q2,n/a
