time_h,normalised_pce
177.0,0.546387
177.1667,0.546034
177.3333,0.545682
177.5,0.545331
177.6667,0.544979
177.8333,0.544628
178.0,0.544278
178.1667,0.543928
178.3333,0.543578
178.5,0.543228
178.6667,0.542879
178.8333,0.54253
179.0,0.542181
179.1667,0.541833
179.3333,0.541485
179.5,0.541138
179.6667,0.540791
179.8333,0.540444
180.0,0.540098
180.1667,0.539752
180.3333,0.539406
180.5,0.539061
180.6667,0.538716
180.8333,0.538371
181.0,0.538026
181.1667,0.537681
181.3333,0.537337
181.5,0.536993
181.6667,0.536649
181.8333,0.536305
182.0,0.535961
182.1667,0.535618
182.3333,0.535275
182.5,0.534932
182.6667,0.534589
182.8333,0.534247
183.0,0.533905
183.1667,0.533564
183.3333,0.533223
183.5,0.532882
183.6667,0.532542
183.8333,0.532202
184.0,0.531863
184.1667,0.531525
184.3333,0.531186
184.5,0.530849
184.6667,0.530511
184.8333,0.530175
185.0,0.529838
185.1667,0.529502
185.3333,0.529166
185.5,0.528831
185.6667,0.528495
185.8333,0.52816
186.0,0.527825
186.1667,0.52749
186.3333,0.527155
186.5,0.52682
186.6667,0.526486
186.8333,0.526152
187.0,0.525818
187.1667,0.525484
187.3333,0.52515
187.5,0.524817
187.6667,0.524484
187.8333,0.524152
188.0,0.523819
188.1667,0.523487
188.3333,0.523156
188.5,0.522825
188.6667,0.522494
188.8333,0.522163
189.0,0.521833
189.1667,0.521503
189.3333,0.521174
189.5,0.520845
189.6667,0.520517
189.8333,0.520189
190.0,0.519863
190.1667,0.519537
190.3333,0.519211
190.5,0.518886
190.6667,0.518562
190.8333,0.518239
191.0,0.517917
191.1667,0.517595
191.3333,0.517275
191.5,0.516955
191.6667,0.516636
191.8333,0.516317
192.0,0.516
192.1667,0.515682
192.3333,0.515366
192.5,0.515051
192.6667,0.514738
192.8333,0.514425
193.0,0.514115
193.1667,0.513807
193.3333,0.513502
193.5,0.5132
193.6667,0.512901
193.8333,0.512606
194.0,0.512314
194.1667,0.512028
194.3333,0.511775
194.5,0.511527
194.6667,0.511283
194.8333,0.511044
195.0,0.51081
195.1667,0.510579
195.3333,0.510354
195.5,0.510133
195.6667,0.509916
195.8333,0.509704
196.0,0.509497
196.1667,0.509294
196.3333,0.509096
196.5,0.508902
196.6667,0.508712
196.8333,0.508528
197.0,0.508347
197.1667,0.508171
197.3333,0.508
197.5,0.507833
197.6667,0.507671
197.8333,0.507513
198.0,0.50736
198.1667,0.507211
198.3333,0.507067
198.5,0.506928
198.6667,0.506793
198.8333,0.506662
199.0,0.506536
199.1667,0.506414
199.3333,0.506297
199.5,0.506185
199.6667,0.506077
199.8333,0.505973
200.0,0.505874
