time_h,normalised_pce
0.0,1.000594
0.1667,1.000485
0.3333,1.000371
0.5,1.000249
0.6667,1.000121
0.8333,0.999987
1.0,0.999846
1.1667,0.999698
1.3333,0.999544
1.5,0.999383
1.6667,0.999216
1.8333,0.999042
2.0,0.998862
2.1667,0.998675
2.3333,0.998482
2.5,0.998282
2.6667,0.998075
2.8333,0.997862
3.0,0.997643
3.1667,0.997416
3.3333,0.997184
3.5,0.996944
3.6667,0.996699
3.8333,0.996446
4.0,0.996187
4.1667,0.995922
4.3333,0.99565
4.5,0.995371
4.6667,0.995086
4.8333,0.994794
5.0,0.994496
5.1667,0.994191
5.3333,0.99388
5.5,0.993562
5.6667,0.993237
5.8333,0.992906
6.0,0.992532
6.1667,0.992153
6.3333,0.991769
6.5,0.99138
6.6667,0.990985
6.8333,0.990586
7.0,0.990183
7.1667,0.989775
7.3333,0.989363
7.5,0.988948
7.6667,0.988528
7.8333,0.988106
8.0,0.98768
8.1667,0.987251
8.3333,0.98682
8.5,0.986386
8.6667,0.985951
8.8333,0.985515
9.0,0.985076
9.1667,0.984633
9.3333,0.984186
9.5,0.983737
9.6667,0.983284
9.8333,0.982829
10.0,0.98237
10.1667,0.981908
10.3333,0.981444
10.5,0.980978
10.6667,0.980509
10.8333,0.980038
11.0,0.979565
11.1667,0.979089
11.3333,0.978611
11.5,0.978131
11.6667,0.977647
11.8333,0.977162
12.0,0.976674
12.1667,0.976183
12.3333,0.975691
12.5,0.975195
12.6667,0.974698
12.8333,0.974199
13.0,0.973698
13.1667,0.973196
13.3333,0.972692
13.5,0.972187
13.6667,0.971682
13.8333,0.971176
14.0,0.97067
14.1667,0.970166
14.3333,0.969662
14.5,0.969158
14.6667,0.968656
14.8333,0.968153
15.0,0.967652
15.1667,0.96715
15.3333,0.966649
15.5,0.966148
15.6667,0.965648
15.8333,0.965148
16.0,0.964648
16.1667,0.964149
16.3333,0.963651
16.5,0.963152
16.6667,0.962654
16.8333,0.962156
17.0,0.961659
17.1667,0.961161
17.3333,0.960662
17.5,0.960163
17.6667,0.959661
17.8333,0.959158
18.0,0.958652
18.1667,0.958143
18.3333,0.957632
18.5,0.957117
18.6667,0.956599
18.8333,0.956078
19.0,0.955553
19.1667,0.955025
19.3333,0.954494
19.5,0.953959
19.6667,0.953421
19.8333,0.952879
20.0,0.952334
20.1667,0.951786
20.3333,0.951236
20.5,0.950682
20.6667,0.950126
20.8333,0.949567
21.0,0.949005
21.1667,0.948442
21.3333,0.947876
21.5,0.947308
21.6667,0.946739
21.8333,0.946168
22.0,0.945595
22.1667,0.945021
22.3333,0.944446
22.5,0.943869
22.6667,0.943292
22.8333,0.942714
23.0,0.942136
23.1667,0.941557
23.3333,0.940978
23.5,0.9404
23.6667,0.939822
23.8333,0.939244
24.0,0.938668
24.1667,0.938093
24.3333,0.937519
24.5,0.936948
24.6667,0.936378
24.8333,0.93581
25.0,0.935245
25.1667,0.934683
25.3333,0.934123
25.5,0.933565
25.6667,0.93301
25.8333,0.932456
26.0,0.931903
26.1667,0.931352
26.3333,0.930801
26.5,0.930252
26.6667,0.929704
26.8333,0.929157
27.0,0.92861
27.1667,0.928065
27.3333,0.927521
27.5,0.926977
27.6667,0.926433
27.8333,0.925889
28.0,0.925345
28.1667,0.924801
28.3333,0.924258
28.5,0.923714
28.6667,0.92317
28.8333,0.922626
29.0,0.922082
29.1667,0.921537
29.3333,0.920993
29.5,0.920449
29.6667,0.919904
29.8333,0.91936
30.0,0.918815
30.1667,0.91827
30.3333,0.917726
30.5,0.917181
30.6667,0.916636
30.8333,0.916092
31.0,0.915548
31.1667,0.915003
31.3333,0.91446
31.5,0.913916
31.6667,0.913373
31.8333,0.91283
32.0,0.912287
32.1667,0.911745
32.3333,0.911203
32.5,0.910662
32.6667,0.910121
32.8333,0.909581
33.0,0.909041
33.1667,0.908502
33.3333,0.907963
33.5,0.907424
33.6667,0.906886
33.8333,0.906348
34.0,0.905811
34.1667,0.905275
34.3333,0.904739
34.5,0.904203
34.6667,0.903669
34.8333,0.903134
35.0,0.902601
35.1667,0.902068
35.3333,0.901536
35.5,0.901004
35.6667,0.900473
35.8333,0.899943
36.0,0.899413
36.1667,0.898884
36.3333,0.898356
36.5,0.897828
36.6667,0.897301
36.8333,0.896775
37.0,0.896249
37.1667,0.895724
37.3333,0.8952
37.5,0.894676
37.6667,0.894153
37.8333,0.893631
38.0,0.893109
38.1667,0.892588
38.3333,0.892067
38.5,0.891547
38.6667,0.891028
38.8333,0.890509
39.0,0.88999
39.1667,0.889473
39.3333,0.888956
39.5,0.888439
39.6667,0.887923
39.8333,0.887408
40.0,0.886893
40.1667,0.886379
40.3333,0.885866
40.5,0.885353
40.6667,0.884841
40.8333,0.884329
41.0,0.883818
41.1667,0.883307
41.3333,0.882797
41.5,0.882287
41.6667,0.881777
41.8333,0.881268
42.0,0.88076
42.1667,0.880252
42.3333,0.879744
42.5,0.879236
42.6667,0.878729
42.8333,0.878222
43.0,0.877715
43.1667,0.877208
43.3333,0.876701
43.5,0.876195
43.6667,0.875689
43.8333,0.875182
44.0,0.874676
44.1667,0.87417
44.3333,0.873664
44.5,0.873158
44.6667,0.872652
44.8333,0.872147
45.0,0.871641
45.1667,0.871135
45.3333,0.870629
45.5,0.870124
45.6667,0.869618
45.8333,0.869113
46.0,0.868608
46.1667,0.868102
46.3333,0.867597
46.5,0.867092
46.6667,0.866588
46.8333,0.866083
47.0,0.865579
47.1667,0.865075
47.3333,0.864571
47.5,0.864068
47.6667,0.863565
47.8333,0.863064
48.0,0.862562
48.1667,0.862062
48.3333,0.861562
48.5,0.861063
48.6667,0.860564
48.8333,0.860066
49.0,0.859568
49.1667,0.85907
49.3333,0.858573
49.5,0.858076
49.6667,0.85758
49.8333,0.857084
50.0,0.856588
50.1667,0.856092
50.3333,0.855596
50.5,0.855101
50.6667,0.854605
50.8333,0.85411
51.0,0.853614
51.1667,0.853118
51.3333,0.852622
51.5,0.852126
51.6667,0.851629
51.8333,0.851132
52.0,0.850634
52.1667,0.850136
52.3333,0.849638
52.5,0.849139
52.6667,0.848639
52.8333,0.848138
53.0,0.847637
53.1667,0.847135
53.3333,0.846632
53.5,0.846128
53.6667,0.845623
53.8333,0.845118
54.0,0.844612
54.1667,0.844105
54.3333,0.843597
54.5,0.843088
54.6667,0.842578
54.8333,0.842068
55.0,0.841557
55.1667,0.841045
55.3333,0.840532
55.5,0.840018
55.6667,0.839504
55.8333,0.838989
56.0,0.838473
56.1667,0.837956
56.3333,0.837439
56.5,0.83692
56.6667,0.836401
56.8333,0.835882
57.0,0.835361
57.1667,0.83484
57.3333,0.834318
57.5,0.833796
57.6667,0.833273
57.8333,0.832749
58.0,0.832225
58.1667,0.831701
58.3333,0.831176
58.5,0.830651
58.6667,0.830126
58.8333,0.8296
59.0,0.829075
59.1667,0.82855
59.3333,0.828025
59.5,0.827501
59.6667,0.826975
59.8333,0.82645
60.0,0.825925
60.1667,0.8254
60.3333,0.824875
60.5,0.824349
60.6667,0.823824
60.8333,0.823299
61.0,0.822774
61.1667,0.822249
61.3333,0.821724
61.5,0.8212
61.6667,0.820675
61.8333,0.820151
62.0,0.819627
62.1667,0.819104
62.3333,0.81858
62.5,0.818057
62.6667,0.817534
62.8333,0.817012
63.0,0.816489
63.1667,0.815968
63.3333,0.815446
63.5,0.814925
63.6667,0.814404
63.8333,0.813884
64.0,0.813364
64.1667,0.812845
64.3333,0.812326
64.5,0.811808
64.6667,0.811291
64.8333,0.810774
65.0,0.810259
65.1667,0.809743
65.3333,0.809229
65.5,0.808715
65.6667,0.808202
65.8333,0.80769
66.0,0.807178
66.1667,0.806667
66.3333,0.806157
66.5,0.805648
66.6667,0.805139
66.8333,0.804631
67.0,0.804124
67.1667,0.803617
67.3333,0.803111
67.5,0.802605
67.6667,0.8021
67.8333,0.801596
68.0,0.801092
68.1667,0.800589
68.3333,0.800086
68.5,0.799584
68.6667,0.799082
68.8333,0.79858
69.0,0.79808
69.1667,0.79758
69.3333,0.79708
69.5,0.796581
69.6667,0.796083
69.8333,0.795586
70.0,0.79509
70.1667,0.794595
70.3333,0.7941
70.5,0.793607
70.6667,0.793115
70.8333,0.792625
71.0,0.792135
71.1667,0.791648
71.3333,0.791161
71.5,0.790677
71.6667,0.790194
71.8333,0.789713
72.0,0.789233
72.1667,0.788756
72.3333,0.788281
72.5,0.787808
72.6667,0.787337
72.8333,0.786869
73.0,0.786403
73.1667,0.785939
73.3333,0.785478
73.5,0.78502
73.6667,0.784564
73.8333,0.78411
74.0,0.783659
74.1667,0.783211
74.3333,0.782765
74.5,0.782321
74.6667,0.78188
74.8333,0.781441
75.0,0.781004
75.1667,0.780569
75.3333,0.780137
75.5,0.779706
75.6667,0.779277
75.8333,0.77885
76.0,0.778424
76.1667,0.778
76.3333,0.777577
76.5,0.777156
76.6667,0.776736
76.8333,0.776317
77.0,0.775899
77.1667,0.775482
77.3333,0.775066
77.5,0.77465
77.6667,0.774235
77.8333,0.77382
78.0,0.773406
78.1667,0.772992
78.3333,0.772578
78.5,0.772164
78.6667,0.77175
78.8333,0.771336
79.0,0.770922
79.1667,0.770507
79.3333,0.770093
79.5,0.769678
79.6667,0.769263
79.8333,0.768847
80.0,0.768432
80.1667,0.768015
80.3333,0.767599
80.5,0.767182
80.6667,0.766765
80.8333,0.766348
81.0,0.76593
81.1667,0.765512
81.3333,0.765094
81.5,0.764676
81.6667,0.764258
81.8333,0.763839
82.0,0.76342
82.1667,0.763002
82.3333,0.762583
82.5,0.762165
82.6667,0.761746
82.8333,0.761328
83.0,0.76091
83.1667,0.760493
83.3333,0.760075
83.5,0.759658
83.6667,0.759241
83.8333,0.758825
84.0,0.758409
84.1667,0.757993
84.3333,0.757577
84.5,0.757162
84.6667,0.756747
84.8333,0.756332
85.0,0.755918
85.1667,0.755503
85.3333,0.755089
85.5,0.754674
85.6667,0.75426
85.8333,0.753845
86.0,0.75343
86.1667,0.753015
86.3333,0.7526
86.5,0.752185
86.6667,0.751769
86.8333,0.751352
87.0,0.750935
87.1667,0.750518
87.3333,0.750101
87.5,0.749682
87.6667,0.749264
87.8333,0.748845
88.0,0.748425
88.1667,0.748005
88.3333,0.747584
88.5,0.747163
88.6667,0.746741
88.8333,0.746318
89.0,0.745896
89.1667,0.745472
89.3333,0.745049
89.5,0.744624
89.6667,0.7442
89.8333,0.743775
90.0,0.743349
90.1667,0.742924
90.3333,0.742498
90.5,0.742071
90.6667,0.741645
90.8333,0.741218
91.0,0.740791
91.1667,0.740364
91.3333,0.739937
91.5,0.739509
91.6667,0.739082
91.8333,0.738654
92.0,0.738226
92.1667,0.737798
92.3333,0.737369
92.5,0.736941
92.6667,0.736513
92.8333,0.736084
93.0,0.735655
93.1667,0.735226
93.3333,0.734798
93.5,0.734369
93.6667,0.73394
93.8333,0.733511
94.0,0.733082
94.1667,0.732653
94.3333,0.732225
94.5,0.731796
94.6667,0.731368
94.8333,0.73094
95.0,0.730512
95.1667,0.730084
95.3333,0.729656
95.5,0.729229
95.6667,0.728802
95.8333,0.728375
96.0,0.727949
96.1667,0.727522
96.3333,0.727096
96.5,0.726671
96.6667,0.726245
96.8333,0.72582
97.0,0.725396
97.1667,0.724971
97.3333,0.724547
97.5,0.724123
97.6667,0.7237
97.8333,0.723276
98.0,0.722854
98.1667,0.722431
98.3333,0.722009
98.5,0.721587
98.6667,0.721166
98.8333,0.720745
99.0,0.720324
99.1667,0.719904
99.3333,0.719485
99.5,0.719065
99.6667,0.718647
99.8333,0.718228
100.0,0.717811
100.1667,0.717393
100.3333,0.716977
100.5,0.71656
100.6667,0.716145
100.8333,0.715729
101.0,0.715315
101.1667,0.7149
101.3333,0.714486
101.5,0.714073
101.6667,0.71366
101.8333,0.713247
102.0,0.712835
102.1667,0.712423
102.3333,0.712011
102.5,0.711599
102.6667,0.711188
102.8333,0.710777
103.0,0.710367
103.1667,0.709956
103.3333,0.709546
103.5,0.709136
103.6667,0.708726
103.8333,0.708316
104.0,0.707907
104.1667,0.707497
104.3333,0.707087
104.5,0.706678
104.6667,0.706268
104.8333,0.705859
105.0,0.705449
105.1667,0.70504
105.3333,0.70463
105.5,0.70422
105.6667,0.70381
105.8333,0.703401
106.0,0.70299
106.1667,0.70258
106.3333,0.702169
106.5,0.701759
106.6667,0.701348
106.8333,0.700936
107.0,0.700525
107.1667,0.700113
107.3333,0.699701
107.5,0.699289
107.6667,0.698876
107.8333,0.698464
108.0,0.69805
108.1667,0.697637
108.3333,0.697224
108.5,0.69681
108.6667,0.696396
108.8333,0.695981
109.0,0.695567
109.1667,0.695152
109.3333,0.694737
109.5,0.694322
109.6667,0.693907
109.8333,0.693492
110.0,0.693077
110.1667,0.692661
110.3333,0.692246
110.5,0.691831
110.6667,0.691416
110.8333,0.691001
111.0,0.690586
111.1667,0.690172
111.3333,0.689758
111.5,0.689344
111.6667,0.68893
111.8333,0.688517
112.0,0.688104
112.1667,0.687691
112.3333,0.687279
112.5,0.686867
112.6667,0.686456
112.8333,0.686045
113.0,0.685634
113.1667,0.685224
113.3333,0.684814
113.5,0.684405
113.6667,0.683997
113.8333,0.683589
114.0,0.683182
114.1667,0.682776
114.3333,0.682371
114.5,0.681966
114.6667,0.681562
114.8333,0.681159
115.0,0.680757
115.1667,0.680355
115.3333,0.679955
115.5,0.679555
115.6667,0.679157
115.8333,0.678759
116.0,0.678362
116.1667,0.677966
116.3333,0.677572
116.5,0.677178
116.6667,0.676785
116.8333,0.676393
117.0,0.676002
117.1667,0.675612
117.3333,0.675223
117.5,0.674835
117.6667,0.674448
117.8333,0.674062
118.0,0.673677
118.1667,0.673293
118.3333,0.67291
118.5,0.672528
118.6667,0.672147
118.8333,0.671767
119.0,0.671388
119.1667,0.67101
119.3333,0.670633
119.5,0.670257
119.6667,0.669881
119.8333,0.669507
120.0,0.669133
120.1667,0.66876
120.3333,0.668388
120.5,0.668016
120.6667,0.667645
120.8333,0.667274
121.0,0.666904
121.1667,0.666534
121.3333,0.666164
121.5,0.665795
121.6667,0.665426
121.8333,0.665057
122.0,0.664689
122.1667,0.66432
122.3333,0.663952
122.5,0.663583
122.6667,0.663214
122.8333,0.662846
123.0,0.662477
123.1667,0.662107
123.3333,0.661738
123.5,0.661368
123.6667,0.660997
123.8333,0.660626
124.0,0.660255
124.1667,0.659883
124.3333,0.659511
124.5,0.659138
124.6667,0.658765
124.8333,0.658391
125.0,0.658017
125.1667,0.657643
125.3333,0.657267
125.5,0.656892
125.6667,0.656516
125.8333,0.656139
126.0,0.655762
126.1667,0.655384
126.3333,0.655006
126.5,0.654628
126.6667,0.654249
126.8333,0.653869
127.0,0.653489
127.1667,0.653109
127.3333,0.652728
127.5,0.652347
127.6667,0.651966
127.8333,0.651584
128.0,0.651202
128.1667,0.65082
128.3333,0.650438
128.5,0.650055
128.6667,0.649673
128.8333,0.64929
129.0,0.648908
129.1667,0.648525
129.3333,0.648143
129.5,0.647761
129.6667,0.647379
129.8333,0.646997
130.0,0.646616
130.1667,0.646235
130.3333,0.645853
130.5,0.645473
130.6667,0.645092
130.8333,0.644712
131.0,0.644331
131.1667,0.643951
131.3333,0.643571
131.5,0.643191
131.6667,0.64281
131.8333,0.64243
132.0,0.64205
132.1667,0.641669
132.3333,0.641289
132.5,0.640908
132.6667,0.640527
132.8333,0.640145
133.0,0.639764
133.1667,0.639381
133.3333,0.638999
133.5,0.638616
133.6667,0.638233
133.8333,0.637849
134.0,0.637465
134.1667,0.63708
134.3333,0.636694
134.5,0.636308
134.6667,0.635922
134.8333,0.635535
135.0,0.635147
135.1667,0.634758
135.3333,0.634369
135.5,0.63398
135.6667,0.63359
135.8333,0.633199
136.0,0.632807
136.1667,0.632415
136.3333,0.632023
136.5,0.63163
136.6667,0.631236
136.8333,0.630842
137.0,0.630447
137.1667,0.630052
137.3333,0.629656
137.5,0.62926
137.6667,0.628864
137.8333,0.628467
138.0,0.62807
138.1667,0.627673
138.3333,0.627276
138.5,0.626879
138.6667,0.626481
138.8333,0.626084
139.0,0.625686
139.1667,0.625288
139.3333,0.62489
139.5,0.624493
139.6667,0.624095
139.8333,0.623697
140.0,0.6233
140.1667,0.622903
140.3333,0.622506
140.5,0.62211
140.6667,0.621714
140.8333,0.621319
141.0,0.620925
141.1667,0.620531
141.3333,0.620138
141.5,0.619746
141.6667,0.619355
141.8333,0.618966
142.0,0.618577
142.1667,0.61819
142.3333,0.617805
142.5,0.617421
142.6667,0.617038
142.8333,0.616658
143.0,0.616279
143.1667,0.615902
143.3333,0.615527
143.5,0.615154
143.6667,0.614783
143.8333,0.614415
144.0,0.614048
144.1667,0.613684
144.3333,0.613321
144.5,0.612962
144.6667,0.612604
144.8333,0.612249
145.0,0.611896
145.1667,0.611546
145.3333,0.611197
145.5,0.610852
145.6667,0.610509
145.8333,0.610168
146.0,0.60983
146.1667,0.609494
146.3333,0.609161
146.5,0.60883
146.6667,0.608502
146.8333,0.608176
147.0,0.607852
147.1667,0.607531
147.3333,0.607212
147.5,0.606895
147.6667,0.60658
147.8333,0.606268
148.0,0.605957
148.1667,0.605649
148.3333,0.605342
148.5,0.605037
148.6667,0.604733
148.8333,0.604431
149.0,0.60413
149.1667,0.60383
149.3333,0.603531
149.5,0.603233
149.6667,0.602935
149.8333,0.602638
150.0,0.602341
150.1667,0.602044
150.3333,0.601746
150.5,0.601449
150.6667,0.601151
150.8333,0.600852
151.0,0.600553
151.1667,0.600253
151.3333,0.599953
151.5,0.599651
151.6667,0.599349
151.8333,0.599046
152.0,0.598742
152.1667,0.598437
152.3333,0.598131
152.5,0.597824
152.6667,0.597516
152.8333,0.597207
153.0,0.596897
153.1667,0.596585
153.3333,0.596272
153.5,0.595958
153.6667,0.595643
153.8333,0.595327
154.0,0.595009
154.1667,0.59469
154.3333,0.59437
154.5,0.594048
154.6667,0.593725
154.8333,0.593401
155.0,0.593075
155.1667,0.592748
155.3333,0.59242
155.5,0.592091
155.6667,0.59176
155.8333,0.591429
156.0,0.591096
156.1667,0.590763
156.3333,0.590428
156.5,0.590093
156.6667,0.589757
156.8333,0.58942
157.0,0.589082
157.1667,0.588745
157.3333,0.588406
157.5,0.588068
157.6667,0.587729
157.8333,0.587389
158.0,0.58705
158.1667,0.58671
158.3333,0.586371
158.5,0.586031
158.6667,0.585691
158.8333,0.585351
159.0,0.585011
159.1667,0.584671
159.3333,0.584331
159.5,0.583992
159.6667,0.583652
159.8333,0.583312
160.0,0.582972
160.1667,0.582632
160.3333,0.582291
160.5,0.581951
160.6667,0.58161
160.8333,0.581269
161.0,0.580928
161.1667,0.580586
161.3333,0.580245
161.5,0.579902
161.6667,0.57956
161.8333,0.579217
162.0,0.578873
162.1667,0.57853
162.3333,0.578185
162.5,0.57784
162.6667,0.577494
162.8333,0.577148
163.0,0.576801
163.1667,0.576454
163.3333,0.576106
163.5,0.575757
163.6667,0.575407
163.8333,0.575056
164.0,0.574705
164.1667,0.574353
164.3333,0.573999
164.5,0.573645
164.6667,0.57329
164.8333,0.572935
165.0,0.572578
165.1667,0.57222
165.3333,0.571862
165.5,0.571502
165.6667,0.571142
165.8333,0.570781
166.0,0.570419
166.1667,0.570057
166.3333,0.569693
166.5,0.569329
166.6667,0.568964
166.8333,0.568598
167.0,0.568232
167.1667,0.567865
167.3333,0.567498
167.5,0.56713
167.6667,0.566762
167.8333,0.566393
168.0,0.566025
168.1667,0.565656
168.3333,0.565287
168.5,0.564917
168.6667,0.564548
168.8333,0.564179
169.0,0.56381
169.1667,0.56344
169.3333,0.563071
169.5,0.562702
169.6667,0.562333
169.8333,0.561964
170.0,0.561596
170.1667,0.561227
170.3333,0.560858
170.5,0.56049
170.6667,0.560122
170.8333,0.559754
171.0,0.559385
171.1667,0.559017
171.3333,0.558649
171.5,0.558281
171.6667,0.557914
171.8333,0.557546
172.0,0.557179
172.1667,0.556813
172.3333,0.556446
172.5,0.55608
172.6667,0.555715
172.8333,0.55535
173.0,0.554985
173.1667,0.554621
173.3333,0.554257
173.5,0.553894
173.6667,0.553531
173.8333,0.553169
174.0,0.552808
174.1667,0.552447
174.3333,0.552086
174.5,0.551726
174.6667,0.551367
174.8333,0.551008
175.0,0.55065
175.1667,0.550292
175.3333,0.549935
175.5,0.549578
175.6667,0.549222
175.8333,0.548866
176.0,0.54851
176.1667,0.548155
176.3333,0.547801
176.5,0.547447
176.6667,0.547093
176.8333,0.54674
