curve_id,kept_index,doi,doi_dir,top_dir,figure_folder,figure_label,series_id,legend_hint,csv_path,abs_max_pce,delta_pce_rel_pct,max_pce_bin,max_pce_bin_absolute,max_pce_source
739,722,10.1002/admi.202001425,10.1002_admi.202001425,x_time_h,Fig4_F_stability_performance_curve_pce,Fig4_F,Series_3,PCDTBTw_ofibrils,x_time_h/10.1002_admi.202001425/Fig4_F_stability_performance_curve_pce/accepted/10.1002_admi.202001425__Fig4__F__stability_performance_curve_pce__PCDTBTw_ofibrils__Series_3.csv,1.003551042495444,33.11360549926758,Q3,n/a,pre-normalised
744,727,10.1002/admi.202102324,10.1002_admi.202102324,x_time_h,Fig6_F_stability_performance_curve_pce,Fig6_F,Series_3,65_°C_BDP-NH₂,x_time_h/10.1002_admi.202102324/Fig6_F_stability_performance_curve_pce/accepted/10.1002_admi.202102324__Fig6__F__stability_performance_curve_pce__65_°C_BDP-NH₂__Series_3.csv,0.9781678308474195,15.276211738586426,Q1,n/a,pre-normalised
745,728,10.1002/admi.202102324,10.1002_admi.202102324,x_time_h,Fig6_F_stability_performance_curve_pce,Fig6_F,Series_4,65_°C_w_o_BDP,x_time_h/10.1002_admi.202102324/Fig6_F_stability_performance_curve_pce/accepted/10.1002_admi.202102324__Fig6__F__stability_performance_curve_pce__65_°C_w_o_BDP__Series_4.csv,0.8833488251175328,17.438661575317383,Q1,n/a,pre-normalised
746,729,10.1002/adom.201900542,10.1002_adom.201900542,x_time_h,Fig5_whole_stability_performance_curve_pce,Fig5,Series_1,PCBM,x_time_h/10.1002_adom.201900542/Fig5_whole_stability_performance_curve_pce/accepted/10.1002_adom.201900542__Fig5__whole__stability_performance_curve_pce__PCBM__Series_1.csv,0.9964426232966717,25.173885345458984,Q2,n/a,pre-normalised
757,740,10.1002/aenm.201600285,10.1002_aenm.201600285,x_time_h,Fig6_whole_stability_performance_curve_pce,Fig6,Series_2,PC[70]BM_Al,x_time_h/10.1002_aenm.201600285/Fig6_whole_stability_performance_curve_pce/accepted/10.1002_aenm.201600285__Fig6__whole__stability_performance_curve_pce__PC[70]BM_Al__Series_2.csv,99.68172329542143,13.750255584716797,Q5,Q5,absolute
764,747,10.1002/aenm.201701688,10.1002_aenm.201701688,x_time_h,Fig4_F_device_structure,Fig4_F,Series_2,PEDOT_PSS,x_time_h/10.1002_aenm.201701688/Fig4_F_device_structure/accepted/10.1002_aenm.201701688__Fig4__F__device_structure__PEDOT_PSS__Series_2.csv,12.728999666483759,25.92330551147461,Q5,Q1,absolute
768,751,10.1002/aenm.201901726,10.1002_aenm.201901726,x_time_h,Fig6_E_stability_performance_curve_pce_pattern,Fig6_E,Series_2,control_device,x_time_h/10.1002_aenm.201901726/Fig6_E_stability_performance_curve_pce_pattern/accepted/10.1002_aenm.201901726__Fig6__E__stability_performance_curve_pce_pattern__control_device__Series_2.csv,0.9652948177899301,22.417247772216797,Q1,n/a,pre-normalised
774,757,10.1002/aenm.201902472,10.1002_aenm.201902472,x_time_h,Fig5_C_stability_performance_curve,Fig5_C,Series_1,UVCA_without_Paraffin,x_time_h/10.1002_aenm.201902472/Fig5_C_stability_performance_curve/accepted/10.1002_aenm.201902472__Fig5__C__stability_performance_curve__UVCA_without_Paraffin__Series_1.csv,1.0288638714424894,17.50836944580078,Q4,n/a,pre-normalised
776,759,10.1002/aenm.201902653,10.1002_aenm.201902653,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_2,Perovskite,x_time_h/10.1002_aenm.201902653/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.201902653__Fig5__E__stability_performance_curve_pce__Perovskite__Series_2.csv,19.226103996891254,25.295108795166016,Q5,Q4,absolute
779,762,10.1002/aenm.201903751,10.1002_aenm.201903751,x_time_h,Fig4_F_stability,Fig4_F,Series_1,MAPbl3,x_time_h/10.1002_aenm.201903751/Fig4_F_stability/accepted/10.1002_aenm.201903751__Fig4__F__stability__MAPbl3__Series_1.csv,1.005512223803151,23.802095413208008,Q4,n/a,pre-normalised
782,765,10.1002/aenm.202000694,10.1002_aenm.202000694,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_2,MAPbI₃,x_time_h/10.1002_aenm.202000694/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.202000694__Fig5__E__stability_performance_curve_pce__MAPbI₃__Series_2.csv,0.9939025346515069,18.37920570373535,Q1,n/a,pre-normalised
792,775,10.1002/aenm.202003301,10.1002_aenm.202003301,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_2,o-Control,x_time_h/10.1002_aenm.202003301/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.202003301__Fig5__E__stability_performance_curve_pce__o-Control__Series_2.csv,1.0075357732621775,21.290719985961914,Q4,n/a,pre-normalised
793,776,10.1002/aenm.202003301,10.1002_aenm.202003301,x_time_h,Fig5_F_mppt_stability_performance_curve_pce,Fig5_F,Series_2,o-Control,x_time_h/10.1002_aenm.202003301/Fig5_F_mppt_stability_performance_curve_pce/accepted/10.1002_aenm.202003301__Fig5__F__mppt_stability_performance_curve_pce__o-Control__Series_2.csv,1.0049392076802466,24.675697326660156,Q4,n/a,pre-normalised
795,778,10.1002/aenm.202100529,10.1002_aenm.202100529,x_time_h,Fig6_I_stability_performance_curve_pce,Fig6_I,Series_2,Control,x_time_h/10.1002_aenm.202100529/Fig6_I_stability_performance_curve_pce/accepted/10.1002_aenm.202100529__Fig6__I__stability_performance_curve_pce__Control__Series_2.csv,0.9885339990567628,16.217023849487305,Q1,n/a,pre-normalised
802,785,10.1002/aenm.202301066,10.1002_aenm.202301066,x_time_h,Fig4_D_stability_performance_curve_pce,Fig4_D,Series_1,With_NMAI,x_time_h/10.1002_aenm.202301066/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.202301066__Fig4__D__stability_performance_curve_pce__With_NMAI__Series_1.csv,0.9980964461570929,26.394855499267578,Q2,n/a,pre-normalised
803,786,10.1002/aenm.202301066,10.1002_aenm.202301066,x_time_h,Fig4_D_stability_performance_curve_pce,Fig4_D,Series_3,Control,x_time_h/10.1002_aenm.202301066/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.202301066__Fig4__D__stability_performance_curve_pce__Control__Series_3.csv,0.9931537143312807,22.897506713867188,Q1,n/a,pre-normalised
804,787,10.1002/aenm.202302169,10.1002_aenm.202302169,x_time_h,Fig5_A_stability_performance_curve_spectrum,Fig5_A,Series_1,Control_(initial_PCE_20.15%),x_time_h/10.1002_aenm.202302169/Fig5_A_stability_performance_curve_spectrum/accepted/10.1002_aenm.202302169__Fig5__A__stability_performance_curve_spectrum__Control_(initial_PCE_20.15%)__Series_1.csv,0.9719489689399696,19.08845329284668,Q1,n/a,pre-normalised
806,789,10.1002/aenm.202302169,10.1002_aenm.202302169,x_time_h,Fig5_C_stability_performance_curve_pce,Fig5_C,Series_1,Control_(initial_PCE_21.02%),x_time_h/10.1002_aenm.202302169/Fig5_C_stability_performance_curve_pce/accepted/10.1002_aenm.202302169__Fig5__C__stability_performance_curve_pce__Control_(initial_PCE_21.02%)__Series_1.csv,1.0205903629767055,29.439146041870117,Q4,n/a,pre-normalised
807,790,10.1002/anie.201800816,10.1002_anie.201800816,x_time_h,Fig2_D_jv_curve_stability_performance,Fig2_D,Series_2,e-LiTFSI,x_time_h/10.1002_anie.201800816/Fig2_D_jv_curve_stability_performance/accepted/10.1002_anie.201800816__Fig2__D__jv_curve_stability_performance__e-LiTFSI__Series_2.csv,17.2718437300091,10.13473892211914,Q5,Q3,absolute
809,792,10.1002/anie.201904195,10.1002_anie.201904195,x_time_h,Fig4_A_stability_performance_curve,Fig4_A,Series_2,PDI-C60_in_ambient,x_time_h/10.1002_anie.201904195/Fig4_A_stability_performance_curve/accepted/10.1002_anie.201904195__Fig4__A__stability_performance_curve__PDI-C60_in_ambient__Series_2.csv,0.9986720594312137,20.45564079284668,Q2,n/a,pre-normalised
818,800,10.1002/anie.202410069,10.1002_anie.202410069,x_time_h,Fig4_E_stability_performance_curve_pce,Fig4_E,Series_1,Control,x_time_h/10.1002_anie.202410069/Fig4_E_stability_performance_curve_pce/accepted/10.1002_anie.202410069__Fig4__E__stability_performance_curve_pce__Control__Series_1.csv,0.9707368328306726,26.708866119384766,Q1,n/a,pre-normalised
820,801,10.1002/anie.202505470,10.1002_anie.202505470,x_time_h,Fig6_D_stability_performance_curve,Fig6_D,Series_1,Control,x_time_h/10.1002_anie.202505470/Fig6_D_stability_performance_curve/accepted/10.1002_anie.202505470__Fig6__D__stability_performance_curve__Control__Series_1.csv,0.9979654760149834,18.148082733154297,Q2,n/a,pre-normalised
829,810,10.1002/cssc.201900106,10.1002_cssc.201900106,x_time_h,Fig6_C_stability_performance_curve_pce,Fig6_C,Series_1,W_Ot-BAI,x_time_h/10.1002_cssc.201900106/Fig6_C_stability_performance_curve_pce/accepted/10.1002_cssc.201900106__Fig6__C__stability_performance_curve_pce__W_Ot-BAI__Series_1.csv,1.0052057618962151,27.281702041625977,Q4,n/a,pre-normalised
832,813,10.1002/cssc.201902488,10.1002_cssc.201902488,x_time_h,Fig6_A_stability_performance_curve_pce,Fig6_A,Series_2,With_ttfa,x_time_h/10.1002_cssc.201902488/Fig6_A_stability_performance_curve_pce/accepted/10.1002_cssc.201902488__Fig6__A__stability_performance_curve_pce__With_ttfa__Series_2.csv,1.0087102657947358,17.47661781311035,Q4,n/a,pre-normalised
833,814,10.1002/cssc.201903216,10.1002_cssc.201903216,x_time_h,Fig5_C_stability_performance_curve_pce,Fig5_C,Series_1,Control,x_time_h/10.1002_cssc.201903216/Fig5_C_stability_performance_curve_pce/accepted/10.1002_cssc.201903216__Fig5__C__stability_performance_curve_pce__Control__Series_1.csv,0.9968169369640457,19.71564292907715,Q2,n/a,pre-normalised
843,824,10.1002/ente.202000224,10.1002_ente.202000224,x_time_h,Fig5_C_stability_performance_curve_pce,Fig5_C,Series_1,Control,x_time_h/10.1002_ente.202000224/Fig5_C_stability_performance_curve_pce/accepted/10.1002_ente.202000224__Fig5__C__stability_performance_curve_pce__Control__Series_1.csv,1.0057229087138209,28.242528915405273,Q4,n/a,pre-normalised
849,830,10.1002/smll.201904372,10.1002_smll.201904372,x_time_h,Fig6_A_stability_performance_curve_pce,Fig6_A,Series_1,MAPbI₃,x_time_h/10.1002_smll.201904372/Fig6_A_stability_performance_curve_pce/accepted/10.1002_smll.201904372__Fig6__A__stability_performance_curve_pce__MAPbI₃__Series_1.csv,0.9975914740413139,23.546552658081055,Q2,n/a,pre-normalised
851,832,10.1002/smll.201904399,10.1002_smll.201904399,x_time_h,Fig6_B_stability,Fig6_B,Series_1,P3HT_Li+TBP,x_time_h/10.1002_smll.201904399/Fig6_B_stability/accepted/10.1002_smll.201904399__Fig6__B__stability__P3HT_Li+TBP__Series_1.csv,1.00103440747047,21.867734909057617,Q3,n/a,pre-normalised
857,838,10.1002/smll.202005246,10.1002_smll.202005246,x_time_h,Fig5_A_stability_performance_curve_pce,Fig5_A,Series_1,Series_1,x_time_h/10.1002_smll.202005246/Fig5_A_stability_performance_curve_pce/accepted/10.1002_smll.202005246__Fig5__A__stability_performance_curve_pce__Series_1__Series_1.csv,1.0039411890289511,16.682153701782227,Q3,n/a,pre-normalised
861,842,10.1002/smll.202101902,10.1002_smll.202101902,x_time_h,Fig7_A_stability_performance_curve_pce,Fig7_A,Series_1,Spiro-OMeTAD,x_time_h/10.1002_smll.202101902/Fig7_A_stability_performance_curve_pce/accepted/10.1002_smll.202101902__Fig7__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,1.0192787638994538,20.53277587890625,Q4,n/a,pre-normalised
878,859,10.1002/solr.201900030,10.1002_solr.201900030,x_time_h,Fig6_C_stability_performance_curve_pce,Fig6_C,Series_2,MAPbI_3,x_time_h/10.1002_solr.201900030/Fig6_C_stability_performance_curve_pce/accepted/10.1002_solr.201900030__Fig6__C__stability_performance_curve_pce__MAPbI_3__Series_2.csv,1.0024498371813715,29.11529541015625,Q3,n/a,pre-normalised
879,860,10.1002/solr.201900072,10.1002_solr.201900072,x_time_h,Fig6_A_stability_performance_curve_pce,Fig6_A,Series_1,WoTPFPB,x_time_h/10.1002_solr.201900072/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.201900072__Fig6__A__stability_performance_curve_pce__WoTPFPB__Series_1.csv,0.9969516386149836,29.999845504760742,Q2,n/a,pre-normalised
881,862,10.1002/solr.201900091,10.1002_solr.201900091,x_time_h,Fig5_A_xps_spectrum_stability_performance_curve,Fig5_A,Series_2,wo,x_time_h/10.1002_solr.201900091/Fig5_A_xps_spectrum_stability_performance_curve/accepted/10.1002_solr.201900091__Fig5__A__xps_spectrum_stability_performance_curve__wo__Series_2.csv,1.002730726239516,27.28612518310547,Q3,n/a,pre-normalised
884,865,10.1002/solr.201900167,10.1002_solr.201900167,x_time_h,Fig4_D_stability_performance_curve,Fig4_D,Series_2,M&C-TiO₂,x_time_h/10.1002_solr.201900167/Fig4_D_stability_performance_curve/accepted/10.1002_solr.201900167__Fig4__D__stability_performance_curve__M&C-TiO₂__Series_2.csv,17.848856866306527,15.73304557800293,Q5,Q3,absolute
893,874,10.1002/solr.201900345,10.1002_solr.201900345,x_time_h,Fig5_A_pce,Fig5_A,Series_3,PEV+2mg_ml_N719,x_time_h/10.1002_solr.201900345/Fig5_A_pce/accepted/10.1002_solr.201900345__Fig5__A__pce__PEV+2mg_ml_N719__Series_3.csv,1.000867686917064,30.503957748413086,Q2,n/a,pre-normalised
897,878,10.1002/solr.201900529,10.1002_solr.201900529,x_time_h,Fig6_A_stability_performance_curve_pce,Fig6_A,Series_2,MAPbI₃,x_time_h/10.1002_solr.201900529/Fig6_A_stability_performance_curve_pce/accepted/10.1002_solr.201900529__Fig6__A__stability_performance_curve_pce__MAPbI₃__Series_2.csv,1.0001817733258196,17.77428436279297,Q2,n/a,pre-normalised
898,879,10.1002/solr.202000011,10.1002_solr.202000011,x_time_h,Fig5_E_jv_curve_stability_performance_pce,Fig5_E,Series_1,Puv-polyTPD,x_time_h/10.1002_solr.202000011/Fig5_E_jv_curve_stability_performance_pce/accepted/10.1002_solr.202000011__Fig5__E__jv_curve_stability_performance_pce__Puv-polyTPD__Series_1.csv,1.0169601435857731,27.884977340698242,Q4,n/a,pre-normalised
907,888,10.1002/solr.202000621,10.1002_solr.202000621,x_time_h,Fig6_B_stability_performance_curve_pce,Fig6_B,Series_3,MAPbl3,x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPbl3__Series_3.csv,99.92739067108118,40.54740524291992,Q5,Q5,absolute
915,896,10.1002/solr.202100040,10.1002_solr.202100040,x_time_h,Fig6_D_pce,Fig6_D,Series_2,Reference,x_time_h/10.1002_solr.202100040/Fig6_D_pce/accepted/10.1002_solr.202100040__Fig6__D__pce__Reference__Series_2.csv,1.0011120164216627,33.32836151123047,Q3,n/a,pre-normalised
917,898,10.1002/solr.202100178,10.1002_solr.202100178,x_time_h,Fig3_E_mppt_stability_performance_curve_pce_jsc,Fig3_E,Series_1,Control,x_time_h/10.1002_solr.202100178/Fig3_E_mppt_stability_performance_curve_pce_jsc/accepted/10.1002_solr.202100178__Fig3__E__mppt_stability_performance_curve_pce_jsc__Control__Series_1.csv,1.0036029044844557,31.644731521606445,Q3,n/a,pre-normalised
922,903,10.1002/solr.202100320,10.1002_solr.202100320,x_time_h,Fig7_F_stability_performance_curve_pce_pattern,Fig7_F,Series_1,Control,x_time_h/10.1002_solr.202100320/Fig7_F_stability_performance_curve_pce_pattern/accepted/10.1002_solr.202100320__Fig7__F__stability_performance_curve_pce_pattern__Control__Series_1.csv,1.000374510719734,27.011526107788086,Q2,n/a,pre-normalised
927,908,10.1002/solr.202100622,10.1002_solr.202100622,x_time_h,Fig3_C_stability_performance_curve_pce_eqe,Fig3_C,Series_1,Spiro-OMeTAD,x_time_h/10.1002_solr.202100622/Fig3_C_stability_performance_curve_pce_eqe/accepted/10.1002_solr.202100622__Fig3__C__stability_performance_curve_pce_eqe__Spiro-OMeTAD__Series_1.csv,0.9888205560122904,27.806901931762695,Q1,n/a,pre-normalised
928,909,10.1002/solr.202100712,10.1002_solr.202100712,x_time_h,Fig6_B_stability_performance_curve,Fig6_B,Series_1,CF₃BZA-Br,x_time_h/10.1002_solr.202100712/Fig6_B_stability_performance_curve/accepted/10.1002_solr.202100712__Fig6__B__stability_performance_curve__CF₃BZA-Br__Series_1.csv,1.0182448884109858,13.612765312194824,Q4,n/a,pre-normalised
929,910,10.1002/solr.202100712,10.1002_solr.202100712,x_time_h,Fig6_B_stability_performance_curve,Fig6_B,Series_2,Pristine,x_time_h/10.1002_solr.202100712/Fig6_B_stability_performance_curve/accepted/10.1002_solr.202100712__Fig6__B__stability_performance_curve__Pristine__Series_2.csv,0.9801895640391303,27.18425941467285,Q1,n/a,pre-normalised
932,913,10.1002/solr.202101103,10.1002_solr.202101103,x_time_h,Fig7_A_pce,Fig7_A,Series_3,MAPbI₃,x_time_h/10.1002_solr.202101103/Fig7_A_pce/accepted/10.1002_solr.202101103__Fig7__A__pce__MAPbI₃__Series_3.csv,0.9758874905909494,21.938228607177734,Q1,n/a,pre-normalised
934,915,10.1002/solr.202101103,10.1002_solr.202101103,x_time_h,Fig7_C_pce,Fig7_C,Series_3,MAPb₃,x_time_h/10.1002_solr.202101103/Fig7_C_pce/accepted/10.1002_solr.202101103__Fig7__C__pce__MAPb₃__Series_3.csv,0.9846752237566276,21.602344512939453,Q1,n/a,pre-normalised
937,918,10.1007/s11426-020-9741-1,10.1007_s11426-020-9741-1,x_time_h,Fig5_D_stability_performance_curve_pce,Fig5_D,Series_1,BDT-TPA-sTPA,x_time_h/10.1007_s11426-020-9741-1/Fig5_D_stability_performance_curve_pce/accepted/10.1007_s11426-020-9741-1__Fig5__D__stability_performance_curve_pce__BDT-TPA-sTPA__Series_1.csv,1.0166182033910687,15.985357284545898,Q4,n/a,pre-normalised
938,919,10.1007/s11426-020-9866-6,10.1007_s11426-020-9866-6,x_time_h,Fig4_A_stability_performance_curve_pce,Fig4_A,Series_1,pristine_PSCs,x_time_h/10.1007_s11426-020-9866-6/Fig4_A_stability_performance_curve_pce/accepted/10.1007_s11426-020-9866-6__Fig4__A__stability_performance_curve_pce__pristine_PSCs__Series_1.csv,1.0223275480566982,19.85710906982422,Q4,n/a,pre-normalised
939,920,10.1007/s11426-020-9866-6,10.1007_s11426-020-9866-6,x_time_h,Fig4_B_stability_performance_curve_pce,Fig4_B,Series_2,pristine_PsCs,x_time_h/10.1007_s11426-020-9866-6/Fig4_B_stability_performance_curve_pce/accepted/10.1007_s11426-020-9866-6__Fig4__B__stability_performance_curve_pce__pristine_PsCs__Series_2.csv,1.0086507230947177,29.828189849853516,Q4,n/a,pre-normalised
941,922,10.1007/s11426-021-1075-7,10.1007_s11426-021-1075-7,x_time_h,Fig5_A_stability_performance_curve,Fig5_A,Series_2,BAI,x_time_h/10.1007_s11426-021-1075-7/Fig5_A_stability_performance_curve/accepted/10.1007_s11426-021-1075-7__Fig5__A__stability_performance_curve__BAI__Series_2.csv,1.0072774202646149,35.486167907714844,Q4,n/a,pre-normalised
942,923,10.1007/s12200-023-00103-1,10.1007_s12200-023-00103-1,x_time_h,Fig4_A_stability_performance_curve,Fig4_A,Series_1,Control,x_time_h/10.1007_s12200-023-00103-1/Fig4_A_stability_performance_curve/accepted/10.1007_s12200-023-00103-1__Fig4__A__stability_performance_curve__Control__Series_1.csv,0.9993428984371159,33.85226821899414,Q2,n/a,pre-normalised
945,926,10.1007/s12598-020-01595-y,10.1007_s12598-020-01595-y,x_time_h,Fig4_whole_stability,Fig4,Series_1,Device_B,x_time_h/10.1007_s12598-020-01595-y/Fig4_whole_stability/accepted/10.1007_s12598-020-01595-y__Fig4__whole__stability__Device_B__Series_1.csv,0.9305084792533933,27.200103759765625,Q1,n/a,pre-normalised
946,927,10.1007/s12598-020-01641-9,10.1007_s12598-020-01641-9,x_time_h,Fig6_F_cv_curve_stability_performance_pce,Fig6_F,Series_2,PEDOT_PSS,x_time_h/10.1007_s12598-020-01641-9/Fig6_F_cv_curve_stability_performance_pce/accepted/10.1007_s12598-020-01641-9__Fig6__F__cv_curve_stability_performance_pce__PEDOT_PSS__Series_2.csv,1.0662198147354003,31.213729858398438,Q5,n/a,pre-normalised
948,929,10.1007/s40820-020-00509-y,10.1007_s40820-020-00509-y,x_time_h,Fig5_A_stability_performance_curve,Fig5_A,Series_2,Ref,x_time_h/10.1007_s40820-020-00509-y/Fig5_A_stability_performance_curve/accepted/10.1007_s40820-020-00509-y__Fig5__A__stability_performance_curve__Ref__Series_2.csv,0.9968999267736286,26.51308822631836,Q2,n/a,pre-normalised
962,943,10.1007/s40820-024-01538-7,10.1007_s40820-024-01538-7,x_time_h,Fig5_D_mppt_stability_performance_curve_pce,Fig5_D,Series_2,Control,x_time_h/10.1007_s40820-024-01538-7/Fig5_D_mppt_stability_performance_curve_pce/accepted/10.1007_s40820-024-01538-7__Fig5__D__mppt_stability_performance_curve_pce__Control__Series_2.csv,1.0113785220953582,18.864805221557617,Q4,n/a,pre-normalised
966,947,10.1007/s40843-020-1383-3,10.1007_s40843-020-1383-3,x_time_h,Fig7_B_stability_performance_curve_voc,Fig7_B,Series_2,EACI-0%,x_time_h/10.1007_s40843-020-1383-3/Fig7_B_stability_performance_curve_voc/accepted/10.1007_s40843-020-1383-3__Fig7__B__stability_performance_curve_voc__EACI-0%__Series_2.csv,99.61668143334931,20.414846420288086,Q5,Q5,absolute
968,949,10.1007/s40843-020-1581-4,10.1007_s40843-020-1581-4,x_time_h,Fig4_D_stability_performance_curve,Fig4_D,Series_2,Sn-control-1,x_time_h/10.1007_s40843-020-1581-4/Fig4_D_stability_performance_curve/accepted/10.1007_s40843-020-1581-4__Fig4__D__stability_performance_curve__Sn-control-1__Series_2.csv,1.003967127543519,25.487131118774414,Q3,n/a,pre-normalised
969,950,10.1007/s40843-020-1581-4,10.1007_s40843-020-1581-4,x_time_h,Fig4_D_stability_performance_curve,Fig4_D,Series_3,Sn-control-2,x_time_h/10.1007_s40843-020-1581-4/Fig4_D_stability_performance_curve/accepted/10.1007_s40843-020-1581-4__Fig4__D__stability_performance_curve__Sn-control-2__Series_3.csv,1.0015091483000451,26.8651065826416,Q3,n/a,pre-normalised
973,954,10.1016/j.apsusc.2019.04.069,10.1016_j.apsusc.2019.04.069,x_time_h,Fig7_E_stability_performance_curve_pce,Fig7_E,Series_2,"MAPbI,_without_TBP","x_time_h/10.1016_j.apsusc.2019.04.069/Fig7_E_stability_performance_curve_pce/accepted/10.1016_j.apsusc.2019.04.069__Fig7__E__stability_performance_curve_pce__MAPbI,_without_TBP__Series_2.csv",102.0772601043107,15.144676208496094,Q5,Q5,absolute
974,955,10.1016/j.apsusc.2021.150153,10.1016_j.apsusc.2021.150153,x_time_h,Fig7_whole_stability,Fig7,Series_3,MAPbI3(spin-coating),x_time_h/10.1016_j.apsusc.2021.150153/Fig7_whole_stability/accepted/10.1016_j.apsusc.2021.150153__Fig7__whole__stability__MAPbI3(spin-coating)__Series_3.csv,1.004833156347375,33.536563873291016,Q3,n/a,pre-normalised
979,960,10.1016/j.cej.2020.126152,10.1016_j.cej.2020.126152,x_time_h,Fig5_C_stability_performance_curve,Fig5_C,Series_1,Pristine,x_time_h/10.1016_j.cej.2020.126152/Fig5_C_stability_performance_curve/accepted/10.1016_j.cej.2020.126152__Fig5__C__stability_performance_curve__Pristine__Series_1.csv,1.0037835644909754,25.872028350830078,Q3,n/a,pre-normalised
980,961,10.1016/j.cej.2020.126152,10.1016_j.cej.2020.126152,x_time_h,Fig5_C_stability_performance_curve_2,Fig5_C,Series_2,Pristine,x_time_h/10.1016_j.cej.2020.126152/Fig5_C_stability_performance_curve_2/accepted/10.1016_j.cej.2020.126152__Fig5__C__stability_performance_curve_2__Pristine__Series_2.csv,1.0047056187906191,25.772964477539062,Q3,n/a,pre-normalised
990,971,10.1016/j.cej.2020.127328,10.1016_j.cej.2020.127328,x_time_h,Fig2_F_stability_performance_curve_pce,Fig2_F,Series_1,PSCs_with_pristine_HTM,x_time_h/10.1016_j.cej.2020.127328/Fig2_F_stability_performance_curve_pce/accepted/10.1016_j.cej.2020.127328__Fig2__F__stability_performance_curve_pce__PSCs_with_pristine_HTM__Series_1.csv,0.9981038468266179,21.82682228088379,Q2,n/a,pre-normalised
995,976,10.1016/j.cej.2021.129678,10.1016_j.cej.2021.129678,x_time_h,Fig6_D_stability_performance_curve,Fig6_D,Series_1,10.0_0.0,x_time_h/10.1016_j.cej.2021.129678/Fig6_D_stability_performance_curve/accepted/10.1016_j.cej.2021.129678__Fig6__D__stability_performance_curve__10.0_0.0__Series_1.csv,1.0460524667298452,17.912763595581055,Q4,n/a,pre-normalised
1002,982,10.1016/j.cej.2021.131185,10.1016_j.cej.2021.131185,x_time_h,Fig7_B_stability_performance_curve,Fig7_B,Series_3,3D,x_time_h/10.1016_j.cej.2021.131185/Fig7_B_stability_performance_curve/accepted/10.1016_j.cej.2021.131185__Fig7__B__stability_performance_curve__3D__Series_3.csv,0.9966854975316654,23.51182746887207,Q2,n/a,pre-normalised
1003,983,10.1016/j.cej.2021.131499,10.1016_j.cej.2021.131499,x_time_h,Fig5_B_stability_performance_curve_pce,Fig5_B,Series_1,planar-M_CcO,x_time_h/10.1016_j.cej.2021.131499/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.cej.2021.131499__Fig5__B__stability_performance_curve_pce__planar-M_CcO__Series_1.csv,0.9992570227366361,15.8768892288208,Q2,n/a,pre-normalised
1005,985,10.1016/j.cej.2021.131609,10.1016_j.cej.2021.131609,x_time_h,Fig8_whole_figure,Fig8,Series_1,doped_spiro-OMeTAD_with_TABC-coated,x_time_h/10.1016_j.cej.2021.131609/Fig8_whole_figure/accepted/10.1016_j.cej.2021.131609__Fig8__whole__figure__doped_spiro-OMeTAD_with_TABC-coated__Series_1.csv,0.8815730274096529,21.218914031982422,Q1,n/a,pre-normalised
1007,987,10.1016/j.cej.2022.139047,10.1016_j.cej.2022.139047,x_time_h,Fig5_H_stability_performance_curve,Fig5_H,Series_2,Pristine,x_time_h/10.1016_j.cej.2022.139047/Fig5_H_stability_performance_curve/accepted/10.1016_j.cej.2022.139047__Fig5__H__stability_performance_curve__Pristine__Series_2.csv,99.43325142492499,14.59857177734375,Q5,Q5,absolute
1012,992,10.1016/j.dyepig.2019.01.002,10.1016_j.dyepig.2019.01.002,x_time_h,Fig4_A_stability_performance_curve_pce,Fig4_A,Series_1,P3HT,x_time_h/10.1016_j.dyepig.2019.01.002/Fig4_A_stability_performance_curve_pce/accepted/10.1016_j.dyepig.2019.01.002__Fig4__A__stability_performance_curve_pce__P3HT__Series_1.csv,1.0038615862244487,20.803159713745117,Q3,n/a,pre-normalised
1014,994,10.1016/j.dyepig.2020.108301,10.1016_j.dyepig.2020.108301,x_time_h,Fig6_C_stability_performance_curve,Fig6_C,Series_3,Spiro-OMeTAD,x_time_h/10.1016_j.dyepig.2020.108301/Fig6_C_stability_performance_curve/accepted/10.1016_j.dyepig.2020.108301__Fig6__C__stability_performance_curve__Spiro-OMeTAD__Series_3.csv,0.994018133277921,23.859703063964844,Q1,n/a,pre-normalised
