time_h,normalised_pce
0.0,0.999562
0.1667,0.999239
0.3333,0.998903
0.5,0.998552
0.6667,0.998188
0.8333,0.997809
1.0,0.997416
1.1667,0.997009
1.3333,0.996588
1.5,0.996153
1.6667,0.995704
1.8333,0.99524
2.0,0.994763
2.1667,0.994271
2.3333,0.993766
2.5,0.993246
2.6667,0.992713
2.8333,0.992165
3.0,0.991603
3.1667,0.991027
3.3333,0.990437
3.5,0.989833
3.6667,0.989215
3.8333,0.988583
4.0,0.987936
4.1667,0.987276
4.3333,0.986602
4.5,0.985913
4.6667,0.98521
4.8333,0.984494
5.0,0.983763
5.1667,0.983018
5.3333,0.982259
5.5,0.981486
5.6667,0.980699
5.8333,0.979898
6.0,0.979
6.1667,0.978091
6.3333,0.97717
6.5,0.97624
6.6667,0.975299
6.8333,0.974348
7.0,0.973389
7.1667,0.972421
7.3333,0.971444
7.5,0.97046
7.6667,0.969467
7.8333,0.968469
8.0,0.967464
8.1667,0.966453
8.3333,0.965437
8.5,0.964416
8.6667,0.963391
8.8333,0.962363
9.0,0.961331
9.1667,0.960297
9.3333,0.95926
9.5,0.958222
9.6667,0.957184
9.8333,0.956146
10.0,0.95511
10.1667,0.954075
10.3333,0.95304
10.5,0.952005
10.6667,0.95097
10.8333,0.949935
11.0,0.948901
11.1667,0.947867
11.3333,0.946833
11.5,0.945799
11.6667,0.944764
11.8333,0.943729
12.0,0.942695
12.1667,0.941663
12.3333,0.940631
12.5,0.9396
12.6667,0.938569
12.8333,0.937539
13.0,0.936509
13.1667,0.93548
13.3333,0.934453
13.5,0.933426
13.6667,0.932399
13.8333,0.931373
14.0,0.930348
14.1667,0.929323
14.3333,0.928299
14.5,0.927276
14.6667,0.926254
14.8333,0.925232
15.0,0.924211
15.1667,0.923192
15.3333,0.922174
15.5,0.921158
15.6667,0.920142
15.8333,0.919128
16.0,0.918115
16.1667,0.917102
16.3333,0.916091
16.5,0.91508
16.6667,0.91407
16.8333,0.913061
17.0,0.912053
17.1667,0.911047
17.3333,0.910042
17.5,0.909038
17.6667,0.908035
17.8333,0.907033
18.0,0.906033
18.1667,0.905034
18.3333,0.904035
18.5,0.903037
18.6667,0.902039
18.8333,0.90104
19.0,0.90004
19.1667,0.899039
19.3333,0.898035
19.5,0.89703
19.6667,0.896021
19.8333,0.89501
20.0,0.893996
20.1667,0.892978
20.3333,0.891957
20.5,0.890931
20.6667,0.889901
20.8333,0.888866
21.0,0.887827
21.1667,0.886782
21.3333,0.885733
21.5,0.884678
21.6667,0.883617
21.8333,0.882551
22.0,0.881479
22.1667,0.880402
22.3333,0.879319
22.5,0.878231
22.6667,0.877137
22.8333,0.876037
23.0,0.874932
23.1667,0.873822
23.3333,0.872707
23.5,0.871586
23.6667,0.870462
23.8333,0.869333
24.0,0.868199
24.1667,0.86706
24.3333,0.865916
24.5,0.864769
24.6667,0.863617
24.8333,0.862461
25.0,0.861301
25.1667,0.860138
25.3333,0.858972
25.5,0.857803
25.6667,0.856632
25.8333,0.855458
26.0,0.854282
26.1667,0.853103
26.3333,0.851923
26.5,0.850741
26.6667,0.849557
26.8333,0.848372
27.0,0.847186
27.1667,0.845998
27.3333,0.844809
27.5,0.843619
27.6667,0.842429
27.8333,0.841238
28.0,0.840047
28.1667,0.838857
28.3333,0.837666
28.5,0.836477
28.6667,0.835288
28.8333,0.834099
29.0,0.83291
29.1667,0.831722
29.3333,0.830534
29.5,0.829346
29.6667,0.828157
29.8333,0.826968
30.0,0.825777
30.1667,0.824586
30.3333,0.823393
30.5,0.822199
30.6667,0.821004
30.8333,0.819807
31.0,0.818609
31.1667,0.817408
31.3333,0.816207
31.5,0.815003
31.6667,0.813797
31.8333,0.81259
32.0,0.811381
32.1667,0.81017
32.3333,0.808957
32.5,0.807743
32.6667,0.806527
32.8333,0.805309
33.0,0.804089
33.1667,0.802868
33.3333,0.801646
33.5,0.800422
33.6667,0.799197
33.8333,0.797971
34.0,0.796744
34.1667,0.795516
34.3333,0.794288
34.5,0.793058
34.6667,0.791829
34.8333,0.790598
35.0,0.789367
35.1667,0.788136
35.3333,0.786905
35.5,0.785674
35.6667,0.784443
35.8333,0.783211
36.0,0.78198
36.1667,0.780749
36.3333,0.779519
36.5,0.778289
36.6667,0.777059
36.8333,0.77583
37.0,0.774602
37.1667,0.773374
37.3333,0.772147
37.5,0.770921
37.6667,0.769696
37.8333,0.768472
38.0,0.76725
38.1667,0.766028
38.3333,0.764809
38.5,0.76359
38.6667,0.762374
38.8333,0.761159
39.0,0.759946
39.1667,0.758735
39.3333,0.757526
39.5,0.756319
39.6667,0.755114
39.8333,0.753911
40.0,0.75271
40.1667,0.751512
40.3333,0.750315
40.5,0.749121
40.6667,0.747929
40.8333,0.746739
41.0,0.745551
41.1667,0.744365
41.3333,0.743182
41.5,0.742
41.6667,0.74082
41.8333,0.739642
42.0,0.738466
42.1667,0.737291
42.3333,0.736119
42.5,0.734948
42.6667,0.733779
42.8333,0.732612
43.0,0.731446
43.1667,0.730283
43.3333,0.729121
43.5,0.727962
43.6667,0.726804
43.8333,0.725648
44.0,0.724495
44.1667,0.723344
44.3333,0.722195
44.5,0.721048
44.6667,0.719904
44.8333,0.718763
45.0,0.717625
45.1667,0.716489
45.3333,0.715356
45.5,0.714226
45.6667,0.7131
45.8333,0.711976
46.0,0.710856
46.1667,0.709739
46.3333,0.708626
46.5,0.707516
46.6667,0.70641
46.8333,0.705308
47.0,0.70421
47.1667,0.703115
47.3333,0.702025
47.5,0.700939
47.6667,0.699856
47.8333,0.698778
48.0,0.697704
48.1667,0.696634
48.3333,0.695568
48.5,0.694506
48.6667,0.693449
48.8333,0.692395
49.0,0.691346
49.1667,0.690301
49.3333,0.68926
49.5,0.688223
49.6667,0.687191
49.8333,0.686162
50.0,0.685138
50.1667,0.684117
50.3333,0.683101
50.5,0.682088
50.6667,0.681079
50.8333,0.680073
51.0,0.679071
51.1667,0.678072
51.3333,0.677076
51.5,0.676084
51.6667,0.675094
51.8333,0.674106
52.0,0.673121
52.1667,0.672139
52.3333,0.671158
52.5,0.67018
52.6667,0.669203
52.8333,0.668227
53.0,0.667253
53.1667,0.666279
53.3333,0.665307
53.5,0.664336
53.6667,0.663365
53.8333,0.662396
54.0,0.661427
54.1667,0.660459
54.3333,0.659491
54.5,0.658524
54.6667,0.657558
54.8333,0.656593
55.0,0.655629
55.1667,0.654665
55.3333,0.653702
55.5,0.652741
55.6667,0.65178
55.8333,0.65082
56.0,0.649861
56.1667,0.648903
56.3333,0.647947
56.5,0.646991
56.6667,0.646036
56.8333,0.645082
57.0,0.64413
57.1667,0.643179
57.3333,0.642228
57.5,0.641279
57.6667,0.640332
57.8333,0.639385
58.0,0.63844
58.1667,0.637495
58.3333,0.636552
58.5,0.63561
58.6667,0.634669
58.8333,0.633729
59.0,0.63279
59.1667,0.631853
59.3333,0.630916
59.5,0.629981
59.6667,0.629047
59.8333,0.628114
60.0,0.627182
60.1667,0.626251
60.3333,0.625322
60.5,0.624394
60.6667,0.623467
60.8333,0.622541
61.0,0.621617
61.1667,0.620694
61.3333,0.619772
61.5,0.618851
61.6667,0.617932
61.8333,0.617014
62.0,0.616098
62.1667,0.615183
62.3333,0.614269
62.5,0.613357
62.6667,0.612446
62.8333,0.611536
63.0,0.610628
63.1667,0.609721
63.3333,0.608816
63.5,0.607912
63.6667,0.607009
63.8333,0.606108
64.0,0.605208
64.1667,0.60431
64.3333,0.603413
64.5,0.602517
64.6667,0.601624
64.8333,0.600732
65.0,0.599842
65.1667,0.598954
65.3333,0.598068
65.5,0.597184
65.6667,0.596302
65.8333,0.595423
66.0,0.594546
66.1667,0.593671
66.3333,0.592799
66.5,0.59193
66.6667,0.591063
66.8333,0.590198
67.0,0.589337
67.1667,0.588478
67.3333,0.587622
67.5,0.586769
67.6667,0.585919
67.8333,0.585072
68.0,0.584228
68.1667,0.583387
68.3333,0.582549
68.5,0.581714
68.6667,0.580883
68.8333,0.580055
69.0,0.57923
69.1667,0.578408
69.3333,0.57759
69.5,0.576775
69.6667,0.575964
69.8333,0.575157
70.0,0.574354
70.1667,0.573554
70.3333,0.572758
70.5,0.571967
70.6667,0.57118
70.8333,0.570397
71.0,0.569618
71.1667,0.568843
71.3333,0.568073
71.5,0.567308
71.6667,0.566546
71.8333,0.565789
72.0,0.565036
72.1667,0.564288
72.3333,0.563544
72.5,0.562804
72.6667,0.562068
72.8333,0.561337
73.0,0.560609
73.1667,0.559885
73.3333,0.559165
73.5,0.558448
73.6667,0.557735
73.8333,0.557024
74.0,0.556317
74.1667,0.555612
74.3333,0.55491
74.5,0.55421
74.6667,0.553512
74.8333,0.552816
75.0,0.552122
75.1667,0.551429
75.3333,0.550738
75.5,0.550047
75.6667,0.549358
75.8333,0.54867
76.0,0.547982
76.1667,0.547295
76.3333,0.546609
76.5,0.545923
76.6667,0.545238
76.8333,0.544552
77.0,0.543867
77.1667,0.543182
77.3333,0.542497
77.5,0.541812
77.6667,0.541127
77.8333,0.540441
78.0,0.539755
78.1667,0.539068
78.3333,0.538381
78.5,0.537693
78.6667,0.537004
78.8333,0.536315
79.0,0.535624
79.1667,0.534933
79.3333,0.53424
79.5,0.533547
79.6667,0.532853
79.8333,0.532158
80.0,0.531462
80.1667,0.530766
80.3333,0.530069
80.5,0.529371
80.6667,0.528672
80.8333,0.527973
81.0,0.527273
81.1667,0.526572
81.3333,0.525872
81.5,0.52517
81.6667,0.524468
81.8333,0.523766
82.0,0.523063
82.1667,0.52236
82.3333,0.521656
82.5,0.520951
82.6667,0.520246
82.8333,0.51954
83.0,0.518834
83.1667,0.518127
83.3333,0.517419
83.5,0.516711
83.6667,0.516001
83.8333,0.515291
84.0,0.51458
84.1667,0.513867
84.3333,0.513154
84.5,0.512439
84.6667,0.511723
84.8333,0.511005
85.0,0.510287
85.1667,0.509566
85.3333,0.508845
85.5,0.508122
85.6667,0.507397
85.8333,0.506671
86.0,0.505944
86.1667,0.505215
86.3333,0.504486
86.5,0.503755
86.6667,0.503023
86.8333,0.50229
87.0,0.501556
87.1667,0.500822
87.3333,0.500087
87.5,0.499351
87.6667,0.498615
87.8333,0.497879
88.0,0.497143
88.1667,0.496407
88.3333,0.495671
88.5,0.494934
88.6667,0.494199
88.8333,0.493463
89.0,0.492728
89.1667,0.491993
89.3333,0.491259
89.5,0.490526
89.6667,0.489794
89.8333,0.489063
90.0,0.488332
90.1667,0.487603
90.3333,0.486876
90.5,0.48615
90.6667,0.485425
90.8333,0.484703
91.0,0.483983
91.1667,0.483264
91.3333,0.482548
91.5,0.481835
91.6667,0.481123
91.8333,0.480414
92.0,0.479708
92.1667,0.479004
92.3333,0.478303
92.5,0.477605
92.6667,0.476908
92.8333,0.476215
93.0,0.475524
93.1667,0.474835
93.3333,0.474149
93.5,0.473465
93.6667,0.472783
93.8333,0.472104
94.0,0.471426
94.1667,0.470751
94.3333,0.470077
94.5,0.469405
94.6667,0.468734
94.8333,0.468065
95.0,0.467397
95.1667,0.466731
95.3333,0.466066
95.5,0.465402
95.6667,0.464739
95.8333,0.464077
96.0,0.463415
96.1667,0.462754
96.3333,0.462094
96.5,0.461435
96.6667,0.460775
96.8333,0.460117
97.0,0.459458
97.1667,0.458799
97.3333,0.458141
97.5,0.457483
97.6667,0.456824
97.8333,0.456165
98.0,0.455506
98.1667,0.454847
98.3333,0.454187
98.5,0.453526
98.6667,0.452865
98.8333,0.452203
99.0,0.451541
99.1667,0.450877
99.3333,0.450212
99.5,0.449546
99.6667,0.44888
99.8333,0.448212
100.0,0.447542
100.1667,0.446872
100.3333,0.4462
100.5,0.445528
100.6667,0.444854
100.8333,0.444179
101.0,0.443503
101.1667,0.442826
101.3333,0.442148
101.5,0.44147
101.6667,0.440791
101.8333,0.440112
102.0,0.439433
102.1667,0.438753
102.3333,0.438073
102.5,0.437394
102.6667,0.436714
102.8333,0.436035
103.0,0.435356
103.1667,0.434678
103.3333,0.434
103.5,0.433323
103.6667,0.432647
103.8333,0.431971
104.0,0.431297
104.1667,0.430623
104.3333,0.429951
104.5,0.429279
104.6667,0.428609
104.8333,0.42794
105.0,0.427272
105.1667,0.426606
105.3333,0.425941
105.5,0.425277
105.6667,0.424615
105.8333,0.423955
106.0,0.423296
106.1667,0.42264
106.3333,0.421985
106.5,0.421332
106.6667,0.42068
106.8333,0.420031
107.0,0.419383
107.1667,0.418737
107.3333,0.418093
107.5,0.417451
107.6667,0.41681
107.8333,0.416171
108.0,0.415534
108.1667,0.414898
108.3333,0.414264
108.5,0.413631
108.6667,0.413
