k,cluster_a,cluster_b,center_distance,within_radius_sum,separation_to_spread
14,5,11,0.1666793459449885,0.15413349508959942,1.081396005768221
14,5,12,0.12337143810176078,0.12401724826540914,0.9947925778657316
14,5,13,0.20511528283989605,0.2029904346334429,1.0104677257836812
14,5,14,0.39211589299445376,0.17211482633430447,2.278222633957366
14,6,7,0.41393905259741026,0.2810337255979452,1.4729159346149194
14,6,8,0.4844405536933961,0.19602617504802278,2.471305444666852
14,6,9,0.48363361657540865,0.1966872765138411,2.45889630050053
14,6,10,0.4888965212355489,0.22831246770564267,2.1413483291060147
14,6,11,0.44957402541722796,0.24172086244385,1.859889216313138
14,6,12,0.4749283774195746,0.2116046156196597,2.2444140739974014
14,6,13,0.2890806385749409,0.29057780198769345,0.9948476332241787
14,6,14,0.32558358984881197,0.259702193688555,1.2536805531926485
14,7,8,0.5245262772278142,0.1961757117916743,2.6737574821944654
14,7,9,0.6067169637504793,0.19683681325749264,3.082334821976623
14,7,10,0.6786463173300115,0.2284620044492942,2.970499707230893
14,7,11,0.39549323059394487,0.24187039918750153,1.6351452344830035
14,7,12,0.42007561945195476,0.21175415236331124,1.98378928943609
14,7,13,0.2817378396960662,0.29072733873134504,0.9690792786309448
14,7,14,0.18483798304049606,0.25985173043220655,0.7113209626622785
14,8,9,0.1287893542933331,0.11182926270757021,1.1516605866401262
14,8,10,0.25282467197444003,0.14345445389937175,1.7624037811456703
14,8,11,0.1583682588653678,0.15686284863757907,1.009596983867524
14,8,12,0.17113287726491572,0.1267466018133888,1.3501969663603102
14,8,13,0.3268891032992788,0.20571978818142259,1.589001749365005
14,8,14,0.5642651223272275,0.17484417988228412,3.227245669298947
14,9,10,0.12728117143415132,0.1441155553651901,0.8831882936690609
14,9,11,0.26567218550419036,0.15752395010339743,1.6865510630593337
14,9,12,0.2921600048045074,0.12740770327920714,2.2931109916035015
14,9,13,0.39592187532089806,0.2063808896472409,1.9184037630501178
14,9,14,0.6257399312998894,0.17550528134810248,3.565362401025288
14,10,11,0.3706658194634886,0.18914914129519897,1.959648438926838
14,10,12,0.409936326552735,0.15903289447100868,2.577682610357478
14,10,13,0.46752619807548274,0.23800608083904246,1.9643456017061134
14,10,14,0.6767843776151133,0.20713047253990402,3.2674302786845124
14,11,12,0.12394597411863137,0.172441289209216,0.7187720219851335
14,11,13,0.24372932641311165,0.2514144755772498,0.9694323521090304
14,11,14,0.44811953908878366,0.22053886727811134,2.0319299932001593
14,12,13,0.2429392406301449,0.2212982287530595,1.0977911662421573
14,12,14,0.47502336227352054,0.19042262045392105,2.4945742325212246
14,13,14,0.2681327198561983,0.26939580682195485,0.9953114082187948
15,1,2,0.17769019724169297,0.12000902413155617,1.480640297907144
15,1,3,0.2761047971119737,0.12521919315952013,2.2049718589085328
15,1,4,0.38497494982159514,0.1337967503598562,2.8773116595595685
15,1,5,0.3694040493152325,0.18503403942058566,1.9964113115185824
15,1,6,0.167978789745234,0.13398119956158439,1.25374896101018
15,1,7,0.153512821222469,0.12151361124658926,1.263338482393905
15,1,8,0.24721079072402552,0.14924910798081364,1.6563636062455067
15,1,9,0.29520927838054994,0.2310310614833468,1.2777904256040016
15,1,10,0.5287314059183252,0.22509413983149418,2.3489345671732473
15,1,11,0.24474583844546985,0.12236768617293728,2.0000855299296947
15,1,12,0.15761145285927483,0.1429280514653739,1.1027328172696607
15,1,13,0.32024395672376865,0.2069625581403201,1.5473521375138977
15,1,14,0.3698725689508302,0.15623532523840145,2.3674067845183986
15,1,15,0.5106693081887584,0.2210601596097862,2.3100920088458645
15,2,3,0.12635564532079935,0.10728019514542461,1.17780961480837
15,2,4,0.24771051189913304,0.11585775234576068,2.1380572890787395
15,2,5,0.2660431443575103,0.16709504140649017,1.592166602420656
15,2,6,0.1686075087737775,0.11604220154748887,1.452984401582358
15,2,7,0.07253805208501439,0.10357461323249374,0.7003458648905437
15,2,8,0.11398519271685892,0.1313101099667181,0.8680610559670511
15,2,9,0.2598177871234232,0.2130920634692513,1.2192748190310443
15,2,10,0.47726334478411475,0.20715514181739864,2.3038933071948984
15,2,11,0.2802331416794865,0.10442868815884176,2.6834880971906543
15,2,12,0.14122615741268413,0.1249890534512784,1.129908208063477
15,2,13,0.31359917705161977,0.18902356012622462,1.6590480934874312
15,2,14,0.4119288554987106,0.1382963272243059,2.978595771604216
15,2,15,0.5532422429585425,0.2031211615956907,2.7237055883904504
15,3,4,0.12204795277844822,0.12106792137372463,1.00809488916307
15,3,5,0.19115338560524864,0.1723052104344541,1.109388306501413
15,3,6,0.29026910614911733,0.12125237057545282,2.3939252055157874
15,3,7,0.19547382901960464,0.10878478226045768,1.7968857863923644
15,3,8,0.11361517480143048,0.13652027899468205,0.832221964663991
15,3,9,0.2993865528198998,0.21830223249721523,1.3714314755059545
15,3,10,0.4909086120019154,0.2123653108453626,2.3116233533987045
15,3,11,0.3945743470206112,0.10963885718680572,3.598854978471041
15,3,12,0.24903972872690633,0.13019922247924234,1.9127589549669601
15,3,13,0.38636729409294357,0.19423372915418854,1.9891874381211805
15,3,14,0.5144975310026598,0.14350649625226986,3.585186346534622
15,3,15,0.6278452223774605,0.20833133062365464,3.0136860379951553
15,4,5,0.17991025770908473,0.18088276763479016,0.9946235346881193
15,4,6,0.4090006383210197,0.1298299277757889,3.1502801035778707
15,4,7,0.3156487869562768,0.11736233946079376,2.6895236445224655
15,4,8,0.20340970628934085,0.14509783619501815,1.401879667012738
15,4,9,0.37193822693792583,0.2268797896975513,1.6393625339381217
15,4,10,0.526611146043636,0.22094286804569868,2.3834720292248335
15,4,11,0.5078561882121776,0.11821641438714178,4.295987074595423
15,4,12,0.36217054913142194,0.1387767796795784,2.609734495696162
15,4,13,0.4726984522559383,0.2028112863545246,2.3307305069286777
15,4,14,0.6180052153278103,0.15208405345260595,4.063576695241093
15,4,15,0.7092719023084569,0.2169088878239907,3.2699070537118375
15,5,6,0.39547060964823527,0.18106721683651839,2.1841093962652387
15,5,7,0.31269883470341425,0.16859962852152324,1.854682821341421
15,5,8,0.19273150767446284,0.19633512525574762,0.9816455788204446
15,5,9,0.2593332526716662,0.2781170787582808,0.932460724201191
15,5,10,0.41542594484169165,0.2721801571064282,1.5262903411406707
15,5,11,0.46256988314443853,0.16945370344787128,2.729771458118282
15,5,12,0.32050112474626374,0.1900140687403079,1.6867231298767271
15,5,13,0.4109077301860763,0.2540485754152541,1.6174376475618046
15,5,14,0.5443825810430294,0.20332134251333542,2.677449274698373
15,5,15,0.5849698090877584,0.2681461768847202,2.181533281152262
15,6,7,0.09860536196400088,0.11754678866252195,0.8388605344812771
15,6,8,0.22785848516548057,0.1452822853967463,1.5683845042995421
15,6,9,0.28051108019511833,0.2270642388992795,1.2353820291338198
15,6,10,0.46268654253059205,0.22112731724742685,2.092398841943514
15,6,11,0.12952007453474387,0.11840086358886998,1.093911569635875
15,6,12,0.09651064269166897,0.13896122888130663,0.6945148907261268
15,6,13,0.23090530309477514,0.20299573555625283,1.1374884426120775
15,6,14,0.2735867085745323,0.15226850265433411,1.7967386807211443
15,6,15,0.45787618735811236,0.21709333702571892,2.109121328324637
15,7,8,0.1493235013143096,0.1328146970817512,1.1242995285559156
15,7,9,0.2452846878649765,0.21459665058428437,1.1430033376436097
15,7,10,0.45867368519743756,0.20865972893243173,2.1981897874791425
15,7,11,0.20976557113276031,0.10593327527387486,1.980166955004859
15,7,12,0.08507935470944435,0.1264936405663115,0.6725978818266629
15,7,13,0.2680316408591846,0.1905281472412577,1.4067823822366126
15,7,14,0.3456151202278375,0.139800914339339,2.472194991435645
15,7,15,0.502259231748492,0.20462574871072378,2.454526055069091
15,8,9,0.2301898309470843,0.24233214731850874,0.9498939100495601
15,8,10,0.392182883983154,0.2363952256666561,1.6590135561205286
15,8,11,0.31130146148972304,0.13366877200809923,2.3289019328378413
15,8,12,0.17411921612253087,0.15422913730053586,1.1289644691666567
15,8,13,0.281616610327276,0.21826364397548206,1.2902589052298168
15,8,14,0.41813929500994607,0.16753641107356337,2.4958114617027682
15,8,15,0.5288778962679223,0.23236124544494816,2.276102003392067
15,9,10,0.322251926126396,0.3181771791691893,1.0128065342959118
15,9,11,0.2903382693387566,0.2154507255106324,1.3475854799311342
15,9,12,0.20468431565678297,0.23601109080306903,0.8672656651867875
15,9,13,0.2642843214274037,0.30004559747801524,0.8808138617890175
15,9,14,0.3346837125683443,0.24931836457609655,1.342394946065807
15,9,15,0.3713294315660792,0.31414319894748133,1.1820387415999998
15,10,11,0.4264170795800421,0.20951380385877977,2.035269618165414
15,10,12,0.40991855737423205,0.2300741691512164,1.7816800507701185
15,10,13,0.2825546830673259,0.2941086758261626,0.960715226348284
15,10,14,0.38864508443480755,0.2433814429242439,1.596855864462021
15,10,15,0.3421427694228285,0.30820627729562866,1.1101096720838306
15,11,12,0.15531521964154948,0.12734771549265952,1.2196152796357156
15,11,13,0.19774309215613528,0.19138222216760573,1.0332364726278438
15,11,14,0.15121370869890655,0.14065498926568704,1.075068218257618
15,11,15,0.36270762463716033,0.20547982363707182,1.765173914485111
15,12,13,0.21983121414059748,0.21194258746004235,1.0372205830602232
15,12,14,0.27895534376742015,0.16121535455812366,1.7303273905392627
15,12,15,0.4289464850019385,0.22604018892950845,1.8976558417923957
15,13,14,0.20917601724720228,0.22524986123306986,0.9286399383428001
15,13,15,0.31744430381407435,0.29007469560445465,1.094353656573136
15,14,15,0.24599822764512905,0.23934746270253596,1.0277870710117314
16,1,2,0.17991025770908473,0.18088276763479016,0.9946235346881193
16,1,3,0.37193822693792583,0.2268797896975513,1.6393625339381217
16,1,4,0.526611146043636,0.22094286804569868,2.3834720292248335
16,1,5,0.19909380971117516,0.13562986141433025,1.4679201735889962
16,1,6,0.28240839609580043,0.07652739697149831,3.6902914155172426
16,1,7,0.7649892452535864,0.18317655420877282,4.176239959081777
16,1,8,0.6437901337822366,0.19645227189544984,3.277081642124536
16,1,9,0.11946430926643674,0.12036511176224202,0.9925160830857314
16,1,10,0.3772317584640921,0.1669242533778138,2.2598978328827477
16,1,11,0.4726984522559383,0.2028112863545246,2.3307305069286777
16,1,12,0.50084560508025,0.11962064697563107,4.186949475221293
16,1,13,0.24570153552105847,0.11751351874615815,2.0908363407260424
16,1,14,0.32591116767288303,0.12528604315867345,2.6013365851144328
16,1,15,0.4083969622612775,0.13047548365782208,3.13006666702472
16,1,16,0.6121478195814708,0.12891014266274728,4.748639687592019
16,2,3,0.2593332526716662,0.2781170787582808,0.932460724201191
16,2,4,0.41542594484169165,0.2721801571064282,1.5262903411406707
16,2,5,0.1942226069700667,0.18686715047505975,1.0393619556797846
16,2,6,0.2363348216071771,0.1277646860322278,1.849766386523763
16,2,7,0.6376919742292891,0.23441384326950232,2.7203682399257607
16,2,8,0.5313996334062964,0.2476895609561793,2.145426037960116
16,2,9,0.18998527505950322,0.1716024008229715,1.1071248079768758
16,2,10,0.33917668138204243,0.2181615424385433,1.5547042690972421
16,2,11,0.4109077301860763,0.2540485754152541,1.6174376475618046
16,2,12,0.4561428878163264,0.17085793603636057,2.66972022721411
16,2,13,0.2637782919221274,0.16875080780688764,1.5631231361214328
16,2,14,0.31476960537349974,0.17652333221940292,1.7831614745537938
16,2,15,0.3942645484462939,0.18171277271855157,2.1697129076168804
16,2,16,0.5444615194345072,0.18014743172347675,3.022310749732177
16,3,4,0.322251926126396,0.3181771791691893,1.0128065342959118
16,3,5,0.23351263155249768,0.23286417253782088,1.002784709247497
16,3,6,0.2519994835205333,0.17376170809498892,1.4502590143898377
16,3,7,0.43339585948131026,0.28041086533226345,1.5455744161973624
16,3,8,0.30741151399872635,0.29368658301894046,1.0467332584236602
16,3,9,0.30010874303302076,0.21759942288573264,1.3791798666240764
16,3,10,0.24382327715312582,0.2641585645013044,0.9230186331964331
16,3,11,0.2642843214274037,0.30004559747801524,0.8808138617890175
16,3,12,0.28547847571933144,0.2168549580991217,1.3164489215360378
16,3,13,0.2590112012795393,0.21474782986964877,1.2061178985452763
16,3,14,0.23586768618292978,0.22252035428216405,1.0599825213465228
16,3,15,0.27961605088068675,0.2277097947813127,1.2279491584857982
16,3,16,0.340654551934453,0.22614445378623788,1.5063581981827214
16,4,5,0.3918526578087131,0.22692725088596824,1.726776560676798
16,4,6,0.423817466485993,0.16782478644313628,2.5253568049651247
16,4,7,0.3560979891217358,0.2744739436804108,1.2973835852934936
16,4,8,0.3488394009903954,0.2877496613670878,1.2123016907581143
16,4,9,0.49068447265401927,0.21166250123387997,2.3182399801268025
16,4,10,0.4786208663815497,0.25822164284945176,1.8535273073938074
16,4,11,0.2825546830673259,0.2941086758261626,0.960715226348284
16,4,12,0.4272382849819829,0.21091803644726906,2.025612850273217
16,4,13,0.4758919471497718,0.20881090821779613,2.279056928641879
16,4,14,0.44561713706081896,0.2165834326303114,2.0574848761467717
16,4,15,0.4605021736789929,0.22177287312946006,2.0764585279560968
16,4,16,0.4004655884819955,0.22020753213438526,1.8185826097792368
16,5,6,0.16245342590035028,0.08251177981176788,1.9688513115454707
16,5,7,0.5920643304072786,0.1891609370490424,3.1299502933514134
16,5,8,0.4634061386069401,0.2024366547357194,2.2891414561849768
16,5,9,0.1126849827762859,0.1263494946025116,0.891851472226197
16,5,10,0.22724923012583434,0.1729086362180834,1.3142734515539938
16,5,11,0.2849311299774875,0.2087956691947942,1.364640996033607
16,5,12,0.3097388202039352,0.12560502981590066,2.4659746560939437
16,5,13,0.11635720791093827,0.12349790158642773,0.9421796355746808
16,5,14,0.15660304847559325,0.131270425998943,1.192980424066379
16,5,15,0.23192218004368823,0.13645986649809166,1.6995632928230335
16,5,16,0.4161893973117311,0.13489452550301684,3.08529494254697
16,6,7,0.5690271946792983,0.13005847260621045,4.375164364740714
16,6,8,0.4349623924847824,0.14333419029288744,3.034603199669146
16,6,9,0.1997211497531535,0.06724703015967963,2.9699623801811175
16,6,10,0.20586963921434814,0.11380617177525142,1.8089496905396925
16,6,11,0.2948888483458847,0.14969320475196224,1.9699548074644262
16,6,12,0.30139547120698107,0.0665025653730687,4.5320878903874
16,6,13,0.16599535614059654,0.06439543714359577,2.577750280201414
16,6,14,0.18114015428946528,0.07216796155611105,2.509980195971417
16,6,15,0.23268196149758694,0.0773574020552597,3.0078823139816957
16,6,16,0.40767840110863973,0.07579206106018489,5.37890638420442
16,7,8,0.17309707865859417,0.24998334753016194,0.6924344376087251
16,7,9,0.6896271439589532,0.17389618739695414,3.965740447113634
16,7,10,0.531320366228828,0.22045532901252593,2.4101044352556302
16,7,11,0.36665351050040124,0.25634236198923677,1.430327424835838
16,7,12,0.4319011057225763,0.1731517226103432,2.494350614660167
16,7,13,0.6184153213970357,0.17104459438087027,3.615520991093067
16,7,14,0.5521422527371405,0.17881711879338558,3.0877482897770756
16,7,15,0.5225327528588021,0.18400655929253423,2.839750685344199
16,7,16,0.33245919735452584,0.1824412182974594,1.8222811733940034
16,8,9,0.5549673851833449,0.18717190508363113,2.9650143537053673
16,8,10,0.37363380003218877,0.23373104669920292,1.5985629864270101
16,8,11,0.25570090886936336,0.2696180796759138,0.9483819081299031
16,8,12,0.2769722275000987,0.1864274402970202,1.4856837977221624
16,8,13,0.46938007870203585,0.1843203120675473,2.546545594660363
16,8,14,0.39814939073596917,0.19209283648006256,2.072692548205947
16,8,15,0.36525443736087443,0.19728227697921122,1.85143056413204
16,8,16,0.20490465157876514,0.19571693598413642,1.0469438965433906
16,9,10,0.26832428972444444,0.15764388656599512,1.702091312066927
16,9,11,0.3875610910381737,0.19353091954270596,2.0025797012381354
16,9,12,0.38925604359730154,0.1103402801638124,3.527778278425682
16,9,13,0.1268595996361474,0.10823315193433947,1.17209558595418
16,9,14,0.2092782100451972,0.11600567634685477,1.8040342217346272
16,9,15,0.29217859007402974,0.12119511684600341,2.4108115712721867
16,9,16,0.508960740877275,0.1196297758509286,4.254465389214589
16,10,11,0.28000991367015243,0.24009006115827775,1.1662703250575532
16,10,12,0.20211241828983978,0.15689942177938418,1.2881654756767011
16,10,13,0.16419259763834806,0.15479229354991125,1.0607285018708361
16,10,14,0.12253805723227075,0.16256481796242656,0.7537796847322331
16,10,15,0.14182081752787176,0.1677542584615752,0.8454081513546579
16,10,16,0.32554982948679,0.16618891746650039,1.958914195060046
16,11,12,0.1984265845478527,0.19278645475609502,1.0292558406081658
16,11,13,0.3136176058439929,0.1906793265266221,1.644738375978093
16,11,14,0.2537945863915581,0.19845185093913736,1.2788723571512248
16,11,15,0.22855830364470048,0.20364129143828602,1.1223573668700957
16,11,16,0.2186125657876236,0.2020759504432112,1.0818336635712602
16,12,13,0.2734542473136671,0.10748868714772854,2.5440281630553505
16,12,14,0.18559182802714377,0.11526121156024383,1.610184601696123
16,12,15,0.12180388445998196,0.12045065205939248,1.0112347453289188
16,12,16,0.14338214967415944,0.11888531106431766,1.2060543761927733
16,13,14,0.08828304786497762,0.1131540833307709,0.7802020507462333
16,13,15,0.1701496522626729,0.11834352382991956,1.4377605698745954
16,13,16,0.40364547227821373,0.11677818283484473,3.4565144145895412
16,14,15,0.08929450198112807,0.12611604824243483,0.708034411365918
16,14,16,0.31814059337704764,0.12455070724736003,2.5543057956725566
16,15,16,0.2619735147842684,0.12974014774650866,2.0192170221366053
