k,sigma,lr,seed,iterations,grid,qe,occupied,silhouette,topographic_error,norm
14,0.15,0.3,47,5000,2x7,0.08146461839144269,14,0.23314021376160546,0.7935779816513762,minmax
15,0.15,0.3,11,5000,3x5,0.07914341609982205,15,0.24027063363890222,0.7247706422018348,minmax
15,0.15,0.3,29,5000,3x5,0.07861475659202084,15,0.24425003975899479,0.42660550458715596,minmax
15,0.15,0.3,47,5000,3x5,0.08100705807654951,15,0.25215311755865816,0.5275229357798165,minmax
16,0.15,0.3,11,5000,4x4,0.07708894263212815,16,0.25380095343115,0.41284403669724773,minmax
16,0.15,0.3,29,5000,4x4,0.0774677746084687,16,0.2719802517164444,0.7431192660550459,minmax
16,0.15,0.3,47,5000,4x4,0.07627868514703612,16,0.26043235688203265,0.7935779816513762,minmax
1,0.3,0.03,11,5000,1x1,0.19473782079923235,1,,,minmax
1,0.3,0.03,29,5000,1x1,0.19503055763898272,1,,,minmax
1,0.3,0.03,47,5000,1x1,0.1932512526901854,1,,,minmax
2,0.3,0.03,11,5000,1x2,0.15133738216358253,2,0.41433150602279173,0.0,minmax
2,0.3,0.03,29,5000,1x2,0.15085129432725047,2,0.4206937133827439,0.0,minmax
2,0.3,0.03,47,5000,1x2,0.15007982972500292,2,0.3998323941887043,0.0,minmax
3,0.3,0.03,11,5000,1x3,0.12512236211317015,3,0.360881876345622,0.0045871559633027525,minmax
3,0.3,0.03,29,5000,1x3,0.1252342361043845,3,0.3597775473474146,0.7155963302752294,minmax
3,0.3,0.03,47,5000,1x3,0.1253327580460242,3,0.36047537452688155,0.27522935779816515,minmax
4,0.3,0.03,11,5000,2x2,0.10813150550620344,4,0.3357746602785308,0.0,minmax
4,0.3,0.03,29,5000,2x2,0.10878010280616564,4,0.3357746602785308,0.0,minmax
4,0.3,0.03,47,5000,2x2,0.12068095203451815,4,0.36073555322556494,0.0,minmax
5,0.3,0.03,11,5000,1x5,0.10115324632417969,5,0.264278665542253,0.8669724770642202,minmax
5,0.3,0.03,29,5000,1x5,0.10220297594508526,5,0.2623154741964765,0.6467889908256881,minmax
5,0.3,0.03,47,5000,1x5,0.10776586542946893,5,0.3022975414902572,0.6009174311926605,minmax
6,0.3,0.03,11,5000,2x3,0.10252258679803566,6,0.3380145018127582,0.1743119266055046,minmax
6,0.3,0.03,29,5000,2x3,0.09922232008707907,6,0.26388302446663886,0.7798165137614679,minmax
6,0.3,0.03,47,5000,2x3,0.0990336655950177,6,0.20158064824511737,0.1834862385321101,minmax
7,0.3,0.03,11,5000,1x7,0.0952759783821423,7,0.205596566801034,0.5458715596330275,minmax
7,0.3,0.03,29,5000,1x7,0.09635535484156664,7,0.159100619235343,0.7614678899082569,minmax
7,0.3,0.03,47,5000,1x7,0.09597129271164424,7,0.22271715888390797,0.5642201834862385,minmax
8,0.3,0.03,11,5000,2x4,0.09056873200255622,8,0.25839732109022856,0.29357798165137616,minmax
8,0.3,0.03,29,5000,2x4,0.09489590050663253,8,0.14333653633211194,0.6146788990825688,minmax
8,0.3,0.03,47,5000,2x4,0.09240504670694792,8,0.23044142364320122,0.5045871559633027,minmax
9,0.3,0.03,11,5000,3x3,0.0887265467827365,9,0.24240460130381505,0.44036697247706424,minmax
9,0.3,0.03,29,5000,3x3,0.09085664712296476,9,0.22854331525607177,0.5779816513761468,minmax
9,0.3,0.03,47,5000,3x3,0.09208359351644145,9,0.25511446678845,0.5779816513761468,minmax
10,0.3,0.03,11,5000,2x5,0.08927728489490723,10,0.21317636782071428,0.481651376146789,minmax
10,0.3,0.03,29,5000,2x5,0.08964655125498715,10,0.18791802271648148,0.8256880733944955,minmax
10,0.3,0.03,47,5000,2x5,0.08922636669635697,10,0.19238648535676825,0.7339449541284404,minmax
11,0.3,0.03,11,5000,1x11,0.08962930368677163,11,0.19394119345676572,0.8577981651376146,minmax
11,0.3,0.03,29,5000,1x11,0.08444855996401968,11,0.20717514675323714,0.8944954128440367,minmax
11,0.3,0.03,47,5000,1x11,0.08584545943316182,11,0.19681028158927577,0.7752293577981652,minmax
12,0.3,0.03,11,5000,3x4,0.08473121599000898,12,0.24235195571995177,0.5963302752293578,minmax
12,0.3,0.03,29,5000,3x4,0.0858965726296284,12,0.19062962107235504,0.7339449541284404,minmax
12,0.3,0.03,47,5000,3x4,0.0868595511340536,11,0.18053220246499666,0.6513761467889908,minmax
13,0.3,0.03,11,5000,1x13,0.08074511235811967,13,0.16273196997633713,0.8119266055045872,minmax
13,0.3,0.03,29,5000,1x13,0.08191341044103767,13,0.23039524679853682,0.963302752293578,minmax
13,0.3,0.03,47,5000,1x13,0.08057679504798487,13,0.1965706609199907,0.926605504587156,minmax
